GEO_ID,C15010A_001E,C15010A_001M,C15010A_002E,C15010A_002M,C15010A_003E,C15010A_003M,C15010A_004E,C15010A_004M,C15010A_005E,C15010A_005M,C15010A_006E,C15010A_006M,NAME,C15010A_001MA,C15010A_001EA,C15010A_002EA,C15010A_002MA,C15010A_003EA,C15010A_003MA,C15010A_004EA,C15010A_004MA,C15010A_005EA,C15010A_005MA,C15010A_006MA,C15010A_006EA,state
0400000US06,5094820,29956,1973207,19097,341191,8395,884611,13587,422163,10192,1473648,17660,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1169065,13864,441054,9288,95061,5110,234151,6378,124469,6050,274330,7452,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,783443,10755,275621,6035,66985,3610,151443,5855,96765,3966,192629,6973,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,139682,5467,47211,3116,11656,1650,29537,2551,19720,2245,31558,2441,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,159272,3222,81551,3677,4750,974,13440,1839,4847,931,54684,3277,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3043722,26609,969852,16692,270738,9438,722709,13101,472049,11293,608374,11187,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1266609,16702,384911,10103,110371,5446,309379,8913,193125,6599,268823,8427,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,107604,4220,43185,3011,7936,1422,18579,2064,10884,1391,27020,1954,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,245259,8994,84659,5398,26542,2972,40718,3215,42084,3090,51256,3488,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2147149,18199,657324,12569,183219,6691,483660,11979,321506,7777,501440,10176,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,887328,13856,249990,7992,105874,4997,180142,6172,166986,6511,184336,6711,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,504096,7600,141251,4726,46533,2746,103346,3860,107904,4002,105062,4138,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,515742,8512,147388,4737,50405,2917,114614,4574,101406,3890,101929,3719,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,580281,9786,167153,5640,61084,3558,116093,4906,106977,4216,128974,4582,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,510921,10216,139667,5741,66828,3835,107069,5433,86613,4738,110744,5412,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,257124,7064,80393,4037,28054,2347,38730,2851,42909,3191,67038,3099,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,993914,12878,411681,8397,73930,4234,166809,5775,111515,4703,229979,6618,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1547279,16499,585238,10507,125466,4917,282376,8291,163007,5006,391192,10286,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1455609,15373,455243,9479,152246,6018,313634,7840,242357,5721,292129,6615,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1082172,13249,333256,6633,104698,4446,226927,7139,167468,5813,249823,6067,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,291830,9218,68627,3518,38062,3461,66902,4364,64592,3627,53647,3947,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,938424,12369,263906,6699,90489,4141,206767,6907,172235,6067,205027,6034,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,192176,5450,69565,3594,21136,2337,27426,2325,35780,2626,38269,2491,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,323683,5781,87042,3654,34645,2355,69423,3435,67148,3159,65425,2687,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,314631,7470,101100,4145,26612,2356,74075,4779,44542,3235,68302,3394,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,301596,6936,103219,4335,26396,2307,60788,3483,39869,2601,71324,4261,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1596302,15930,538496,11901,117039,4533,350062,7723,221630,6865,369075,8357,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,305740,7189,111215,4706,25881,2380,48712,3764,50968,4100,68964,4250,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3353226,22415,1112496,15155,266534,9198,605825,13464,452673,10830,915698,12754,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1433662,15366,463171,10058,131184,6330,299060,8369,211339,6229,328908,7511,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,119225,4544,31451,2573,16000,2008,23522,1927,26159,2195,22093,2382,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1718318,16567,492936,10344,178499,5929,372546,10087,316039,8406,358298,8502,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,489820,7753,131942,4660,48560,2836,110492,3764,102618,3917,96208,3915,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,716189,11497,273766,7045,61857,3998,107969,5059,87004,4676,185593,6355,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2137748,20512,688167,9918,210064,6381,421748,9569,360040,8224,457729,8319,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,201211,6369,64970,3380,18253,2023,37489,2607,28777,2549,51722,3606,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,645315,13506,202680,7074,53715,3021,144763,6303,102773,4724,141384,5626,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,134444,4661,39947,2466,18810,2047,23942,2393,27725,2215,24020,1945,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,889522,11705,256973,7574,86728,4259,202248,6471,148347,5187,195226,6558,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3461974,26624,1120273,17938,279158,8493,808699,14103,527545,12412,726299,16304,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,467058,8447,145902,5185,43512,2905,91359,3807,74803,3868,111482,3988,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,149943,3985,55982,2962,11180,1271,18011,1604,21699,1689,43071,2548,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1500999,15198,578337,10574,109521,4776,275944,8183,163606,5284,373591,8843,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1217760,15366,473329,10403,104152,4821,191766,6475,145154,4739,303359,9637,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,227803,6821,61885,3634,26207,2614,44830,3149,51247,3316,43634,3130,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,972078,12989,296990,7211,106944,4388,190523,5468,171598,4221,206023,6972,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,90157,4326,30398,2630,7628,1543,13526,2037,20104,2408,18501,2156,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,427786,11058,108883,5576,38711,2768,140265,5494,86577,4376,53350,3616,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,593019,11073,165566,5971,58154,3733,143105,5794,110811,4800,115383,5680,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,109415,4471,42326,3217,10965,1589,14915,1671,15829,1947,25380,2466,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1001259,14599,318703,8787,91277,5084,216439,6487,159283,5928,215557,7999,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,350208,8958,95828,4731,36611,3174,77836,3779,76504,4256,63429,4075,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
