GEO_ID,B15011_001E,B15011_001M,B15011_002E,B15011_002M,B15011_003E,B15011_003M,B15011_004E,B15011_004M,B15011_005E,B15011_005M,B15011_006E,B15011_006M,B15011_007E,B15011_007M,B15011_008E,B15011_008M,B15011_009E,B15011_009M,B15011_010E,B15011_010M,B15011_011E,B15011_011M,B15011_012E,B15011_012M,B15011_013E,B15011_013M,B15011_014E,B15011_014M,B15011_015E,B15011_015M,B15011_016E,B15011_016M,B15011_017E,B15011_017M,B15011_018E,B15011_018M,B15011_019E,B15011_019M,B15011_020E,B15011_020M,B15011_021E,B15011_021M,B15011_022E,B15011_022M,B15011_023E,B15011_023M,B15011_024E,B15011_024M,B15011_025E,B15011_025M,B15011_026E,B15011_026M,B15011_027E,B15011_027M,B15011_028E,B15011_028M,B15011_029E,B15011_029M,B15011_030E,B15011_030M,B15011_031E,B15011_031M,B15011_032E,B15011_032M,B15011_033E,B15011_033M,B15011_034E,B15011_034M,B15011_035E,B15011_035M,B15011_036E,B15011_036M,B15011_037E,B15011_037M,B15011_038E,B15011_038M,B15011_039E,B15011_039M,NAME,B15011_001MA,B15011_001EA,B15011_002MA,B15011_002EA,B15011_003MA,B15011_003EA,B15011_004EA,B15011_004MA,B15011_005MA,B15011_005EA,B15011_006MA,B15011_006EA,B15011_007MA,B15011_007EA,B15011_008EA,B15011_008MA,B15011_009MA,B15011_009EA,B15011_010MA,B15011_010EA,B15011_011MA,B15011_011EA,B15011_012MA,B15011_012EA,B15011_013EA,B15011_013MA,B15011_014MA,B15011_014EA,B15011_015MA,B15011_015EA,B15011_016MA,B15011_016EA,B15011_017MA,B15011_017EA,B15011_018MA,B15011_018EA,B15011_019MA,B15011_019EA,B15011_020MA,B15011_020EA,B15011_021EA,B15011_021MA,B15011_022MA,B15011_022EA,B15011_023EA,B15011_023MA,B15011_024EA,B15011_024MA,B15011_025MA,B15011_025EA,B15011_026EA,B15011_026MA,B15011_027EA,B15011_027MA,B15011_028EA,B15011_028MA,B15011_029EA,B15011_029MA,B15011_030MA,B15011_030EA,B15011_031MA,B15011_031EA,B15011_032EA,B15011_032MA,B15011_033EA,B15011_033MA,B15011_034EA,B15011_034MA,B15011_035MA,B15011_035EA,B15011_036MA,B15011_036EA,B15011_037EA,B15011_037MA,B15011_038EA,B15011_038MA,B15011_039EA,B15011_039MA,state
0400000US06,7660529,34102,3778027,22735,1201165,16347,592161,10701,53556,3462,232274,8594,21945,2719,301229,9025,1870086,18236,924828,14431,100108,4547,396570,7191,64090,3880,384490,9980,706776,9630,352843,6951,34861,2495,141515,5389,52515,3086,125042,4963,3882502,22304,1390420,14056,523280,10130,125216,5893,235352,7729,81428,5041,425144,9451,1912334,17444,577386,9720,220106,7055,367362,9012,190113,7043,557367,10758,579748,9308,134329,5237,62825,3654,56712,3195,157898,5970,167984,5930,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1291006,15098,644144,8687,198755,6282,94678,4585,8090,1419,45241,3233,4525,950,46221,3200,332138,6050,155084,4365,17289,2003,80707,3950,16312,1788,62746,3524,113251,3392,53815,2884,5410,940,25056,1833,11442,1352,17528,1989,646862,9852,229135,5663,82414,3763,22292,2361,40830,3022,18479,2191,65120,3171,330645,6254,93946,4215,40293,3112,61828,3026,51865,3306,82713,3242,87082,3342,16020,1584,11633,1475,5713,914,29546,2322,24170,2155,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911137,10938,438224,7147,116347,4681,51868,3004,6768,1397,25097,2420,4164,967,28450,2646,239914,4761,106599,3691,12858,1818,61296,3242,10593,1612,48568,3480,81963,2313,40155,1943,3241,697,15409,1549,6973,1151,16185,1468,472913,7000,142014,4175,50943,3386,14886,1755,22084,2177,16334,1844,37767,3233,261370,5480,72185,4118,31140,2032,46785,3117,44967,2924,66293,3408,69529,2635,14340,1401,9770,1179,5025,988,22015,1755,18379,1365,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,182689,6890,85182,3998,22962,1702,10500,1438,970,406,5883,1054,599,289,5010,1146,42992,2855,19979,1795,2336,790,11105,1690,1849,490,7723,1291,19228,1596,8631,1004,800,280,4438,820,1948,616,3411,803,97507,4442,32079,2486,8764,1406,3369,930,6460,1096,6037,1342,7449,1378,49557,2856,13171,1635,6462,967,10775,1579,8152,1128,10997,1319,15871,1669,2897,567,1914,668,1114,359,5436,898,4510,942,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,232791,5122,112035,3412,57094,2234,31786,2364,747,363,8695,1488,551,310,15315,1683,41142,2159,20278,1837,1138,456,5534,949,1865,625,12327,1446,13799,789,6639,1001,808,413,1785,665,530,257,4037,761,120756,2940,65340,2252,33039,2401,2207,755,5298,1076,2046,615,22750,2230,42053,1997,17081,1691,2250,588,5736,1089,2835,807,14151,1574,13363,1336,4113,939,1049,432,1033,405,2913,594,4255,997,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3623069,29636,1793544,18511,426417,10892,174941,7802,23138,2878,121763,6695,18595,2430,87980,4949,877146,13788,359995,9775,54981,3579,247817,8673,58484,4050,155869,7270,489981,7995,208603,5932,22619,2050,135505,5334,51942,3610,71312,3256,1829525,19761,542824,12955,150871,7408,70290,4798,116105,6543,75934,4384,129624,6379,922706,11340,209955,6523,126213,6178,211926,7367,188988,5423,185624,6637,363995,7485,56703,3690,51510,3567,33957,2828,144986,5336,76839,4377,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1807275,21417,850955,13707,251611,7424,104036,5621,10114,1582,71568,5119,10418,1870,55475,4411,464030,8702,180069,7301,28492,2711,144203,5826,25603,2661,85663,4152,135314,4972,54744,2977,7992,1509,37894,2518,13449,1854,21235,2099,956320,13152,340756,8409,100790,5951,35453,3165,70974,5120,50265,3986,83274,5095,505362,10808,115785,5823,59547,3587,117436,5866,105880,5027,106714,4973,110202,4564,17902,1661,13008,1857,9435,1511,45648,2852,24209,2041,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,286216,5969,132677,3981,36199,2503,15057,1720,2065,599,8352,1569,1479,491,9246,1440,67866,3205,31671,2314,3200,870,16798,2094,3047,776,13150,1642,28612,1747,13996,1461,937,360,6613,942,3260,786,3806,649,153539,4054,51267,2515,16921,1965,5549,978,10801,1880,4817,850,13179,1864,76615,2882,18607,1951,9726,1305,15240,1600,14228,1705,18814,1703,25657,1899,4764,885,2916,689,2270,667,10389,1326,5318,955,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,257893,9377,133608,5452,37299,3415,17374,2595,2183,888,7384,1588,2364,812,7994,1447,65949,3770,32663,2773,3691,848,12926,1586,5247,1204,11422,1696,30360,2393,13378,1650,2300,809,6186,1168,3058,733,5438,1111,124285,5818,42692,3203,11043,1931,7120,1598,5620,1175,7671,1481,11238,2036,62515,3582,13183,1709,9531,1651,9929,1822,16146,1686,13726,1570,19078,1915,2672,784,2911,770,1643,625,8089,1242,3763,866,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2707353,20516,1293005,13669,439546,9089,187349,6579,24035,3141,107941,5754,20822,2266,99399,5408,658623,8077,263977,7257,37429,2505,190282,6736,40177,2634,126758,4667,194836,4251,80001,3647,9172,1212,48043,2790,24874,1889,32746,2330,1414348,12592,546325,8542,158580,5711,58813,3762,105858,5535,77281,3800,145793,6145,697792,8873,161541,5837,93092,4378,139755,4600,143158,5061,160246,5140,170231,5322,27556,2422,21809,2045,12876,1657,68279,3246,39711,2855,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
