GEO_ID,C16009_001E,C16009_001M,C16009_002E,C16009_002M,C16009_003E,C16009_003M,C16009_004E,C16009_004M,C16009_005E,C16009_005M,C16009_006E,C16009_006M,C16009_007E,C16009_007M,C16009_008E,C16009_008M,C16009_009E,C16009_009M,C16009_010E,C16009_010M,C16009_011E,C16009_011M,C16009_012E,C16009_012M,C16009_013E,C16009_013M,NAME,C16009_001EA,C16009_001MA,C16009_002EA,C16009_002MA,C16009_003EA,C16009_003MA,C16009_004MA,C16009_004EA,C16009_005EA,C16009_005MA,C16009_006EA,C16009_006MA,C16009_007EA,C16009_007MA,C16009_008EA,C16009_008MA,C16009_009MA,C16009_009EA,C16009_010MA,C16009_010EA,C16009_011EA,C16009_011MA,C16009_012EA,C16009_012MA,C16009_013EA,C16009_013MA,state
0400000US06,34806185,5580,5697800,59216,2481747,34620,2474993,41855,198777,13686,468248,16873,74035,8755,29108385,59598,16856278,57341,7654542,52189,1403818,29710,2940352,25754,253395,15227,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4736271,2826,627865,17583,448175,14708,143364,9213,11367,2486,10256,2542,14703,4213,4108406,18061,3482857,20694,420035,12479,100462,6723,77872,5202,27180,4766,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3293440,1436,339473,13064,206769,9494,100896,7103,18131,2834,5494,1895,8183,3634,2953967,13393,2351701,14983,271043,7640,234934,10425,70293,4224,25996,4795,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,835858,970,95366,7037,78144,5834,12261,2983,2546,1075,1544,969,871,994,740492,7027,648411,7536,47690,4157,25434,3168,14060,2022,4897,1513,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,559640,576,99999,7123,83922,6471,10369,2286,2671,1024,1469,585,1568,618,459641,6946,381897,8539,35558,3478,21653,3038,7184,1719,13349,3483,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17857549,5480,2939599,45490,1901890,37113,786107,26848,190336,12626,38473,6002,22793,3928,14917950,44834,10935783,43721,2895074,32050,756078,21747,242841,9456,88174,8294,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8988856,4366,1643284,32649,1342669,28895,212901,14687,43645,6409,26176,4171,17893,4763,7345572,32958,6437485,33209,496310,14945,196713,13735,161846,8023,53218,6410,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1268399,969,141593,8643,98610,6978,1379,566,2158,656,38902,4859,544,463,1126806,8663,850983,10925,20068,3460,16895,2828,237637,9354,1223,650,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1453157,2153,220980,12743,181541,10675,31479,5943,3856,1877,3119,1221,985,560,1232177,12184,1120397,11914,79583,6837,17013,3672,11290,1808,3894,1221,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11771600,3925,1663995,29072,1193714,20835,326832,15597,70324,7058,46875,5731,26250,5440,10107605,29618,7892726,27778,1234182,18675,619272,17662,277156,9899,84269,8853,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5925243,3377,876785,18531,758642,16929,73955,6511,20878,4023,17795,2554,5515,2359,5048458,18567,4664029,18941,202764,8923,114968,7021,49551,4297,17146,3195,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2780625,2588,339401,11643,299034,10306,22783,3752,6838,2332,6233,1559,4513,1753,2441224,11969,2278592,12134,87799,4832,36792,4166,30526,2694,7515,1721,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2603749,2699,347342,11124,279329,11195,52164,5986,4917,1586,8235,2301,2697,1232,2256407,11592,2032526,14027,144831,7394,32313,3432,38191,3858,8546,2026,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3976395,2952,739993,20063,692461,18793,27854,4561,7163,1614,4942,1417,7573,3140,3236402,20644,3091857,20622,71232,5630,37373,3753,29382,2974,6558,1926,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4166613,3250,799246,20190,731200,18738,31765,4150,21136,2846,13432,2919,1713,946,3367367,20627,3084444,20759,116350,6386,119358,5630,40507,3209,6708,1761,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1228837,1465,172431,8339,154930,7845,3442,2164,7446,2297,3100,1316,3513,1090,1056406,8303,987269,10102,8739,1872,49412,4371,8329,1586,2657,1030,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5385091,2542,533057,18109,432398,15807,48964,6729,20200,3760,16630,3292,14865,3635,4852034,18846,4016436,22481,339248,11131,227570,11228,185237,8029,83543,8062,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6056000,1732,700622,16625,437166,11944,151490,8598,55478,6391,40758,4960,15730,3064,5355378,16733,4260753,21806,357905,10036,488744,16680,190888,7583,57088,6319,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9103852,3751,1522328,26893,1312001,24910,80240,6958,39224,3624,19996,3395,70867,7250,7581524,27743,6937514,25114,196548,9083,244678,9524,104802,4531,97982,8647,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4913246,2149,539674,15659,425835,12879,41303,4668,11311,1767,27484,3577,33741,5512,4373572,16203,3949534,17650,148574,6238,96272,5957,122893,6057,56299,5377,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2691332,2835,620944,20391,592250,20125,20737,3899,3136,1522,3109,1372,1712,1091,2070388,20248,2006595,21010,33660,3543,12240,1745,13695,2567,4198,1232,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
