GEO_ID,B21001A_001E,B21001A_001M,B21001A_002E,B21001A_002M,B21001A_003E,B21001A_003M,B21001A_004E,B21001A_004M,B21001A_005E,B21001A_005M,B21001A_006E,B21001A_006M,B21001A_007E,B21001A_007M,B21001A_008E,B21001A_008M,B21001A_009E,B21001A_009M,B21001A_010E,B21001A_010M,B21001A_011E,B21001A_011M,B21001A_012E,B21001A_012M,B21001A_013E,B21001A_013M,B21001A_014E,B21001A_014M,B21001A_015E,B21001A_015M,B21001A_016E,B21001A_016M,B21001A_017E,B21001A_017M,B21001A_018E,B21001A_018M,B21001A_019E,B21001A_019M,B21001A_020E,B21001A_020M,B21001A_021E,B21001A_021M,B21001A_022E,B21001A_022M,B21001A_023E,B21001A_023M,B21001A_024E,B21001A_024M,B21001A_025E,B21001A_025M,B21001A_026E,B21001A_026M,B21001A_027E,B21001A_027M,B21001A_028E,B21001A_028M,B21001A_029E,B21001A_029M,B21001A_030E,B21001A_030M,B21001A_031E,B21001A_031M,B21001A_032E,B21001A_032M,B21001A_033E,B21001A_033M,NAME,B21001A_001MA,B21001A_001EA,B21001A_002MA,B21001A_002EA,B21001A_003MA,B21001A_003EA,B21001A_004EA,B21001A_004MA,B21001A_005MA,B21001A_005EA,B21001A_006MA,B21001A_006EA,B21001A_007MA,B21001A_007EA,B21001A_008MA,B21001A_008EA,B21001A_009EA,B21001A_009MA,B21001A_010EA,B21001A_010MA,B21001A_011MA,B21001A_011EA,B21001A_012MA,B21001A_012EA,B21001A_013MA,B21001A_013EA,B21001A_014MA,B21001A_014EA,B21001A_015EA,B21001A_015MA,B21001A_016MA,B21001A_016EA,B21001A_017MA,B21001A_017EA,B21001A_018MA,B21001A_018EA,B21001A_019MA,B21001A_019EA,B21001A_020EA,B21001A_020MA,B21001A_021EA,B21001A_021MA,B21001A_022MA,B21001A_022EA,B21001A_023MA,B21001A_023EA,B21001A_024EA,B21001A_024MA,B21001A_025MA,B21001A_025EA,B21001A_026EA,B21001A_026MA,B21001A_027MA,B21001A_027EA,B21001A_028MA,B21001A_028EA,B21001A_029EA,B21001A_029MA,B21001A_030MA,B21001A_030EA,B21001A_031EA,B21001A_031MA,B21001A_032EA,B21001A_032MA,B21001A_033MA,B21001A_033EA,state
0400000US18,4259357,6356,2069763,4492,615600,3620,26510,2706,589090,4385,743753,2238,88544,4181,655209,4596,354985,1047,88371,3930,266614,3857,212697,657,90556,3054,122141,3004,142728,613,92136,2669,50592,2589,2189594,3526,604065,2447,3903,1031,600162,2597,747629,2135,9758,1173,737871,2406,371953,1195,4729,979,367224,1419,239811,674,1779,610,238032,897,226136,769,1889,534,224247,921,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2186887,3923,1065850,2607,316516,1845,13898,2049,302618,2838,363365,1495,42409,2231,320956,2818,187475,744,44838,2303,142637,2455,110861,478,47467,1945,63394,1966,87633,355,56155,1705,31478,1740,1121037,1966,308894,1397,3279,987,305615,1707,362690,1431,5583,903,357107,1772,189138,645,1955,443,187183,729,122567,580,787,291,121780,650,137748,492,1565,447,136183,618,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1869396,4712,909728,3112,281748,2778,14786,2005,266962,3128,312083,1671,38334,2785,273749,2982,156333,613,38387,2286,117946,2284,89868,640,42036,1855,47832,1899,69696,374,46033,1617,23663,1646,959668,2444,274675,1868,1880,601,272795,1953,317962,1405,5460,1183,312502,1862,161078,841,2612,610,158466,1026,99793,678,580,273,99213,700,106160,681,878,308,105282,786,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2984618,3931,1441089,2640,417204,2095,18585,2544,398619,3026,524210,1678,64693,3390,459517,3443,248971,486,60949,2859,188022,2937,156074,410,63300,2472,92774,2549,94630,382,58883,1943,35747,1931,1543529,2443,417604,1779,4152,1181,413452,2165,535424,1290,6991,1056,528433,1766,265609,677,3869,857,261740,1044,176365,609,1543,556,174822,668,148527,368,1412,454,147115,540,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2257588,5356,1101214,3847,330821,2650,20582,2374,310239,3466,386719,2600,44007,3451,342712,4307,188433,962,45322,2821,143111,3020,118059,879,50575,2400,67484,2437,77182,878,52180,1678,25002,1696,1156374,2909,324024,1972,3924,1105,320100,2363,386139,1661,4292,882,381847,1837,196439,1018,1594,504,194845,1281,131985,689,1609,567,130376,887,117787,904,1471,678,116316,975,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1020742,1020,492214,759,123172,606,5601,1332,117571,1556,174253,579,24514,2176,149739,2243,95366,315,24901,1887,70465,1894,59325,183,27858,1414,31467,1426,40098,147,27817,997,12281,987,528528,734,122947,684,983,523,121964,855,181635,542,3808,794,177827,941,100889,371,1797,505,99092,587,63821,130,685,260,63136,276,59236,124,1568,518,57668,538,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2708368,8842,1310190,5441,365047,4048,17344,2156,347703,4489,470862,2772,60223,3926,410639,4978,234988,1171,56697,3087,178291,3263,140479,691,61491,2631,78988,2555,98814,461,68284,1695,30530,1739,1398178,4554,357429,3093,5738,1124,351691,2965,486152,2556,11526,1692,474626,2949,245660,1296,3688,909,241972,1583,157467,638,1358,420,156109,785,151470,588,2282,653,149188,889,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4288729,8729,2045431,5471,584168,3760,17632,2413,566536,4695,734892,2746,59741,3516,675151,4016,357113,1139,65053,3199,292060,3284,211614,722,89098,3282,122516,3225,157644,486,105552,2537,52092,2631,2243298,5041,589367,3631,2952,947,586415,3933,765226,2442,9028,1656,756198,2914,387150,1171,2089,604,385061,1320,243828,977,1184,436,242644,1080,257727,744,3256,799,254471,1232,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6174654,5349,3012178,3700,836504,2360,25050,2584,811454,3315,1074251,2178,111404,4239,962847,4688,545938,1104,127479,3932,418459,3755,328481,654,139456,2990,189025,2886,227004,687,142310,2678,84694,2835,3162476,2961,812803,2003,4827,1028,807976,2210,1076482,1940,14470,1823,1062012,2923,567101,806,5096,912,562005,1235,359731,817,1987,580,357744,1047,346359,815,3782,845,342577,1154,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3601232,4383,1766446,3116,511304,1978,17578,1932,493726,2475,634409,1933,62260,2759,572149,3414,311558,841,75864,2817,235694,2780,178034,666,82809,2351,95225,2433,131141,499,86533,1980,44608,1955,1834786,2306,495234,1743,4549,979,490685,2046,635443,1602,8528,1229,626915,2026,314815,674,3812,946,311003,1134,193652,487,1658,530,191994,764,195642,384,2136,510,193506,661,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1376096,2953,665721,2755,185657,2880,9832,1964,175825,3332,234779,2517,28786,2403,205993,2600,114976,653,30248,2245,84728,2274,80038,530,34416,2016,45622,2063,50271,528,34826,1574,15445,1680,710375,2167,187393,2851,1600,616,185793,2934,232273,2149,3664,1169,228609,2380,121513,622,2321,809,119192,949,89786,456,329,232,89457,545,79410,513,482,282,78928,575,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3880499,4362,1879186,2857,546654,2398,26582,2923,520072,3693,658974,1878,81840,4003,577134,4358,323133,1049,92778,3903,230355,3867,206556,636,96813,2832,109743,2830,143869,588,99636,2165,44233,2081,2001313,3217,544744,2150,4548,1098,540196,2320,665914,2154,13684,1661,652230,2618,341972,894,4858,1062,337114,1513,231375,577,1902,421,229473,721,217308,487,2099,679,215209,832,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,709802,1763,353598,1454,98302,1086,5641,1125,92661,1405,115277,970,18507,1936,96770,1979,68840,366,19064,1647,49776,1716,42919,203,22192,1344,20727,1376,28260,49,18992,978,9268,978,356204,1086,92148,844,1596,720,90552,1050,114473,571,3371,1119,111102,1294,69393,516,1465,512,67928,711,42473,349,373,196,42100,410,37717,212,687,271,37030,341,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1247857,3338,609696,2189,188582,1990,10834,1761,177748,2670,208328,1721,29080,2048,179248,2368,105289,697,25797,1672,79492,1863,59983,486,26715,1565,33268,1543,47514,363,31725,957,15789,975,638161,1914,183707,1629,2890,997,180817,2052,208720,1026,4191,976,204529,1479,107270,644,1279,351,105991,700,65599,403,618,312,64981,431,72865,469,854,310,72011,544,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1502413,8051,762427,4717,214600,3500,13800,2064,200800,3864,276384,2961,37215,3007,239169,4066,128720,1278,40095,2616,88625,2895,90485,690,48983,2038,41502,2162,52238,614,37345,1464,14893,1369,739986,4672,202834,2974,2347,711,200487,3246,254878,2629,4967,927,249911,3000,129516,1242,3236,709,126280,1413,89806,913,774,353,89032,956,62952,672,1515,517,61437,834,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,991320,1806,482476,1404,127031,953,6204,1389,120827,1839,180290,1002,21965,2191,158325,2499,90282,317,21080,1811,69202,1828,51654,252,26266,1302,25388,1346,33219,165,24613,972,8606,973,508844,1229,125090,859,1293,717,123797,1163,185893,790,3396,918,182497,1257,92810,309,1102,422,91708,543,55314,315,282,158,55032,305,49737,389,1494,485,48243,663,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4820115,14260,2314271,8798,605694,6130,17581,2528,588113,6646,867084,4287,50887,3351,816197,5142,408810,2257,62793,3232,346017,3960,244406,1075,98138,3579,146268,3403,188277,1007,117455,3115,70822,3291,2505844,7946,588948,4762,3360,929,585588,4891,890000,4494,5011,984,884989,4479,435988,1937,2366,608,433622,2176,285496,1492,958,379,284538,1554,305412,1298,3052,700,302360,1486,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1156728,9221,560466,5566,161756,3789,10576,1756,151180,3615,186322,2875,31782,2722,154540,3725,100105,1533,31704,2200,68401,2506,67205,1138,32112,1812,35093,1998,45078,1026,29242,1517,15836,1529,596262,5215,160551,3270,1887,733,158664,3332,192226,2608,4296,1212,187930,3024,110593,1741,2899,815,107694,1914,72820,1242,1283,519,71537,1413,60072,1247,1064,483,59008,1236,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10208829,22695,4923600,12541,1433993,8159,35517,3004,1398476,7961,1739158,7608,120122,5576,1619036,9137,843174,3149,137932,4196,705242,4782,510059,2183,188477,4625,321582,5170,397216,1654,231105,4000,166111,4307,5285229,13604,1417119,6878,7403,1483,1409716,7059,1752831,6283,13648,1905,1739183,6575,887844,2988,5894,999,881950,2970,598092,2323,2862,618,595230,2387,629343,2070,5623,1054,623720,2355,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5319714,11079,2553047,7157,702764,5120,36052,3099,666712,5669,936805,4104,112667,5259,824138,6251,432349,1360,110296,4044,322053,4313,297680,1223,135793,4748,161887,4700,183449,779,118628,2761,64821,2743,2766667,5689,720720,4208,7119,1377,713601,4249,959225,3489,19242,2078,939983,4150,469093,1483,7435,1175,461658,1966,335105,1201,2963,841,332142,1476,282524,800,2886,666,279638,973,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,493751,1263,248710,1043,83705,974,5566,1030,78139,1334,78960,747,9564,1369,69396,1448,43186,316,11359,1026,31827,1139,23265,128,10275,953,12990,968,19594,56,11309,771,8285,770,245041,833,74957,843,1122,472,73835,866,74970,351,1643,593,73327,692,40522,195,914,383,39608,444,24671,143,317,191,24354,233,29921,43,275,160,29646,165,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7488477,5070,3620527,3902,1020591,3164,40223,3534,980368,4651,1290925,2300,157877,5619,1133048,6187,650010,826,157472,4382,492538,4466,385986,665,172873,4424,213113,4430,273015,706,178377,3152,94638,3227,3867950,3046,1002495,2352,7410,1367,995085,2491,1313807,1891,20548,2270,1293259,2836,682435,895,6742,1094,675693,1304,438972,867,2916,761,436056,1053,430241,784,4783,967,425458,1259,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2186331,5378,1062164,3626,314652,2577,20336,1990,294316,3271,363299,1722,53855,2702,309444,3107,181288,848,55912,2113,125376,2115,120406,395,61581,2067,58825,2085,82519,499,54766,1688,27753,1749,1124167,2811,309995,2355,3570,731,306425,2517,365926,1519,8108,1234,357818,2172,191204,606,2928,731,188276,886,135430,601,1567,441,133863,716,121612,550,1727,551,119885,724,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2644340,7211,1289732,4697,367980,3776,18973,2387,349007,4646,438240,2613,55887,3368,382353,4545,237063,1071,63832,3121,173231,3263,148071,617,76749,3209,71322,3179,98378,639,68610,2061,29768,2093,1354608,3838,364437,2584,2324,834,362113,2665,438837,2083,9231,1429,429606,2511,251051,1009,4164,867,246887,1380,160708,852,2090,594,158618,971,139575,663,3816,822,135759,1061,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
