GEO_ID,B08008_001E,B08008_001M,B08008_002E,B08008_002M,B08008_003E,B08008_003M,B08008_004E,B08008_004M,B08008_005E,B08008_005M,B08008_006E,B08008_006M,B08008_007E,B08008_007M,B08008_008E,B08008_008M,B08008_009E,B08008_009M,B08008_010E,B08008_010M,B08008_011E,B08008_011M,B08008_012E,B08008_012M,B08008_013E,B08008_013M,B08008_014E,B08008_014M,B08008_015E,B08008_015M,NAME,B08008_001EA,B08008_001MA,B08008_002MA,B08008_002EA,B08008_003EA,B08008_003MA,B08008_004EA,B08008_004MA,B08008_005MA,B08008_005EA,B08008_006MA,B08008_006EA,B08008_007EA,B08008_007MA,B08008_008EA,B08008_008MA,B08008_009EA,B08008_009MA,B08008_010EA,B08008_010MA,B08008_011MA,B08008_011EA,B08008_012MA,B08008_012EA,B08008_013MA,B08008_013EA,B08008_014EA,B08008_014MA,B08008_015EA,B08008_015MA,state
0400000US25,3273690,17356,2290710,17149,784414,12123,1506296,16348,982980,13706,1659873,11549,1152043,10669,371418,8546,780625,10205,507830,8023,1613817,11454,1138667,11912,412996,8429,725671,11005,475150,8611,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4190898,18028,2264604,16110,682643,10364,1581961,15293,1926294,17657,2165173,11698,1143213,11656,320352,7385,822861,11585,1021960,10284,2025725,13482,1121391,10613,362291,7934,759100,9491,904334,11002,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2737424,12945,2253152,14575,771603,12116,1481549,13623,484272,10316,1426942,9296,1162409,10076,369870,8551,792539,8454,264533,5761,1310482,8726,1090743,9394,401733,7517,689010,8818,219739,5472,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1178427,11475,655394,11203,293392,7573,362002,10360,523033,12528,612144,8924,329687,7364,140754,5840,188933,6890,282457,8047,566283,7791,325707,7106,152638,5141,173069,6440,240576,6938,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2734275,14847,1910880,16505,787209,11874,1123671,14833,823395,12409,1407104,10792,974763,10790,383156,8122,591607,9311,432341,7688,1327171,10317,936117,10431,404053,7586,532064,9272,391054,7595,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,475299,5526,333212,6262,212334,4561,120878,5317,142087,4758,252601,3862,173680,3893,102988,3266,70692,3530,78921,3022,222698,3893,159532,4128,109346,3148,50186,2968,63166,2669,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,946684,6595,729382,7331,488233,7328,241149,5737,217302,5551,501811,4310,382163,4569,241602,4459,140561,3972,119648,3927,444873,4712,347219,4708,246631,5269,100588,3776,97654,3069,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1216345,9798,1154406,11220,432335,10591,722071,10765,61939,4370,656711,5633,622066,6443,218470,6565,403596,8010,34645,2687,559634,7134,532340,7546,213865,7330,318475,7399,27294,2559,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,677232,6684,312227,7476,125792,5228,186435,6417,365005,6598,351109,4305,161160,4661,59039,3875,102121,4362,189949,4424,326123,4959,151067,4790,66753,3445,84314,4365,175056,4508,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4113910,18968,2419588,17566,489127,10634,1930461,16976,1694322,14844,2172163,12135,1284743,12073,241770,6789,1042973,12409,887420,9198,1941747,13640,1134845,11999,247357,6553,887488,11623,806902,11179,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,865474,10171,730234,11054,445446,8997,284788,8329,135240,5540,458185,6846,386087,7497,216961,6652,169126,6734,72098,3482,407289,6238,344147,6545,228485,5371,115662,4755,63142,3183,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8916499,27186,7186347,28554,4235298,21878,2951049,21127,1730152,16659,4613646,20215,3700870,21986,2135882,17552,1564988,14557,912776,10518,4302853,17340,3485477,16618,2099416,14087,1386061,12798,817376,9796,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4263889,22148,2595421,20728,1335691,14654,1259730,18171,1668468,18901,2233243,13152,1345220,13953,664469,9266,680751,12334,888023,11454,2030646,14973,1250201,11948,671222,10749,578979,11338,780445,12485,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,376246,4051,296089,4739,198321,5674,97768,4106,80157,3851,204808,3013,159708,3420,99053,4031,60655,3319,45100,2592,171438,2808,136381,2737,99268,3162,37113,2119,35057,1924,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5183203,19932,3607492,22668,1250767,16700,2356725,21829,1575711,15173,2685569,14204,1829509,13567,596012,10343,1233497,14706,856060,10290,2497634,16596,1777983,16278,654755,12015,1123228,13311,719651,10125,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1682277,9700,1334012,9295,765297,9211,568715,9429,348265,6319,911652,6890,720274,6669,394972,6948,325302,6403,191378,4012,770625,7655,613738,7092,370325,6582,243413,5846,156887,3799,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1700679,12171,1383037,12115,662108,10754,720929,12081,317642,9351,897830,9617,728609,9005,327234,7377,401375,8728,169221,5996,802849,8895,654428,8145,334874,7466,319554,7096,148421,5567,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5810858,19883,3151313,19081,1060538,13963,2090775,16840,2659545,20141,3022938,14672,1599841,14473,498830,9691,1101011,13560,1423097,12832,2787920,16204,1551472,13799,561708,10203,989764,11319,1236448,12698,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,503788,7580,299907,6385,101362,5081,198545,5765,203881,4989,255533,4939,153097,3749,47771,3384,105326,3657,102436,3755,248255,5645,146810,4887,53591,3612,93219,4409,101445,3466,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1999706,15224,935516,13689,314462,9836,621054,14260,1064190,15617,1036594,10684,484267,8606,156557,6138,327710,8319,552327,10229,963112,9915,451249,9614,157905,6452,293344,8717,511863,9755,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,421018,5664,317705,6005,219850,4994,97855,4091,103313,4047,221491,3856,164886,3720,107576,2843,57310,2902,56605,2307,199527,4051,152819,3787,112274,3841,40545,2082,46708,2719,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2777627,15261,1742551,15406,1007994,13225,734557,13738,1035076,12937,1465151,11556,908374,9054,494454,8080,413920,8682,556777,8433,1312476,10610,834177,10724,513540,9240,320637,9005,478299,8380,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11608001,31148,9177758,36071,4984689,31484,4193069,33308,2430243,28951,6403867,21633,5022155,25291,2591137,21779,2431018,23672,1381712,17488,5204134,24839,4155603,21960,2393552,22968,1762051,19888,1048531,18168,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1296763,8455,1242451,8802,382654,8673,859797,9474,54312,4175,725116,5336,692520,5937,193540,5934,498980,6186,32596,2611,571647,6950,549931,6671,189114,6004,360817,6747,21716,2287,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,318829,4556,116520,4165,49312,3158,67208,2957,202309,4541,164473,2756,58938,2575,23669,2025,35269,1924,105535,3152,154356,3012,57582,2632,25643,2062,31939,2020,96774,2785,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3967188,18571,2784368,16909,897150,13717,1887218,18854,1182820,13334,2078853,12730,1460912,10258,439965,9144,1020947,11357,617941,8417,1888335,13747,1323456,11995,457185,9154,866271,12413,564879,8815,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3181100,15447,2662180,18265,972203,14672,1689977,17146,518920,11559,1721707,11661,1439301,12454,484082,9697,955219,12795,282406,7602,1459393,10823,1222879,12540,488121,10739,734758,11354,236514,6234,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,733687,9255,334905,8228,122489,4976,212416,6484,398782,10509,384234,6082,172607,4767,57394,2930,115213,4816,211627,6072,349453,5839,162298,5059,65095,3681,97203,3660,187155,6296,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2799940,11057,2017715,14449,822088,11735,1195627,11731,782225,9587,1450623,7389,1028684,9642,396809,8235,631875,9148,421939,6620,1349317,8270,989031,9048,425279,7997,563752,7642,360286,4921,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,285940,4681,225510,5582,139311,5563,86199,4300,60430,3981,155659,3405,121845,3903,63932,3634,57913,3317,33814,2687,130281,3276,103665,3681,75379,3608,28286,2625,26616,2309,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1053975,12607,624064,9307,281512,8427,342552,8214,429911,9679,563216,8929,326664,6944,141507,5303,185157,6041,236552,6808,490759,8135,297400,5837,140005,5342,157395,5349,193359,6236,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1970822,16683,1305009,14527,584258,10027,720751,11690,665813,13607,1047906,10571,677578,9092,280111,6819,397467,7565,370328,9154,922916,10703,627431,10156,304147,7244,323284,8370,295485,7717,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,356567,5362,346081,5672,251555,4823,94526,4262,10486,1716,196057,3973,190085,4184,134790,3693,55295,2938,5972,1203,160510,3564,155996,3467,116765,3077,39231,2295,4514,889,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2721795,15551,2552350,16983,1189801,15880,1362549,14750,169445,7598,1460373,10866,1367579,10630,614204,8814,753375,10284,92794,4766,1261422,11209,1184771,12162,575597,12097,609174,10200,76651,4452,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1233150,10763,835366,10556,438066,9260,397300,8774,397784,9039,649994,6873,431174,6822,209389,5925,221785,5827,218820,5777,583156,7349,404192,6710,228677,6051,175515,5615,178964,5072,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
