GEO_ID,B27020_001E,B27020_001M,B27020_002E,B27020_002M,B27020_003E,B27020_003M,B27020_004E,B27020_004M,B27020_005E,B27020_005M,B27020_006E,B27020_006M,B27020_007E,B27020_007M,B27020_008E,B27020_008M,B27020_009E,B27020_009M,B27020_010E,B27020_010M,B27020_011E,B27020_011M,B27020_012E,B27020_012M,B27020_013E,B27020_013M,B27020_014E,B27020_014M,B27020_015E,B27020_015M,B27020_016E,B27020_016M,B27020_017E,B27020_017M,NAME,B27020_001MA,B27020_001EA,B27020_002EA,B27020_002MA,B27020_003EA,B27020_003MA,B27020_004MA,B27020_004EA,B27020_005MA,B27020_005EA,B27020_006EA,B27020_006MA,B27020_007MA,B27020_007EA,B27020_008EA,B27020_008MA,B27020_009EA,B27020_009MA,B27020_010MA,B27020_010EA,B27020_011EA,B27020_011MA,B27020_012MA,B27020_012EA,B27020_013EA,B27020_013MA,B27020_014EA,B27020_014MA,B27020_015EA,B27020_015MA,B27020_016MA,B27020_016EA,B27020_017EA,B27020_017MA,state
0400000US06,37524274,5678,27304066,52376,23795305,54024,17636814,70616,8745291,49377,3508761,40564,10220208,51934,4860217,38131,4074865,33885,3002004,30058,1501529,18500,785352,16898,5359991,40282,2944518,30159,1868132,26035,1180156,21342,2415473,32033,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,4595217,13290,4027447,18873,3257334,24550,1240760,20504,567770,13746,499549,13242,198002,7463,163581,6626,129645,6289,53543,3755,34421,4240,301547,11841,152494,8533,112298,7251,47117,5888,149053,9427,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,3043632,13263,2845175,14882,2248381,19172,963241,15695,198457,7941,490987,13224,231901,9598,208118,9060,164947,7372,75333,5071,23783,2909,259086,10391,159354,7860,129889,6919,37347,3599,99732,7597,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,825767,4903,765780,6890,590537,9334,300165,8953,59987,4897,77148,4824,37849,2942,34286,3068,27655,2959,11744,1802,3563,1062,39299,3609,22955,2687,18169,2447,6133,1539,16344,2560,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,531674,4725,506288,5466,373157,8271,194294,5977,25386,3535,89706,4730,36011,3180,33137,2921,27392,2660,11112,1683,2874,1009,53695,4217,45101,3966,31536,3391,16683,3214,8594,1642,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,15293877,31862,12858774,38183,9258978,50260,5613233,47583,2435103,30405,3717193,32106,1919104,25411,1506687,22664,1031881,18846,664721,12815,412417,13050,1798089,27132,829769,19248,581145,17707,298227,11570,968320,20884,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,8790967,17178,7409043,31733,5571620,39536,2697864,26006,1381924,27960,928444,16806,350841,12803,271604,11468,236517,10599,63397,4451,79237,6517,577603,16786,246445,13371,216090,13249,37814,4751,331158,12877,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,1093721,9928,1027661,10056,835287,12149,340102,8487,66060,4800,247987,9518,137034,5707,128799,5711,105054,4811,48788,3319,8235,1456,110953,7104,92910,5980,72006,4917,27818,3074,18043,3213,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,1479623,6267,1269022,9082,1000494,14598,452580,12349,210601,9095,96059,6189,36906,4411,27751,3142,22227,2931,9838,1755,9155,2392,59153,4883,24166,2782,21231,2710,3792,1173,34987,3982,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,10920434,20942,9867820,26226,7624578,35844,3477214,25748,1052614,17265,1777937,21242,833099,17335,704779,14816,547901,13081,246440,7914,128320,7537,944838,21941,503307,15664,374057,13031,144429,8457,441531,14373,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
