GEO_ID,B20001_001E,B20001_001M,B20001_002E,B20001_002M,B20001_003E,B20001_003M,B20001_004E,B20001_004M,B20001_005E,B20001_005M,B20001_006E,B20001_006M,B20001_007E,B20001_007M,B20001_008E,B20001_008M,B20001_009E,B20001_009M,B20001_010E,B20001_010M,B20001_011E,B20001_011M,B20001_012E,B20001_012M,B20001_013E,B20001_013M,B20001_014E,B20001_014M,B20001_015E,B20001_015M,B20001_016E,B20001_016M,B20001_017E,B20001_017M,B20001_018E,B20001_018M,B20001_019E,B20001_019M,B20001_020E,B20001_020M,B20001_021E,B20001_021M,B20001_022E,B20001_022M,B20001_023E,B20001_023M,B20001_024E,B20001_024M,B20001_025E,B20001_025M,B20001_026E,B20001_026M,B20001_027E,B20001_027M,B20001_028E,B20001_028M,B20001_029E,B20001_029M,B20001_030E,B20001_030M,B20001_031E,B20001_031M,B20001_032E,B20001_032M,B20001_033E,B20001_033M,B20001_034E,B20001_034M,B20001_035E,B20001_035M,B20001_036E,B20001_036M,B20001_037E,B20001_037M,B20001_038E,B20001_038M,B20001_039E,B20001_039M,B20001_040E,B20001_040M,B20001_041E,B20001_041M,B20001_042E,B20001_042M,B20001_043E,B20001_043M,NAME,B20001_001EA,B20001_001MA,B20001_002MA,B20001_002EA,B20001_003MA,B20001_003EA,B20001_004EA,B20001_004MA,B20001_005EA,B20001_005MA,B20001_006EA,B20001_006MA,B20001_007MA,B20001_007EA,B20001_008MA,B20001_008EA,B20001_009MA,B20001_009EA,B20001_010EA,B20001_010MA,B20001_011EA,B20001_011MA,B20001_012MA,B20001_012EA,B20001_013MA,B20001_013EA,B20001_014MA,B20001_014EA,B20001_015EA,B20001_015MA,B20001_016EA,B20001_016MA,B20001_017MA,B20001_017EA,B20001_018MA,B20001_018EA,B20001_019MA,B20001_019EA,B20001_020EA,B20001_020MA,B20001_021EA,B20001_021MA,B20001_022MA,B20001_022EA,B20001_023MA,B20001_023EA,B20001_024MA,B20001_024EA,B20001_025EA,B20001_025MA,B20001_026EA,B20001_026MA,B20001_027EA,B20001_027MA,B20001_028MA,B20001_028EA,B20001_029MA,B20001_029EA,B20001_030MA,B20001_030EA,B20001_031MA,B20001_031EA,B20001_032EA,B20001_032MA,B20001_033EA,B20001_033MA,B20001_034EA,B20001_034MA,B20001_035EA,B20001_035MA,B20001_036MA,B20001_036EA,B20001_037EA,B20001_037MA,B20001_038EA,B20001_038MA,B20001_039EA,B20001_039MA,B20001_040EA,B20001_040MA,B20001_041MA,B20001_041EA,B20001_042MA,B20001_042EA,B20001_043EA,B20001_043MA,state
0400000US18,3392774,15351,1772110,9699,115483,4698,80177,4419,73955,4425,48688,3133,83037,4751,39702,3275,60085,4217,41198,3477,82102,4459,39968,3616,114144,4935,122877,5641,105086,4813,113435,4232,77937,3896,101687,4735,125746,5272,82845,3849,128692,4481,135266,4772,1620664,10805,145687,6131,101182,4759,98979,3787,70518,3447,115052,5269,56987,3605,84190,4014,61141,3884,96339,4471,52321,3888,128061,5841,128718,5141,92558,4152,83932,4643,53947,3963,54745,3315,74098,4484,40883,3546,48318,3845,33008,2958,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1732829,8218,905241,5863,56766,2857,41023,2691,35562,2743,24838,2464,37321,2812,16628,1522,28625,2603,18816,1815,37691,2644,20976,2184,54757,3119,69556,3688,59135,3652,64240,3087,48083,2888,54372,3007,64247,3174,45380,3313,59777,3047,67448,3377,827588,6188,78195,3553,49972,2626,46847,2574,35266,2523,54344,3164,28274,2033,37325,2346,25303,1826,50312,2619,26931,2274,68743,2817,64261,3347,48531,2582,45446,2535,35460,2379,33055,2338,38933,3018,19554,1801,24058,2161,16778,1875,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1580967,8692,841387,5805,53523,3511,33908,2735,34931,2882,23426,2469,35342,3077,19433,1974,27008,2713,18866,2147,37008,2940,25387,2288,52893,3108,64053,3675,52786,3467,48419,3039,39262,2657,42218,2836,54692,2898,40710,2763,60469,3149,77053,3905,739580,6151,64559,3092,45996,3135,43142,2333,32022,2287,52582,2768,24371,2017,36191,2989,28268,2550,40107,2667,27717,1918,58051,3518,53755,2712,48298,3098,39822,2864,27171,1961,26442,2214,34631,2681,19196,1762,19813,2183,17446,1665,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2140417,12347,1120960,9154,76702,4187,47222,3703,50452,3478,37895,3083,55577,3611,27719,2673,42874,3535,31238,2743,57815,3412,28550,2120,72581,4341,79633,4025,58840,3088,69960,3541,50717,3283,56920,3294,76210,3430,51599,3418,71474,3979,76982,3420,1019457,7923,89086,4753,56157,3443,62990,3499,46930,3118,67577,3115,41629,3087,59083,4344,36639,3117,64334,3678,34093,3130,79147,4319,76888,4077,53611,3343,56043,3762,36864,3309,38868,2546,42443,2811,24806,2125,30604,2446,21665,1953,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2266574,11670,1181154,8106,62021,3920,48188,4012,50319,3782,33148,3508,57418,3643,29209,2667,45421,3574,28237,2757,53390,4340,29189,3156,68203,4446,74074,4741,60095,3694,65993,4576,46703,3168,63406,4782,84148,4551,64419,4273,102040,4847,115533,4957,1085420,9248,86618,4388,59196,3982,67442,5167,56462,3877,79547,4819,51158,3506,66189,4326,41802,3342,66272,4597,33616,3109,73952,4257,81423,4292,55448,3427,56500,3622,42458,3075,41765,3664,48360,3055,24236,2219,30067,2544,22909,2110,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,733872,7318,378373,4613,25836,2198,17746,1965,15067,1542,12067,1444,16714,1756,6751,861,14913,1750,9115,1264,17755,1870,10747,1531,26650,2467,28066,2155,25373,2445,26826,2374,15976,1844,21019,2229,25358,2119,16658,1846,21434,1920,24302,2082,355499,4685,28559,2179,23756,1980,20923,2227,15329,1826,19580,1972,13759,1487,20106,1974,12970,1805,21592,2046,11340,1327,30201,2244,28811,2131,20162,2023,18255,2143,13099,1355,13982,1465,16035,1640,9506,1347,9410,1385,8124,1208,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3273362,12076,1656780,8047,83548,3836,54503,3122,56055,3608,37968,2665,56709,3614,29558,3053,43494,2883,28788,2824,68122,3676,36529,3312,81533,4558,88237,4764,74353,4032,88901,5403,70110,4446,88070,4604,116318,5014,91943,4922,172894,6043,289147,6413,1616582,10052,108097,4187,72780,4270,73634,3755,53347,3541,78920,4431,39679,2917,57454,3807,38484,3191,67436,3941,40980,3575,98339,5275,98533,5359,86371,4378,88243,4124,69504,4499,78475,3970,104489,4840,89471,4590,137965,6209,134381,4740,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3738827,14405,1896485,9196,114770,4955,77548,3747,69371,4056,44442,2931,69478,3669,33067,2752,52551,3456,32638,2573,70614,4423,31577,3082,87879,5546,106303,5526,90808,4744,96472,5030,75371,4108,103133,5087,134979,5026,111707,5239,188205,6176,305572,6404,1842342,9683,146145,5277,100649,4569,87589,4303,62698,3483,92967,5672,42358,3290,71241,4074,43052,3105,87336,4711,44901,3088,108812,5412,120898,6156,101419,4565,104084,4271,71503,4762,89259,4342,119241,5150,91943,4116,128580,5169,127667,5422,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4895836,16963,2525537,10776,186663,6245,115512,5238,122003,5255,83039,4068,118113,5065,62002,3577,96698,4591,60090,3876,113930,5440,53383,3216,134291,5366,152757,4753,123649,4966,136220,5226,100485,3703,127366,4427,167216,4721,132825,4249,201337,5419,237958,5460,2370299,12182,228706,7038,152027,5425,152930,5494,120319,4528,164484,4757,86448,3745,124917,5092,80714,3759,130293,5523,64535,3398,157630,5917,162407,4702,113556,5441,117515,3977,79109,3527,88466,4135,111628,4973,80641,4037,93926,3495,60048,2774,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3105982,11263,1617678,7312,95774,3596,68939,3841,63045,3525,43142,2703,64891,3756,31205,2416,45562,3234,28900,2299,66361,3761,33535,2222,88218,4251,103913,4765,89221,3942,99744,4344,78317,4094,95302,3904,121719,4244,86727,3301,133485,4457,179678,4779,1488304,8288,121026,4619,84715,3758,79482,3726,54382,3272,86160,3846,42616,3017,63744,2908,42286,2601,75224,3372,45401,2925,102476,3857,109486,4252,92656,4178,91628,4286,62490,3365,63760,3416,85717,4047,57805,3045,68515,3946,58735,3589,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1357903,10666,700202,8068,45660,3836,33101,3155,33057,3309,20224,2319,35139,3078,19848,2534,30233,3093,23027,2630,43703,3913,16487,2300,48816,4125,51159,3482,42321,3549,38917,3608,28960,2972,36051,3227,40729,2845,24643,2638,42341,3179,45786,3592,657701,8498,56201,4125,36890,3074,39573,3616,32361,3433,49851,3845,27962,2067,42158,3503,26714,2466,43068,3097,24803,3000,51809,3672,50624,3281,33954,3497,34133,3220,20348,2135,22844,2553,24743,2641,13464,1598,14116,2068,12085,1833,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3140070,13443,1608604,9218,108142,4516,70828,3860,64762,4671,45888,3439,77890,4108,36619,3515,66096,4333,42738,3291,81822,4894,42563,3226,105425,4511,119221,5504,85774,4649,98976,4628,69152,4374,81640,4877,99618,4539,73882,4330,105162,4612,132406,4443,1531466,10167,130626,6253,90159,4363,92811,4722,66801,3713,100357,5613,55889,4001,78860,4328,56514,3411,90701,4243,53426,3567,123851,5782,124069,5983,88938,4498,81280,4062,54978,3098,58776,3536,63720,3640,38130,2926,48874,3643,32706,2843,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,554516,4668,295127,3237,19230,1646,13879,1754,16465,1938,10505,1524,11106,1497,8478,1533,11506,1538,9919,1316,16501,1575,8437,1155,19766,1932,20119,1987,17480,1841,16846,2077,12339,1948,13653,1780,15915,1607,14024,1567,18856,2068,20103,1748,259389,3672,25173,2603,16823,1994,15124,1428,14782,1866,19647,1782,11131,1446,14450,1611,10526,1422,14169,1644,9738,1224,20156,1893,20120,1763,13836,1876,11595,1538,7732,1399,8356,1309,9165,1401,6262,1090,7027,1279,3577,811,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1066503,5450,561222,3844,34764,2498,23637,2002,22208,2332,13417,1750,25055,2515,9876,1392,17816,2092,12357,1734,24308,2561,16295,1749,37345,2409,43890,2981,38317,2262,39653,2399,25472,1845,32574,2464,36372,2140,27020,1827,37656,2415,43190,2234,505281,3972,43271,2255,32304,2046,28730,1983,21986,2152,37320,2235,18121,1508,23923,2080,16689,1917,31983,2303,18557,1599,39239,2368,36444,2362,30668,2420,29267,1978,18250,1394,19380,1816,22099,1691,12526,1372,13924,1523,10600,1278,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1387075,10171,748706,5698,37160,3466,29270,2736,27258,3013,23673,2780,33781,3796,18550,2772,32081,2757,21498,2135,44007,3987,20159,2746,52655,4350,58570,3750,47994,3814,44654,3807,31725,2906,36386,2869,50519,4202,33272,2857,47462,3238,58032,3779,638369,7613,41066,3448,31141,2749,30077,2463,23595,2414,34872,2512,23670,2504,32965,3189,24132,2334,39781,3606,26109,2818,51702,3236,55381,3607,40461,3070,39386,2874,23786,2740,25366,2571,30308,2815,20198,2258,26105,2313,18268,1915,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
