GEO_ID,C08012_001E,C08012_001M,C08012_002E,C08012_002M,C08012_003E,C08012_003M,C08012_004E,C08012_004M,C08012_005E,C08012_005M,C08012_006E,C08012_006M,C08012_007E,C08012_007M,C08012_008E,C08012_008M,C08012_009E,C08012_009M,C08012_010E,C08012_010M,C08012_011E,C08012_011M,C08012_012E,C08012_012M,C08012_013E,C08012_013M,C08012_014E,C08012_014M,C08012_015E,C08012_015M,C08012_016E,C08012_016M,C08012_017E,C08012_017M,C08012_018E,C08012_018M,C08012_019E,C08012_019M,C08012_020E,C08012_020M,C08012_021E,C08012_021M,C08012_022E,C08012_022M,C08012_023E,C08012_023M,C08012_024E,C08012_024M,C08012_025E,C08012_025M,C08012_026E,C08012_026M,C08012_027E,C08012_027M,C08012_028E,C08012_028M,C08012_029E,C08012_029M,C08012_030E,C08012_030M,NAME,C08012_001MA,C08012_001EA,C08012_002MA,C08012_002EA,C08012_003MA,C08012_003EA,C08012_004MA,C08012_004EA,C08012_005MA,C08012_005EA,C08012_006MA,C08012_006EA,C08012_007EA,C08012_007MA,C08012_008MA,C08012_008EA,C08012_009MA,C08012_009EA,C08012_010EA,C08012_010MA,C08012_011MA,C08012_011EA,C08012_012EA,C08012_012MA,C08012_013MA,C08012_013EA,C08012_014MA,C08012_014EA,C08012_015MA,C08012_015EA,C08012_016EA,C08012_016MA,C08012_017MA,C08012_017EA,C08012_018MA,C08012_018EA,C08012_019EA,C08012_019MA,C08012_020MA,C08012_020EA,C08012_021EA,C08012_021MA,C08012_022EA,C08012_022MA,C08012_023MA,C08012_023EA,C08012_024MA,C08012_024EA,C08012_025EA,C08012_025MA,C08012_026MA,C08012_026EA,C08012_027EA,C08012_027MA,C08012_028MA,C08012_028EA,C08012_029MA,C08012_029EA,C08012_030EA,C08012_030MA,state
0400000US06,15567196,43055,1630187,22416,2088857,25271,2410314,27379,2316275,26781,881633,15010,2345526,23369,1001499,17475,1254614,19563,1638291,20571,8564742,30820,817024,15858,1073842,18241,1271251,17833,1253355,18244,481392,10141,1338617,20286,573651,13422,729382,14469,1026228,16372,7002454,31042,813163,13577,1015015,14933,1139063,16512,1062920,18895,400241,9549,1006909,14979,427848,9517,525232,11663,612063,12517,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2370579,16220,336759,9662,337861,8879,378388,9675,360036,9356,152017,6969,331534,8594,155527,5499,165984,6433,152473,6325,1294507,9532,172905,6287,173845,5529,201643,7648,192169,6652,83127,4945,185242,6961,86440,4160,100156,5016,98980,5083,1076072,11813,163854,5998,164016,6424,176745,6459,167867,5976,68890,4416,146292,5270,69087,3869,65828,4063,53493,3032,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1656785,12692,219971,8469,255807,6512,266598,8495,265685,9817,98500,5359,214281,7043,102695,4127,102693,5575,130555,5581,854407,8592,103379,5431,125444,5133,131161,5559,132343,5544,48927,3556,110927,5059,57604,4131,60409,3854,84213,4334,802378,7600,116592,5473,130363,5122,135437,5313,133342,6320,49573,3642,103354,4494,45091,2794,42284,3226,46342,2915,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,403316,5869,46822,3498,59588,4201,69444,3510,61343,3765,26072,2300,51309,4289,27150,2691,29186,3364,32402,2663,203320,4320,24549,2540,29413,2510,31905,2810,28264,2431,12502,1758,26253,2323,13461,1616,15799,2185,21174,2206,199996,4202,22273,2632,30175,3385,37539,2653,33079,2527,13570,1654,25056,3041,13689,1878,13387,2016,11228,1641,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,311014,6284,16926,2260,24275,2549,40295,3758,50417,3823,21448,2664,62901,4222,31652,3117,33629,2639,29471,2699,151288,4197,9732,1711,11210,1557,21417,2076,24374,2620,10517,1722,30855,2676,13368,1702,15383,1605,14432,2118,159726,4271,7194,1250,13065,1978,18878,2722,26043,2435,10931,1702,32046,2900,18284,2475,18246,1972,15039,2026,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7757026,33094,730886,17055,1004703,21171,1230977,19164,1271607,22718,512161,12585,1273170,22759,548660,13496,641035,18011,543827,13018,4040364,22612,363754,11597,493914,14003,615811,14079,653664,14619,255720,8421,680040,16301,297766,9736,349690,13619,330005,10301,3716662,23636,367132,11973,510789,14655,615166,14224,617943,14336,256441,8505,593130,12847,250894,8161,291345,9769,213822,7767,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4011658,24001,431436,11787,532475,15001,637623,13391,588337,13770,240481,10085,575998,14133,283722,8777,377585,11947,344001,11791,2129166,15977,219795,7956,266687,9711,318142,10722,307824,9255,125714,7240,315801,9792,154660,7395,213717,8579,206826,9218,1882492,16253,211641,7528,265788,10251,319481,8375,280513,9270,114767,5921,260197,8813,129062,6008,163868,6815,137175,5563,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,640879,7415,77294,4270,88893,5159,95708,4641,93606,4382,30975,2966,105977,4267,42287,2743,53182,3965,52957,3248,351568,5229,44573,2964,47631,3895,52162,3199,52194,3238,16797,2228,61279,2981,20109,1970,30081,3100,26742,2217,289311,5082,32721,2873,41262,2985,43546,2782,41412,2881,14178,1680,44698,3166,22178,2050,23101,2151,26215,2498,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,656748,8247,145757,6380,119165,5460,117549,5763,89920,5629,40218,4411,65016,4174,24357,2804,25201,2753,29565,3189,359183,4998,79804,4844,61134,3669,62745,3596,48452,3698,20512,2487,36412,3591,14078,2220,14746,2192,21300,2530,297565,6696,65953,3959,58031,3868,54804,4077,41468,4103,19706,3033,28604,2639,10279,1669,10455,1554,8265,1449,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5683562,23005,705098,13818,743685,13612,734633,12787,748042,14262,334714,9984,801716,16020,454957,10061,555939,12312,604778,11203,2967412,13811,339256,9443,356831,9300,361308,8995,376989,8906,173774,6657,435153,10086,256988,8483,310856,9066,356257,8410,2716150,16588,365842,9115,386854,9802,373325,9669,371053,9357,160940,6199,366563,10999,197969,6842,245083,7143,248521,6506,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
