GEO_ID,B24042_001E,B24042_001M,B24042_002E,B24042_002M,B24042_003E,B24042_003M,B24042_004E,B24042_004M,B24042_005E,B24042_005M,B24042_006E,B24042_006M,B24042_007E,B24042_007M,B24042_008E,B24042_008M,B24042_009E,B24042_009M,B24042_010E,B24042_010M,B24042_011E,B24042_011M,B24042_012E,B24042_012M,B24042_013E,B24042_013M,B24042_014E,B24042_014M,B24042_015E,B24042_015M,B24042_016E,B24042_016M,B24042_017E,B24042_017M,B24042_018E,B24042_018M,B24042_019E,B24042_019M,B24042_020E,B24042_020M,B24042_021E,B24042_021M,B24042_022E,B24042_022M,B24042_023E,B24042_023M,B24042_024E,B24042_024M,B24042_025E,B24042_025M,B24042_026E,B24042_026M,B24042_027E,B24042_027M,B24042_028E,B24042_028M,B24042_029E,B24042_029M,B24042_030E,B24042_030M,B24042_031E,B24042_031M,B24042_032E,B24042_032M,B24042_033E,B24042_033M,B24042_034E,B24042_034M,B24042_035E,B24042_035M,B24042_036E,B24042_036M,B24042_037E,B24042_037M,B24042_038E,B24042_038M,B24042_039E,B24042_039M,B24042_040E,B24042_040M,B24042_041E,B24042_041M,B24042_042E,B24042_042M,B24042_043E,B24042_043M,B24042_044E,B24042_044M,B24042_045E,B24042_045M,B24042_046E,B24042_046M,B24042_047E,B24042_047M,B24042_048E,B24042_048M,B24042_049E,B24042_049M,B24042_050E,B24042_050M,B24042_051E,B24042_051M,B24042_052E,B24042_052M,B24042_053E,B24042_053M,B24042_054E,B24042_054M,NAME,B24042_001MA,B24042_001EA,B24042_002MA,B24042_002EA,B24042_003EA,B24042_003MA,B24042_004EA,B24042_004MA,B24042_005EA,B24042_005MA,B24042_006MA,B24042_006EA,B24042_007MA,B24042_007EA,B24042_008MA,B24042_008EA,B24042_009EA,B24042_009MA,B24042_010MA,B24042_010EA,B24042_011MA,B24042_011EA,B24042_012MA,B24042_012EA,B24042_013MA,B24042_013EA,B24042_014EA,B24042_014MA,B24042_015EA,B24042_015MA,B24042_016MA,B24042_016EA,B24042_017MA,B24042_017EA,B24042_018MA,B24042_018EA,B24042_019MA,B24042_019EA,B24042_020EA,B24042_020MA,B24042_021MA,B24042_021EA,B24042_022MA,B24042_022EA,B24042_023MA,B24042_023EA,B24042_024MA,B24042_024EA,B24042_025EA,B24042_025MA,B24042_026EA,B24042_026MA,B24042_027EA,B24042_027MA,B24042_028EA,B24042_028MA,B24042_029MA,B24042_029EA,B24042_030MA,B24042_030EA,B24042_031EA,B24042_031MA,B24042_032EA,B24042_032MA,B24042_033EA,B24042_033MA,B24042_034MA,B24042_034EA,B24042_035MA,B24042_035EA,B24042_036EA,B24042_036MA,B24042_037EA,B24042_037MA,B24042_038EA,B24042_038MA,B24042_039EA,B24042_039MA,B24042_040MA,B24042_040EA,B24042_041MA,B24042_041EA,B24042_042EA,B24042_042MA,B24042_043EA,B24042_043MA,B24042_044EA,B24042_044MA,B24042_045MA,B24042_045EA,B24042_046MA,B24042_046EA,B24042_047EA,B24042_047MA,B24042_048EA,B24042_048MA,B24042_049EA,B24042_049MA,B24042_050EA,B24042_050MA,B24042_051MA,B24042_051EA,B24042_052MA,B24042_052EA,B24042_053EA,B24042_053MA,B24042_054MA,B24042_054EA,state
0400000US06,50369,172,30079,1133,26933,746,62443,6655,46057,947,52916,1662,45319,1123,36997,643,51503,468,46912,728,82443,4061,71890,1118,65508,2618,79435,4217,50183,1578,61985,513,89104,3019,94597,22857,30872,556,58812,2077,60341,1126,57044,2454,28707,1007,40340,1039,25629,479,34366,1760,75964,981,42021,163,20915,634,20620,651,50286,19797,45147,2319,41042,654,38013,1829,31154,372,47940,1539,42619,2485,71536,1573,59977,3346,49292,1438,50969,643,42319,2059,51547,530,61397,805,66281,11826,31428,777,46316,424,53489,998,41789,400,25142,506,34739,2009,22312,351,26240,537,54894,1212,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50792,379,51548,2754,31034,2342,67283,5330,42283,1719,60155,2847,50264,2391,37229,997,55421,2184,51281,1800,65972,2333,67606,2383,57161,5814,64760,5886,44597,3794,66419,1697,82345,2686,57401,23016,32871,2786,51819,1459,49610,2412,58490,5381,29074,2405,36718,3465,26610,867,41115,2102,61485,1181,40470,390,46341,9583,29982,7807,65422,11653,42275,4483,45930,2081,42996,6212,30759,871,41103,1746,38013,3535,52094,6720,52281,4322,45410,1533,46359,2320,42543,4855,47456,2561,53382,3471,44431,37179,31118,1985,41094,627,41882,703,40413,961,23171,1434,32480,2350,21010,1091,30178,1536,49106,2037,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61253,470,34260,6560,35439,5670,31956,32584,51105,1175,66691,1619,57743,4647,47064,2044,56920,3391,51953,1643,84242,17355,71148,5318,100263,3456,102188,3573,51524,4700,72188,4131,92313,4065,155045,95183,39548,3899,65664,1779,63230,3526,66874,4383,36036,2343,43686,4985,31758,2306,40017,4153,75135,4851,48005,1251,47713,18364,47520,21835,-666666666,-222222222,46076,6269,44734,4139,54052,7707,33795,2325,50420,3280,48923,6406,52003,12294,50457,3035,58028,3369,60377,3040,50849,3535,53015,4197,60666,2485,83448,15326,31044,5007,50552,698,56512,1477,44501,1860,28848,3410,33395,5560,26632,1818,35243,3581,58045,4155,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,50876,591,40983,3019,41174,4799,40625,2559,48560,4818,54178,5782,61265,3086,36365,4189,52170,2435,50996,1440,90917,16265,62320,8260,63660,6349,65274,7875,54182,13374,51689,1698,61070,8167,81932,323252,37304,9685,50598,4290,56786,7716,48271,3783,28431,3139,31872,3917,25597,3460,43354,8542,57033,6668,41171,653,26802,26232,26462,9235,-666666666,-222222222,36410,10212,55950,10996,40129,2522,30867,3264,44486,8975,42283,8137,61993,20561,49850,8472,45420,3707,45777,3279,37315,19145,44934,4595,55592,6512,43917,2785,35078,7413,41583,849,47326,4239,40320,1613,22816,3838,29462,9381,21670,1244,35210,13772,41426,3981,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,68014,4306,14327,123142,14327,123142,-666666666,-222222222,35592,1758,52385,31715,82873,56312,36490,3101,40956,6671,40705,6687,61451,22109,80981,16324,77500,10764,100890,15659,41412,16959,84891,6534,90995,9758,-666666666,-222222222,47205,15476,52458,10917,51374,8241,60470,17241,38123,9357,61569,3265,27144,7834,61207,6428,100530,6275,60273,2210,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,61687,18724,77700,43659,42005,35398,40938,3394,48662,9693,41819,11391,95969,65617,70338,17518,73321,11414,76306,26401,68519,35331,66771,3521,71779,3154,71691,15501,31989,5836,48092,4920,52497,4111,41748,5003,35018,6377,45343,5366,25925,1484,56959,3671,79344,6015,District of Columbia,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,**,-,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40947,206,26173,935,24047,3002,65500,6354,35067,1304,48039,1887,42880,2080,32427,652,45702,1092,42433,1519,55492,5238,52477,3250,51966,724,64302,2533,40387,1320,45331,1851,70366,1559,66174,1724,27922,1534,46169,911,43513,1407,49088,2327,26795,491,33965,2099,25101,696,32203,1112,52108,1027,34288,404,23662,2272,21926,1973,76000,55557,36724,1239,32224,770,40072,3001,26477,457,41011,1027,40323,1201,50254,5068,41118,1493,40456,602,41155,690,36306,1617,36879,893,42377,1480,50836,8107,27442,1029,36825,337,39527,654,35238,529,22658,802,29914,2087,21600,496,24525,1245,40156,937,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,44279,935,32482,4109,30772,3518,41409,9790,35866,1005,42362,1365,48007,3587,35995,1026,49635,1871,48487,2393,52258,4984,63264,4782,61305,1910,75398,4892,41321,1692,59851,3214,79153,3472,76930,13404,32066,1698,51110,1014,50143,1879,52504,3507,25505,1045,31456,1628,23706,1666,36193,968,47376,1465,35570,362,21714,1858,20971,1572,35527,7861,40403,3390,31354,696,35668,4200,26480,810,40927,1696,40882,2461,41152,5366,52456,5661,40362,1320,40944,1180,36217,2487,43053,2747,52043,1879,46870,15475,29570,2225,38799,979,42067,676,35738,661,19034,1250,28393,3490,18081,1128,27482,3089,40140,1522,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,46559,891,22819,12712,21415,11902,57243,7045,52273,2283,50865,8836,41609,4306,35403,4589,50792,3492,45681,4990,66258,15784,66336,16735,51693,4794,51907,5803,50973,10665,44073,4846,62983,4248,-666666666,-222222222,32384,3188,54545,4203,50860,1378,61260,4804,34615,3430,35227,4709,34247,3797,33476,6021,61390,2026,38248,1199,17992,16740,17992,16740,-666666666,-222222222,37352,3342,34588,10795,29614,9946,29044,2003,44377,2834,43659,2862,47131,9907,50470,14420,40651,3075,40251,4040,42358,14203,38228,3783,43709,5784,39844,76236,33757,4077,44715,2068,47831,1794,41064,1545,31440,1054,35419,5939,31183,1125,31889,2596,49222,2903,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,41773,650,36305,2131,32827,3134,61096,1421,38075,2543,41893,1472,45960,9094,35094,2955,51190,1040,50940,1069,55690,11462,42249,13528,51601,3865,55397,8511,41619,17560,59888,7212,70848,4130,-666666666,-222222222,33475,5658,46645,5387,48463,4078,42228,10299,22086,2309,26216,3937,20924,2295,36302,4324,49823,2734,31307,511,35110,10883,35673,11140,30313,46836,39068,4488,31522,2597,28361,3435,23474,2642,44239,4851,40750,10138,49793,4455,41804,1446,37128,2362,37594,2715,35540,8489,31367,2461,37901,7715,41546,31171,22035,2167,32364,1458,36889,2133,30246,1569,21085,1378,35245,10331,20235,3132,22168,3729,35463,2712,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,51377,220,50504,2424,46670,4067,61313,6299,50623,998,50114,874,51306,927,39471,1870,51584,564,50398,634,74931,5213,62167,2999,76578,1720,83110,4004,51984,2531,66605,1550,82037,2238,81349,35209,34077,2224,53239,1976,53523,1883,52806,3161,28992,1881,40224,2508,26413,942,39298,2779,68434,2027,40373,256,40069,6036,35299,8368,57483,18093,42099,1894,36035,792,42220,2272,30658,501,47142,2817,45163,3137,55227,3797,48227,3705,46916,1023,47753,1575,41799,1948,45538,1587,54945,2255,67121,21096,30650,989,41381,429,46840,1052,38012,1188,24261,1301,31749,1762,22319,668,30679,1054,52187,1298,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
