GEO_ID,B25095_001E,B25095_001M,B25095_002E,B25095_002M,B25095_003E,B25095_003M,B25095_004E,B25095_004M,B25095_005E,B25095_005M,B25095_006E,B25095_006M,B25095_007E,B25095_007M,B25095_008E,B25095_008M,B25095_009E,B25095_009M,B25095_010E,B25095_010M,B25095_011E,B25095_011M,B25095_012E,B25095_012M,B25095_013E,B25095_013M,B25095_014E,B25095_014M,B25095_015E,B25095_015M,B25095_016E,B25095_016M,B25095_017E,B25095_017M,B25095_018E,B25095_018M,B25095_019E,B25095_019M,B25095_020E,B25095_020M,B25095_021E,B25095_021M,B25095_022E,B25095_022M,B25095_023E,B25095_023M,B25095_024E,B25095_024M,B25095_025E,B25095_025M,B25095_026E,B25095_026M,B25095_027E,B25095_027M,B25095_028E,B25095_028M,B25095_029E,B25095_029M,B25095_030E,B25095_030M,B25095_031E,B25095_031M,B25095_032E,B25095_032M,B25095_033E,B25095_033M,B25095_034E,B25095_034M,B25095_035E,B25095_035M,B25095_036E,B25095_036M,B25095_037E,B25095_037M,B25095_038E,B25095_038M,B25095_039E,B25095_039M,B25095_040E,B25095_040M,B25095_041E,B25095_041M,B25095_042E,B25095_042M,B25095_043E,B25095_043M,B25095_044E,B25095_044M,B25095_045E,B25095_045M,B25095_046E,B25095_046M,B25095_047E,B25095_047M,B25095_048E,B25095_048M,B25095_049E,B25095_049M,B25095_050E,B25095_050M,B25095_051E,B25095_051M,B25095_052E,B25095_052M,B25095_053E,B25095_053M,B25095_054E,B25095_054M,B25095_055E,B25095_055M,B25095_056E,B25095_056M,B25095_057E,B25095_057M,NAME,B25095_001MA,B25095_001EA,B25095_002MA,B25095_002EA,B25095_003EA,B25095_003MA,B25095_004EA,B25095_004MA,B25095_005EA,B25095_005MA,B25095_006MA,B25095_006EA,B25095_007MA,B25095_007EA,B25095_008MA,B25095_008EA,B25095_009EA,B25095_009MA,B25095_010EA,B25095_010MA,B25095_011EA,B25095_011MA,B25095_012MA,B25095_012EA,B25095_013MA,B25095_013EA,B25095_014EA,B25095_014MA,B25095_015EA,B25095_015MA,B25095_016EA,B25095_016MA,B25095_017MA,B25095_017EA,B25095_018MA,B25095_018EA,B25095_019MA,B25095_019EA,B25095_020EA,B25095_020MA,B25095_021EA,B25095_021MA,B25095_022EA,B25095_022MA,B25095_023MA,B25095_023EA,B25095_024MA,B25095_024EA,B25095_025EA,B25095_025MA,B25095_026EA,B25095_026MA,B25095_027EA,B25095_027MA,B25095_028MA,B25095_028EA,B25095_029MA,B25095_029EA,B25095_030MA,B25095_030EA,B25095_031EA,B25095_031MA,B25095_032EA,B25095_032MA,B25095_033EA,B25095_033MA,B25095_034EA,B25095_034MA,B25095_035MA,B25095_035EA,B25095_036MA,B25095_036EA,B25095_037EA,B25095_037MA,B25095_038EA,B25095_038MA,B25095_039EA,B25095_039MA,B25095_040MA,B25095_040EA,B25095_041MA,B25095_041EA,B25095_042EA,B25095_042MA,B25095_043EA,B25095_043MA,B25095_044EA,B25095_044MA,B25095_045MA,B25095_045EA,B25095_046MA,B25095_046EA,B25095_047EA,B25095_047MA,B25095_048EA,B25095_048MA,B25095_049EA,B25095_049MA,B25095_050MA,B25095_050EA,B25095_051MA,B25095_051EA,B25095_052MA,B25095_052EA,B25095_053EA,B25095_053MA,B25095_054EA,B25095_054MA,B25095_055EA,B25095_055MA,B25095_056MA,B25095_056EA,B25095_057MA,B25095_057EA,state
0400000US06,6781817,25470,216743,7722,4775,1052,2465,710,2626,604,2822,758,142996,6033,61059,4474,379202,9277,52600,3424,24829,2342,25714,2403,22938,1807,253121,7789,0,197,691708,12451,176877,5349,52520,3397,44880,2680,39689,3029,377742,8855,0,197,733080,12903,217665,5992,49788,3011,55280,3418,57214,3632,353133,9586,0,197,1166501,15065,372761,7053,112666,4592,130914,4876,131932,4933,418228,9765,0,197,948154,12964,334269,7512,138930,5636,141642,5936,112159,5258,221154,7223,0,197,1294496,17117,551163,12369,241288,7113,199950,6274,133427,4807,168668,5998,0,197,1351933,13873,888470,12866,231340,7065,117043,4818,58919,4380,56161,3551,0,197,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278158,11129,39676,2552,761,455,660,314,1025,383,687,297,27979,2207,8564,1426,68776,3519,9578,1286,5699,957,6661,941,4364,836,42474,2945,0,189,140627,5274,42154,2897,13752,1369,10300,1472,8994,1401,65427,4509,0,189,156309,5255,51864,2860,14602,1929,17014,1742,17747,1764,55082,3716,0,189,247675,6050,92262,3754,40014,2603,42039,2867,29364,2582,43996,3175,0,189,202884,5923,96782,4855,48227,3138,29881,2653,13641,1641,14353,1806,0,189,232997,5940,155768,5296,42937,2664,20068,1954,7637,1407,6587,1299,0,189,189214,6058,163054,5236,17521,2210,5064,1063,2134,645,1441,481,0,189,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,908452,7756,19869,1774,72,101,0,193,35,56,0,193,14480,1527,5282,1056,38978,2634,809,322,724,334,895,417,1754,501,34796,2479,0,193,79846,4062,5120,754,5519,823,7501,1065,8622,1452,53084,3236,0,193,88702,4070,13633,1591,11412,1601,10147,1286,9023,1505,44487,3090,0,193,154496,5343,41095,2603,20181,1932,19288,2017,21586,2084,52346,4246,0,193,135606,4222,50852,2949,25509,1940,22977,1984,15764,1990,20504,2121,0,193,194769,6391,96409,4464,47622,3271,25275,2224,11669,1337,13794,1484,0,193,196186,5701,149478,5238,25630,1893,11362,1523,4636,909,5080,948,0,193,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,241050,3609,7414,1131,0,182,34,56,46,77,88,106,5622,986,1624,515,15430,1534,2245,533,1464,474,1183,416,1655,585,8883,1281,0,182,27308,1959,8879,1084,3059,639,1697,521,1115,388,12558,1526,0,182,31578,2410,11405,1305,2472,698,2961,710,2703,709,12037,1644,0,182,47667,2778,19075,1821,6732,1024,7766,1135,5594,914,8500,1298,0,182,38861,2869,20133,2242,8132,1330,5832,1409,1947,722,2817,740,0,182,44441,3192,29436,2356,8600,1372,4631,1182,679,340,1095,549,0,182,28351,1897,26410,1890,1449,545,287,222,73,88,132,116,0,182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110681,3549,3426,768,64,75,0,197,0,197,37,62,2392,698,933,409,4439,790,445,288,121,119,145,121,326,211,3402,754,0,197,7180,1251,1527,411,414,227,343,335,784,545,4112,955,0,197,8261,1116,2315,588,451,244,704,381,596,294,4195,833,0,197,14576,1800,3946,796,2075,755,2123,762,1815,567,4617,937,0,197,12009,1523,4508,826,1892,586,2218,686,989,362,2402,676,0,197,22325,1927,10297,1266,4600,1150,3310,704,1400,449,2718,814,0,197,38465,2174,28842,1723,5201,1042,2831,795,843,392,748,474,0,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4724428,21345,243125,8214,5842,985,4480,919,5478,969,4170,785,161872,6492,61283,3613,454337,9280,73690,3552,35119,2498,36372,2929,35715,2880,273441,7350,0,211,763744,12987,226875,6605,77485,3895,66792,3859,59424,3486,333168,9151,0,211,696448,12963,266721,7316,72434,4385,74520,3965,67743,3948,215030,8572,0,211,918299,15428,438045,10498,129985,4863,112386,5469,80282,4974,157601,6976,0,211,595384,11632,331084,8285,104510,4556,70119,4161,39112,3233,50559,3052,0,211,610669,12343,410949,10339,94243,5371,49228,3341,26957,2954,29292,2556,0,211,442422,9144,374786,8690,37301,3235,14803,1741,7057,1294,8475,1167,0,211,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2248702,19411,106445,5761,1824,610,2344,821,3407,757,3541,879,68630,4627,26699,3418,182570,6947,30646,2335,20200,1841,15675,1873,12044,1478,104005,5478,0,208,307293,8796,104744,4959,26515,2638,21058,1968,25689,2686,129287,5748,0,208,300339,9495,116216,5148,35071,2395,40220,3674,29445,3271,79387,4746,0,208,451423,12068,208797,6226,86392,5319,61990,4504,42999,3868,51245,3991,0,208,308986,8648,192701,6324,60615,4018,27925,2748,14992,2102,12753,2124,0,208,336040,7404,240978,5565,51947,4038,25834,2950,8617,1367,8664,1636,0,208,255606,7244,227525,6829,17286,1975,6214,1274,2185,711,2396,586,0,208,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254770,4107,9737,1495,293,328,121,117,327,247,150,172,6385,1218,2461,765,12347,1559,1636,570,481,241,433,259,1288,540,8509,1330,0,177,20055,2008,5078,1097,2379,717,1450,523,1155,472,9993,1212,0,177,25613,2228,9243,1268,2328,655,1281,613,1495,642,11266,1361,0,177,45054,2846,16507,1466,2431,576,4443,942,5041,1011,16632,1923,0,177,40516,2450,15033,1502,5137,935,5176,835,4205,1002,10965,1593,0,177,56784,2568,24918,1936,9597,1608,9428,1402,5506,1043,7335,1338,0,177,44664,2281,30522,1909,7165,1138,3351,737,1719,570,1907,601,0,177,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398671,5979,14733,2108,440,223,416,260,542,348,594,365,10154,1814,2587,769,32423,2555,7388,1156,3508,862,2431,679,1804,558,17292,2073,0,187,65354,3299,25425,2070,4663,963,4710,1042,4697,896,25859,2269,0,187,62007,3586,25949,1914,7568,1231,9626,1293,6949,1199,11915,2014,0,187,94498,4198,46720,3284,18669,2281,13058,1884,8199,1704,7852,1374,0,187,53466,3186,35992,2812,9519,1575,4686,1072,2124,703,1145,480,0,187,49801,3080,40216,3039,5329,1241,1990,722,996,528,1270,639,0,187,26389,2452,23737,2116,1743,695,737,884,104,150,68,124,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3177104,16645,96494,4193,901,381,871,350,1083,406,1539,516,71302,3680,20798,2073,207969,5846,23766,1661,15185,1197,16970,1662,15050,1729,136998,5358,0,179,376796,8563,97989,4290,41119,2635,38873,2578,30919,2463,167896,5243,0,179,394997,8899,139463,4799,50734,2898,40343,2634,34898,2519,129559,5685,0,179,615025,11389,260353,6932,90061,4429,76504,3755,65331,3512,122776,5336,0,179,487943,9762,253700,7268,83505,4146,66941,3867,41374,3293,42423,3124,0,179,555093,12032,344711,8989,102934,5138,57256,3735,26135,2751,24057,2386,0,179,442787,7150,361411,6493,48790,3346,20063,1932,6997,1025,5526,1076,0,179,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
