GEO_ID,C08006_001E,C08006_001M,C08006_002E,C08006_002M,C08006_003E,C08006_003M,C08006_004E,C08006_004M,C08006_005E,C08006_005M,C08006_006E,C08006_006M,C08006_007E,C08006_007M,C08006_008E,C08006_008M,C08006_009E,C08006_009M,C08006_010E,C08006_010M,C08006_011E,C08006_011M,C08006_012E,C08006_012M,C08006_013E,C08006_013M,C08006_014E,C08006_014M,C08006_015E,C08006_015M,C08006_016E,C08006_016M,C08006_017E,C08006_017M,C08006_018E,C08006_018M,C08006_019E,C08006_019M,C08006_020E,C08006_020M,C08006_021E,C08006_021M,C08006_022E,C08006_022M,C08006_023E,C08006_023M,C08006_024E,C08006_024M,C08006_025E,C08006_025M,C08006_026E,C08006_026M,C08006_027E,C08006_027M,C08006_028E,C08006_028M,C08006_029E,C08006_029M,C08006_030E,C08006_030M,C08006_031E,C08006_031M,C08006_032E,C08006_032M,C08006_033E,C08006_033M,C08006_034E,C08006_034M,C08006_035E,C08006_035M,C08006_036E,C08006_036M,NAME,C08006_001EA,C08006_001MA,C08006_002MA,C08006_002EA,C08006_003MA,C08006_003EA,C08006_004EA,C08006_004MA,C08006_005MA,C08006_005EA,C08006_006EA,C08006_006MA,C08006_007MA,C08006_007EA,C08006_008MA,C08006_008EA,C08006_009EA,C08006_009MA,C08006_010MA,C08006_010EA,C08006_011EA,C08006_011MA,C08006_012EA,C08006_012MA,C08006_013MA,C08006_013EA,C08006_014MA,C08006_014EA,C08006_015MA,C08006_015EA,C08006_016MA,C08006_016EA,C08006_017EA,C08006_017MA,C08006_018MA,C08006_018EA,C08006_019MA,C08006_019EA,C08006_020MA,C08006_020EA,C08006_021MA,C08006_021EA,C08006_022EA,C08006_022MA,C08006_023MA,C08006_023EA,C08006_024MA,C08006_024EA,C08006_025MA,C08006_025EA,C08006_026MA,C08006_026EA,C08006_027MA,C08006_027EA,C08006_028MA,C08006_028EA,C08006_029MA,C08006_029EA,C08006_030EA,C08006_030MA,C08006_031MA,C08006_031EA,C08006_032MA,C08006_032EA,C08006_033EA,C08006_033MA,C08006_034MA,C08006_034EA,C08006_035EA,C08006_035MA,C08006_036MA,C08006_036EA,state
0400000US06,16432358,41929,13881374,45609,12059924,50107,1821450,24221,1371216,20806,261260,10410,188974,7782,851099,15586,184125,7871,441486,12725,209112,9422,865162,15704,8992041,28301,7630210,30710,6625534,33607,1004676,14976,741535,12553,149112,7816,114029,6617,429406,11896,132913,6171,235556,9161,136657,6707,427299,11519,7440317,30556,6251164,32082,5434390,33317,816774,14768,629681,12849,112148,6389,74945,4275,421693,10506,51212,3367,205930,8051,72455,5129,437863,10506,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2538793,15597,2134981,17489,1889150,18419,245831,9352,186252,8027,33611,3315,25968,2800,81980,5100,38324,3236,85695,5233,29599,2652,168214,6844,1379413,9108,1155835,11345,1016335,12404,139500,6202,103805,5387,19341,2290,16354,2369,41446,3259,26861,2630,49344,4166,21021,2399,84906,4957,1159380,11180,979146,11302,872815,11547,106331,5562,82447,4585,14270,1861,9614,1617,40534,3728,11463,1630,36351,2601,8578,1262,83308,4127,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1728325,12264,1500412,13099,1358109,13375,142303,6353,111593,5575,16492,2260,14218,2209,82482,5268,5757,1322,51475,4279,16659,2374,71540,4258,889917,7941,768297,8505,693227,8260,75070,4577,56562,3290,9912,1832,8596,1710,45866,3598,4421,1196,27269,2756,8554,1444,35510,2711,838408,7584,732115,8642,664882,8553,67233,3892,55031,3832,6580,1135,5622,1338,36616,3339,1336,491,24206,2713,8105,1626,36030,2984,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,421883,5569,377768,6008,343732,6538,34036,2891,27475,2833,3137,870,3424,915,10725,1732,1363,551,9550,1740,3910,1006,18567,2031,212811,4063,189945,4268,173198,4273,16747,2048,13372,1888,1413,594,1962,776,4971,1209,1160,520,4726,1128,2518,777,9491,1563,209072,4068,187823,4353,170534,4928,17289,1968,14103,1819,1724,549,1462,479,5754,1127,203,147,4824,1251,1392,564,9076,1333,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326143,6312,129484,5677,111088,5103,18396,2250,13645,1765,3076,847,1675,671,125890,5558,13493,2422,38795,3712,3352,1053,15129,1890,158512,4247,64507,3214,55707,3256,8800,1317,6353,989,1960,726,487,305,56091,3476,8677,1629,20018,2779,1995,762,7224,1344,167631,4130,64977,3732,55381,3171,9596,1598,7292,1339,1116,370,1188,510,69799,4079,4816,1327,18777,1979,1357,773,7905,1493,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8161313,33163,7268386,34932,6473106,37786,795280,17080,626119,14906,102196,6906,66965,4905,177143,9552,56888,4307,127838,7423,126771,6773,404287,11109,4265063,22027,3748849,24105,3326585,26189,422264,12765,324402,10474,55935,4984,41927,4587,86043,6651,42043,4141,74024,5427,89405,5588,224699,8111,3896250,23174,3519537,22719,3146521,22949,373016,10258,301717,8164,46261,3849,25038,2588,91100,6044,14845,2003,53814,4273,37366,3761,179588,6830,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4213128,24999,3793121,24724,3353644,22638,439477,13300,321134,11483,68720,5517,49623,5375,82974,5095,8276,1641,71148,4804,56139,4942,201470,6626,2234226,16807,1998807,15055,1748974,15504,249833,9959,175346,7266,40982,4583,33505,4960,41495,3902,6875,1496,43390,3899,38599,3602,105060,5714,1978902,15634,1794314,17062,1604670,16006,189644,7736,145788,7500,27738,2678,16118,2060,41479,3533,1401,485,27758,2585,17540,2607,96410,4772,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,670355,7481,539696,8585,437154,8837,102542,5152,76220,4769,16740,1985,9582,1652,45177,3416,7897,1444,31804,2894,16305,2189,29476,2735,366971,5262,295005,5428,244244,5212,50761,3468,38574,3056,7906,1319,4281,888,19643,2008,5171,1019,20305,2314,11444,1880,15403,2061,303384,5182,244691,5275,192910,5598,51781,3299,37646,2872,8834,1352,5301,1215,25534,2714,2726,888,11499,1606,4861,1044,14073,1678,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,697765,7911,612936,9214,542709,9910,70227,5655,52285,4762,9628,2005,8314,1621,5925,1058,7179,1257,20109,2007,10599,2068,41017,3189,379789,4962,329511,5575,288646,6015,40865,3592,29391,3185,5786,1300,5688,1366,4097,876,5409,1048,11848,1444,8318,1626,20606,2415,317976,6373,283425,6845,254063,7006,29362,3148,22894,2732,3842,1017,2626,644,1828,674,1770,520,8261,1409,2281,930,20411,2200,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5927604,21876,4888690,23284,4362024,21463,526666,12110,411426,10449,70155,4574,45085,3586,506351,11780,41098,3236,186595,7673,60828,4545,244042,7533,3094556,13251,2554839,16849,2275454,15107,279385,7943,215179,6827,40026,3213,24180,2382,244129,8617,29810,2758,98794,6145,39840,3708,127144,5338,2833048,16063,2333851,16498,2086570,16777,247281,8567,196247,7495,30129,2972,20905,2544,262222,8038,11288,1788,87801,4678,20988,2301,116898,4791,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
