GEO_ID,B08105G_001E,B08105G_001M,B08105G_002E,B08105G_002M,B08105G_003E,B08105G_003M,B08105G_004E,B08105G_004M,B08105G_005E,B08105G_005M,B08105G_006E,B08105G_006M,B08105G_007E,B08105G_007M,NAME,B08105G_001EA,B08105G_001MA,B08105G_002MA,B08105G_002EA,B08105G_003MA,B08105G_003EA,B08105G_004EA,B08105G_004MA,B08105G_005EA,B08105G_005MA,B08105G_006EA,B08105G_006MA,B08105G_007EA,B08105G_007MA,state
0400000US35,18832,2172,14147,2064,2685,809,609,350,571,347,430,246,390,240,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,182434,7468,74042,4340,18084,2994,60484,3916,19238,2543,5089,1274,5497,1068,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,59525,4471,45081,3793,8997,1721,557,482,2225,811,1215,518,1450,592,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5263,1177,3668,878,984,585,165,172,214,213,43,62,189,124,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,68025,4503,50494,3936,9420,1504,1970,729,3356,799,1054,420,1731,501,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,96457,4124,73990,3416,13901,1726,934,571,2934,1216,1000,306,3698,796,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,49413,3388,31256,2670,6653,1738,3928,1075,2766,991,1982,736,2828,785,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,70699,4262,46955,3597,7657,1277,7216,1349,4549,1131,1745,782,2577,784,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,9305,1282,5993,949,1625,733,587,353,693,412,153,178,254,233,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,25722,2941,19169,2703,3100,1069,87,112,1751,489,904,677,711,435,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4804,1110,3849,925,545,346,27,40,164,168,21,40,198,159,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,30819,3133,23492,2578,5119,1417,229,164,384,324,268,179,1327,659,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,202901,9010,154883,8287,25269,3176,6091,1455,5859,1329,3975,966,6824,1096,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,19056,2271,12649,1761,4109,1045,257,217,892,456,230,201,919,653,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4373,719,2786,588,369,264,151,164,581,268,134,118,352,262,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,83867,5341,60722,4523,10406,1951,5174,1083,2303,772,1369,673,3893,945,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,113295,5036,76476,4291,14119,1865,10536,1774,4309,1095,2244,732,5611,1197,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9409,1680,6810,1505,1530,713,174,145,606,314,0,182,289,210,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,30908,2929,21287,2216,4580,1209,1515,730,1526,606,889,399,1111,502,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6376,1286,4361,1142,1048,512,105,131,404,429,192,158,266,260,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,133586,7066,104952,6258,13305,1790,4017,925,3766,1090,4568,1237,2978,960,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,19698,2174,16095,1902,2199,779,294,270,561,310,141,143,408,296,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,20176,2296,12217,1622,3844,1029,378,360,937,293,1458,815,1342,558,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,56598,3735,39899,3183,7827,1365,1797,636,2498,849,1621,585,2956,1047,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15442,1964,12404,1743,1892,605,93,96,240,215,127,133,686,372,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
