GEO_ID,B19121_001E,B19121_001M,B19121_002E,B19121_002M,B19121_003E,B19121_003M,B19121_004E,B19121_004M,B19121_005E,B19121_005M,NAME,B19121_001EA,B19121_001MA,B19121_002EA,B19121_002MA,B19121_003EA,B19121_003MA,B19121_004EA,B19121_004MA,B19121_005MA,B19121_005EA,state
0400000US06,66215,387,29588,548,47798,542,89951,601,98490,1126,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,71083,706,37204,1713,50242,979,86686,1054,99785,2003,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,85254,1455,35159,1722,60403,1425,105599,1658,121636,4309,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,70655,1638,38668,3847,51711,2084,86016,2307,109375,6351,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,82268,4104,20167,3243,45793,4470,135293,9355,137318,29600,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,54777,464,34362,647,41334,430,74156,856,88388,1442,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,56684,681,25714,793,40631,671,78272,1002,93231,2009,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,77447,1597,43263,2888,52975,2465,89870,2396,116499,3434,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,54483,1240,31661,2020,40303,1434,67202,1512,83485,3978,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,68705,605,31986,726,47536,813,88139,870,103917,1802,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,58596,664,32383,776,41250,611,76091,783,93813,1897,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,64122,918,34672,1259,42346,814,78524,1044,93917,1898,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,62955,904,34506,1032,43793,1797,79012,1575,94198,2491,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,53012,690,24668,742,40633,814,74977,1174,92045,2203,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,54059,903,23540,754,38639,1589,79837,1301,98071,3067,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,58689,1304,30697,1705,40560,1114,75225,2114,95368,3910,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,85985,953,37701,1796,58202,1444,107945,1439,125384,3154,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,82977,1106,29916,1035,55794,1216,104558,1569,122734,2367,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,59295,467,34355,534,44072,758,79500,763,98076,1763,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,73511,782,37378,1058,48876,1174,88341,1052,104980,1569,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,45857,974,21103,1030,35306,883,67465,1400,85453,4601,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,57274,605,31044,726,40994,667,74157,918,95390,1980,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,59706,1619,37012,2680,40419,1613,70447,1612,86757,3169,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,63442,1034,34118,1488,41866,1255,75402,1347,89109,2548,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,56954,1055,33880,1582,41054,888,75689,1813,92064,3187,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,78524,1442,35440,3372,52588,2443,93417,2467,112999,4090,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,84442,947,34979,1344,60317,863,107293,1166,127535,2395,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,51449,1006,26958,1598,38914,1267,73151,2111,89881,4696,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,68395,674,28470,710,47414,642,92335,706,112857,1670,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,54995,624,28024,820,40736,567,74631,1137,90005,2265,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,70573,1722,33545,3383,44098,2389,84110,2102,107948,5710,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,60088,454,30707,532,43057,794,79303,760,99557,1557,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,54988,615,28592,847,39749,824,73080,946,90988,2259,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,59476,931,35940,1325,44779,1231,77330,1011,89547,3208,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,65109,443,30698,425,47119,559,84137,809,103802,1183,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,71293,1564,29717,2351,48651,1897,91978,2356,110368,4862,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,52763,734,27732,938,39301,838,73566,1167,92989,2551,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,61505,1424,32375,2317,39040,2453,74611,1786,93128,3860,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,53342,606,27619,741,39759,846,72406,872,91437,2013,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,59765,472,27064,526,41354,414,80092,568,91594,1494,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,64801,954,38831,2043,49347,1692,72461,1051,99010,2611,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,66047,1341,32631,2966,43772,1924,80413,2197,98626,4970,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,74485,958,34748,1208,51817,764,93415,1406,110629,1578,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,69937,651,40135,1051,52996,1046,89660,1218,104412,3107,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,51320,885,27574,1016,42415,1185,74853,2266,88125,2744,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,65154,539,35429,733,43958,809,81052,626,97994,1511,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,68827,2203,34994,4316,51116,3602,81326,3249,106905,13935,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22788,446,10696,436,22834,620,44594,1257,55416,3242,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
0400000US01,52700,689,27076,872,39768,962,75975,1114,91764,2415,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,80219,2105,35499,4730,53489,3469,98516,4353,120533,9616,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,56792,686,35931,909,41993,578,77156,1339,90434,3443,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,50300,693,27021,956,37081,1275,68037,1611,88098,2934,Arkansas,null,null,null,null,null,null,null,null,null,null,05
