GEO_ID,C24010D_001E,C24010D_001M,C24010D_002E,C24010D_002M,C24010D_003E,C24010D_003M,C24010D_004E,C24010D_004M,C24010D_005E,C24010D_005M,C24010D_006E,C24010D_006M,C24010D_007E,C24010D_007M,C24010D_008E,C24010D_008M,C24010D_009E,C24010D_009M,C24010D_010E,C24010D_010M,C24010D_011E,C24010D_011M,C24010D_012E,C24010D_012M,C24010D_013E,C24010D_013M,NAME,C24010D_001EA,C24010D_001MA,C24010D_002EA,C24010D_002MA,C24010D_003EA,C24010D_003MA,C24010D_004MA,C24010D_004EA,C24010D_005MA,C24010D_005EA,C24010D_006EA,C24010D_006MA,C24010D_007EA,C24010D_007MA,C24010D_008EA,C24010D_008MA,C24010D_009EA,C24010D_009MA,C24010D_010MA,C24010D_010EA,C24010D_011MA,C24010D_011EA,C24010D_012EA,C24010D_012MA,C24010D_013EA,C24010D_013MA,state
0400000US18,52206,2700,26619,1700,15334,1505,3765,948,2423,597,1177,729,3920,1155,25587,1957,12028,1760,5391,1183,5633,1192,0,184,2535,777,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,28866,1744,15564,1298,7746,1238,2904,842,1197,442,543,311,3174,879,13302,1214,4767,909,2661,667,3807,923,47,67,2020,631,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,32976,1915,17505,1318,8284,934,2595,912,2080,689,1300,577,3246,799,15471,1406,6202,992,3462,927,3102,897,335,309,2370,614,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,26056,1990,13532,1191,7359,961,2134,762,1879,657,603,422,1557,671,12524,1456,5174,1049,3449,920,2291,576,121,156,1489,687,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,34127,2483,17357,1862,7462,1381,4311,963,1392,452,1903,676,2289,738,16770,1408,6224,1149,4873,1093,3867,962,360,359,1446,523,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,7583,1071,3724,783,1153,565,1146,475,658,477,9,18,758,385,3859,658,1219,491,1702,644,377,286,0,155,561,254,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,174795,3968,89390,2379,55142,2241,9242,1457,13701,1727,4729,908,6576,1256,85405,3093,47832,2797,17865,2306,16517,1396,322,360,2869,816,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,192858,4394,99212,3197,57300,3093,12523,2148,11608,1817,4759,1211,13022,2085,93646,3470,46818,2753,17977,2110,19024,1904,511,346,9316,1619,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,114203,3651,64315,2419,40616,2516,7351,1653,6365,1290,1595,709,8388,1383,49888,2633,27658,2240,7866,1440,9154,1279,235,231,4975,1040,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,109521,3232,57906,1700,28095,1946,7467,1207,7349,1108,2090,661,12905,1578,51615,2430,20090,2153,10152,1665,12704,1725,104,89,8565,997,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,11875,1649,5964,937,2390,762,1628,626,991,570,356,297,599,433,5911,1219,1304,561,2358,713,1987,1057,0,198,262,210,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,51085,2436,26315,1721,15494,1665,5003,1165,1872,592,557,444,3389,947,24770,1661,12007,1284,6280,1130,3947,910,0,177,2536,637,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3358,814,1199,538,764,502,242,191,58,70,100,141,35,69,2159,675,1143,495,844,542,121,96,0,157,51,81,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,18333,1464,10064,838,4914,795,1121,413,1008,374,427,245,2594,667,8269,1001,2890,610,2440,678,1286,432,40,66,1613,441,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,103571,3834,48774,2361,12771,2176,18024,2059,9040,1294,2973,654,5966,1674,54797,2274,17186,2147,20338,2069,15388,2225,457,342,1428,658,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,14535,1246,7971,836,5643,857,835,454,497,416,161,149,835,602,6564,913,2551,589,1414,638,979,474,0,181,1620,671,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,391246,6252,216855,4000,133887,4000,17430,2305,40984,3239,5905,1134,18649,2162,174391,4421,100585,4123,24449,2494,41042,3268,216,243,8099,1118,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,13251,1412,6110,844,3535,779,601,352,236,187,810,462,928,549,7141,993,3262,816,2015,684,1511,551,72,116,281,198,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,716661,8894,377459,5440,153307,4718,65435,4355,80795,4775,24338,2611,53584,4010,339202,6261,158618,5866,71354,4402,87079,4706,614,346,21537,2392,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,109381,3251,60000,2410,31608,2084,9621,1684,7722,1481,1686,599,9363,1519,49381,2463,22705,1983,11264,1569,9763,1398,426,336,5223,905,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3400,838,2037,699,1476,667,254,218,123,162,0,141,184,184,1363,615,816,507,333,242,214,202,0,141,0,141,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,102081,3367,54545,2113,37256,2201,6188,1399,4103,1035,1714,614,5284,1163,47536,2666,24248,1911,9830,1560,8005,1391,384,370,5069,1227,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,34373,1823,18918,1182,7955,1139,3173,769,2655,730,1689,563,3446,700,15455,1150,5332,804,4303,845,3685,926,41,59,2094,651,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,72438,2902,34639,2213,17755,1435,3788,1101,5822,1164,1385,574,5889,1030,37799,1852,14805,1539,10320,1612,8590,1250,43,73,4041,1048,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,177681,4800,94669,3150,52725,3044,11858,1631,12425,1554,3704,982,13957,1797,83012,2818,42657,3000,16267,2239,16831,1877,105,106,7152,1197,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,16497,1156,7719,664,3945,731,1409,606,864,385,79,96,1422,601,8778,956,3672,755,1639,647,2058,755,0,200,1409,525,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,29950,1979,14706,1389,5592,1116,3074,909,2183,599,1076,483,2781,879,15244,1394,6215,1022,4569,1139,2997,745,100,167,1363,529,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5039,1206,2209,614,1205,429,450,364,166,160,0,147,388,191,2830,823,935,426,788,489,216,166,121,206,770,373,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,46297,2544,25347,1541,14358,1760,3265,981,3651,906,1452,545,2621,826,20950,1885,10158,1395,4935,1268,3899,1075,265,242,1693,579,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,518475,9184,285887,5883,156420,5572,30849,3666,49944,3598,16135,2113,32539,3683,232588,6125,119936,5266,48011,3873,48653,3589,1084,556,14904,2166,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30162,1898,16550,1260,8015,1220,1942,623,2802,987,1504,659,2287,652,13612,1284,5623,888,2856,856,3058,653,0,181,2075,616,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3917,542,1753,377,821,359,633,344,80,107,0,143,219,223,2164,477,678,256,1104,413,230,147,0,143,152,110,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,248802,5009,127353,2713,73195,2894,11078,1552,21721,2252,8222,1156,13137,1661,121449,3715,59881,3293,27118,3065,29377,2852,645,448,4428,1173,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,255869,5588,131394,3430,62762,3131,20592,2302,20615,2107,9108,1565,18317,2293,124475,4161,50886,3160,32747,2771,31145,2252,518,295,9179,1463,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5797,984,2692,596,1572,520,950,447,93,136,0,182,77,73,3105,829,1848,747,786,354,446,289,0,182,25,50,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,62235,2476,32172,1542,14265,1603,3902,851,3743,1043,993,495,9269,1638,30063,1823,12144,1458,5845,1077,7250,1124,20,24,4804,1085,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,2481,728,1087,368,556,232,203,152,62,34,0,185,266,295,1394,585,321,226,441,242,617,442,0,185,15,26,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5232,1726,1662,916,238,209,778,768,560,366,86,143,0,214,3570,1305,1400,771,928,563,1124,678,0,214,118,195,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,27285,2066,14097,1583,8041,1184,1715,712,2468,876,318,243,1555,685,13188,1436,6388,1087,3051,1031,2139,632,201,167,1409,791,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22985,1480,11341,844,1969,647,3552,1068,982,418,800,533,4038,1122,11644,1070,3136,1043,4571,1224,2932,698,0,143,1005,351,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,91960,3198,46499,2039,26014,2140,6171,1069,8198,1427,1556,559,4560,937,45461,2362,21570,2101,10054,1844,10952,1551,121,150,2764,737,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,19349,1636,9985,1114,5452,868,1085,507,1520,642,310,254,1618,629,9364,1192,3090,806,2548,965,2513,755,50,85,1163,375,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
