GEO_ID,C25121_001E,C25121_001M,C25121_002E,C25121_002M,C25121_003E,C25121_003M,C25121_004E,C25121_004M,C25121_005E,C25121_005M,C25121_006E,C25121_006M,C25121_007E,C25121_007M,C25121_008E,C25121_008M,C25121_009E,C25121_009M,C25121_010E,C25121_010M,C25121_011E,C25121_011M,C25121_012E,C25121_012M,C25121_013E,C25121_013M,C25121_014E,C25121_014M,C25121_015E,C25121_015M,C25121_016E,C25121_016M,C25121_017E,C25121_017M,C25121_018E,C25121_018M,C25121_019E,C25121_019M,C25121_020E,C25121_020M,C25121_021E,C25121_021M,C25121_022E,C25121_022M,C25121_023E,C25121_023M,C25121_024E,C25121_024M,C25121_025E,C25121_025M,C25121_026E,C25121_026M,C25121_027E,C25121_027M,C25121_028E,C25121_028M,C25121_029E,C25121_029M,C25121_030E,C25121_030M,C25121_031E,C25121_031M,NAME,C25121_001MA,C25121_001EA,C25121_002EA,C25121_002MA,C25121_003EA,C25121_003MA,C25121_004EA,C25121_004MA,C25121_005MA,C25121_005EA,C25121_006MA,C25121_006EA,C25121_007MA,C25121_007EA,C25121_008EA,C25121_008MA,C25121_009EA,C25121_009MA,C25121_010EA,C25121_010MA,C25121_011MA,C25121_011EA,C25121_012MA,C25121_012EA,C25121_013EA,C25121_013MA,C25121_014EA,C25121_014MA,C25121_015EA,C25121_015MA,C25121_016MA,C25121_016EA,C25121_017MA,C25121_017EA,C25121_018MA,C25121_018EA,C25121_019EA,C25121_019MA,C25121_020EA,C25121_020MA,C25121_021EA,C25121_021MA,C25121_022MA,C25121_022EA,C25121_023MA,C25121_023EA,C25121_024MA,C25121_024EA,C25121_025EA,C25121_025MA,C25121_026EA,C25121_026MA,C25121_027MA,C25121_027EA,C25121_028MA,C25121_028EA,C25121_029MA,C25121_029EA,C25121_030EA,C25121_030MA,C25121_031EA,C25121_031MA,state
0400000US18,1720780,14241,56411,3638,22197,2178,16060,1861,12954,1742,5200,980,129412,4356,44937,2523,40095,2474,34591,2584,9789,1480,260822,6894,67847,3060,86806,4088,84369,3416,21800,2191,270609,6518,46452,2803,84772,4153,106389,3514,32996,2483,376653,5974,40509,2723,98215,3669,182208,5254,55721,3237,626873,9333,26694,1881,80257,3961,284554,8734,235368,5942,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,882584,7833,25594,1930,9010,1141,6979,1078,6505,963,3100,757,62530,2718,23384,1588,17194,1455,16978,1499,4974,814,126831,4827,35740,2528,38267,1930,40736,2668,12088,1472,127220,4283,26378,1822,38533,1935,49055,2767,13254,1536,199964,4843,23608,1406,51038,2351,91429,3786,33889,2294,340445,5404,17299,1364,39448,2523,148497,4417,135201,4032,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,739191,7686,21998,1846,10684,1055,4993,895,4166,950,2155,532,50228,2576,22518,1769,12245,1289,11916,1528,3549,685,104329,4221,36034,2858,27679,2235,30263,2272,10353,1295,103117,3421,25155,1651,29820,1935,36287,2426,11855,1361,159853,5411,25261,1930,36649,2401,71720,3744,26223,2030,299666,5494,14845,1564,32141,2140,122540,4132,130140,4387,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1144309,10967,64931,3867,32714,2474,13999,1705,11880,1514,6338,1014,115817,3956,48727,2667,30810,2257,26931,2013,9349,1350,184778,5476,61007,3150,50621,3088,55657,3171,17493,1758,167474,5652,35813,2655,44606,2765,68623,3629,18432,1684,231058,6784,30898,2850,48153,3250,111635,4919,40372,3090,380251,8022,19688,2083,36781,2800,162665,5591,161117,5121,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130134,10390,68223,3995,28897,3151,14008,1746,16348,2016,8970,1325,120121,4583,47933,3197,28737,2768,30310,2560,13141,1641,174355,5852,49251,3991,41205,2800,58686,3735,25213,2163,150135,5442,30735,2622,30325,2229,64056,4121,25019,1993,207034,5862,31558,2323,34257,2936,94913,4647,46306,3030,410266,7952,26882,2766,34619,2349,149584,5730,199181,5945,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,396014,5199,15154,1535,3496,660,3327,947,4416,811,3915,753,34758,2065,9478,1360,7804,1081,9839,1084,7637,967,60912,3208,9723,1255,12762,1523,22401,1929,16026,1501,58881,3345,7373,1126,8647,1202,23993,2093,18868,2106,88373,3650,6426,875,12869,1500,39437,2497,29641,2342,137936,4362,3651,860,6685,953,44254,3029,83346,3203,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1433937,10091,34309,2232,5205,1028,3979,843,10123,1282,15002,1497,64734,2805,8181,1162,8092,1061,20872,1790,27589,2205,119817,4598,10629,1191,9670,1279,40441,2835,59077,3408,130084,5757,8045,1113,10456,1373,42903,3270,68680,4196,233954,6490,9923,1470,12502,2084,70643,3484,140886,4737,851039,9740,10618,1325,10637,1383,107137,4820,722647,8557,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1570055,10932,38649,2811,3445,798,1329,460,6969,1134,26906,2385,73021,4954,4647,756,4633,939,18515,1893,45226,3715,144007,5581,7540,1054,6306,1012,34055,2534,96106,4378,146367,5178,5815,1077,4880,971,31913,2493,103759,4496,259021,7624,5556,1141,5591,905,56905,3334,190969,7050,908990,9380,8586,1181,4914,1081,86586,4429,808904,8861,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2713964,15597,116115,4441,52873,2818,26212,1797,25033,2271,11997,1440,222761,5619,94449,3377,58418,2761,50652,3232,19242,1577,412744,7592,141165,4128,108481,4007,119772,4145,43326,2545,406521,6668,107356,3500,112772,3929,136202,4175,50191,2848,565257,8982,105946,4561,141907,4916,225599,5542,91805,3797,990566,10635,73293,3852,138568,5061,403296,6580,375409,6814,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1508810,9302,39696,1990,9023,1058,6304,842,15071,1482,9298,1034,79707,3128,17420,1274,16845,1511,28673,1910,16769,1596,161319,4789,26948,1767,29844,1905,67715,3363,36812,2262,189707,4819,22194,1549,30168,1627,89353,4128,47992,2109,314815,6180,23861,1718,39439,2437,157832,4546,93683,3481,723566,8388,16819,1621,31005,2000,242936,5836,432806,8129,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,743611,9469,53773,3279,28972,2635,11466,1313,9310,1573,4025,1022,95925,4399,45418,3224,25942,2625,17966,2019,6599,1306,131092,5527,47102,3006,39297,2884,33661,2925,11032,1571,113286,5778,30368,2825,34182,2821,35633,3056,13103,1889,144716,5044,27983,2690,36917,2546,56658,3584,23158,2345,204819,6045,17984,2186,27024,1901,83349,4186,76462,3908,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1591686,12609,62831,3750,26409,2412,14942,1655,14547,1867,6933,1239,132690,4663,47639,3059,36370,2935,33237,2748,15444,1721,244873,6450,64488,3131,68239,3230,81699,3935,30447,2564,237097,6554,43424,2784,61568,3213,96936,4270,35169,2691,341950,8288,38585,2282,71325,3855,163448,5558,68592,3943,572245,8557,24081,2211,52983,2749,229392,6550,265789,6464,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,274196,4635,12069,1476,3713,821,2053,781,3008,666,3295,824,23353,2094,6226,992,3564,698,6497,953,7066,1158,44444,2448,10429,1410,5743,964,15259,1558,13013,1543,40305,2185,5380,1066,4235,780,16596,1633,14094,1539,58240,2959,5324,861,4133,671,25057,2100,23726,1814,95785,3091,3609,718,4095,757,25362,2319,62719,2715,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,486642,6333,13149,1293,4960,816,2611,580,4043,845,1535,511,33218,2330,12264,1247,9022,975,8982,1274,2950,731,62297,2811,18085,1598,17967,1684,21444,1720,4801,714,67937,3320,14837,1398,18060,1464,28190,2160,6850,998,110373,4243,12749,1187,23058,1767,57557,2954,17009,1465,199668,3754,9691,1121,21160,1462,93278,3263,75539,3006,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,552324,7892,19663,2363,4566,1020,3391,758,6669,1254,5037,1334,35430,2620,10507,1296,7192,933,11417,1632,6314,1225,77198,3788,15629,1708,16044,1857,30988,2759,14537,2093,76379,4052,12543,1462,16772,1659,31750,2916,15314,2037,115312,5453,12311,1566,21101,2306,52598,3486,29302,2276,228342,5998,10853,1410,21934,2410,87567,4201,107988,4015,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,367863,5474,9050,1059,1077,444,895,411,2990,767,4088,812,18490,2359,3533,958,2415,807,5884,1200,6658,1087,36866,2827,5021,820,3336,820,12216,1525,16293,2056,41349,2423,3716,733,2659,674,14678,1617,20296,2097,69643,3329,3541,791,4793,1093,24827,2064,36482,2392,192465,4304,2993,834,4145,905,35637,2364,149690,4068,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2081481,13198,47930,2880,3058,595,3841,941,12218,1700,28813,2259,97046,4037,8939,1233,8577,1010,27091,2159,52439,3269,181588,6783,11769,1408,10296,1489,47044,3101,112479,4777,187489,6185,7949,1320,9913,1282,49671,3044,119956,4894,331508,8036,9184,1358,11037,1646,79210,4056,232077,6400,1235920,12549,12857,1497,12879,1598,130051,4551,1080133,12002,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,518106,7759,32729,2338,9624,1247,5838,1251,10498,1648,6769,1206,55727,3045,16114,1976,12996,1762,17543,1710,9074,1368,85506,4242,19398,1818,15441,1969,33896,2564,16771,2129,68462,3325,12018,1443,10278,1487,29640,2448,16526,1386,97208,4578,9700,1403,11671,1471,43398,3406,32439,2670,178474,5080,9290,1311,13693,1646,56378,2944,99113,3893,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3883893,16541,110173,4627,19287,1954,13764,1512,21507,2061,55615,3340,231729,6337,41962,2363,40945,2337,47187,3241,101635,4654,415157,9163,64032,3089,70368,3333,93002,4151,187755,6099,417603,8673,49177,2763,69951,2967,106203,4513,192272,5230,700796,10962,50009,3125,101710,4330,201269,6291,347808,7736,2008435,16049,47603,3050,101418,3559,352087,7686,1507327,15075,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2441626,15846,108914,4989,34958,2924,26232,2284,31435,2756,16289,1820,227242,6854,72523,4348,58566,3675,65522,3703,30631,2480,377319,8066,82376,4532,91668,4410,143196,5564,60079,3427,351759,7564,51140,3132,75201,3588,153756,5787,71662,4048,490402,11346,42521,3019,80087,4422,236455,8009,131339,4556,885990,12395,28081,2531,59237,3833,303464,6427,495208,8977,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,189193,3576,5991,933,2731,680,1229,374,1144,354,887,282,10796,1117,4094,656,2115,434,3293,730,1294,396,21933,1792,7817,1009,4319,765,7660,1193,2137,559,24929,2502,7186,1025,4258,742,9146,1366,4339,1170,39500,2579,7402,798,6454,951,17697,1736,7947,1142,86044,2962,6895,911,8589,885,31246,2306,39314,2643,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3019382,13908,99160,3997,35966,2440,25145,2329,26597,2213,11452,1522,237363,6105,76355,3323,71620,3026,70061,3530,19327,1819,433800,8644,103063,4512,140409,4742,149011,5843,41317,2332,442347,9254,73250,4516,134773,4500,186923,6126,47401,3190,642922,10140,67281,3564,165363,4812,308977,7175,101301,3806,1163790,12956,41270,2570,135172,4748,512437,7594,474911,8905,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,960369,7142,43732,2527,20144,1610,10164,1017,9273,1260,4151,761,88719,3530,38323,1940,23577,1776,20013,1832,6806,936,150337,4857,48858,2831,44025,2782,44989,2337,12465,1371,145200,4410,34940,2030,41720,2392,53679,2983,14861,1420,201055,5169,33137,1853,48992,3063,89633,3800,29293,1871,331326,6432,22318,1620,43171,2663,145147,4218,120690,3114,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,933775,9126,32555,2389,6652,1057,3183,708,9028,1240,13692,1786,65674,2790,16011,1652,6850,1201,20682,1999,22131,2052,122688,4922,19594,2145,9997,1433,44445,3129,48652,2930,130141,4447,12164,1412,8780,1225,51362,3083,57835,3220,198566,6820,13556,1957,8584,1236,76938,4262,99488,4762,384151,7707,7257,1268,5331,1015,76778,3615,294785,6275,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3416499,15135,117212,4010,33935,1889,23605,2112,34901,2843,24771,1994,255997,6445,72276,3652,61715,2909,76637,4103,45369,3137,465200,8413,101138,4303,106595,4614,163620,4702,93847,3370,455346,7707,69912,2983,94226,3464,180843,4984,110365,4536,691596,10099,74296,3105,120991,4518,289026,6687,207283,5357,1431148,13160,51802,2573,112525,4500,444098,8042,822723,9630,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,247790,4277,7274,1316,682,371,558,474,3084,889,2950,763,14316,1829,750,379,1242,530,4999,931,7325,1437,25157,2302,1470,609,1381,400,9152,1355,13154,1723,28996,2449,1253,556,1552,522,11362,1592,14829,1840,47489,3030,1619,505,1850,623,19912,1927,24108,2018,124558,4332,1477,455,1637,522,28689,2550,92755,4047,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1217692,9732,66041,3585,29139,2118,13744,1778,15296,1904,7862,1236,121035,5403,47913,3425,28896,2411,30284,2346,13942,1948,192441,5906,56502,3153,49573,3298,58155,3522,28211,2332,183883,6061,37414,2604,39808,2698,71581,4157,35080,2880,248490,6492,31473,2664,43889,2867,111421,4946,61707,3315,405802,8446,19199,2034,36412,2962,147362,5501,202829,6195,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,217200,3814,7401,1099,3247,622,1280,411,1822,475,1052,427,13532,1174,5614,812,3092,498,3347,687,1479,431,30976,2089,10692,1100,6286,1118,9840,1316,4158,778,33438,2504,9404,1203,6733,958,13236,1620,4065,747,49052,2457,8628,941,8919,991,22335,1955,9170,1246,82801,2695,6082,848,6737,971,31910,2244,38072,2078,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
