GEO_ID,C08501_001E,C08501_001M,C08501_002E,C08501_002M,C08501_003E,C08501_003M,C08501_004E,C08501_004M,C08501_005E,C08501_005M,C08501_006E,C08501_006M,C08501_007E,C08501_007M,C08501_008E,C08501_008M,C08501_009E,C08501_009M,C08501_010E,C08501_010M,C08501_011E,C08501_011M,C08501_012E,C08501_012M,C08501_013E,C08501_013M,C08501_014E,C08501_014M,C08501_015E,C08501_015M,C08501_016E,C08501_016M,C08501_017E,C08501_017M,C08501_018E,C08501_018M,C08501_019E,C08501_019M,C08501_020E,C08501_020M,C08501_021E,C08501_021M,C08501_022E,C08501_022M,C08501_023E,C08501_023M,C08501_024E,C08501_024M,C08501_025E,C08501_025M,C08501_026E,C08501_026M,C08501_027E,C08501_027M,C08501_028E,C08501_028M,C08501_029E,C08501_029M,C08501_030E,C08501_030M,C08501_031E,C08501_031M,C08501_032E,C08501_032M,C08501_033E,C08501_033M,C08501_034E,C08501_034M,C08501_035E,C08501_035M,C08501_036E,C08501_036M,C08501_037E,C08501_037M,C08501_038E,C08501_038M,C08501_039E,C08501_039M,C08501_040E,C08501_040M,C08501_041E,C08501_041M,C08501_042E,C08501_042M,NAME,C08501_001EA,C08501_001MA,C08501_002EA,C08501_002MA,C08501_003MA,C08501_003EA,C08501_004MA,C08501_004EA,C08501_005MA,C08501_005EA,C08501_006EA,C08501_006MA,C08501_007EA,C08501_007MA,C08501_008EA,C08501_008MA,C08501_009MA,C08501_009EA,C08501_010MA,C08501_010EA,C08501_011MA,C08501_011EA,C08501_012MA,C08501_012EA,C08501_013EA,C08501_013MA,C08501_014EA,C08501_014MA,C08501_015MA,C08501_015EA,C08501_016MA,C08501_016EA,C08501_017EA,C08501_017MA,C08501_018MA,C08501_018EA,C08501_019EA,C08501_019MA,C08501_020MA,C08501_020EA,C08501_021MA,C08501_021EA,C08501_022EA,C08501_022MA,C08501_023MA,C08501_023EA,C08501_024EA,C08501_024MA,C08501_025EA,C08501_025MA,C08501_026MA,C08501_026EA,C08501_027MA,C08501_027EA,C08501_028EA,C08501_028MA,C08501_029EA,C08501_029MA,C08501_030EA,C08501_030MA,C08501_031MA,C08501_031EA,C08501_032MA,C08501_032EA,C08501_033EA,C08501_033MA,C08501_034EA,C08501_034MA,C08501_035EA,C08501_035MA,C08501_036EA,C08501_036MA,C08501_037EA,C08501_037MA,C08501_038MA,C08501_038EA,C08501_039EA,C08501_039MA,C08501_040EA,C08501_040MA,C08501_041EA,C08501_041MA,C08501_042EA,C08501_042MA,state
0400000US06,16425103,41731,404541,7986,1658502,15807,7551391,27642,3682811,17173,1474916,15781,1652942,16381,12057326,50144,238692,7698,1145339,15444,5587759,32046,2771548,19414,1102590,13964,1211398,14276,1821086,24389,66586,4007,210826,8971,875657,17382,390219,9635,140409,5779,137389,5921,849623,15671,27965,2909,110184,5997,415862,10782,155919,7047,68422,4121,71271,4038,831906,18001,57279,4742,152260,7503,352214,11007,143967,6440,59782,3869,66404,4149,865162,15704,14019,1889,39893,4201,319899,10325,221158,7170,103713,5441,166480,6828,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2520151,15777,85487,3565,244896,6323,1129162,10959,552909,6288,238546,5543,269151,6100,1879015,18048,53267,3347,168266,5508,846966,11619,424189,7515,184512,5632,201815,5061,244255,9043,13371,1959,27604,2883,122369,5654,47775,3476,17589,2217,15547,1799,81480,5060,4612,1080,12558,2208,35570,3416,15160,2157,6240,1011,7340,1344,147187,6639,12463,1631,30884,2749,58174,4348,23848,2137,9576,1528,12242,1713,168214,6844,1774,631,5584,1420,66083,4555,41937,2858,20629,2020,32207,2845,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1708374,12362,62317,3410,146069,4954,667935,7941,428249,5177,182250,5121,221554,5980,1358053,13192,36459,2551,103344,4534,528749,8046,355342,5390,153685,5007,180474,5745,143636,6482,10608,1559,15238,2182,64624,5383,28545,2277,11276,1629,13345,1499,61659,5000,3451,994,7470,1439,28173,2963,13256,1824,4490,999,4819,1014,73486,5254,10668,1637,16909,2526,25502,3066,10590,1691,3970,1109,5847,1025,71540,4258,1131,508,3108,962,20887,1969,20516,1871,8829,1373,17069,1860,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420429,6747,13999,1890,38193,2376,171617,4759,103941,3554,42498,2525,50181,3051,344021,7290,9819,1801,29694,2421,139638,5210,86991,3590,36037,2375,41842,2805,34569,3293,2080,548,3601,1072,15745,2293,7686,1357,2418,728,3039,748,8981,1573,488,325,892,462,4057,1073,1880,625,653,287,1011,492,14291,1861,1298,478,3492,1085,4711,1094,2575,704,1201,613,1014,323,18567,2031,314,307,514,320,7466,1694,4809,934,2189,754,3275,690,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,796394,12419,9487,1805,53689,3335,395001,8984,179565,6395,72025,3503,86627,4003,342010,9070,1003,408,14447,1920,161397,7188,87727,4277,34524,2408,42912,2656,79122,5632,1132,568,3107,1002,37606,3917,20267,2371,9049,1281,7961,1383,292860,8277,4113,1872,25296,2692,150784,6203,59839,3649,24080,2246,28748,2589,67273,4721,2762,880,9714,1675,38629,3508,8763,1418,3028,675,4377,965,15129,1890,477,374,1125,629,6585,1111,2969,1192,1344,510,2629,626,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8114069,32638,209087,7249,773271,12319,3439924,19953,1928067,13934,793880,13136,969840,14108,6441875,36791,140323,6509,581176,12572,2745760,21311,1561571,16207,641940,11955,771105,12307,794170,17311,35371,3679,97140,6663,361582,12317,169453,7072,64795,4457,65829,4070,175465,9686,7897,1571,33138,3931,69041,6279,34670,3578,13733,1985,16986,2083,298272,10108,18288,2047,45024,3793,123582,6676,58395,4232,22490,2090,30493,2614,404287,11109,7208,1419,16793,2470,139959,7326,103978,6001,50922,3452,85427,4412,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4210086,26544,126261,6401,395204,10013,1941002,18226,979154,9970,373949,6987,394516,8536,3357492,23171,80935,5098,294811,9087,1551439,17108,799132,10207,313121,6943,318054,7353,436045,13191,19716,2508,52399,4162,219067,10299,89509,5965,24686,2166,30668,2545,82719,4978,3599,1050,10802,2224,40014,3619,15162,2145,6581,1622,6561,1122,132360,6552,13607,1971,26615,3269,51368,4146,24317,2969,7593,1523,8860,1325,201470,6626,8404,1586,10577,1699,79114,4695,51034,3938,21968,2274,30373,2616,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,671731,7518,20162,1924,69688,2196,288569,3653,143320,2994,62017,3059,87975,3418,438016,8683,8038,1365,40533,2850,195536,5113,96372,3652,42067,2433,55470,2866,103097,5109,4468,1032,9566,1648,44322,3198,24720,2223,8392,1250,11629,1741,44827,3451,3112,995,5518,1240,16485,2059,7791,1272,4364,911,7557,1225,56315,3909,3339,972,10653,1528,22379,2283,9024,1591,4169,879,6751,1172,29476,2735,1205,583,3418,1288,9847,1859,5413,1057,3025,824,6568,1121,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,675348,8131,31465,2870,73015,3727,288339,6581,146991,3977,62991,2981,72547,3771,525800,9840,23452,2724,56278,3994,223295,5932,117553,4160,48497,2793,56725,3482,66935,5360,4130,1369,7715,1677,31528,3210,13649,2265,5216,1170,4697,1104,5580,1048,42,89,264,217,2668,912,1267,477,647,392,692,346,36016,3008,2479,765,7140,1750,14029,1610,5452,1230,3334,867,3582,753,41017,3189,1362,714,1618,698,16819,2229,9070,1640,5297,1054,6851,1026,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5922060,24000,187598,5908,549205,9039,2617939,13905,1360560,10121,568869,9450,637889,11258,4357006,21740,122623,5181,367985,8407,1894863,16081,1048452,10539,437069,8970,486014,9912,520892,11398,26898,2388,56983,4100,244144,7668,104834,5252,43354,3196,44679,3615,509177,11777,11983,1803,61355,3896,260496,7997,96490,4855,40235,2908,38618,3074,290943,9430,21419,2447,52388,4377,123137,6523,47909,4130,21048,1971,25042,2172,244042,7533,4675,1087,10494,1747,95299,5771,62875,3603,27163,2707,43536,3020,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
