GEO_ID,B12505_001E,B12505_001M,B12505_002E,B12505_002M,B12505_003E,B12505_003M,B12505_004E,B12505_004M,B12505_005E,B12505_005M,B12505_006E,B12505_006M,B12505_007E,B12505_007M,B12505_008E,B12505_008M,B12505_009E,B12505_009M,B12505_010E,B12505_010M,B12505_011E,B12505_011M,B12505_012E,B12505_012M,B12505_013E,B12505_013M,NAME,B12505_001EA,B12505_001MA,B12505_002EA,B12505_002MA,B12505_003MA,B12505_003EA,B12505_004MA,B12505_004EA,B12505_005MA,B12505_005EA,B12505_006EA,B12505_006MA,B12505_007EA,B12505_007MA,B12505_008EA,B12505_008MA,B12505_009MA,B12505_009EA,B12505_010MA,B12505_010EA,B12505_011EA,B12505_011MA,B12505_012MA,B12505_012EA,B12505_013MA,B12505_013EA,state
0400000US21,3530921,2571,1720998,3055,539738,7852,1181260,7995,822816,8635,268349,7036,90095,4386,1809923,2829,441056,7084,1368867,7711,950227,9201,310089,7590,108551,4628,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3663532,2497,1771878,3292,668775,7762,1103103,8383,787816,9492,242030,7372,73257,4122,1891654,3170,594189,8829,1297465,7965,945623,9775,274689,7755,77153,4291,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1111822,1226,538918,1691,161676,4218,377242,4307,270441,5118,85420,3421,21381,2010,572904,1456,142692,3565,430212,3745,313188,5058,93261,3708,23763,2044,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4773742,1569,2283540,2041,849000,9505,1434540,9481,1106369,11488,277549,6858,50622,2778,2490202,1916,817345,11141,1672857,11401,1313653,11831,302686,6996,56518,3221,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5498140,1151,2633255,1961,1016940,10353,1616315,10131,1334045,11374,242132,7282,40138,2912,2864885,1938,960603,9324,1904282,9100,1588418,11466,280831,8293,35033,2698,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8030918,2914,3903780,3370,1397772,12553,2506008,12024,1881196,12905,504973,9079,119839,3959,4127138,2744,1216379,9369,2910759,9376,2205275,12194,567257,8603,138227,4221,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4315429,2202,2128478,2890,730632,7863,1397846,7375,1141941,8381,215757,5222,40148,2259,2186951,2529,618111,6901,1568840,7014,1274735,8381,250583,5782,43522,2592,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2359979,2427,1126405,2978,405014,7684,721391,7924,499951,9069,164001,6061,57439,3329,1233574,2826,383857,7564,849717,6901,600085,8865,187177,5927,62455,3867,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4856639,3289,2353637,3931,775598,9165,1578039,9702,1107868,10919,353101,7895,117070,4631,2503002,3702,675076,9009,1827926,9583,1287158,11484,401864,8490,138904,4805,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,821687,1373,409851,1741,129043,4013,280808,3772,200156,4149,61325,3139,19327,1574,411836,1429,97860,3093,313976,3127,223077,3758,66482,2854,24417,2033,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1465286,1438,723059,1533,240484,4835,482575,4911,380917,5038,81880,3526,19778,1761,742227,1484,192087,4683,550140,4904,429600,5309,98345,3522,22195,2178,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2204567,1038,1106923,1454,398862,7633,708061,7605,484987,9062,163844,6577,59230,2669,1097644,1466,312613,6422,785031,6449,532996,8452,187065,6522,64970,3083,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1098030,1607,536129,1767,175494,5396,360635,4937,274413,5534,70067,3548,16155,1519,561901,1726,149351,3784,412550,4153,315484,5243,81064,3859,16002,1491,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7196853,1468,3470727,2067,1297728,10779,2172999,10832,1803766,12922,324907,8524,44326,2867,3726126,2062,1151256,10777,2574870,10386,2167820,11138,360733,8222,46317,2948,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1654214,1986,813641,2404,293989,6062,519652,5440,380713,6415,107944,4290,30995,2715,840573,1945,253816,5861,586757,5605,427556,6627,121305,4721,37896,3513,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,16062969,2436,7693458,4097,3159656,19468,4533802,19068,3729174,18797,696657,10242,107971,4158,8369511,3162,2951737,16827,5417774,17053,4524419,18634,789899,10650,103456,4039,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7840375,4317,3777517,5045,1285644,11482,2491873,12850,1823136,14221,523508,8311,145229,5787,4062858,3941,1123288,11510,2939570,10433,2144361,16391,634303,11471,160906,6565,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,569837,1064,290980,1205,104080,3723,186900,3663,153222,3613,28395,1993,5283,824,278857,1290,75246,2834,203611,2824,164852,3729,32889,2457,5870,918,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9351828,3177,4522537,3583,1549927,13175,2972610,12624,2187794,15038,618153,10309,166663,4991,4829291,2927,1369638,11974,3459653,11696,2552900,13646,704535,10551,202218,4591,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3026600,1666,1486394,2078,460031,6269,1026363,6282,689903,7596,239373,5613,97087,3181,1540206,2087,372220,5066,1167986,4870,775547,7132,280889,5790,111550,3661,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3185235,2171,1564026,2459,527989,7708,1036037,7781,723451,9513,233275,7046,79311,4497,1621209,2527,434057,6429,1187152,6524,822212,7939,270207,6419,94733,4247,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10519780,1904,5081824,3231,1846843,12545,3234981,12457,2579559,15430,555864,9720,99558,3946,5437956,2777,1646017,12602,3791939,12394,3035654,13477,644866,9700,111419,4444,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,872769,752,416431,1086,163962,3974,252469,3849,197995,4480,46539,2630,7935,1425,456338,1009,146902,3547,309436,3459,251509,4046,49855,2880,8072,1548,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3818052,2664,1833320,2910,634399,7786,1198921,7932,858193,8901,264006,7371,76722,4321,1984732,3100,583658,8018,1401074,7415,1019355,10765,300589,8875,81130,3531,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,662015,1193,330119,1568,112651,3245,217468,3380,172982,4065,35101,2240,9385,1126,331896,1498,89401,3699,242495,3386,187925,4484,44734,2706,9836,1207,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5216402,3336,2512605,3567,808819,10293,1703786,9709,1165152,11057,391828,8762,146806,4746,2703797,3404,713167,10385,1990630,10384,1356356,11835,468805,8761,165469,5666,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20202653,5368,9953055,7374,3469917,23903,6483138,22636,4796443,26017,1284003,16048,402692,9583,10249598,6903,2914409,19329,7335189,20368,5419969,26091,1459737,18166,455483,9296,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2100869,1366,1048088,1685,340438,6576,707650,6888,543381,7395,126300,4739,37969,2897,1052781,1569,279786,5489,772995,5090,591706,7051,137703,4570,43586,2933,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,525211,837,256714,1026,86346,2460,170368,2515,127214,2906,36806,2189,6348,1002,268497,947,75169,2121,193328,2312,148808,2918,37912,2159,6608,895,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6642567,3280,3227240,4134,1122846,13395,2104394,12555,1580363,12848,424929,8641,99102,4191,3415327,3966,987200,11399,2428127,11730,1852105,15025,470533,8866,105489,3881,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5576731,2245,2762858,2432,942136,10652,1820722,11191,1335484,12335,373813,8092,111425,5100,2813873,2415,768444,9867,2045429,9782,1485238,11558,432011,9349,128180,5159,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1535612,1651,749711,2264,232165,4846,517546,4816,361148,5863,119073,4275,37325,3078,785901,2046,188180,5268,597721,4734,420708,5867,135777,5010,41236,3009,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4634334,2460,2284469,2885,781943,9263,1502526,9198,1189123,10224,266534,5600,46869,2467,2349865,2373,665400,7446,1684465,7162,1334260,8838,293621,5817,56584,2758,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,461254,1243,233110,1641,70774,3302,162336,3562,114099,3938,37185,2818,11052,1418,228144,1461,54550,2647,173594,2566,118436,3158,40903,2666,14255,1670,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2978546,394,1402866,1978,587937,7168,814929,6878,647493,7799,140159,5522,27277,2414,1575680,1984,550748,9095,1024932,8958,864069,9983,144620,6020,16243,2140,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,3886060,2566,1858893,3124,599765,9074,1259128,8699,861342,10555,289556,7307,108230,4172,2027167,2786,537885,8113,1489282,8081,1037888,10162,333342,7481,118052,4775,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,574398,969,300043,1307,117582,3747,182461,3499,130536,4016,40483,2645,11442,1432,274355,1371,78101,3111,196254,3086,142649,3673,41337,2991,12268,1662,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5203019,1460,2570325,1893,937330,9363,1632995,9532,1170168,12601,355198,8742,107629,4657,2632694,1840,766043,11526,1866651,10827,1342076,14165,398629,8329,125946,5014,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2353968,2778,1141359,2652,346371,7698,794988,7286,516362,8141,196405,6204,82221,3962,1212609,2478,287878,6180,924731,5946,605640,7892,225287,6913,93804,3799,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
