GEO_ID,B24032_001E,B24032_001M,B24032_002E,B24032_002M,B24032_003E,B24032_003M,B24032_004E,B24032_004M,B24032_005E,B24032_005M,B24032_006E,B24032_006M,B24032_007E,B24032_007M,B24032_008E,B24032_008M,B24032_009E,B24032_009M,B24032_010E,B24032_010M,B24032_011E,B24032_011M,B24032_012E,B24032_012M,B24032_013E,B24032_013M,B24032_014E,B24032_014M,B24032_015E,B24032_015M,B24032_016E,B24032_016M,B24032_017E,B24032_017M,B24032_018E,B24032_018M,B24032_019E,B24032_019M,B24032_020E,B24032_020M,B24032_021E,B24032_021M,B24032_022E,B24032_022M,B24032_023E,B24032_023M,B24032_024E,B24032_024M,B24032_025E,B24032_025M,B24032_026E,B24032_026M,B24032_027E,B24032_027M,B24032_028E,B24032_028M,B24032_029E,B24032_029M,B24032_030E,B24032_030M,B24032_031E,B24032_031M,B24032_032E,B24032_032M,B24032_033E,B24032_033M,B24032_034E,B24032_034M,B24032_035E,B24032_035M,B24032_036E,B24032_036M,B24032_037E,B24032_037M,B24032_038E,B24032_038M,B24032_039E,B24032_039M,B24032_040E,B24032_040M,B24032_041E,B24032_041M,B24032_042E,B24032_042M,B24032_043E,B24032_043M,B24032_044E,B24032_044M,B24032_045E,B24032_045M,B24032_046E,B24032_046M,B24032_047E,B24032_047M,B24032_048E,B24032_048M,B24032_049E,B24032_049M,B24032_050E,B24032_050M,B24032_051E,B24032_051M,B24032_052E,B24032_052M,B24032_053E,B24032_053M,B24032_054E,B24032_054M,NAME,B24032_001MA,B24032_001EA,B24032_002EA,B24032_002MA,B24032_003MA,B24032_003EA,B24032_004EA,B24032_004MA,B24032_005EA,B24032_005MA,B24032_006EA,B24032_006MA,B24032_007EA,B24032_007MA,B24032_008EA,B24032_008MA,B24032_009EA,B24032_009MA,B24032_010EA,B24032_010MA,B24032_011EA,B24032_011MA,B24032_012MA,B24032_012EA,B24032_013EA,B24032_013MA,B24032_014MA,B24032_014EA,B24032_015EA,B24032_015MA,B24032_016MA,B24032_016EA,B24032_017MA,B24032_017EA,B24032_018MA,B24032_018EA,B24032_019EA,B24032_019MA,B24032_020MA,B24032_020EA,B24032_021EA,B24032_021MA,B24032_022MA,B24032_022EA,B24032_023MA,B24032_023EA,B24032_024EA,B24032_024MA,B24032_025MA,B24032_025EA,B24032_026EA,B24032_026MA,B24032_027MA,B24032_027EA,B24032_028MA,B24032_028EA,B24032_029MA,B24032_029EA,B24032_030EA,B24032_030MA,B24032_031EA,B24032_031MA,B24032_032EA,B24032_032MA,B24032_033MA,B24032_033EA,B24032_034MA,B24032_034EA,B24032_035EA,B24032_035MA,B24032_036MA,B24032_036EA,B24032_037EA,B24032_037MA,B24032_038MA,B24032_038EA,B24032_039EA,B24032_039MA,B24032_040MA,B24032_040EA,B24032_041EA,B24032_041MA,B24032_042EA,B24032_042MA,B24032_043EA,B24032_043MA,B24032_044EA,B24032_044MA,B24032_045MA,B24032_045EA,B24032_046EA,B24032_046MA,B24032_047MA,B24032_047EA,B24032_048EA,B24032_048MA,B24032_049EA,B24032_049MA,B24032_050EA,B24032_050MA,B24032_051EA,B24032_051MA,B24032_052EA,B24032_052MA,B24032_053EA,B24032_053MA,B24032_054EA,B24032_054MA,state
0400000US06,38036,442,22018,467,20850,454,61287,2636,32263,498,48575,1328,40535,656,26082,472,44439,1439,40370,476,80664,1285,61825,1002,55926,1688,70841,1324,40402,1130,47577,1594,77148,1313,94081,11907,23755,673,45800,909,44150,2138,47103,1687,20029,394,27196,1156,17838,479,26866,702,71591,762,29098,333,13751,989,13342,960,41255,11961,34402,3478,34141,1457,31605,865,18526,535,39159,2656,34951,1760,66090,4161,49539,2200,41703,458,45230,955,32557,2831,37251,524,48465,1605,61679,10222,21213,544,33415,598,35589,631,32384,380,15182,315,20667,704,14175,436,16409,406,49852,977,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40748,317,45453,4863,26215,1979,65306,6025,34368,1704,52277,2301,45638,2386,28603,1822,48589,3139,42737,4680,65051,3147,61762,1834,51448,1324,60900,3177,40193,3506,52202,1577,74984,3015,58714,26974,26394,1130,41767,1204,36922,1592,50052,3801,18652,1084,21846,902,16931,710,32415,3412,60077,3985,30087,424,34117,5197,17528,4281,58333,9353,37955,2351,38684,3455,39263,3072,19449,1263,34051,3250,31732,1211,50573,5255,41525,2819,40105,1578,42378,1769,34796,2339,34993,2125,43688,2756,42875,12529,21588,1528,31985,491,31023,873,32480,1149,12964,960,18313,2462,12223,505,17207,1305,45388,3304,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,50535,440,30036,12454,21786,11108,32289,31795,41751,1289,61784,960,51502,4411,30852,2371,51215,982,46735,3248,81481,15496,65996,8188,90820,5199,101127,925,46698,4763,57008,4560,83781,5211,152120,90455,30227,2144,52609,2032,48901,4491,57038,4593,22267,1277,30999,1816,20293,1571,31256,1524,70853,2442,33259,963,20076,13387,18131,14660,37880,74445,37028,8989,40283,1680,41869,9616,17660,1367,31880,3613,30442,4313,50702,7309,42365,2844,50602,1252,53009,1939,33586,5516,37600,2872,46201,4456,83254,14925,23158,2240,36909,745,41323,1338,35772,754,14821,1243,18393,1979,13424,1272,21205,1241,53704,3395,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,41389,815,37451,6116,33862,12178,40625,2559,40050,4814,49989,5469,60541,8619,25462,2433,47141,8056,41426,6638,69679,25122,55275,11839,58224,5353,60203,4494,42139,9385,43670,5585,55870,7297,81932,323252,26397,3572,45683,2814,45243,4841,45848,3076,20409,1802,28022,7107,17560,2823,32098,7038,55365,5649,31599,844,26288,5461,25948,4254,-666666666,-222222222,29243,4340,42785,5051,36772,2809,18354,3247,40257,18952,31929,17400,61993,20561,42124,10301,41646,2353,43053,4128,31200,6552,38324,2691,48311,5641,43783,4237,23717,4567,34333,2992,33144,4886,34778,2970,12636,2911,18393,10644,11611,1172,18369,3681,39854,2529,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,55357,4790,14327,123142,14327,123142,-666666666,-222222222,30812,3001,51537,20942,32410,19800,30792,4571,31387,5876,31305,6008,33520,73440,69250,16645,73372,13605,96016,15444,38663,11462,77095,5999,83407,4236,250001,-333333333,34028,12551,42394,6467,40823,4999,49367,17976,25172,2814,30297,16433,24204,3246,55463,6900,91227,9714,48457,2598,37089,31596,-666666666,-222222222,-666666666,-222222222,60732,25922,36328,33427,50865,24663,16088,6472,41000,10666,37321,9092,78750,66176,61128,7793,68218,17755,75033,12261,47397,14542,58177,5505,66428,4077,71691,15501,24222,4013,36808,2989,41021,5118,35440,4411,24917,4785,40372,4645,20182,3019,49113,4532,76056,2426,District of Columbia,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"250,000+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,32188,201,21359,1096,19749,1532,61986,5830,27828,1143,41947,640,40518,887,24400,828,40808,654,37821,1648,53649,3749,46403,2008,46457,1215,60954,1068,32407,2101,34597,2233,60838,897,65786,14361,22355,601,40279,641,36784,1063,43104,2572,20128,486,24542,1529,18551,697,26430,753,50640,1017,26134,204,16522,2371,15517,1969,57188,58515,30741,1030,28521,2229,31872,1176,17307,412,35976,1334,34098,2740,47318,6497,32680,2103,35955,617,37815,1056,29799,2300,28306,1060,35787,1044,48504,13083,20487,653,31304,274,33790,1040,30540,331,15280,319,18563,1356,14506,449,16518,468,38205,1072,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36142,376,26387,1449,22994,4124,40511,7703,27833,1429,40516,710,42849,3701,25299,821,45190,1758,43876,2821,51499,2608,56230,5611,53641,3316,70428,4656,36412,1567,47055,2128,71554,1994,76551,19487,24276,1298,42012,1374,40421,1574,46235,2251,16208,685,21471,2513,15693,747,30018,1524,45319,1666,26768,241,18262,2828,17168,2377,35527,7861,31948,2514,29271,1145,31836,1299,17473,779,35488,1568,33991,3068,39572,4717,41764,2951,35765,1183,37379,1822,29914,2432,32201,1249,42367,2124,43593,8977,21255,916,31081,583,34602,1839,29560,1064,11574,383,12505,2574,11481,372,16646,915,36819,1257,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,37489,1108,19007,5066,18663,4959,57243,7045,43665,4164,45969,6044,36624,6184,25131,2427,41285,5066,36585,2094,65688,14880,50507,16069,47508,3576,51024,2245,44401,5697,37118,3257,60299,7725,12273,197209,26558,3656,44343,4329,37408,6836,53814,7312,27828,1765,27857,4059,27822,2245,29058,3956,60443,2427,30322,544,13781,3773,13781,3773,-666666666,-222222222,36008,2790,23390,4486,24260,7734,20375,946,40521,3895,38561,5221,45234,8006,35909,9072,36432,2643,37110,3116,34200,8863,32144,1901,36544,1939,12468,73152,29653,3289,36666,1215,38417,2808,35657,1718,22195,1948,20123,6675,22531,1980,21837,2400,46660,3976,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,32397,819,30130,1982,26754,2140,60279,7981,30716,1347,38954,2992,40258,4868,26539,1791,47364,7073,45583,8095,51451,10075,34581,12620,42468,11465,50703,5852,33382,8096,44335,8517,61914,7123,-666666666,-222222222,22085,2609,32324,3771,35787,3566,31138,1917,14162,1978,14861,5975,13645,2874,28299,4247,45989,3897,21298,535,19428,4157,18443,4533,27201,11284,26967,9171,27845,2497,26279,2474,15693,887,20155,9696,17236,4096,47300,6224,31663,15025,28314,4120,30582,4074,21932,5003,23727,2328,28860,3170,41546,31171,16499,2766,23967,1126,26657,2465,23147,1067,10961,840,10417,6402,11016,857,14778,1945,32172,1893,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,41442,211,41584,1775,40043,3197,56761,6710,40470,545,45511,810,46280,1693,26533,707,45822,888,42299,776,71744,1839,51390,2633,70098,4115,76856,2796,43311,4376,52411,1932,75367,2096,78813,22152,26011,828,43129,2080,42034,1084,45390,2895,17281,594,19643,2436,17002,609,31574,868,65631,1444,28816,444,27678,3220,25775,3973,56014,18453,34573,4041,31417,593,38446,2932,17029,408,36580,1746,33031,2611,52206,3630,34808,3047,41310,879,42900,1697,34105,2396,35364,931,45492,1649,63199,19291,21549,708,31857,343,35819,794,30733,374,13128,698,13455,2010,13078,708,17667,841,46228,2311,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
