GEO_ID,C08011_001E,C08011_001M,C08011_002E,C08011_002M,C08011_003E,C08011_003M,C08011_004E,C08011_004M,C08011_005E,C08011_005M,C08011_006E,C08011_006M,C08011_007E,C08011_007M,C08011_008E,C08011_008M,C08011_009E,C08011_009M,C08011_010E,C08011_010M,C08011_011E,C08011_011M,C08011_012E,C08011_012M,C08011_013E,C08011_013M,C08011_014E,C08011_014M,C08011_015E,C08011_015M,C08011_016E,C08011_016M,C08011_017E,C08011_017M,C08011_018E,C08011_018M,C08011_019E,C08011_019M,C08011_020E,C08011_020M,C08011_021E,C08011_021M,C08011_022E,C08011_022M,C08011_023E,C08011_023M,C08011_024E,C08011_024M,C08011_025E,C08011_025M,C08011_026E,C08011_026M,C08011_027E,C08011_027M,C08011_028E,C08011_028M,C08011_029E,C08011_029M,C08011_030E,C08011_030M,C08011_031E,C08011_031M,C08011_032E,C08011_032M,C08011_033E,C08011_033M,NAME,C08011_001MA,C08011_001EA,C08011_002MA,C08011_002EA,C08011_003EA,C08011_003MA,C08011_004MA,C08011_004EA,C08011_005EA,C08011_005MA,C08011_006MA,C08011_006EA,C08011_007MA,C08011_007EA,C08011_008EA,C08011_008MA,C08011_009MA,C08011_009EA,C08011_010EA,C08011_010MA,C08011_011EA,C08011_011MA,C08011_012MA,C08011_012EA,C08011_013MA,C08011_013EA,C08011_014EA,C08011_014MA,C08011_015MA,C08011_015EA,C08011_016EA,C08011_016MA,C08011_017MA,C08011_017EA,C08011_018MA,C08011_018EA,C08011_019EA,C08011_019MA,C08011_020MA,C08011_020EA,C08011_021EA,C08011_021MA,C08011_022EA,C08011_022MA,C08011_023MA,C08011_023EA,C08011_024MA,C08011_024EA,C08011_025MA,C08011_025EA,C08011_026MA,C08011_026EA,C08011_027EA,C08011_027MA,C08011_028MA,C08011_028EA,C08011_029MA,C08011_029EA,C08011_030MA,C08011_030EA,C08011_031MA,C08011_031EA,C08011_032EA,C08011_032MA,C08011_033MA,C08011_033EA,state
0400000US06,15567196,43055,846642,14688,684923,14695,728876,15192,1326139,21196,1295785,18028,2140594,24313,1723911,24258,1812540,23838,925924,15423,4081862,32743,8564742,30820,612405,12801,501564,12476,497052,11540,865184,15947,714961,11236,1125419,17349,797491,14999,900383,16306,427234,10069,2123049,23967,7002454,31042,234237,7947,183359,7556,231824,7921,460955,11162,580824,12835,1015175,15998,926420,16195,912157,15087,498690,10733,1958813,20964,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2370579,16220,90838,5469,78662,4593,123276,5017,211660,6575,250616,8186,367316,9775,315054,8506,249024,7794,132689,6031,551444,12025,1294507,9532,64657,4360,56997,4138,82306,3859,137215,5623,141435,6283,196531,7062,152733,5681,124530,5349,60675,3693,277428,8094,1076072,11813,26181,2709,21665,2046,40970,3118,74445,4012,109181,4440,170785,6174,162321,6079,124494,5319,72014,4722,274016,7766,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1656785,12692,43505,3316,38697,2907,66972,4387,137391,6268,172779,6207,241403,7530,217364,7074,228063,8309,121567,5732,389044,8760,854407,8592,30435,2671,27891,2459,45917,3818,87938,4698,97859,4373,128286,5653,97216,3971,102009,5114,50103,3309,186753,6150,802378,7600,13070,1910,10806,1423,21055,2471,49453,3408,74920,4365,113117,4923,120148,4923,126054,5704,71464,4325,202291,5818,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,403316,5869,16785,2153,9951,1586,20592,2468,33553,3080,41844,2800,62740,3456,51377,3416,45670,3127,18648,2002,102156,4763,203320,4320,11717,1784,7592,1196,11592,1747,20516,2461,23053,2363,29107,2259,23018,2082,21810,2411,7476,1339,47439,2886,199996,4202,5068,1211,2359,775,9000,1752,13037,1866,18791,1870,33633,2820,28359,2613,23860,2405,11172,1495,54717,3705,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,311014,6284,4892,1207,6881,1602,8609,1683,17855,2161,17487,2168,35394,3270,39418,3221,56036,3974,45087,3308,79355,4000,151288,4197,3061,787,4801,1268,4941,1279,9151,1626,7069,1519,17670,2116,19070,2401,26479,2413,19942,1978,39104,2976,159726,4271,1831,740,2080,790,3668,1034,8704,1733,10418,1315,17724,2299,20348,1831,29557,3045,25145,2603,40251,2898,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7757026,33094,262427,10236,217550,7732,286735,11227,636734,17543,714916,15551,1210674,19682,966624,17311,1011648,17277,479679,11062,1970039,28158,4040364,22612,179836,8658,157991,6422,184005,8769,397055,14659,391716,10395,610575,14276,445801,11749,485680,11660,212775,7068,974930,17895,3716662,23636,82591,5029,59559,4113,102730,5626,239679,8715,323200,10280,600099,13033,520823,12739,525968,11414,266904,7365,995109,20263,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4011658,24001,153485,7901,142646,7926,172668,5388,368013,11649,402691,8889,629326,12980,486876,12803,458739,11755,202096,9180,995118,17501,2129166,15977,104605,6245,101596,5925,112804,4593,223481,8839,215620,7463,316599,10229,223746,8604,233381,9192,96259,5741,501075,13688,1882492,16253,48880,3946,41050,4275,59864,4236,144532,7782,187071,6162,312727,8867,263130,8532,225358,8647,105837,6270,494043,11393,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,640879,7415,45084,3261,39113,2573,49775,3774,73452,4648,72620,4060,93116,4702,53434,3306,48416,3567,21177,2406,144692,5681,351568,5229,30174,2767,26933,2156,33343,3054,46613,3497,38096,3045,42426,3411,22559,1938,24786,2239,10887,1745,75751,3842,289311,5082,14910,1611,12180,1362,16432,1984,26839,2540,34524,2361,50690,3209,30875,2683,23630,2472,10290,1617,68941,4030,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,656748,8247,30834,3232,23872,2871,31521,2787,43361,3401,67361,4616,92662,5666,97672,4399,66934,4188,34014,3192,168517,6855,359183,4998,23626,2909,15993,2424,19136,2238,26495,2674,40189,3200,51287,3997,49694,3319,35165,3258,15764,1970,81834,4655,297565,6696,7208,1435,7879,1521,12385,1889,16866,1903,27172,2926,41375,3556,47978,3281,31769,2763,18250,2310,86683,4516,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5683562,23005,254957,8674,232596,7874,288505,8289,559272,13018,561955,9079,820904,14431,671979,12938,623132,12020,265356,7191,1404906,20801,2967412,13811,182793,6365,161501,5935,189349,6625,342676,8650,306244,7046,400339,10063,288071,9468,286299,8309,113613,4641,696527,12517,2716150,16588,72164,4381,71095,4441,99156,4377,216596,7145,255711,6735,420565,9508,383908,8421,336833,9176,151743,5581,708379,13770,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
