GEO_ID,B12002G_001E,B12002G_001M,B12002G_002E,B12002G_002M,B12002G_003E,B12002G_003M,B12002G_004E,B12002G_004M,B12002G_005E,B12002G_005M,B12002G_006E,B12002G_006M,B12002G_007E,B12002G_007M,B12002G_008E,B12002G_008M,B12002G_009E,B12002G_009M,B12002G_010E,B12002G_010M,B12002G_011E,B12002G_011M,B12002G_012E,B12002G_012M,B12002G_013E,B12002G_013M,NAME,B12002G_001MA,B12002G_001EA,B12002G_002EA,B12002G_002MA,B12002G_003MA,B12002G_003EA,B12002G_004MA,B12002G_004EA,B12002G_005EA,B12002G_005MA,B12002G_006MA,B12002G_006EA,B12002G_007EA,B12002G_007MA,B12002G_008MA,B12002G_008EA,B12002G_009MA,B12002G_009EA,B12002G_010EA,B12002G_010MA,B12002G_011EA,B12002G_011MA,B12002G_012EA,B12002G_012MA,B12002G_013EA,B12002G_013MA,state
0400000US21,48069,3717,23327,2731,12040,1997,6696,1207,697,398,655,358,3239,802,24742,2437,12071,1704,7443,1259,504,273,2340,780,2384,649,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,43563,3961,21865,2396,12264,2053,6724,1150,680,493,477,430,1720,606,21698,2225,8472,1649,7443,1221,844,368,1401,459,3538,814,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,15509,1443,7555,990,3488,826,2759,551,177,138,34,47,1097,490,7954,1105,3604,845,2140,489,153,124,381,286,1676,615,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,106405,5837,49944,3816,26721,3310,17726,2273,1242,499,658,425,3597,860,56461,3691,28698,2950,18210,1865,1311,574,3043,727,5199,1130,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,120460,7102,61790,4786,34060,3296,19500,2540,1855,874,1247,536,5128,1657,58670,3530,30578,2729,17086,1973,2052,840,2713,875,6241,1063,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,142029,6184,70508,4275,39204,3420,22018,1938,1011,430,870,395,7405,1148,71521,3890,33191,2738,22475,1990,1522,676,4025,689,10308,1324,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67116,4090,33458,2838,20592,2331,9335,1405,467,314,473,431,2591,743,33658,2328,17330,1685,12069,1437,609,332,515,244,3135,723,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,17976,2703,8305,1851,4293,1444,2673,796,386,382,285,234,668,397,9671,1585,4317,1120,2787,703,440,294,796,337,1331,538,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,80282,4658,40029,3366,21104,2409,12243,1693,1153,460,839,389,4690,976,40253,2924,17491,2028,13000,1449,1075,501,2655,805,6032,1025,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16101,1670,7749,1028,3946,825,2644,637,26,37,119,96,1014,431,8352,1399,2569,941,3414,812,133,156,482,287,1754,657,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19618,2255,9608,1409,5581,1229,3307,776,86,100,81,93,553,348,10010,1678,4865,1143,2860,730,390,284,566,315,1329,610,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,66313,4928,31125,3196,16062,2287,10389,1536,169,170,868,367,3637,870,35188,3323,15171,2086,11713,1649,896,467,2360,746,5048,1122,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,13110,1862,6602,1323,3140,983,2446,785,36,68,113,128,867,440,6508,1326,3245,862,2167,678,175,258,243,177,678,341,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,137603,7826,67749,5260,36299,3670,25286,2581,1216,496,476,285,4472,1174,69854,4323,31126,2763,26328,2636,2770,1006,3346,1194,6284,1181,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,40670,3344,21779,2358,10499,1632,8027,1323,378,299,390,376,2485,808,18891,1946,9042,1530,6182,1034,472,377,1253,456,1942,566,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,346437,11558,167555,6857,90258,5380,58295,3561,4785,1378,2546,729,11671,1956,178882,6969,86488,4895,54725,3336,7838,1489,10623,1293,19208,2323,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,119411,5814,57263,3832,30885,3110,19935,1977,709,352,1021,487,4713,1061,62148,4159,29768,2825,20709,1761,2018,614,3140,756,6513,1248,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8206,1439,4150,895,3050,774,716,384,54,96,59,83,271,250,4056,1004,1977,711,1475,504,62,101,172,144,370,261,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,142782,6222,69935,3909,41483,3175,21001,2473,796,312,727,396,5928,1096,72847,4560,35834,3453,19792,1920,3457,1106,4292,895,9472,1504,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,188226,5707,91349,3445,39363,2522,34311,2200,2703,730,2421,601,12551,1365,96877,3492,37608,2180,34182,1930,3644,880,7378,934,14065,1560,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,98040,5403,48143,3480,23776,2368,17673,2432,1228,602,939,408,4527,998,49897,3344,21072,2133,16803,1766,1957,658,2037,519,8028,1284,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,149373,6795,72746,4452,42604,3538,22047,2658,1686,410,954,520,5455,1270,76627,4293,42790,3613,21504,2140,2032,753,3818,846,6483,1010,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18382,2078,9375,1400,5115,1146,3118,645,218,233,83,112,841,416,9007,1292,4908,883,2666,642,299,222,263,251,871,482,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,50472,4372,23480,2374,12674,1719,7631,1538,596,341,139,121,2440,938,26992,3253,12276,2131,8902,1407,1190,607,1681,689,2943,970,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8497,1427,3856,793,1984,594,1364,533,20,32,48,68,440,258,4641,1025,2426,699,1437,606,108,122,166,125,504,299,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,68115,5283,32162,3213,16615,2673,10544,1798,503,325,476,276,4024,988,35953,3174,14607,2285,12800,1707,925,438,2750,760,4871,1184,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,367505,11507,176613,6583,86751,4984,69111,3606,3965,1364,2651,669,14135,1705,190892,8354,75857,4577,71738,4497,7766,1660,9772,1521,25759,2770,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,36772,3797,19283,2049,9805,1581,7290,1010,461,315,246,163,1481,580,17489,2343,8618,1551,6324,1159,523,379,396,223,1628,892,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7938,885,3760,611,1914,397,869,292,144,161,27,51,806,304,4178,697,1885,527,1171,357,55,84,291,230,776,354,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,150695,7906,71483,4424,38556,3466,27269,2688,1168,570,931,448,3559,840,79212,5063,35028,3243,28159,2472,2626,886,3774,1163,9625,1487,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,205669,7340,101817,4808,56064,3962,32257,2285,1719,732,1613,602,10164,1857,103852,4972,50797,4125,32418,2573,3263,989,3696,849,13678,1977,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23079,2388,11589,1445,5300,1110,4034,825,167,133,268,178,1820,612,11490,1857,5627,1388,3182,853,108,110,967,358,1606,550,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,60736,4064,30727,2505,19590,1743,8328,1385,613,344,178,130,2018,636,30009,2615,17205,1920,7410,1082,1004,474,987,385,3403,729,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,10180,1690,5396,1232,2594,880,2024,614,120,199,77,108,581,292,4784,918,1843,635,2111,649,0,185,66,86,764,388,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,354450,13159,168706,7679,78268,4646,63650,3986,3245,922,4249,1172,19294,2686,185744,7452,75971,4710,61741,3573,4689,1079,18297,1773,25046,2858,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,44617,2920,23017,2115,9227,1605,9846,1383,671,367,1036,514,2237,640,21600,1957,8050,1529,7572,1039,775,420,1949,559,3254,977,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33585,2658,16392,1991,9343,1532,4398,979,511,218,111,91,2029,678,17193,1728,7481,1103,5926,1032,593,323,513,222,2680,760,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,108582,5533,52631,3611,27758,2690,19024,2128,639,445,1078,407,4132,875,55951,3609,24418,2537,20461,2303,1237,390,2216,788,7619,1647,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,33859,2715,16966,1962,6216,1287,6788,1103,567,372,345,244,3050,806,16893,1806,4709,907,7101,1116,741,536,2305,724,2037,735,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
