GEO_ID,B01001F_001E,B01001F_001M,B01001F_002E,B01001F_002M,B01001F_003E,B01001F_003M,B01001F_004E,B01001F_004M,B01001F_005E,B01001F_005M,B01001F_006E,B01001F_006M,B01001F_007E,B01001F_007M,B01001F_008E,B01001F_008M,B01001F_009E,B01001F_009M,B01001F_010E,B01001F_010M,B01001F_011E,B01001F_011M,B01001F_012E,B01001F_012M,B01001F_013E,B01001F_013M,B01001F_014E,B01001F_014M,B01001F_015E,B01001F_015M,B01001F_016E,B01001F_016M,B01001F_017E,B01001F_017M,B01001F_018E,B01001F_018M,B01001F_019E,B01001F_019M,B01001F_020E,B01001F_020M,B01001F_021E,B01001F_021M,B01001F_022E,B01001F_022M,B01001F_023E,B01001F_023M,B01001F_024E,B01001F_024M,B01001F_025E,B01001F_025M,B01001F_026E,B01001F_026M,B01001F_027E,B01001F_027M,B01001F_028E,B01001F_028M,B01001F_029E,B01001F_029M,B01001F_030E,B01001F_030M,B01001F_031E,B01001F_031M,NAME,B01001F_001MA,B01001F_001EA,B01001F_002EA,B01001F_002MA,B01001F_003EA,B01001F_003MA,B01001F_004EA,B01001F_004MA,B01001F_005EA,B01001F_005MA,B01001F_006MA,B01001F_006EA,B01001F_007MA,B01001F_007EA,B01001F_008EA,B01001F_008MA,B01001F_009EA,B01001F_009MA,B01001F_010MA,B01001F_010EA,B01001F_011EA,B01001F_011MA,B01001F_012EA,B01001F_012MA,B01001F_013MA,B01001F_013EA,B01001F_014MA,B01001F_014EA,B01001F_015MA,B01001F_015EA,B01001F_016EA,B01001F_016MA,B01001F_017EA,B01001F_017MA,B01001F_018MA,B01001F_018EA,B01001F_019MA,B01001F_019EA,B01001F_020EA,B01001F_020MA,B01001F_021MA,B01001F_021EA,B01001F_022EA,B01001F_022MA,B01001F_023MA,B01001F_023EA,B01001F_024MA,B01001F_024EA,B01001F_025EA,B01001F_025MA,B01001F_026MA,B01001F_026EA,B01001F_027EA,B01001F_027MA,B01001F_028EA,B01001F_028MA,B01001F_029MA,B01001F_029EA,B01001F_030EA,B01001F_030MA,B01001F_031EA,B01001F_031MA,state
0400000US06,4912894,55894,2507942,32200,217545,6990,221229,7772,212911,8279,137953,5829,94573,4933,243647,7290,231766,6067,214297,6093,387895,8712,289130,6957,161311,4908,59880,3560,27518,2229,8287,1242,2404952,29779,219390,5978,205225,7212,210139,7793,125172,5213,91046,4286,231252,5942,201784,6669,192856,6107,360065,8226,274481,6362,165121,4978,74727,3794,40289,2744,13405,1764,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,219565,13256,111361,7299,9651,2028,9648,1742,9460,1518,4270,882,3966,1015,9948,1829,11145,1470,9167,1909,18273,2105,13066,1787,7662,1247,3635,793,1234,424,236,164,108204,7514,9269,1685,10768,1691,9654,1873,5680,1253,3024,934,9195,1757,7789,1593,9516,1672,16627,1868,12928,1900,7985,1210,3970,899,1242,449,557,326,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,163423,10914,85612,6936,5411,1390,6859,1603,7720,1584,4002,909,3443,925,7831,1531,8522,1642,8514,1510,16674,2120,9511,1686,3987,898,2523,685,555,287,60,106,77811,5702,5230,1178,5918,1181,7536,1389,4614,919,2488,788,5998,1382,5723,1287,8832,1350,12242,1528,10693,1784,4483,934,3120,728,577,338,357,255,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23251,4014,12622,2636,1047,528,460,308,1851,638,512,479,429,345,1402,811,1428,661,1236,571,2324,1061,1071,526,546,327,150,239,166,153,0,182,10629,2351,724,406,1757,835,396,281,518,408,819,651,424,411,1020,542,565,300,1894,748,1708,688,194,200,434,384,176,247,0,182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,28401,4268,15637,2344,1553,616,907,481,675,439,442,235,436,454,2515,633,2107,686,1244,614,3630,781,1210,602,659,455,259,273,0,197,0,197,12764,2374,1109,406,1006,434,766,459,326,309,564,488,544,312,1698,702,1627,574,2126,775,1399,594,1214,484,338,437,47,83,0,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,459361,23271,236775,13629,16508,2624,18052,2887,16276,2559,11153,1991,9759,1929,26628,3409,20615,2785,22267,2613,36739,4180,30763,3925,17680,2284,7143,1570,2619,768,573,336,222586,12335,16763,2782,18268,2796,17908,2627,11590,1806,9005,1760,19299,2815,15570,2641,19027,2395,35447,3348,29675,3380,18751,2630,6775,1385,3910,955,598,382,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,297813,14511,166809,8632,17224,2791,17113,2567,15969,2477,7290,1698,7262,1868,12881,2449,19043,2627,18994,2203,28501,3038,15377,2152,4580,1203,2197,705,378,246,0,208,131004,7843,15473,2755,13286,1972,15067,2317,6466,1396,4936,1499,10123,2001,11176,1727,15530,2121,20559,2680,10960,1525,5173,1238,1227,603,709,565,319,321,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,15499,2568,8178,1532,359,229,532,310,449,276,181,187,170,196,1197,618,1216,541,1101,552,1099,494,738,364,854,347,194,157,0,177,88,107,7321,1390,932,392,448,355,81,102,423,345,118,157,894,499,1038,504,278,225,1623,765,580,275,486,260,233,235,93,107,94,124,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,46011,6380,23739,3165,2730,909,2600,972,1701,689,775,517,1473,734,2049,636,2091,1056,1967,690,4316,1090,2291,813,1315,594,278,196,153,154,0,187,22272,4132,2176,776,2365,919,2176,863,2251,1005,1069,988,2195,844,1703,837,1373,552,3161,862,2141,708,827,349,508,307,327,315,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,731378,24796,385335,13379,34727,3055,37959,3677,35728,2999,20301,2031,12339,1274,30482,3003,35375,2695,37100,3101,66723,3874,41596,3055,21454,1632,7100,1138,3433,860,1018,531,346043,13540,31334,3675,35645,3197,31770,2405,18354,1832,11800,1437,25790,2317,31754,2401,30295,2396,56967,3113,37495,2730,20800,1978,8324,1196,4713,893,1002,605,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
