GEO_ID,B18106_001E,B18106_001M,B18106_002E,B18106_002M,B18106_003E,B18106_003M,B18106_004E,B18106_004M,B18106_005E,B18106_005M,B18106_006E,B18106_006M,B18106_007E,B18106_007M,B18106_008E,B18106_008M,B18106_009E,B18106_009M,B18106_010E,B18106_010M,B18106_011E,B18106_011M,B18106_012E,B18106_012M,B18106_013E,B18106_013M,B18106_014E,B18106_014M,B18106_015E,B18106_015M,B18106_016E,B18106_016M,B18106_017E,B18106_017M,B18106_018E,B18106_018M,B18106_019E,B18106_019M,B18106_020E,B18106_020M,B18106_021E,B18106_021M,B18106_022E,B18106_022M,B18106_023E,B18106_023M,B18106_024E,B18106_024M,B18106_025E,B18106_025M,B18106_026E,B18106_026M,B18106_027E,B18106_027M,B18106_028E,B18106_028M,B18106_029E,B18106_029M,B18106_030E,B18106_030M,B18106_031E,B18106_031M,B18106_032E,B18106_032M,B18106_033E,B18106_033M,NAME,B18106_001EA,B18106_001MA,B18106_002EA,B18106_002MA,B18106_003EA,B18106_003MA,B18106_004EA,B18106_004MA,B18106_005EA,B18106_005MA,B18106_006MA,B18106_006EA,B18106_007MA,B18106_007EA,B18106_008EA,B18106_008MA,B18106_009EA,B18106_009MA,B18106_010EA,B18106_010MA,B18106_011EA,B18106_011MA,B18106_012EA,B18106_012MA,B18106_013EA,B18106_013MA,B18106_014EA,B18106_014MA,B18106_015EA,B18106_015MA,B18106_016EA,B18106_016MA,B18106_017EA,B18106_017MA,B18106_018MA,B18106_018EA,B18106_019MA,B18106_019EA,B18106_020MA,B18106_020EA,B18106_021MA,B18106_021EA,B18106_022EA,B18106_022MA,B18106_023EA,B18106_023MA,B18106_024MA,B18106_024EA,B18106_025MA,B18106_025EA,B18106_026EA,B18106_026MA,B18106_027EA,B18106_027MA,B18106_028EA,B18106_028MA,B18106_029MA,B18106_029EA,B18106_030MA,B18106_030EA,B18106_031EA,B18106_031MA,B18106_032MA,B18106_032EA,B18106_033EA,B18106_033MA,state
0400000US18,6012985,2770,2935336,3740,595446,3097,7533,1400,587913,3643,729538,3500,6151,1410,723387,3616,1237459,3699,33645,2633,1203814,5040,227287,1455,9448,1209,217839,1821,145606,1527,15029,1740,130577,2274,3077649,3788,565832,2878,5205,1128,560627,2823,740081,3271,5017,1181,735064,3755,1291180,2596,34218,2644,1256962,3641,258080,1336,10857,1218,247223,1812,222476,1733,30073,2040,192403,2442,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2832867,2224,1400046,3469,269380,2555,3295,777,266085,2637,352133,1993,2188,643,349945,2040,582375,2253,11084,1398,571291,2563,112566,980,4522,810,108044,1244,83592,868,6958,1019,76634,1308,1432821,3265,255050,2343,2670,788,252380,2544,343839,1770,2708,680,341131,1829,584406,2183,11532,1153,572874,2223,124381,1295,4224,763,120157,1458,125145,1220,13290,1159,111855,1401,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2623998,2455,1288852,3563,263400,2151,3229,1027,260171,2277,333250,3033,3183,828,330067,3221,525436,2429,10654,1288,514782,2650,97143,1305,3501,757,93642,1576,69623,1110,6015,972,63608,1434,1335146,2914,255099,1985,1797,526,253302,2086,327940,2117,3268,804,324672,2296,543210,2158,13239,1529,529971,2494,107244,1218,4210,844,103034,1349,101653,1410,12779,1559,88874,1985,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4016045,2807,1951423,3984,380550,2290,5310,1017,375240,2396,468005,2937,5421,1190,462584,3173,844281,3253,31006,2579,813275,4096,163277,980,9188,1346,154089,1603,95310,1105,12734,1324,82576,1597,2064622,3273,358803,2324,3708,820,355095,2500,485124,2702,5885,1400,479239,3008,888325,2413,31709,2588,856616,3389,187236,1323,11058,1407,176178,1784,145134,1321,23918,1764,121216,2106,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4189604,3158,2013682,4450,413792,3316,5773,1251,408019,3536,524483,3654,5963,1246,518520,3800,825650,4051,25212,2296,800438,4559,156033,1727,8900,1245,147133,2166,93724,1658,11482,1254,82242,2078,2175922,3522,394355,2607,3163,853,391192,2767,556970,3164,5410,1235,551560,3432,897728,3667,29491,2226,868237,3887,181894,1519,13684,1524,168210,1780,144975,1832,31537,2138,113438,2864,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1249513,1039,609177,2113,102787,1081,1822,605,100965,1317,128585,1316,1920,705,126665,1527,278577,1425,7305,1359,271272,1911,59704,523,2033,569,57671,737,39524,722,2791,694,36733,1060,640336,2135,96518,1261,1242,466,95276,1227,131459,1365,986,481,130473,1394,292146,1129,7204,1010,284942,1493,64154,608,2580,750,61574,1100,56059,638,5993,884,50066,1030,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5423575,2495,2593483,3265,496868,2004,5385,1185,491483,2216,654010,3135,4415,1006,649595,3413,1123876,3331,19648,2127,1104228,3928,195122,1297,6094,1167,189028,1645,123607,1366,13200,1341,110407,1968,2830092,3112,479629,1960,3735,1143,475894,2445,678526,2433,4971,1274,673555,2696,1251834,2398,21802,2052,1230032,3177,229968,1299,9912,1392,220056,1711,190135,1479,27482,2198,162653,2660,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6202992,1199,2985943,2335,526346,1493,8604,1656,517742,2127,767822,2121,7181,1541,760641,2283,1296831,2618,25465,2732,1271366,3583,232348,1223,8898,1314,223450,1749,162596,1484,18485,1794,144111,2056,3217049,2264,507767,1616,4404,850,503363,1583,790441,1479,6008,1566,784433,2073,1391841,1525,29955,3046,1361886,3416,270576,1069,10509,1289,260067,1735,256424,1781,37610,2610,218814,3145,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9200954,1869,4482676,3982,866210,2013,9912,1394,856298,2517,1061145,3073,11972,1650,1049173,3098,1936396,3495,58211,3592,1878185,5085,371082,1386,17311,1507,353771,1900,247843,1377,26233,1700,221610,2181,4718278,3664,825865,2353,5097,842,820768,2556,1072471,2456,9111,1355,1063360,2853,2034737,2913,67859,3406,1966878,4868,416249,1670,21922,1813,394327,2417,368956,1921,53919,2775,315037,2858,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4972434,1821,2459009,3135,474780,2314,6354,1076,468426,2525,616396,2548,4595,1205,611801,2741,1056006,2437,19764,1602,1036242,3057,184341,1040,5651,969,178690,1374,127486,1285,11933,1444,115553,1945,2513425,3232,453380,2104,4146,898,449234,2420,608865,2229,4940,988,603925,2406,1062817,2608,21882,2006,1040935,3332,202725,1229,7640,1186,195085,1759,185638,1575,20664,1809,164974,2216,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2716009,2665,1289340,4152,277670,3279,2621,855,275049,3357,319598,4324,3164,890,316434,4240,527013,4191,20328,2302,506685,4580,104963,1631,7448,1203,97515,1931,60096,1356,8413,1252,51683,1562,1426669,3585,265537,2923,1414,572,264123,2985,352277,3560,3206,951,349071,3693,584956,3185,22985,2294,561971,3461,123786,1451,10145,1590,113641,2120,100113,1654,19572,1746,80541,2296,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5534195,2761,2686011,4992,527754,3639,6307,1336,521447,3771,662701,3119,6152,1520,656549,3244,1121993,3198,32243,2988,1089750,4109,226071,1425,11282,1424,214789,1851,147492,1710,14266,1622,133226,2221,2848184,4223,497346,2725,3754,940,493592,2861,683711,3224,4687,1142,679024,3446,1193052,3443,37032,2368,1156020,3862,255810,1607,11911,1417,243899,2234,218265,2027,30408,2342,187857,2777,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,930984,1445,463973,2180,82207,1013,503,271,81704,1036,109885,1607,725,391,109160,1609,198464,1317,5183,910,193281,1664,44939,546,1423,566,43516,773,28478,496,2632,682,25846,939,467011,1676,78152,1056,725,430,77427,1074,106799,1429,627,330,106172,1471,201648,1467,5513,1091,196135,1632,43878,679,1150,426,42728,772,36534,703,5144,929,31390,934,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1694831,1632,836426,1958,168519,1505,1164,362,167355,1542,215138,1931,1485,571,213653,1922,344159,1808,4291,751,339868,1879,63033,684,1723,482,61310,864,45577,713,4127,765,41450,907,858405,1747,160789,1121,1242,404,159547,1201,212204,1437,1213,471,210991,1409,349505,1613,5704,806,343801,1915,67845,866,1890,548,65955,1008,68062,985,7290,1080,60772,1413,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2541053,2054,1269402,2300,247050,1522,2787,842,244263,1853,317648,2084,3390,1319,314258,2396,536927,1759,10867,1800,526060,2474,107204,919,4386,956,102818,1307,60573,603,5434,910,55139,1088,1271651,1857,233519,1113,1838,666,231681,1297,313804,1949,1835,878,311969,1949,537350,2019,12600,1673,524750,2566,113185,728,3141,668,110044,982,73793,906,11618,1209,62175,1349,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1240520,1037,606661,2022,105796,1263,1246,571,104550,1308,134495,1584,988,407,133507,1572,281537,1524,6075,1098,275462,1789,52253,828,2343,749,49910,977,32580,548,1906,543,30674,718,633859,1850,103261,1234,735,355,102526,1344,136083,1559,1514,565,134569,1589,292462,1231,4924,1025,287538,1471,55737,721,1264,373,54473,859,46316,790,5114,978,41202,1389,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8229955,1939,3981080,3069,763844,2018,10347,1506,753497,2639,945133,2524,8984,1487,936149,2774,1756868,2474,28704,2443,1728164,3505,304129,1707,11331,1450,292798,2312,211106,1716,21754,2053,189352,2215,4248875,2599,733719,1806,5155,1209,728564,2234,939103,1630,5700,1178,933403,1881,1879525,2111,33634,2498,1845891,2970,361836,1309,13975,1601,347861,1883,334692,1813,49529,3198,285163,3496,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1908769,1619,935335,3088,191203,2303,1904,678,189299,2336,234303,2628,2773,865,231530,2657,377777,2669,12722,2134,365055,3036,79458,1126,4051,841,75407,1347,52594,1097,7752,1231,44842,1443,973434,2352,181102,1940,2353,832,178749,1931,233703,2191,2448,895,231255,2338,401101,1995,15194,1876,385907,2884,88470,976,4878,1121,83592,1469,69058,1061,13168,1715,55890,1776,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18152857,3086,8725125,5405,1575554,2938,18030,1916,1557524,3328,2311692,3922,20190,2613,2291502,4785,3713456,4490,71966,3653,3641490,5140,661643,1741,25007,1768,636636,2183,462780,2186,54825,2854,407955,3487,9427732,4593,1513396,2636,10939,1485,1502457,3113,2369834,3509,14503,1820,2355331,4039,4007595,3271,82987,4370,3924608,5246,804810,1925,40917,3101,763893,3624,732097,2562,124533,4822,607564,5352,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8941145,4751,4286111,6028,853784,4674,10505,1604,843279,4789,1028728,5072,10080,1843,1018648,5154,1836197,5593,50185,3327,1786012,5736,358171,2508,17371,1986,340800,3016,209231,2555,22687,1981,186544,2946,4655034,4930,816376,4293,6145,1075,810231,4452,1099772,4120,7841,1381,1091931,4441,2001713,3966,56782,3849,1944931,5629,415897,2355,22574,2202,393323,3276,321276,2277,53447,3219,267829,3703,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,639735,1094,324756,1780,55829,1175,418,203,55411,1166,94258,1448,239,131,94019,1434,131953,1506,2053,610,129900,1572,24361,409,553,249,23808,448,18355,454,1592,413,16763,560,314979,1549,52835,893,171,183,52664,917,86170,1519,572,312,85598,1550,123660,826,1635,488,122025,986,26031,477,1114,428,24917,652,26283,454,2046,618,24237,697,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10681711,2714,5180855,5256,1005354,3824,12409,1589,992945,4083,1235489,3648,12164,1785,1223325,4201,2228640,4468,59464,3731,2169176,6085,425284,2041,17940,1707,407344,2797,286088,1876,27905,2130,258183,2747,5500856,4582,961291,3362,6305,1392,954986,3474,1262483,3203,9581,1528,1252902,3357,2349871,3398,68144,3825,2281727,5267,489146,2052,23821,1876,465325,2833,438065,2885,60141,3127,377924,4423,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3470912,2323,1696318,3670,345535,2376,4220,929,341315,2357,435821,2803,5092,822,430729,2822,686055,3171,19788,1806,666267,3346,140182,1138,7120,960,133062,1580,88725,1255,10969,1285,77756,1472,1774594,3264,326936,2148,1771,694,325165,2153,437037,2135,3898,1084,433139,2454,722331,2220,25607,2072,696724,3110,159896,1270,9346,1124,150550,1682,128394,1408,19137,1467,109257,1949,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3628339,2467,1783645,3287,323711,1872,2743,759,320968,1901,444326,3241,2154,722,442172,3302,758381,2764,19600,2401,738781,3333,156021,1184,5646,961,150375,1415,101206,1219,10998,1468,90208,2008,1844694,3386,304022,2370,2248,794,301774,2541,440393,2297,2524,758,437869,2471,785062,2546,21261,2408,763801,3443,171172,1242,9047,1389,162125,1772,144045,1331,24173,2131,119872,2154,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11840999,2380,5729905,3883,1028667,2612,14182,1712,1014485,3436,1385761,3346,14780,1900,1370981,3871,2472150,4042,57996,3475,2414154,5151,485309,1641,18118,1789,467191,2189,358018,1905,34795,2657,323223,2898,6111094,3717,984006,2218,8353,1266,975653,2605,1401908,2940,12291,1710,1389617,3056,2608093,3538,67308,3809,2540785,5534,563099,1822,23773,1915,539326,2612,553988,2803,73344,3713,480644,4509,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
