GEO_ID,B16005_001E,B16005_001M,B16005_002E,B16005_002M,B16005_003E,B16005_003M,B16005_004E,B16005_004M,B16005_005E,B16005_005M,B16005_006E,B16005_006M,B16005_007E,B16005_007M,B16005_008E,B16005_008M,B16005_009E,B16005_009M,B16005_010E,B16005_010M,B16005_011E,B16005_011M,B16005_012E,B16005_012M,B16005_013E,B16005_013M,B16005_014E,B16005_014M,B16005_015E,B16005_015M,B16005_016E,B16005_016M,B16005_017E,B16005_017M,B16005_018E,B16005_018M,B16005_019E,B16005_019M,B16005_020E,B16005_020M,B16005_021E,B16005_021M,B16005_022E,B16005_022M,B16005_023E,B16005_023M,B16005_024E,B16005_024M,B16005_025E,B16005_025M,B16005_026E,B16005_026M,B16005_027E,B16005_027M,B16005_028E,B16005_028M,B16005_029E,B16005_029M,B16005_030E,B16005_030M,B16005_031E,B16005_031M,B16005_032E,B16005_032M,B16005_033E,B16005_033M,B16005_034E,B16005_034M,B16005_035E,B16005_035M,B16005_036E,B16005_036M,B16005_037E,B16005_037M,B16005_038E,B16005_038M,B16005_039E,B16005_039M,B16005_040E,B16005_040M,B16005_041E,B16005_041M,B16005_042E,B16005_042M,B16005_043E,B16005_043M,B16005_044E,B16005_044M,B16005_045E,B16005_045M,NAME,B16005_001MA,B16005_001EA,B16005_002MA,B16005_002EA,B16005_003MA,B16005_003EA,B16005_004MA,B16005_004EA,B16005_005EA,B16005_005MA,B16005_006EA,B16005_006MA,B16005_007MA,B16005_007EA,B16005_008MA,B16005_008EA,B16005_009MA,B16005_009EA,B16005_010MA,B16005_010EA,B16005_011EA,B16005_011MA,B16005_012EA,B16005_012MA,B16005_013MA,B16005_013EA,B16005_014MA,B16005_014EA,B16005_015MA,B16005_015EA,B16005_016EA,B16005_016MA,B16005_017MA,B16005_017EA,B16005_018MA,B16005_018EA,B16005_019MA,B16005_019EA,B16005_020MA,B16005_020EA,B16005_021MA,B16005_021EA,B16005_022MA,B16005_022EA,B16005_023EA,B16005_023MA,B16005_024MA,B16005_024EA,B16005_025MA,B16005_025EA,B16005_026MA,B16005_026EA,B16005_027EA,B16005_027MA,B16005_028MA,B16005_028EA,B16005_029MA,B16005_029EA,B16005_030MA,B16005_030EA,B16005_031MA,B16005_031EA,B16005_032EA,B16005_032MA,B16005_033MA,B16005_033EA,B16005_034MA,B16005_034EA,B16005_035MA,B16005_035EA,B16005_036MA,B16005_036EA,B16005_037MA,B16005_037EA,B16005_038EA,B16005_038MA,B16005_039MA,B16005_039EA,B16005_040MA,B16005_040EA,B16005_041MA,B16005_041EA,B16005_042MA,B16005_042EA,B16005_043EA,B16005_043MA,B16005_044MA,B16005_044EA,B16005_045MA,B16005_045EA,state
0400000US06,35504620,2553,25240694,51016,18798427,57496,5121168,36396,4376216,33384,551097,14184,161086,6412,32769,3035,472758,12008,428173,11819,30056,3500,13399,1881,1130,629,760689,15939,637054,14843,87446,4492,32188,2696,4001,1065,87652,7157,74811,6093,9004,2080,3363,1089,474,321,10263926,50745,983080,17538,5180673,36148,1469896,18714,1187158,18841,1541737,19682,981882,17339,1150760,26770,687947,21646,264986,9385,140595,7750,57232,4316,2704344,20217,1162448,19630,775629,14820,573998,13325,192269,6499,245069,12965,138751,9521,63112,5192,29370,3697,13836,3369,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4850587,1857,4349064,13331,3942285,17169,323541,9843,271241,9730,34747,3620,16212,2364,1341,567,45968,4242,41092,3979,2987,774,1785,492,104,131,22446,2889,18976,2769,2303,770,1125,544,42,82,14824,3188,13066,3039,1062,429,696,346,0,189,501523,13031,82781,5387,254807,9066,85037,6006,66098,4361,74785,5241,28887,3344,67327,5504,48006,3954,12188,1787,5567,1827,1566,831,68074,3951,28735,2636,19826,2255,14788,2277,4725,1475,28534,4405,17961,3353,7075,1667,2488,935,1010,695,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3397277,984,2904764,13286,2532878,15050,252921,6918,182304,6947,38674,3370,22013,2365,9930,1615,90070,5074,80242,4968,7104,1284,2519,821,205,133,17682,2138,14977,1972,1943,751,681,355,81,96,11213,2838,9019,2106,1961,1663,233,259,0,193,492513,13280,109102,6228,129021,6059,41579,3403,37503,4167,34053,3742,15886,2714,170445,7847,95439,5220,43488,3905,24930,3096,6588,1357,60294,4281,28719,2916,17821,2226,10828,1998,2926,965,23651,4862,14876,2985,6232,2341,2419,1194,124,122,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,860907,333,784499,4798,733148,5793,35581,3258,26295,3064,6551,1733,2198,695,537,365,12178,2041,9542,1650,1804,849,716,337,116,192,2485,998,2041,892,381,341,63,109,0,182,1107,471,962,441,29,48,116,147,0,182,76408,4780,16364,2850,25404,3095,8563,1711,6239,1560,7641,1931,2961,975,16318,2542,11499,2270,3108,975,1317,581,394,324,13436,1833,7646,1369,3837,917,1756,785,197,273,4886,1736,3857,1341,800,652,229,271,0,182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,593321,267,504592,4780,468314,4396,21550,2004,18427,1936,2241,730,882,473,0,197,9316,1464,7864,1368,1112,557,340,184,0,197,2678,749,2356,728,169,162,153,169,0,197,2734,986,2623,1002,111,108,0,197,0,197,88729,4720,26573,2948,25642,3015,9495,1870,6609,1502,7268,1719,2270,774,16243,3002,12172,2215,3271,1153,477,265,323,434,7767,1738,4264,1389,2629,813,620,335,254,235,12504,3254,7403,1653,4620,2342,481,356,0,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18247223,3003,14517187,32511,12447005,34594,1676505,24254,1367243,22747,195051,8479,91535,5792,22676,2866,296931,11938,262994,11459,22964,3164,9950,2033,1023,494,59095,4552,49342,4247,6784,1515,2907,1052,62,105,37651,5365,34035,5077,2297,1014,1049,507,270,423,3730036,31973,709744,15878,2056971,19250,762584,14648,472175,14174,480736,13860,341476,11962,663165,18498,349143,11760,187855,8819,97581,5764,28586,3908,225150,8252,110857,6324,64460,4390,41267,4621,8566,1838,75006,6413,48764,4120,18466,2913,6075,1651,1701,709,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9248840,3638,8315878,17051,7843859,20719,335009,11532,267057,10821,40802,4012,23493,3125,3657,1217,78495,5546,69156,5210,6463,1523,2761,855,115,139,40173,4169,34831,3847,3467,853,1594,846,281,344,18342,3235,17411,3205,627,376,304,252,0,208,932962,16725,167837,10533,391151,9873,127803,6677,81679,5604,125059,7231,56610,6101,166955,12392,107064,9797,38229,4424,16535,3161,5127,1817,152660,7654,64308,4161,46550,4292,34545,4061,7257,2543,54359,6574,35871,4469,12845,3148,4081,1270,1562,750,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1303300,333,1053316,9653,937819,11172,16834,2324,13025,2188,3346,897,463,293,0,177,8434,1685,7658,1649,776,347,0,177,0,177,89567,6256,60629,4855,23786,3450,4930,973,222,219,662,517,512,449,150,162,0,177,0,177,249984,9645,38897,3362,6803,2041,3736,1123,1898,970,884,596,285,293,11292,2209,9013,1799,1828,725,372,246,79,128,191815,8292,65675,4495,72941,4987,46922,4184,6277,1387,1177,633,204,161,612,447,338,309,23,38,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1481992,1847,1386029,6752,1308358,8375,60844,4803,51657,4605,5966,1261,3000,960,221,218,9254,1728,8095,1672,837,448,322,210,0,187,4262,1187,3883,1158,303,276,0,187,76,131,3311,811,3191,814,120,111,0,187,0,187,95963,6184,18981,2530,52677,4268,15664,2355,13639,2188,16368,2648,7006,1457,11906,3087,7969,2055,2441,965,960,623,536,475,10488,1148,4674,1076,3110,909,2474,927,230,217,1911,1096,1440,1047,435,295,36,66,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12061228,2147,10281438,21040,9150375,21754,805787,14686,661594,15524,90126,5469,46120,3875,7947,1532,227253,9760,198938,8626,19553,2312,8131,1599,631,325,61509,4280,52178,3907,6433,1578,2555,1022,343,209,36514,4548,32920,4423,2534,766,878,527,182,157,1779790,21064,182084,8255,778651,12019,237060,8158,200183,7148,231505,8676,109903,6493,471778,14578,253782,11667,124394,6553,71079,5658,22523,3321,271065,8555,134802,6156,78298,5472,43173,3542,14792,2492,76212,7501,44096,4773,19424,2969,9931,2134,2761,1047,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6113177,2538,5812838,9279,5544350,12589,156035,8402,121497,6519,22573,3201,10594,1847,1371,527,90414,5903,71491,5382,14272,2302,3841,817,810,293,15215,2975,12627,2465,1398,879,1190,638,0,184,6824,2234,5948,2115,497,339,379,396,0,184,300339,9106,51938,4336,127025,6698,40769,4190,37167,3323,37429,3465,11660,2214,48390,5268,33213,3920,10134,1942,3819,969,1224,1083,56284,3666,21564,3233,20298,2226,11091,1947,3331,969,16702,2721,11226,2130,3575,1099,1743,761,158,220,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2878189,2164,2741789,6292,2642506,7443,63889,3889,50864,3508,7760,1793,5239,968,26,50,24050,3505,19608,2771,3192,1109,1089,333,161,147,8028,1255,5935,1098,1474,550,446,338,173,217,3316,811,2860,720,283,215,156,157,17,30,136400,5790,27086,3094,48811,2922,15353,2385,12362,1662,14265,1675,6831,1281,20901,3279,12488,2104,5253,1230,2099,824,1061,661,30442,2229,11831,1511,9798,1569,6829,1345,1984,813,9160,2252,5834,1789,2568,966,531,462,227,224,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2684487,1807,2499477,5950,2357305,8930,107174,5558,89292,4643,10877,1762,6057,1441,948,511,20951,2262,18593,2177,1423,436,935,375,0,165,10489,1834,8554,1860,1257,618,678,447,0,165,3558,1511,3293,1478,222,167,43,54,0,165,185010,5801,26858,2827,94370,3820,29254,2516,25954,2841,27470,2914,11692,1831,17739,2854,13608,2356,2896,764,1107,536,128,124,37700,2909,14962,2065,12452,1595,8358,1534,1928,713,8343,1940,4870,1216,1213,572,2049,1125,211,167,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4103742,1986,3968397,6019,3875572,7813,53196,3019,41437,2834,7210,1261,4365,917,184,172,25939,3802,21556,3504,3165,911,1094,435,124,110,9975,1760,8518,1626,1034,465,349,216,74,89,3715,1345,2911,1160,263,227,377,392,164,196,135345,6303,28703,2991,49797,5115,14648,2509,14695,1793,13805,2669,6649,1845,20148,2402,12900,1709,4759,1176,1558,713,931,524,25580,2221,11361,1657,7602,1191,5509,1150,1108,578,11117,3034,7185,2303,1652,888,1921,874,359,331,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
