GEO_ID,B07009_001E,B07009_001M,B07009_002E,B07009_002M,B07009_003E,B07009_003M,B07009_004E,B07009_004M,B07009_005E,B07009_005M,B07009_006E,B07009_006M,B07009_007E,B07009_007M,B07009_008E,B07009_008M,B07009_009E,B07009_009M,B07009_010E,B07009_010M,B07009_011E,B07009_011M,B07009_012E,B07009_012M,B07009_013E,B07009_013M,B07009_014E,B07009_014M,B07009_015E,B07009_015M,B07009_016E,B07009_016M,B07009_017E,B07009_017M,B07009_018E,B07009_018M,B07009_019E,B07009_019M,B07009_020E,B07009_020M,B07009_021E,B07009_021M,B07009_022E,B07009_022M,B07009_023E,B07009_023M,B07009_024E,B07009_024M,B07009_025E,B07009_025M,B07009_026E,B07009_026M,B07009_027E,B07009_027M,B07009_028E,B07009_028M,B07009_029E,B07009_029M,B07009_030E,B07009_030M,B07009_031E,B07009_031M,B07009_032E,B07009_032M,B07009_033E,B07009_033M,B07009_034E,B07009_034M,B07009_035E,B07009_035M,B07009_036E,B07009_036M,NAME,B07009_001MA,B07009_001EA,B07009_002MA,B07009_002EA,B07009_003MA,B07009_003EA,B07009_004EA,B07009_004MA,B07009_005EA,B07009_005MA,B07009_006MA,B07009_006EA,B07009_007EA,B07009_007MA,B07009_008MA,B07009_008EA,B07009_009EA,B07009_009MA,B07009_010EA,B07009_010MA,B07009_011MA,B07009_011EA,B07009_012MA,B07009_012EA,B07009_013MA,B07009_013EA,B07009_014EA,B07009_014MA,B07009_015EA,B07009_015MA,B07009_016EA,B07009_016MA,B07009_017MA,B07009_017EA,B07009_018EA,B07009_018MA,B07009_019EA,B07009_019MA,B07009_020EA,B07009_020MA,B07009_021EA,B07009_021MA,B07009_022MA,B07009_022EA,B07009_023MA,B07009_023EA,B07009_024EA,B07009_024MA,B07009_025EA,B07009_025MA,B07009_026EA,B07009_026MA,B07009_027EA,B07009_027MA,B07009_028MA,B07009_028EA,B07009_029EA,B07009_029MA,B07009_030EA,B07009_030MA,B07009_031EA,B07009_031MA,B07009_032MA,B07009_032EA,B07009_033MA,B07009_033EA,B07009_034MA,B07009_034EA,B07009_035EA,B07009_035MA,B07009_036EA,B07009_036MA,state
0400000US06,24779784,3987,4586733,26712,5107967,32360,7424555,29590,4865203,31380,2795326,26887,21381715,39479,4003213,27731,4415507,29785,6399153,28615,4152235,29343,2411607,23767,2313358,33193,443380,13815,498632,13848,718551,16438,434834,12545,217961,7819,625446,15909,90961,5395,124083,6610,201470,7704,137679,8110,71253,4561,301922,13118,23615,2851,46990,4178,76446,5054,91175,5741,63696,4957,157343,8047,25564,2867,22755,2806,28935,3053,49280,4345,30809,3578,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3444654,3718,323935,9397,752200,13142,1077513,13205,818469,13724,472537,10186,2889975,12770,265514,8429,636560,11661,899487,12227,681556,12642,406858,9403,265652,9665,32308,3760,59620,4668,86567,6444,60432,4208,26725,3072,147635,6899,17792,2466,30691,3114,50389,3764,34306,3014,14457,1919,120518,7076,6386,1484,20972,2106,35774,4000,36973,3131,20413,2860,20874,2631,1935,824,4357,1155,5296,1494,5202,1196,4084,1047,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2457978,1904,249186,8063,682207,10667,615448,10227,503440,9936,407697,8513,2196464,9002,217261,7322,607228,9956,552276,9472,452575,9741,367124,8257,166420,7556,21607,2970,53238,3698,42122,3433,29111,3118,20342,2831,37329,3611,5259,1307,11149,2122,8980,1568,6785,1491,5156,1249,43947,4291,2946,787,7772,1845,9584,2122,11312,1650,12333,1982,13818,2591,2113,929,2820,923,2486,801,3657,1027,2742,1001,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,618612,1103,71301,4396,194904,5422,169718,5306,111921,5213,70768,4488,548931,5491,62913,4160,172429,5238,152327,5707,98413,4867,62849,4093,42577,4047,6316,1521,15146,2301,10827,1718,7371,1822,2917,792,5114,1418,837,365,1467,644,1726,705,620,504,464,382,19887,3193,1150,517,5456,1454,4155,834,5103,1599,4023,1249,2103,710,85,101,406,279,683,424,414,265,515,284,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,439531,534,50139,3050,81081,4421,75520,3882,100904,4522,131887,4227,366480,3681,44928,2806,71142,4187,64784,3717,80906,4314,104720,4396,37265,3234,3996,1237,6857,1222,5464,1286,8459,1543,12489,1679,0,197,0,197,0,197,0,197,0,197,0,197,29417,2820,982,482,2653,715,4953,1283,8767,1507,12062,1674,6369,1532,233,189,429,384,319,232,2772,1203,2616,923,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13503747,6413,1821458,27349,4020195,33058,4039025,26953,2329936,24428,1293133,17821,11596883,31056,1546423,22495,3470411,30925,3454785,27470,1999962,22117,1125302,17189,1095894,22171,163337,8513,332658,9977,342171,11858,176205,9095,81523,5393,342892,14276,52563,4530,96637,6522,107467,7560,56986,5013,29239,2943,356894,12618,37635,4380,93424,5076,109973,7070,72683,5359,43179,3867,111184,7657,21500,2981,27065,3715,24629,3196,24100,3156,13890,2269,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6403838,8246,960025,16688,1810866,18967,1825672,20945,1140757,18884,666518,12881,5540425,19476,811598,15989,1588556,18003,1556305,20388,993380,19086,590586,12439,422655,16070,85183,6731,116654,6974,131214,8000,63207,4927,26397,2623,257819,10786,40440,3901,66532,5147,81526,5434,45201,3901,24120,2943,153741,7324,16792,2651,34203,3267,49711,4237,32879,2871,20156,2811,29198,4026,6012,2350,4921,1257,6916,1681,6090,1257,5259,1366,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,952281,1173,91486,5236,269304,7500,305275,6708,186586,5291,99630,4028,824090,6729,81004,5028,233124,7353,262944,6609,160003,5020,87015,3769,80076,5609,7658,1801,24583,2626,25625,3256,15462,2006,6748,1281,3609,1215,575,458,1502,699,1116,571,297,226,119,155,32097,3959,1219,690,8122,1907,10761,2055,6891,1634,5104,1285,12409,1799,1030,543,1973,592,4829,1296,3933,1076,644,355,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1012786,2996,103357,5122,280462,8113,371074,9684,175020,7778,82873,5281,872262,7145,90065,4559,237625,7494,318518,9316,153784,7472,72270,4761,76906,4947,8181,1574,25939,2787,28245,3235,10292,1638,4249,1421,28796,3163,2740,995,9618,1851,10589,1991,3987,1103,1862,759,31925,3533,1718,708,6325,1512,13101,2565,6416,1259,4365,1432,2897,991,653,459,955,507,621,371,541,319,127,112,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8558895,4172,1061131,15535,2313202,24171,2477209,19468,1684348,17797,1023005,14047,7578494,17558,925736,15390,2073218,21953,2204253,20962,1473235,16174,902052,13712,642718,14388,98925,6011,170853,6982,179017,6966,126613,7184,67310,4148,175734,7720,20695,2339,42502,3983,56351,4440,35205,3276,20981,2125,121520,6337,10627,1798,20951,2628,31038,3919,35006,3076,23898,3428,40429,3909,5148,1184,5678,1365,6550,1347,14289,2289,8764,1820,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
