GEO_ID,B17016_001E,B17016_001M,B17016_002E,B17016_002M,B17016_003E,B17016_003M,B17016_004E,B17016_004M,B17016_005E,B17016_005M,B17016_006E,B17016_006M,B17016_007E,B17016_007M,B17016_008E,B17016_008M,B17016_009E,B17016_009M,B17016_010E,B17016_010M,B17016_011E,B17016_011M,B17016_012E,B17016_012M,B17016_013E,B17016_013M,B17016_014E,B17016_014M,B17016_015E,B17016_015M,B17016_016E,B17016_016M,B17016_017E,B17016_017M,B17016_018E,B17016_018M,B17016_019E,B17016_019M,B17016_020E,B17016_020M,B17016_021E,B17016_021M,B17016_022E,B17016_022M,B17016_023E,B17016_023M,B17016_024E,B17016_024M,B17016_025E,B17016_025M,B17016_026E,B17016_026M,B17016_027E,B17016_027M,B17016_028E,B17016_028M,B17016_029E,B17016_029M,B17016_030E,B17016_030M,B17016_031E,B17016_031M,B17016_032E,B17016_032M,B17016_033E,B17016_033M,B17016_034E,B17016_034M,B17016_035E,B17016_035M,B17016_036E,B17016_036M,B17016_037E,B17016_037M,B17016_038E,B17016_038M,B17016_039E,B17016_039M,B17016_040E,B17016_040M,B17016_041E,B17016_041M,B17016_042E,B17016_042M,B17016_043E,B17016_043M,B17016_044E,B17016_044M,B17016_045E,B17016_045M,B17016_046E,B17016_046M,B17016_047E,B17016_047M,NAME,B17016_001MA,B17016_001EA,B17016_002EA,B17016_002MA,B17016_003EA,B17016_003MA,B17016_004EA,B17016_004MA,B17016_005MA,B17016_005EA,B17016_006MA,B17016_006EA,B17016_007MA,B17016_007EA,B17016_008EA,B17016_008MA,B17016_009EA,B17016_009MA,B17016_010EA,B17016_010MA,B17016_011MA,B17016_011EA,B17016_012MA,B17016_012EA,B17016_013EA,B17016_013MA,B17016_014EA,B17016_014MA,B17016_015EA,B17016_015MA,B17016_016MA,B17016_016EA,B17016_017MA,B17016_017EA,B17016_018MA,B17016_018EA,B17016_019EA,B17016_019MA,B17016_020EA,B17016_020MA,B17016_021MA,B17016_021EA,B17016_022MA,B17016_022EA,B17016_023MA,B17016_023EA,B17016_024MA,B17016_024EA,B17016_025EA,B17016_025MA,B17016_026MA,B17016_026EA,B17016_027MA,B17016_027EA,B17016_028MA,B17016_028EA,B17016_029MA,B17016_029EA,B17016_030EA,B17016_030MA,B17016_031EA,B17016_031MA,B17016_032MA,B17016_032EA,B17016_033MA,B17016_033EA,B17016_034MA,B17016_034EA,B17016_035MA,B17016_035EA,B17016_036EA,B17016_036MA,B17016_037MA,B17016_037EA,B17016_038MA,B17016_038EA,B17016_039MA,B17016_039EA,B17016_040MA,B17016_040EA,B17016_041EA,B17016_041MA,B17016_042EA,B17016_042MA,B17016_043EA,B17016_043MA,B17016_044MA,B17016_044EA,B17016_045MA,B17016_045EA,B17016_046EA,B17016_046MA,B17016_047EA,B17016_047MA,state
0400000US06,8585787,27380,1111400,15617,471618,9445,100603,4720,6651,1203,16708,1812,77244,4114,150285,5499,12698,1802,53917,3656,83670,4447,220730,7080,39029,2989,49429,3211,132272,5616,639782,12282,136835,5712,29278,2755,54900,3805,52657,3415,502947,10630,63259,3348,183488,6604,256200,7955,7474387,28093,5632481,27118,3070172,21793,1425010,16783,757381,12266,887781,14052,1141309,15083,522460,11759,335158,6549,283691,7198,1421000,14633,458843,9234,191968,7054,770189,10056,1841906,20764,622453,12792,398247,11344,123961,4597,100245,5142,1219453,15928,651654,11603,277431,7687,290368,7564,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,118607,5656,47192,3409,11525,1849,406,220,2428,860,8691,1599,17711,1881,1966,790,6629,1133,9116,1311,17956,1955,3306,1056,4352,1039,10298,1377,71415,4599,14582,2108,2980,899,7670,1612,3932,895,56833,4188,8851,1918,26336,2968,21646,2533,1159657,11072,927878,11729,533501,9712,268579,7934,140281,4608,124641,4897,187766,6911,97753,4623,52254,3615,37759,2830,206611,4860,63511,3956,28979,2488,114121,3385,231779,6532,77714,4051,53070,3597,15175,2029,9469,1164,154065,5615,95331,4511,33540,2885,25194,2087,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,70924,4265,20201,2445,2024,659,114,141,945,536,965,470,5761,1318,241,214,1390,518,4130,1176,12416,1884,1688,730,2825,835,7903,1345,50723,3321,6295,1400,763,485,2023,812,3509,1092,44428,3185,3906,1056,19583,2363,20939,1989,831445,8840,640675,8470,364870,6489,188881,5729,98497,3981,77492,4305,130838,4980,67008,3813,34987,2785,28843,2133,144967,4071,44946,2566,20068,1603,79953,2727,190770,6524,56922,3897,37840,3085,10384,1782,8698,1332,133848,5347,74778,3882,32524,3027,26546,2076,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,18399,2121,5984,1260,1216,636,198,273,181,235,837,506,1753,812,145,216,624,539,984,503,3015,823,513,275,688,492,1814,613,12415,1677,2028,630,177,208,1064,459,787,429,10387,1632,1249,580,4105,1028,5033,1095,207194,4348,157476,4530,86379,3791,47661,3285,20982,1927,17736,1706,26759,2136,12589,1886,7047,1048,7123,1068,44338,2562,11399,1637,5680,892,27259,1717,49718,3535,14233,2110,9479,1836,2129,640,2625,784,35485,2747,19915,2216,8341,1440,7229,1160,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,15690,1571,2274,745,606,521,0,197,329,414,277,243,867,421,108,164,173,209,586,394,801,386,80,110,214,179,507,310,13416,1415,1422,584,371,346,406,306,645,340,11994,1395,1017,405,3518,881,7459,1200,96803,3781,59875,3094,37937,2592,23442,1924,8400,1371,6095,1076,9712,1484,5107,1041,2439,824,2166,635,12226,1556,3924,1019,1588,502,6714,1035,36928,2435,7956,1249,4772,975,1343,525,1841,632,28972,2078,16719,1691,5151,1072,7102,1158,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,580789,12915,226660,7825,41042,3683,2964,1084,6806,1430,31272,3278,57240,4239,5111,1282,22201,2857,29928,2360,128378,5489,15127,2436,23781,2258,89470,4982,354129,9725,64598,4050,12418,1980,25407,2894,26773,2545,289531,9091,48142,3870,107588,6338,133801,7022,4017433,24594,3092960,22883,1519595,17502,800623,13373,334478,8115,384494,9437,512116,10523,226381,7025,139013,6330,146722,6162,1061249,13151,242646,7825,116662,5564,701941,9197,924473,14572,259303,9265,163842,7811,43681,3721,51780,3271,665170,10080,390934,9615,121737,5358,152499,5677,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,361820,10541,120443,6072,26766,3444,1671,706,5211,1180,19884,2917,33687,2621,4483,1046,9936,1586,19268,2199,59990,4977,9370,1805,13335,2375,37285,3766,241377,8503,35701,2570,6728,1308,13359,2029,15614,2052,205676,8198,38435,3669,70447,4898,96794,5420,2044406,15943,1572943,17075,931149,13738,488321,11976,197106,6758,245722,8356,245066,8920,122514,6069,59279,4213,63273,3957,396728,8095,129347,6304,48848,3262,218533,5889,471463,11691,130717,5897,87852,5019,17309,2264,25556,2482,340746,10111,207997,7663,56400,3812,76349,3964,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,26514,2112,11141,1234,2673,709,246,250,301,182,2126,699,2919,826,409,306,1284,466,1226,587,5549,1000,940,487,1164,574,3445,860,15373,1789,2744,832,321,349,1638,732,785,326,12629,1647,1796,746,4879,1089,5954,1175,282651,5838,217886,6168,122554,4164,67269,3511,27986,2679,27299,2270,39673,2733,19512,1932,10229,1249,9932,1357,55659,2784,15882,1741,6604,939,33173,2143,64765,3503,20825,1895,12179,1534,4167,1011,4479,667,43940,2948,20301,2005,7260,1246,16379,1671,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,47558,3550,22630,2412,4293,1160,231,183,1386,544,2676,921,8482,1274,1264,571,3805,1018,3413,893,9855,1827,2087,917,1983,704,5785,1407,24928,2647,3868,953,551,322,1515,585,1802,574,21060,2486,4057,1411,10091,1868,6912,1637,358350,6909,299595,6422,152487,5518,68369,3752,45904,3527,38214,3295,67993,3936,34452,3210,18912,1876,14629,1802,79115,3354,20751,2340,12066,1608,46298,2415,58755,4228,20466,2715,13606,2148,4120,1125,2740,849,38289,3132,19752,2577,8639,1428,9898,1741,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,339595,8078,111903,5129,22167,2385,1147,458,4670,1053,16350,1885,32345,2666,2447,725,11659,1674,18239,2225,57391,3406,11140,1920,11531,1530,34720,2784,227692,6957,36832,3216,7124,1297,14901,2080,14807,1596,190860,6302,30241,3005,75538,4367,85081,4325,2781425,15435,2177526,18209,1262186,13913,663709,12228,310539,7230,287938,6728,399108,8720,201935,6604,105128,4573,92045,4057,516232,8253,158523,5404,67488,3165,290221,5340,603899,11431,183297,6670,119877,5582,31273,2723,32147,2333,420602,9957,243944,7068,82794,4496,93864,4159,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
