GEO_ID,B18108_001E,B18108_001M,B18108_002E,B18108_002M,B18108_003E,B18108_003M,B18108_004E,B18108_004M,B18108_005E,B18108_005M,B18108_006E,B18108_006M,B18108_007E,B18108_007M,B18108_008E,B18108_008M,B18108_009E,B18108_009M,B18108_010E,B18108_010M,B18108_011E,B18108_011M,B18108_012E,B18108_012M,B18108_013E,B18108_013M,B18108_014E,B18108_014M,B18108_015E,B18108_015M,B18108_016E,B18108_016M,B18108_017E,B18108_017M,B18108_018E,B18108_018M,B18108_019E,B18108_019M,B18108_020E,B18108_020M,B18108_021E,B18108_021M,B18108_022E,B18108_022M,B18108_023E,B18108_023M,B18108_024E,B18108_024M,B18108_025E,B18108_025M,NAME,B18108_001MA,B18108_001EA,B18108_002MA,B18108_002EA,B18108_003EA,B18108_003MA,B18108_004EA,B18108_004MA,B18108_005EA,B18108_005MA,B18108_006EA,B18108_006MA,B18108_007EA,B18108_007MA,B18108_008MA,B18108_008EA,B18108_009MA,B18108_009EA,B18108_010MA,B18108_010EA,B18108_011EA,B18108_011MA,B18108_012EA,B18108_012MA,B18108_013MA,B18108_013EA,B18108_014MA,B18108_014EA,B18108_015MA,B18108_015EA,B18108_016MA,B18108_016EA,B18108_017EA,B18108_017MA,B18108_018EA,B18108_018MA,B18108_019MA,B18108_019EA,B18108_020MA,B18108_020EA,B18108_021EA,B18108_021MA,B18108_022EA,B18108_022MA,B18108_023EA,B18108_023MA,B18108_024MA,B18108_024EA,B18108_025MA,B18108_025EA,state
0400000US06,37524274,5678,2536684,2549,13310,2297,4883,1263,2518491,3311,6686804,3098,183972,6166,80116,4812,6422716,7909,9265153,7536,237154,9623,171813,6899,8856186,12835,14533228,7183,770879,14288,711549,15340,13050800,19380,2511726,3603,310897,6406,298697,8860,1902132,10946,1990679,3486,360530,7841,677738,9872,952411,8423,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,336995,1857,2612,948,1293,693,333090,2302,892013,2323,29652,2473,9094,1400,853267,3543,1223425,4064,37593,3564,20852,2191,1164980,5672,2046738,4002,124211,5187,94115,5312,1828412,9292,354425,2115,47687,2709,30450,2251,276288,3506,241170,1866,47072,2871,67907,3285,126191,3547,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,193070,984,906,504,500,424,191664,1202,598755,1078,21703,2597,8136,1586,568916,3212,754590,2496,25453,2830,13934,2193,715203,4094,1478569,2389,78828,4167,65574,3650,1334167,5536,278041,1406,31687,2376,23532,2151,222822,3216,231594,1130,42793,2151,63572,2873,125229,3048,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,56185,333,964,756,86,149,55135,864,148309,527,5119,1197,1642,666,141548,1370,202156,1149,6245,1099,4088,957,191823,1926,359061,1230,25220,2326,20849,2201,312992,3254,80203,876,10408,1208,6554,1232,63241,1542,57001,993,11331,1266,15641,1318,30029,1614,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,38949,274,170,151,131,215,38648,372,70233,85,3900,1203,1515,561,64818,1259,218050,855,6516,1082,2777,719,208757,1632,224340,995,16336,1702,16316,1783,191688,2385,39228,442,5064,952,5387,1170,28777,1302,30580,591,4385,773,8594,1089,17601,1350,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,1068960,3105,5310,1435,1652,801,1061998,3236,2922183,3802,114190,6226,38172,3163,2769821,7784,4068221,7274,120199,7614,99066,6612,3848956,12519,7510392,7789,473406,13631,461103,11681,6575883,19459,1883699,4661,240444,6948,184208,8208,1459047,10663,1557615,4548,285819,8479,436769,10519,835027,10698,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,671105,3638,3541,1407,2423,1239,665141,3790,1821056,4595,70440,5198,21803,2540,1728813,7302,2272717,7453,79950,5768,54350,4569,2138417,9532,3844560,7599,256733,7537,254699,9084,3333128,13453,676546,4340,96128,4245,94976,3735,485442,5774,433427,3896,79437,3995,154005,4740,199985,4494,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,89013,333,108,112,23,51,88882,373,213552,404,5986,1173,2514,731,205052,1595,302961,2383,8043,1654,4868,1155,290050,3170,530649,1615,29011,2853,25346,2565,476292,3841,111412,815,12104,1550,12136,1394,87172,2271,94121,725,17225,1595,29258,1924,47638,2120,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,113736,1847,209,179,262,392,113265,1951,310190,1837,13262,2106,5554,1758,291374,3090,360418,2466,12570,2121,10332,1678,337516,3782,584541,2526,43373,3540,37214,3283,503954,5184,121911,1222,17255,1683,12401,1627,92255,2287,84886,853,16669,1557,26193,2011,42024,2255,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,814027,2147,4234,1071,2343,984,807450,2567,2245028,2990,73193,4761,29709,2903,2142126,5705,2983743,4393,81259,4402,58620,3995,2843864,7762,5022762,5245,279571,8092,255643,7880,4487548,12224,912812,2546,118269,4413,100757,4232,693786,5705,719999,3173,135907,4769,217108,5601,366984,6591,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
