GEO_ID,B24092_001E,B24092_001M,B24092_002E,B24092_002M,B24092_003E,B24092_003M,B24092_004E,B24092_004M,B24092_005E,B24092_005M,B24092_006E,B24092_006M,B24092_007E,B24092_007M,B24092_008E,B24092_008M,B24092_009E,B24092_009M,B24092_010E,B24092_010M,B24092_011E,B24092_011M,B24092_012E,B24092_012M,B24092_013E,B24092_013M,B24092_014E,B24092_014M,B24092_015E,B24092_015M,B24092_016E,B24092_016M,B24092_017E,B24092_017M,B24092_018E,B24092_018M,NAME,B24092_001EA,B24092_001MA,B24092_002EA,B24092_002MA,B24092_003EA,B24092_003MA,B24092_004EA,B24092_004MA,B24092_005MA,B24092_005EA,B24092_006MA,B24092_006EA,B24092_007EA,B24092_007MA,B24092_008EA,B24092_008MA,B24092_009EA,B24092_009MA,B24092_010MA,B24092_010EA,B24092_011MA,B24092_011EA,B24092_012EA,B24092_012MA,B24092_013EA,B24092_013MA,B24092_014EA,B24092_014MA,B24092_015EA,B24092_015MA,B24092_016MA,B24092_016EA,B24092_017EA,B24092_017MA,B24092_018EA,B24092_018MA,state
0400000US18,45701,324,45430,361,45131,441,52013,1755,45638,3710,47730,1935,47739,3230,64042,3871,35626,2759,33469,581,31890,297,31876,301,33212,3897,37567,1321,37071,718,37924,1265,52278,2402,25167,2766,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,45384,457,44482,931,43942,960,51595,1249,45240,2135,50418,1499,52622,2301,60078,3066,36984,1917,35175,353,32856,683,32748,679,36641,3385,34504,1763,41256,1173,46724,1345,51542,2755,21525,1235,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,45317,568,45472,741,44853,1073,55436,6159,46802,2849,42443,2122,45062,2885,57677,4224,35813,1582,34220,950,32047,439,32009,440,35179,4390,36214,1006,37170,1348,38820,2022,47223,5637,21087,1400,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,42900,1064,43153,1234,42415,757,52497,3608,44656,3121,42552,3093,43415,3449,52865,3052,31718,1951,32207,329,30635,408,30552,419,40184,6189,36589,1344,36674,1620,39943,1460,54389,3673,20186,1887,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,47546,1127,48846,1641,47336,1166,66121,6891,44656,6274,41358,1211,48745,3633,60922,1706,40068,5109,31665,291,30320,325,30201,323,39004,5820,35907,1503,34143,2088,40982,820,45694,2560,24166,2556,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,42335,745,42163,785,41815,668,50499,3818,45187,4424,42578,3085,46549,2510,63680,5158,31480,1732,35086,771,32260,958,32178,865,35550,9150,37359,1871,39481,3626,40448,2149,51834,3185,22479,2895,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,58018,1560,52273,557,51902,441,70192,5450,60145,3243,57567,2779,52504,3176,92667,2923,41295,2066,49087,790,41866,461,41795,471,47593,7054,51330,1009,53102,1895,48363,1962,80900,1639,26454,1233,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,60313,348,60458,411,60136,591,71733,5266,60420,2084,61965,1200,61757,970,62438,3667,43496,3753,47800,804,45449,740,45441,751,46124,6884,50645,924,55679,1964,51910,1019,59096,2992,32468,4613,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,50086,240,49030,706,48195,723,56544,4551,50476,1097,55123,1699,57612,1851,61268,1542,33882,2528,36854,299,33523,560,33416,564,36637,2416,41636,581,44795,2149,50119,1108,53265,1320,21069,1131,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,50936,289,50666,334,50362,360,58868,3747,52134,1648,54235,2278,55698,1983,59316,3592,41150,986,40632,295,39109,761,39034,778,41028,2443,41993,616,46826,1131,45223,1508,52933,2237,22315,1588,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,40121,777,39834,1348,38106,1617,57026,8716,40364,3199,35418,2870,40733,2127,51600,2530,32251,7000,30365,378,28107,928,27797,892,41718,8215,31347,1256,31780,1398,35066,1806,51081,2893,21909,1698,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,43500,841,44033,1075,43066,1014,52176,2502,44415,2804,43586,2437,40569,797,57228,2633,35082,3731,33037,632,31588,296,31603,285,31003,2154,37704,1483,35776,820,35733,1074,52087,2533,21086,1379,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,41841,644,41520,769,41367,790,44097,5866,40045,3423,41566,1706,47074,3747,55646,3589,33500,4282,31820,473,30447,732,30420,771,31175,5971,32273,1850,35021,2238,37126,2161,43976,10072,25270,2105,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42925,1033,42037,416,41796,419,51385,2760,45349,3141,48651,3094,48910,2715,60378,4469,36796,1484,33310,812,31650,441,31621,440,32786,3500,38456,1583,38813,2735,38694,2371,52077,3177,20050,1986,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,42185,567,40320,608,39891,1004,60456,7059,42982,2852,64305,3894,56719,2108,55169,2783,46619,2925,35979,512,33287,939,33091,930,45177,9239,45412,2575,51449,1394,43952,4659,56698,5733,25916,3183,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,54285,2064,55123,1978,55009,2267,57032,6096,54439,5631,53024,3520,56203,2810,58312,3502,46379,7690,41809,715,40531,921,40413,984,49243,9906,45081,2891,49029,2483,42311,4311,57072,6301,25351,5617,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,61090,329,60749,436,60181,616,75567,3570,60141,2988,69758,3859,70346,2391,65305,3445,45627,5160,48110,969,45200,815,44883,1110,51909,1705,51614,923,54297,1597,55076,1674,59070,3536,30464,3291,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41449,608,39568,1478,38624,1755,51054,2327,44300,5623,41770,2934,45064,4279,61640,2001,35397,3625,33167,1444,30588,693,30530,702,31953,4976,38820,2407,36466,1876,40830,1391,51772,3071,19035,3052,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,51417,199,50135,234,48688,837,62135,2923,52998,1493,64724,1741,62619,1373,60709,1046,39280,3432,43190,582,40764,279,40664,281,46516,2295,46168,830,51916,583,53151,1582,56184,1456,25945,1089,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,42117,243,42093,306,41751,338,51514,950,48032,2090,39682,1161,42818,1364,55784,1769,34537,4207,34481,490,32079,311,31942,304,42144,4158,40254,1036,36429,880,37962,969,50427,1765,22178,1281,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,46370,1015,43856,1960,42754,1644,61072,9200,55888,6932,47148,4416,51851,4115,51620,4273,51466,2481,34035,984,31355,590,31136,595,43139,8964,36934,2870,37142,3943,39354,2647,45087,5757,32355,4192,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,46905,352,46015,405,45631,422,57700,5032,50575,948,51082,662,51663,1130,62059,2104,37210,1487,36032,275,32574,495,32487,435,40265,3249,40683,663,42384,737,45738,1373,54921,2360,25676,1712,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,41548,314,41138,384,40654,390,54107,5442,43168,1723,39876,2132,43007,2220,57283,2916,35673,1564,31576,260,30305,320,30215,327,35817,3180,35295,1337,32382,1150,35682,538,46767,4158,21457,1429,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,47433,873,45708,809,45062,1107,57878,6989,51573,1898,59676,1470,55364,3630,62162,3288,36499,2774,37442,599,35817,564,35627,567,43702,5063,40417,1692,45336,2148,42755,1972,52991,2813,22598,2906,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,49673,518,48623,616,47649,577,61453,1498,50498,744,51965,742,53276,2321,59251,1281,37416,1629,37479,316,35345,309,35288,321,39214,3560,40797,575,44344,1501,45622,1230,52968,1746,24890,1910,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,50988,634,48995,2207,47970,2236,60633,7333,50721,2434,71678,2116,69244,5425,67350,6660,40225,3540,41110,685,36979,1037,36939,1056,40406,7889,43220,4060,58813,8014,48870,10277,56129,11632,22145,3451,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,41872,331,41891,409,41408,431,61085,3219,47602,3023,39182,2358,40818,1412,57516,5072,35798,3339,32434,503,31118,330,31041,330,37909,4097,39128,2577,36662,1053,38795,2035,51380,3183,22089,2967,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,40930,635,40473,709,39732,1461,51400,5733,42049,4393,37599,2003,41422,1491,52784,5475,41377,1683,31785,498,30554,649,30419,630,42095,7759,34952,1805,35124,1986,35741,1958,46536,9245,23401,4854,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,41874,271,41582,354,41157,361,70189,6995,46809,2468,42089,812,42498,2361,63026,6230,32036,831,32450,346,31304,293,31224,294,46675,9513,37585,1095,37457,1063,35770,959,48429,2492,22361,2018,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,45166,275,44338,811,42583,702,68160,4423,46909,1197,45939,1024,47046,1263,59032,1649,36229,1009,35518,217,32580,425,32409,228,50162,3280,40109,985,40783,464,41296,544,51371,1604,25200,1464,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,48769,1008,46798,801,46149,910,54325,8718,60109,4909,51141,1280,51198,1454,60878,1559,37298,4711,34175,1235,31309,556,31192,576,40975,6191,37179,2753,37887,1831,40697,947,49439,3514,25300,4337,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,44639,1566,43235,1883,42702,1726,48852,7543,50083,3678,49055,4480,51679,2690,62981,9545,30571,2194,38163,1283,35995,881,35744,960,41998,9834,40895,1399,41940,1918,46834,4977,56682,8997,22459,6338,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,52481,741,50773,434,50321,447,66181,6895,58118,3925,47228,2206,46915,1407,89791,2744,37332,3170,41237,284,37021,434,36812,433,50727,2435,46312,1404,43441,1053,40366,915,75761,2469,23386,2408,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,53525,894,51900,348,51567,351,62461,5745,54616,3798,66944,2315,55223,2535,62242,2958,40041,5183,41190,351,38315,927,37967,909,47032,6321,42779,1988,50662,914,48420,1372,52570,2398,26422,1518,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44587,1734,45647,1538,45239,1841,55162,8612,43003,5006,37633,3791,37195,2685,57758,3467,35498,4134,30973,462,27352,726,27265,582,31982,8203,31905,1291,36064,2010,36170,1406,53289,4416,23668,2792,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,46991,363,46237,411,45898,393,52275,2548,51175,1562,52485,1421,51469,849,57613,2838,31613,932,36571,264,34344,529,34355,518,33423,4513,39070,1170,45857,959,46358,1290,53136,2572,21168,1487,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,52286,1923,54429,3654,53530,3590,61816,13527,39223,6117,51505,3751,49443,2395,70996,10433,37224,10118,33542,2338,30580,963,30171,1311,51084,16490,34057,3372,45324,3058,42574,2232,46076,13738,21471,4082,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22452,484,20764,548,20270,566,40162,8805,21611,2017,18650,1057,29801,918,48078,6660,19374,1499,22083,285,20850,449,20678,472,35708,6402,21291,1480,18946,893,25992,776,32374,9342,19442,4423,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,44670,1036,43682,1314,42358,633,63484,6136,46034,2564,40275,1713,49338,3906,68596,4921,32791,4608,31743,341,29877,719,29673,787,36277,1585,33803,3182,36803,1362,40056,1407,56045,2729,27350,2862,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,60225,2792,53601,4398,51934,1607,76839,11220,58017,11792,63628,4586,62428,7040,70096,4698,51950,7726,42550,2893,37030,1272,36978,1130,45808,15281,41231,2613,57591,7297,50195,2917,47918,4623,32166,8243,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,44288,1026,42362,470,41974,402,59006,6893,46869,3298,49901,2415,46423,1812,61109,1273,35144,4568,36005,363,34138,749,33777,700,41814,1802,40973,1012,40755,945,39353,1745,51731,2225,22478,3746,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,40223,378,40264,452,39538,1022,52087,3767,42456,7059,34134,1926,41864,3148,56315,2615,31572,1072,30905,462,28642,1135,28392,1103,43835,6623,34016,2907,34618,3309,36479,1462,51328,1947,19718,2466,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
