GEO_ID,C17001G_001E,C17001G_001M,C17001G_002E,C17001G_002M,C17001G_003E,C17001G_003M,C17001G_004E,C17001G_004M,C17001G_005E,C17001G_005M,C17001G_006E,C17001G_006M,C17001G_007E,C17001G_007M,C17001G_008E,C17001G_008M,C17001G_009E,C17001G_009M,C17001G_010E,C17001G_010M,C17001G_011E,C17001G_011M,C17001G_012E,C17001G_012M,C17001G_013E,C17001G_013M,C17001G_014E,C17001G_014M,C17001G_015E,C17001G_015M,C17001G_016E,C17001G_016M,C17001G_017E,C17001G_017M,C17001G_018E,C17001G_018M,C17001G_019E,C17001G_019M,NAME,C17001G_001EA,C17001G_001MA,C17001G_002MA,C17001G_002EA,C17001G_003EA,C17001G_003MA,C17001G_004EA,C17001G_004MA,C17001G_005MA,C17001G_005EA,C17001G_006EA,C17001G_006MA,C17001G_007MA,C17001G_007EA,C17001G_008EA,C17001G_008MA,C17001G_009EA,C17001G_009MA,C17001G_010MA,C17001G_010EA,C17001G_011MA,C17001G_011EA,C17001G_012EA,C17001G_012MA,C17001G_013EA,C17001G_013MA,C17001G_014EA,C17001G_014MA,C17001G_015EA,C17001G_015MA,C17001G_016MA,C17001G_016EA,C17001G_017EA,C17001G_017MA,C17001G_018EA,C17001G_018MA,C17001G_019EA,C17001G_019MA,state
0400000US06,1640831,32021,275328,14322,128079,8002,62692,5117,61296,4337,4091,862,147249,8428,61944,4949,78305,5109,7000,1249,1365503,28966,686365,17043,301429,10307,352188,10649,32748,2438,679138,17128,282659,9881,356611,11101,39868,2564,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,167004,8620,26801,3880,12387,2435,6458,1593,5555,1284,374,242,14414,2221,7351,1697,6372,1124,691,385,140203,8178,71901,5131,30794,3548,38817,3064,2290,601,68302,4950,29887,3021,35866,2987,2549,612,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,89113,6106,15844,2631,7491,1483,4492,1273,2747,858,252,244,8353,1820,4418,1197,3834,1248,101,125,73269,5663,35718,3126,18398,2275,16267,2187,1053,448,37551,4150,17767,2720,18332,2288,1452,546,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23305,3537,3578,1217,1429,652,1098,596,304,249,27,46,2149,879,787,556,1304,672,58,101,19727,3234,9834,1870,5389,1356,4059,1185,386,215,9893,2027,5829,1618,3703,1051,361,254,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,14337,2589,2276,1258,1022,612,306,303,716,453,0,197,1254,799,560,542,485,341,209,210,12061,2263,6374,1487,2316,763,3800,1126,258,173,5687,1416,1899,719,3511,951,277,177,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,449009,15409,101133,8460,47343,5289,29984,3907,15874,2552,1485,575,53790,5017,26181,3244,24762,2832,2847,832,347876,16113,174283,9900,70879,6322,91084,6115,12320,1520,173593,8961,71074,5608,87792,5105,14727,1811,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,195124,12187,45877,5846,19594,2870,11924,2408,7362,1395,308,241,26283,4062,14734,2708,10326,1979,1223,854,149247,10791,72905,6604,37307,4825,32822,3709,2776,738,76342,5515,36755,3664,35488,3691,4099,937,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,317071,12391,37523,4875,16639,2870,8450,2195,8033,1347,156,142,20884,2877,8491,1980,11404,1589,989,540,279548,11914,142803,6433,52624,3014,82848,4700,7331,1034,136745,7007,52434,3175,74071,4356,10240,1403,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,38166,3849,8051,1805,4253,1193,2508,940,1648,602,97,103,3798,964,1725,572,2073,719,0,187,30115,3735,15415,2333,7857,1691,6856,1260,702,396,14700,2629,5954,1309,7610,1782,1136,628,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,275014,11377,56246,5787,25322,3175,16011,2575,8592,1560,719,328,30924,3638,18970,2631,11339,1525,615,296,218768,10299,109691,6098,58079,4240,46920,4002,4692,862,109077,6266,52803,4375,51384,4219,4890,816,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,133432,7208,36026,4211,17558,2570,12013,1996,5267,1261,278,240,18468,2428,11137,1835,7023,1446,308,217,97406,7230,49736,4383,28079,3193,19604,2417,2053,530,47670,3999,25301,2997,20162,2068,2207,544,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,56433,4938,13793,2718,6602,1459,3917,1100,2659,899,26,48,7191,1568,4147,1111,2706,823,338,278,42640,4022,22714,2472,13154,1698,8996,1518,564,270,19926,2308,11227,1646,8149,1458,550,271,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,87298,6192,21804,3307,11300,1827,6412,1480,4695,1109,193,158,10504,1885,6044,1359,4135,961,325,301,65494,4601,31223,2858,15542,1729,14179,2195,1502,574,34271,3032,16702,2052,16029,2119,1540,509,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,82612,6102,24694,3498,11045,1878,6760,1529,4112,1035,173,155,13649,2352,7278,1587,5663,1175,708,355,57918,4722,28681,3037,15257,1944,12068,1954,1356,468,29237,3062,14916,2181,11971,1731,2350,738,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75995,6139,19523,3611,7563,1604,4078,1187,3406,1002,79,99,11960,2426,6533,1913,4722,1053,705,311,56472,5437,29054,3092,14142,1977,13350,1897,1562,509,27418,3455,13230,2397,12541,1926,1647,427,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24613,2285,7436,1590,3820,996,1955,657,1859,633,6,10,3616,927,2008,708,1589,536,19,23,17177,2214,8226,1369,3894,906,3666,960,666,286,8951,1504,3529,982,4866,963,556,322,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,180008,9062,20979,3920,8917,2313,5179,1684,3642,1144,96,81,12062,2448,6434,1976,5117,1314,511,291,159029,8575,77379,4650,38096,3332,36563,3174,2720,610,81650,5551,38350,3329,39732,3341,3568,778,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,175625,8599,34491,4108,17943,2830,9517,1972,7779,1427,647,510,16548,2304,6259,1372,9296,1486,993,395,141134,8316,73605,5668,29387,2554,41180,4676,3038,744,67529,4445,26649,2484,37480,3164,3400,913,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,245830,9791,68759,5199,31842,2909,19632,2245,11722,1642,488,219,36917,3617,20877,2820,15414,1831,626,304,177071,8363,89097,5137,44811,3445,39501,3136,4785,915,87974,4960,43066,3024,39545,3348,5363,892,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,132017,7246,29018,4029,13587,2182,8170,1574,5265,1258,152,113,15431,2488,9366,1932,5825,1103,240,226,102999,6628,51539,4153,31121,3252,19393,2127,1025,434,51460,3933,29031,2973,20964,2092,1465,458,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31457,3484,8331,2141,3010,865,1886,693,1082,613,42,57,5321,1729,3625,1386,1595,583,101,133,23126,3360,11187,2019,5485,1435,4794,1512,908,369,11939,2019,5642,1428,5139,1096,1158,472,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,136198,6823,38026,5310,17357,2728,11016,2179,5848,1326,493,346,20669,3434,11811,2727,8305,1538,553,303,98172,6053,51853,4012,26037,2853,22668,2744,3148,813,46319,3461,20250,2277,22747,2454,3322,849,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24884,2638,5448,1073,2699,752,1204,388,1471,706,24,48,2749,800,622,277,1915,651,212,195,19436,2643,9278,1344,4057,869,4705,878,516,243,10158,1871,4489,1049,5467,1192,202,112,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36705,3661,10128,1982,5469,1291,3313,905,2122,818,34,70,4659,1179,2767,748,1793,728,99,134,26577,3353,13237,1782,7907,1325,4959,985,371,326,13340,2172,6958,1221,6093,1463,289,161,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,112657,7298,19006,3264,9119,1952,5684,1641,3084,765,351,246,9887,1877,5043,1212,4509,973,335,184,93651,6779,47162,3964,24419,2855,20416,2468,2327,825,46489,4299,20376,2494,22646,2805,3467,942,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,23334,2893,5851,1848,2478,859,1732,799,619,368,127,188,3373,1227,2180,1055,1193,541,0,181,17483,2581,8666,1633,3748,947,4614,1058,304,205,8817,1614,4648,977,3758,1003,411,234,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,218526,11456,35811,4948,14922,2450,8048,1735,6159,1701,715,362,20889,3374,10066,2030,9934,1763,889,476,182715,10217,95717,6831,43444,4048,47926,4351,4347,915,86998,5357,35660,3323,46094,3214,5244,999,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,64028,5496,14290,3149,6494,1713,3611,1224,2436,790,447,320,7796,1859,3923,1423,2970,812,903,481,49738,4523,27445,3190,11692,2007,14041,1822,1712,587,22293,2320,9229,1534,11335,1460,1729,501,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,516253,16046,114397,9241,51488,4840,25859,2864,23195,3101,2434,1001,62909,5435,25924,3012,32324,3296,4661,1037,401856,13226,202249,8156,81803,4838,109815,5631,10631,1529,199607,7940,78248,4769,108165,5142,13194,1435,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,216586,10594,60390,7043,27630,3587,17341,2598,9725,2043,564,445,32760,4622,17833,3205,13673,2410,1254,554,156196,8428,76544,5246,41164,3561,32501,2867,2879,786,79652,5394,41423,3619,35228,3126,3001,785,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13096,2181,1636,618,708,378,562,316,146,140,0,141,928,456,532,363,362,245,34,57,11460,2133,5675,1383,2808,955,2765,708,102,108,5785,1291,2482,754,3162,914,141,142,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
