GEO_ID,C27018_001E,C27018_001M,C27018_002E,C27018_002M,C27018_003E,C27018_003M,C27018_004E,C27018_004M,C27018_005E,C27018_005M,C27018_006E,C27018_006M,C27018_007E,C27018_007M,C27018_008E,C27018_008M,C27018_009E,C27018_009M,C27018_010E,C27018_010M,C27018_011E,C27018_011M,C27018_012E,C27018_012M,C27018_013E,C27018_013M,C27018_014E,C27018_014M,C27018_015E,C27018_015M,C27018_016E,C27018_016M,C27018_017E,C27018_017M,C27018_018E,C27018_018M,C27018_019E,C27018_019M,C27018_020E,C27018_020M,C27018_021E,C27018_021M,C27018_022E,C27018_022M,C27018_023E,C27018_023M,C27018_024E,C27018_024M,C27018_025E,C27018_025M,C27018_026E,C27018_026M,C27018_027E,C27018_027M,C27018_028E,C27018_028M,C27018_029E,C27018_029M,C27018_030E,C27018_030M,C27018_031E,C27018_031M,C27018_032E,C27018_032M,C27018_033E,C27018_033M,C27018_034E,C27018_034M,C27018_035E,C27018_035M,C27018_036E,C27018_036M,C27018_037E,C27018_037M,C27018_038E,C27018_038M,C27018_039E,C27018_039M,C27018_040E,C27018_040M,C27018_041E,C27018_041M,NAME,C27018_001MA,C27018_001EA,C27018_002MA,C27018_002EA,C27018_003EA,C27018_003MA,C27018_004EA,C27018_004MA,C27018_005EA,C27018_005MA,C27018_006MA,C27018_006EA,C27018_007MA,C27018_007EA,C27018_008MA,C27018_008EA,C27018_009MA,C27018_009EA,C27018_010EA,C27018_010MA,C27018_011EA,C27018_011MA,C27018_012MA,C27018_012EA,C27018_013MA,C27018_013EA,C27018_014MA,C27018_014EA,C27018_015EA,C27018_015MA,C27018_016EA,C27018_016MA,C27018_017MA,C27018_017EA,C27018_018MA,C27018_018EA,C27018_019MA,C27018_019EA,C27018_020MA,C27018_020EA,C27018_021EA,C27018_021MA,C27018_022EA,C27018_022MA,C27018_023MA,C27018_023EA,C27018_024MA,C27018_024EA,C27018_025MA,C27018_025EA,C27018_026EA,C27018_026MA,C27018_027EA,C27018_027MA,C27018_028MA,C27018_028EA,C27018_029MA,C27018_029EA,C27018_030MA,C27018_030EA,C27018_031MA,C27018_031EA,C27018_032EA,C27018_032MA,C27018_033EA,C27018_033MA,C27018_034MA,C27018_034EA,C27018_035MA,C27018_035EA,C27018_036MA,C27018_036EA,C27018_037EA,C27018_037MA,C27018_038EA,C27018_038MA,C27018_039MA,C27018_039EA,C27018_040MA,C27018_040EA,C27018_041MA,C27018_041EA,state
0400000US06,37219610,9501,9439847,71259,3106702,34288,2340819,33103,765883,19743,5481440,42741,1851881,23163,3629559,37494,851705,15395,803720,15407,47985,4301,4421268,64129,1225060,26558,603889,18894,621171,20936,2663781,40125,493891,15523,2169890,33235,532427,12874,510342,12149,22085,2775,10227612,85306,2383739,31521,595948,17105,1787791,28729,6505209,56898,666672,15376,5838537,53779,1338664,19100,1280102,19036,58562,3896,13130883,73417,2388689,32079,139477,8813,2249212,32582,8962637,48921,383787,10546,8578850,49338,1779557,19828,1670231,18809,109326,4356,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5047369,3540,1022696,22931,321940,13051,231452,10798,90488,6880,615767,13700,191100,9468,424667,11659,84989,4066,81249,4068,3740,1113,527274,19381,156387,8908,65092,5683,91295,6827,300701,12396,54709,4468,245992,10925,70186,4060,68625,3980,1561,595,1523890,25088,374954,11140,61540,5527,313414,9793,956083,16377,84768,5661,871315,15517,192853,5711,186908,5603,5945,1216,1973509,26417,359553,9901,17733,2688,341820,9958,1366389,19295,53036,3302,1313353,18900,247567,6534,233898,6199,13669,1686,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3479573,1863,551208,16727,166256,7596,137022,6515,29234,4301,316685,10622,161718,7372,154967,8142,68267,3590,66513,3477,1754,676,277137,14690,70398,6436,43221,5099,27177,4921,153321,9358,50738,4417,102583,8493,53418,3499,52544,3407,874,461,925453,24341,212230,9136,56537,5218,155693,8300,555484,16453,76625,5807,478859,14617,157739,5321,153273,5254,4466,1235,1725775,22828,335896,8911,13933,2057,321963,8737,1159668,16416,45007,3501,1114661,15923,230211,5456,214153,5124,16058,1857,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,888425,1535,163438,10018,52813,4752,44246,4518,8567,2199,92906,6280,47786,4551,45120,5030,17719,1765,17550,1739,169,136,96634,7400,28332,4317,15362,2974,12970,2956,51290,4302,15728,2245,35562,3473,17012,2152,16619,2111,393,322,275754,10259,61143,4804,13305,2293,47838,4553,167845,7026,25167,2822,142678,7415,46766,2366,46080,2327,686,421,352599,10433,58556,4214,4444,1120,54112,4319,238336,7134,15327,2181,223009,7042,55707,2679,53597,2694,2110,627,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,596222,982,147550,8026,39122,3293,34833,3607,4289,1266,94631,5434,54452,4057,40179,4162,13797,1688,12982,1610,815,380,47664,5450,10975,2256,7847,1907,3128,1396,29748,3745,13283,2451,16465,3094,6941,1111,6757,1080,184,267,119592,7605,18421,2953,9539,2316,8882,1745,86156,5510,20259,2807,65897,4526,15015,1669,13778,1649,1237,474,281416,7675,39359,2946,2805,1079,36554,2988,208002,5596,13130,2436,194872,5443,34055,1876,30687,1776,3368,702,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18875285,6505,4891015,54301,1412288,27128,1035088,25034,377200,15672,2818205,32466,821889,20313,1996316,27927,660522,14742,625421,13939,35101,4537,2503292,47911,589656,20866,291262,13789,298394,15272,1437246,31550,246064,10728,1191182,28233,476390,11163,463417,11024,12973,2271,5835552,54860,1112939,21294,243938,11553,869001,20147,3579863,36898,352371,11688,3227492,33116,1142750,14576,1110263,13906,32487,3271,5645426,51794,826757,18301,49620,4486,777137,18315,3657017,38004,184994,8314,3472023,36180,1161652,14770,1118935,14459,42717,3387,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9616298,5009,2673987,38368,921249,21041,667659,16912,253590,13383,1526377,23511,376894,14148,1149483,19932,226361,6923,219634,6760,6727,1389,1180088,33493,333183,15109,153897,9562,179286,10988,690631,20458,106695,6718,583936,19866,156274,5676,152224,5362,4050,1511,2809442,47938,665331,18620,132664,6557,532667,17454,1779407,34076,151540,7250,1627867,32224,364704,9123,356251,8975,8453,1795,2952781,40947,547699,15570,27173,4123,520526,15121,2042448,28394,90009,5737,1952439,26953,362634,8816,345380,8310,17254,2327,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1330687,2566,231301,10628,72927,5480,48820,4456,24107,3550,133002,6207,57199,4680,75803,4763,25372,2266,23736,2129,1636,618,127301,8529,35584,3541,15208,2773,20376,2846,74574,5796,16974,2874,57600,5351,17143,1605,16730,1585,413,324,430737,15500,105477,5749,25890,3292,79587,5141,263495,10266,31429,3664,232066,9050,61765,3535,57645,3114,4120,1205,541348,13336,85378,4607,5162,1400,80216,4662,354717,8967,20068,2572,334649,8549,101253,3705,96114,3720,5139,1231,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1563253,1841,390694,15012,133139,8242,93990,7360,39149,4352,220790,8548,52452,3843,168338,7507,36765,3359,35462,3331,1303,627,234052,11665,74781,6177,25973,5113,48808,4929,125149,6973,17373,2168,107776,6663,34122,2701,33192,2735,930,514,533381,14914,143060,7078,20571,3349,122489,7102,317070,8598,30272,3589,286798,9172,73251,4198,72244,4176,1007,613,405126,14572,67937,6694,5299,1273,62638,6530,274530,10212,15085,2332,259445,10264,62659,3267,60782,3088,1877,596,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12566464,4333,2715561,36866,891011,18995,741897,18407,149114,8441,1553742,21831,557977,10702,995765,17845,270808,6551,259396,6568,11412,1858,1351901,31508,370831,14304,210807,10056,160024,9478,760559,18719,159021,7870,601538,16934,220511,5954,214910,5682,5601,1204,3710905,46100,879498,19387,222359,10892,657139,16553,2278982,29903,225263,9241,2053719,28180,552425,8736,536334,8689,16091,1960,4788097,37584,878593,15458,42059,4051,836534,14908,3320437,26932,114507,5234,3205930,26408,589067,8412,554383,8022,34684,2615,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
