GEO_ID,B07002_001E,B07002_001M,B07002_002E,B07002_002M,B07002_003E,B07002_003M,B07002_004E,B07002_004M,B07002_005E,B07002_005M,B07002_006E,B07002_006M,NAME,B07002_001EA,B07002_001MA,B07002_002MA,B07002_002EA,B07002_003EA,B07002_003MA,B07002_004MA,B07002_004EA,B07002_005EA,B07002_005MA,B07002_006EA,B07002_006MA,state
0400000US06,36.0,0.1,38.2,0.2,28.2,0.2,28.0,0.3,28.2,0.4,28.9,0.7,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36.7,0.1,40.5,0.2,26.2,0.3,27.0,0.6,27.7,0.5,27.8,1.0,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40.8,0.1,43.0,0.2,29.4,0.8,27.4,1.1,26.1,1.0,26.5,1.3,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39.7,0.3,42.3,0.5,26.5,1.2,31.7,12.3,27.3,1.6,28.4,4.6,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34.0,0.2,37.0,0.5,27.5,0.9,-666666666.0,-222222222.0,25.9,0.8,28.8,1.5,District of Columbia,null,null,null,null,null,null,**,-,null,null,null,null,11
0400000US12,41.6,0.2,44.0,0.1,29.6,0.4,29.0,0.6,35.1,1.2,35.7,1.9,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36.2,0.2,38.9,0.2,26.8,0.5,27.1,0.6,27.1,0.6,27.5,1.5,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38.7,0.3,41.7,0.4,29.5,1.1,30.2,5.0,27.6,0.7,28.7,1.6,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35.7,0.2,39.3,0.5,25.1,0.6,25.1,1.0,26.5,1.5,23.7,2.4,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37.5,0.1,40.1,0.2,27.8,0.3,26.1,0.5,27.2,0.5,27.6,0.6,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.8,0.2,40.7,0.3,26.2,0.4,25.8,0.5,27.1,1.0,25.3,2.0,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.6,0.2,42.1,0.2,25.3,0.4,24.6,0.4,26.7,0.9,25.0,2.3,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.5,0.2,40.5,0.3,26.2,0.5,25.1,0.7,25.2,0.7,24.8,1.3,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38.9,0.2,41.6,0.2,26.3,0.5,27.3,0.8,28.7,1.4,28.5,2.8,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.5,0.2,39.2,0.3,26.1,0.4,27.2,0.8,28.3,0.8,30.3,3.1,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,43.8,0.2,46.6,0.4,27.6,1.0,25.9,1.8,29.7,2.3,29.4,7.5,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38.6,0.1,40.9,0.2,28.5,0.9,28.3,0.7,27.8,0.6,27.9,1.2,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,39.9,0.1,42.0,0.2,29.3,0.4,27.7,0.6,26.2,0.6,26.7,1.4,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,40.0,0.2,42.9,0.2,26.3,0.3,25.9,0.4,27.5,0.9,26.5,1.1,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,38.1,0.1,41.3,0.2,26.4,0.5,25.7,0.3,27.0,0.9,28.5,1.6,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,36.7,0.2,39.5,0.3,25.2,0.7,25.4,0.6,26.0,1.1,26.8,7.5,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,38.7,0.2,42.2,0.2,26.1,0.4,26.8,0.5,27.3,0.8,26.7,1.4,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,40.6,0.3,44.9,0.5,26.2,0.8,25.3,1.3,26.3,1.5,39.3,14.4,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36.9,0.2,40.1,0.3,25.6,0.6,24.4,0.8,26.3,1.2,24.3,1.5,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,37.3,0.2,40.5,0.3,28.4,0.8,31.2,3.5,30.9,1.8,30.6,2.8,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,42.3,0.3,44.9,0.3,27.5,1.2,26.2,1.1,28.4,0.9,26.0,3.3,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,39.8,0.1,41.2,0.1,29.8,0.5,29.4,0.8,29.8,0.8,28.9,1.0,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,37.3,0.2,39.8,0.3,26.4,0.8,28.4,2.3,29.4,1.8,31.2,2.9,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,38.6,0.2,40.6,0.1,29.2,0.3,28.0,0.5,26.1,0.4,27.2,0.7,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,38.3,0.1,41.0,0.2,27.0,0.4,26.6,0.7,27.8,0.7,28.7,1.5,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,36.8,0.3,41.1,0.6,26.0,1.0,26.8,1.2,24.6,1.5,25.9,3.2,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,39.8,0.1,42.6,0.2,26.6,0.3,26.0,0.4,28.1,0.9,28.2,1.8,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,36.9,0.1,40.5,0.3,25.8,0.3,25.7,0.5,27.1,1.0,27.6,1.3,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39.3,0.2,42.6,0.3,27.5,0.6,27.3,1.0,29.7,1.4,27.3,2.4,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,40.9,0.1,43.2,0.2,27.7,0.3,25.5,0.4,26.4,0.7,27.8,1.3,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,40.2,0.3,42.8,0.4,27.9,1.4,26.8,1.2,25.1,1.7,29.2,6.9,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,38.8,0.2,41.9,0.2,26.4,0.5,25.6,0.6,28.0,1.2,28.6,3.2,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,37.3,0.3,41.4,0.4,25.5,1.1,24.4,1.3,26.6,1.2,25.1,2.9,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,38.7,0.1,41.4,0.2,26.9,0.5,27.8,0.7,28.5,0.7,27.6,1.9,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,34.4,0.1,37.0,0.1,26.1,0.2,27.0,0.3,28.0,0.5,27.8,0.7,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30.4,0.1,32.7,0.2,24.8,0.4,24.5,0.7,23.9,0.7,23.3,1.2,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
