GEO_ID,B11003_001E,B11003_001M,B11003_002E,B11003_002M,B11003_003E,B11003_003M,B11003_004E,B11003_004M,B11003_005E,B11003_005M,B11003_006E,B11003_006M,B11003_007E,B11003_007M,B11003_008E,B11003_008M,B11003_009E,B11003_009M,B11003_010E,B11003_010M,B11003_011E,B11003_011M,B11003_012E,B11003_012M,B11003_013E,B11003_013M,B11003_014E,B11003_014M,B11003_015E,B11003_015M,B11003_016E,B11003_016M,B11003_017E,B11003_017M,B11003_018E,B11003_018M,B11003_019E,B11003_019M,B11003_020E,B11003_020M,NAME,B11003_001MA,B11003_001EA,B11003_002EA,B11003_002MA,B11003_003EA,B11003_003MA,B11003_004MA,B11003_004EA,B11003_005EA,B11003_005MA,B11003_006EA,B11003_006MA,B11003_007EA,B11003_007MA,B11003_008EA,B11003_008MA,B11003_009MA,B11003_009EA,B11003_010EA,B11003_010MA,B11003_011EA,B11003_011MA,B11003_012EA,B11003_012MA,B11003_013EA,B11003_013MA,B11003_014MA,B11003_014EA,B11003_015MA,B11003_015EA,B11003_016EA,B11003_016MA,B11003_017EA,B11003_017MA,B11003_018EA,B11003_018MA,B11003_019MA,B11003_019EA,B11003_020MA,B11003_020EA,state
0400000US06,8585787,27380,6104099,26020,2787943,19133,594012,10437,628214,12661,1565717,18814,3316156,21226,2481688,23700,759288,12924,349757,8576,89365,4521,64206,4919,196186,7066,409531,8722,1722400,19206,909065,16278,156897,7299,181040,7252,571128,13101,813335,11587,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,975070,11575,411938,7721,102360,4785,91290,4753,218288,6171,563132,9170,303194,7982,92296,4513,48798,3940,13496,2040,5090,1344,30212,3131,43498,3636,210898,6909,128285,5787,23506,2695,23892,2908,80887,4574,82613,4678,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,660876,8668,272625,5634,58550,3493,47334,3096,166741,4541,388251,6843,241493,7347,63217,4050,28196,2841,9063,1484,2814,852,16319,2348,35021,3054,178276,5958,100495,4570,17645,2463,19224,2080,63626,4164,77781,3746,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,163460,4706,59809,2692,13128,1459,12778,1734,33903,2230,103651,4011,62133,3826,16261,2125,8565,1466,2672,891,1412,622,4481,1024,7696,1204,45872,3046,24486,2494,4962,1199,3831,1001,15693,2267,21386,2171,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,62149,3246,23187,1997,9299,1120,4808,1240,9080,1267,38962,2484,50344,2538,9378,1356,3330,885,981,437,383,401,1966,658,6048,978,40966,2235,20051,1807,4494,982,4332,991,11225,1275,20915,1729,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,3319620,23272,1121347,17724,244007,9873,215097,8337,662243,11673,2198273,17218,1278602,17645,323901,11076,149747,6761,41699,3962,22524,3080,85524,5153,174154,7087,954701,12466,510675,11759,105581,5699,93732,5718,311362,9371,444026,8070,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,1693386,18424,715266,12456,154607,7041,159712,6318,400947,9554,978120,12628,712840,13451,166418,6414,77253,4725,19739,2442,11610,2051,45904,3673,89165,4110,546422,12664,310759,9125,59752,4087,62012,4800,188995,7589,235663,7300,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,229027,6135,89864,3939,23059,2412,18425,1627,48380,2991,139163,4085,80138,3973,23569,1902,7711,1242,2797,848,1313,521,3601,767,15858,1675,56569,3471,24396,2532,5801,1316,5661,1135,12934,1619,32173,2497,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,322225,6301,133177,4680,29322,2470,36024,2866,67831,3731,189048,4425,83683,4788,24334,2867,14874,2509,3682,1538,1690,671,9502,1682,9460,1733,59349,3918,36097,3202,8494,1731,6876,1564,20727,2248,23252,2332,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,2289429,18317,958861,12327,208578,6665,193230,6857,557053,8968,1330568,11966,831591,12655,220129,7498,101111,5178,28247,2720,16533,2256,56331,3738,119018,4962,611462,11412,338400,8358,65538,3987,63370,4381,209492,6679,273062,6971,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1648172,14329,1229106,12872,477058,8374,100722,5660,101856,4822,274480,6627,752048,9601,419066,9043,114772,5234,62122,4137,18154,2380,9179,1760,34789,2820,52650,3785,304294,8054,180643,6975,41542,2963,33541,3360,105560,5293,123651,5327,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796744,7245,625952,7159,239520,5248,55158,3174,52692,2290,131670,4313,386432,5407,170792,5185,49737,3111,30338,2508,8846,1450,4433,985,17059,1811,19399,1879,121055,3812,77356,3490,19151,1932,13475,1773,44730,2734,43699,2635,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,727171,6574,563407,6847,232015,4937,53832,3109,52331,2645,125852,3928,331392,5717,163764,5756,50269,3104,29180,2373,8907,1352,3741,945,16532,1783,21089,1993,113495,4593,71617,3862,15520,1926,14389,1773,41708,2879,41878,3082,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1140771,10522,834642,9876,308124,6936,71336,4171,63293,3655,173495,5084,526518,7991,306129,7286,81133,4201,40330,3495,11805,1995,5254,1324,23271,2378,40803,2885,224996,5901,127310,5460,26658,2478,24178,2607,76474,4088,97686,4144,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1125659,9109,744806,9635,280552,6779,59489,3591,55383,3140,165680,6337,464254,7826,380853,8922,90302,5107,45453,3628,13780,2047,8151,1819,23522,2371,44849,3226,290551,7090,165076,6158,31879,3480,33907,3061,99290,4418,125475,4949,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,346950,5393,270568,4782,88800,3678,20077,1706,15375,1825,53348,2874,181768,3861,76382,4200,23220,2166,13092,1839,3477,933,780,276,8835,1542,10128,1061,53162,3223,33115,2674,7324,1416,4428,1042,21363,2211,20047,1679,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437113,10814,1018129,10525,420489,7081,100262,4773,82160,4344,238067,5562,597640,7890,418984,8436,106455,5219,50647,4089,13078,2136,7324,1567,30245,3120,55808,4231,312529,6514,162313,5456,32207,2722,27936,2910,102170,4525,150216,4961,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1598867,12256,1173287,11662,479890,9368,113915,5136,86008,4657,279967,6755,693397,10590,425580,8493,103712,5187,42986,3693,9603,1936,4796,1049,28587,2813,60726,3418,321868,6732,176069,5836,29656,2878,33078,2700,113335,5172,145799,4750,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2482612,15037,1821915,13935,682944,10156,135526,5152,134188,4908,413230,7210,1138971,9816,660697,11976,167036,6064,81445,4813,21449,2313,9969,1506,50027,3403,85591,3458,493661,10447,277413,7581,56884,3583,49439,2925,171090,6064,216248,6819,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1374436,9338,1079809,9432,437066,7255,103714,4406,98075,3959,235277,4877,642743,7244,294627,8268,89887,4279,48580,3023,13724,1747,7558,1273,27298,2105,41307,3381,204740,6976,134134,5693,32596,2603,23980,2023,77558,4791,70606,3594,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,747620,9723,481032,9154,180872,6366,38221,3325,40508,3301,102143,4957,300160,6876,266588,8072,56977,4314,26157,2770,8750,1663,3590,911,13817,2022,30820,3032,209611,6251,115730,5308,21825,2556,23494,2283,70411,4621,93881,4755,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1517231,12741,1124203,12274,417452,9233,92875,4318,85685,4475,238892,6886,706751,9243,393028,9141,100724,4774,53215,3637,13964,2106,7335,1400,31916,2843,47509,3146,292304,7077,170771,5659,38084,3208,30894,2884,101793,4391,121533,5059,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,259650,5083,205584,4320,73268,3340,17913,1921,15840,1791,39515,2195,132316,3485,54066,3388,19373,1996,10946,1504,3147,825,1166,440,6633,1278,8427,1445,34693,2535,20803,1927,5061,940,3960,949,11782,1542,13890,1583,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,474564,6359,369338,5693,150038,4411,34695,2332,37441,2326,77902,3236,219300,4062,105226,3847,31736,2352,19200,2009,5030,1073,3038,752,11132,1463,12536,1667,73490,3354,47697,2569,11208,1678,9239,1389,27250,1974,25793,2164,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,650833,9331,445312,8943,182637,6769,39387,3125,48622,3536,94628,5208,262675,6476,205521,6830,65513,4098,32192,2753,8066,1614,6435,1359,17691,2168,33321,3055,140008,5143,83635,4486,16944,2126,16128,2294,50563,3688,56373,3428,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,341718,5965,269048,6035,97873,3885,18564,2049,17132,1922,62177,2948,171175,4434,72670,4264,21686,2027,11691,1616,2536,759,1517,605,7638,1320,9995,1476,50984,3403,29982,2995,5195,1323,3889,1291,20898,2489,21002,2160,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2211642,11388,1626018,11830,720912,11078,161003,5971,141216,6140,418693,9218,905106,9160,585624,9530,154115,5761,62933,4333,15942,2504,9340,1852,37651,3144,91182,3942,431509,8511,225868,7482,40500,2925,38215,3670,147153,5495,205641,5997,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501421,8215,347070,7590,125725,4362,24941,2629,31662,2536,69122,3611,221345,6197,154351,5675,43701,3372,23437,2681,5227,1301,3806,917,14404,2057,20264,2190,110650,4589,63896,3740,12156,1952,14110,1878,37630,2881,46754,2785,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4587857,19910,3147912,19199,1307147,14188,295659,8616,261687,8613,749801,12725,1840765,13652,1439945,14717,369635,9463,155077,6697,39337,3695,24269,2914,91471,5336,214558,7053,1070310,13392,553195,10018,97903,4314,105630,4232,349662,7659,517115,9260,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2472230,16171,1795932,14845,697959,10552,159629,6143,143351,5560,394979,8802,1097973,10838,676298,12240,171133,6761,87595,5447,22953,2738,14962,2128,49680,4452,83538,4947,505165,10591,291979,8837,61770,4518,56588,3882,173621,6963,213186,6399,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175380,3955,139907,3852,52133,2535,15061,1554,10898,1300,26174,1903,87774,2738,35473,2605,12009,1546,6680,1261,2822,998,883,375,2975,602,5329,985,23464,2104,15938,1910,4567,1156,3116,807,8255,1252,7526,833,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2913312,14675,2131425,15959,787247,11523,166340,6963,160383,5734,460524,8940,1344178,12371,781887,13121,203016,7204,104437,4874,27993,2523,11903,1771,64541,3762,98579,4803,578871,10878,339076,8578,74021,4203,69465,4554,195590,7234,239795,6619,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957067,7641,702265,7412,272752,5114,64055,2916,61530,3003,147167,3778,429513,5347,254802,5648,73544,3279,37877,2416,10644,1337,6226,1049,21007,1803,35667,2538,181258,4755,105888,4317,25294,2005,19542,1938,61052,3466,75370,2986,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
