GEO_ID,C15010_001E,C15010_001M,C15010_002E,C15010_002M,C15010_003E,C15010_003M,C15010_004E,C15010_004M,C15010_005E,C15010_005M,C15010_006E,C15010_006M,NAME,C15010_001EA,C15010_001MA,C15010_002MA,C15010_002EA,C15010_003MA,C15010_003EA,C15010_004MA,C15010_004EA,C15010_005EA,C15010_005MA,C15010_006EA,C15010_006MA,state
0400000US06,7660529,34102,3104827,23887,596672,10992,1429785,17719,567989,12312,1961256,21569,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1291006,15098,495957,9504,105007,5712,259375,6910,132169,5930,298498,7914,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911137,10938,336090,6539,78663,4205,175696,6359,105046,4066,215642,7143,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,182689,6890,63942,3585,15851,1989,39775,3045,24021,2391,39100,2824,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,232791,5122,112936,4203,8199,1157,28081,2594,10740,1449,72835,4071,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3623069,29636,1161068,18074,348751,11474,867073,15653,538929,11491,707248,12278,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1807275,21417,573326,13036,154606,6159,451510,12273,251263,7971,376570,9777,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,286216,5969,101016,4140,24393,2145,60074,3703,37220,2647,63513,3002,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,257893,9377,90313,5547,27736,3098,43688,3463,42575,3088,53581,3617,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2707353,20516,879004,14710,244350,7743,604755,13643,374591,8560,604653,11579,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1002109,15532,293677,8940,120400,5154,204520,7261,179111,6718,204401,6663,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,536320,8167,156205,5177,50126,2908,108395,3942,110703,3944,110891,4405,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,566242,8846,167616,5507,55676,3061,123946,4808,107019,4094,111985,4192,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,639145,10339,187619,5479,66272,3901,129764,5229,114026,4510,141464,4738,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,660068,12482,182625,7062,83148,4290,134903,5954,117327,5290,142065,6191,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,264729,7306,83547,4044,28583,2341,40118,2940,43378,3189,69103,3272,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1466987,16003,605418,10168,122399,5725,271126,7988,153637,5764,314407,7692,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1789945,17830,714075,11860,146311,5707,320706,8023,176503,5260,432350,10185,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1723403,17340,564379,10067,182511,6452,366175,8106,266674,6491,343664,7363,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1195340,14238,385188,7509,116186,4944,248977,7347,174432,6079,270557,6258,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,395016,10613,91690,4507,50857,4051,87978,4887,88977,4214,75514,4712,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
