GEO_ID,C15010_001E,C15010_001M,C15010_002E,C15010_002M,C15010_003E,C15010_003M,C15010_004E,C15010_004M,C15010_005E,C15010_005M,C15010_006E,C15010_006M,NAME,C15010_001EA,C15010_001MA,C15010_002MA,C15010_002EA,C15010_003MA,C15010_003EA,C15010_004MA,C15010_004EA,C15010_005EA,C15010_005MA,C15010_006EA,C15010_006MA,state
0400000US29,1062670,13756,308561,7200,103287,4213,235814,7658,186297,6404,228711,6515,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,201929,5829,72442,3763,21520,2367,29670,2310,37612,2668,40685,2643,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,349662,5968,97722,3712,36984,2436,74441,3802,69875,3095,70640,2899,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,411797,8634,130527,4929,43123,3449,97364,5285,53680,3623,87103,3744,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,317891,7608,112905,4446,27890,2434,63261,3505,40763,2564,73072,4361,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2192183,18882,807242,13591,183963,6319,479064,9769,259214,7591,462700,10549,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,355288,8260,127256,5164,30307,2586,57467,3930,60396,4565,79862,5084,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4443762,27757,1508668,17122,388229,11751,851185,15531,539143,11257,1156537,13729,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1775858,19693,586174,12020,163625,7334,374119,9380,252357,6875,399583,8833,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,127875,4733,34195,2762,16829,2058,25022,1916,27552,2240,24277,2461,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1961312,18266,592157,11510,201467,5869,423188,10323,339416,8768,405084,9784,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,591307,8601,162625,5715,58755,2994,132074,4038,119725,4203,118128,4330,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,799454,12099,310705,7617,69480,4222,123056,5561,92674,4968,203539,6547,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2435534,20871,816648,10824,243435,7136,475162,10098,384158,8934,516131,8911,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,223743,6480,74706,3684,19999,2093,43050,2856,30386,2675,55602,3907,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,791022,15538,247411,7728,64044,3615,176918,7016,126785,5807,175864,6585,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,142951,4873,42729,2690,19984,2020,25308,2382,28725,2309,26205,2233,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1052804,13146,313714,8659,100303,4372,238581,7039,170384,5792,229822,6958,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4384080,30475,1481861,20002,381840,10199,1015699,17740,620461,13377,884219,18413,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,504521,8665,162465,5722,47214,2939,97580,4205,77468,3856,119794,3996,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,155505,4003,58245,3035,11466,1295,18716,1644,22095,1699,44983,2716,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1951504,17949,772249,12721,148343,5570,372294,8845,201254,6128,457364,9683,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1471515,16813,593861,11387,128148,5200,237743,7306,160150,4750,351613,10630,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,241684,7165,67439,3629,28101,2723,46503,3057,53185,3367,46456,3545,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1046153,14398,327693,7722,113577,4694,204285,6021,179558,4200,221040,7574,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,94278,4555,32066,2628,7917,1560,14173,2177,20938,2491,19184,2198,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,589105,10644,149248,6419,55325,3245,190397,6368,119661,5103,74474,4191,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,747159,12329,213682,7533,73308,4307,176144,6166,139570,5613,144455,5728,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,130124,5182,48517,3327,12388,1671,19285,2093,19071,2291,30863,2731,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1170586,16393,389288,10832,107626,5541,251244,7377,177011,6465,245417,9257,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,409109,9897,114529,5468,41356,3272,90306,4423,88720,4481,74198,4266,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
