GEO_ID,B10056_001E,B10056_001M,B10056_002E,B10056_002M,B10056_003E,B10056_003M,B10056_004E,B10056_004M,B10056_005E,B10056_005M,B10056_006E,B10056_006M,B10056_007E,B10056_007M,B10056_008E,B10056_008M,B10056_009E,B10056_009M,B10056_010E,B10056_010M,B10056_011E,B10056_011M,NAME,B10056_001EA,B10056_001MA,B10056_002MA,B10056_002EA,B10056_003MA,B10056_003EA,B10056_004EA,B10056_004MA,B10056_005MA,B10056_005EA,B10056_006MA,B10056_006EA,B10056_007MA,B10056_007EA,B10056_008MA,B10056_008EA,B10056_009MA,B10056_009EA,B10056_010MA,B10056_010EA,B10056_011MA,B10056_011EA,state
0400000US28,93428,5146,31024,2798,18528,2160,11471,1725,7057,1242,12496,1865,62404,3450,33809,2426,24043,2244,9766,1257,28595,2615,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,112192,6245,41291,2934,16521,1806,9709,1397,6812,1086,24770,2063,70901,4136,29634,2313,20511,2068,9123,1047,41267,3131,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14972,1860,6043,953,3511,786,2086,649,1425,431,2532,671,8929,1166,4724,825,2965,690,1759,498,4205,884,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24365,2437,9052,1143,4368,849,2691,664,1677,555,4684,764,15313,1739,7071,1086,4869,937,2202,619,8242,1356,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,66279,4691,24170,2493,9096,1479,4993,1216,4103,870,15074,1936,42109,3000,14556,1842,8438,1316,6118,1303,27553,2630,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20281,2451,7635,1067,2217,592,1388,489,829,327,5418,939,12646,1650,4589,995,3088,818,1501,511,8057,1251,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,184314,7178,63554,3903,17636,1834,8636,1434,9000,1271,45918,3624,120760,4722,30914,2178,18953,1951,11961,1452,89846,4364,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54669,3742,21825,2029,11757,1604,7124,1205,4633,1102,10068,1587,32844,2616,17351,2001,12115,1711,5236,960,15493,1773,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,426725,11094,141378,5706,41055,2913,21832,2027,19223,2048,100323,5170,285347,7142,87158,4726,51937,3336,35221,2788,198189,6105,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,201666,8347,66724,3734,35207,2953,21188,2272,14019,1672,31517,3100,134942,5878,65831,4106,46472,3644,19359,1711,69111,4256,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7263,1314,3051,710,1776,525,1079,322,697,462,1275,459,4212,712,1787,477,969,257,818,488,2425,574,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,217143,7828,82862,3817,40986,3143,25659,2550,15327,1668,41876,2850,134281,4993,63907,4057,45879,3454,18028,1884,70374,3706,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,81153,3814,30050,1957,17077,1667,9360,1306,7717,1047,12973,1354,51103,2455,25946,1652,16166,1385,9780,1202,25157,1817,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,70167,5316,26844,2638,11433,1825,6265,1422,5168,1164,15411,1835,43323,3394,15542,1997,10176,1622,5366,1111,27781,2727,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,242192,9969,85863,5040,32845,2682,20566,2126,12279,1463,53018,3868,156329,5902,58719,3401,42212,2865,16507,1461,97610,4599,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18371,2391,6431,1180,2072,676,1486,598,586,299,4359,1015,11940,1559,4211,838,2924,755,1287,432,7729,1356,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,123970,5986,42286,3356,22386,2406,12132,1751,10254,1566,19900,2565,81684,3898,37905,2858,25544,2641,12361,1577,43779,3380,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11217,1351,3731,682,1823,484,1210,385,613,261,1908,604,7486,942,3488,571,2319,495,1169,351,3998,879,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,153707,7749,54134,3850,29261,2632,16966,2158,12295,1587,24873,2852,99573,5011,48656,3457,33504,2948,15152,1534,50917,3606,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,739851,17490,269158,8291,117901,5781,73962,4996,43939,2575,151257,7265,470693,12392,199467,6807,142405,6012,57062,3682,271226,10450,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,57807,3897,22998,2139,7970,1180,4095,794,3875,970,15028,1779,34809,2490,11106,1606,7277,1261,3829,906,23703,2188,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8895,1435,3795,776,1531,454,1093,415,438,200,2264,675,5100,924,2468,649,2000,634,468,247,2632,677,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,174297,7404,61666,3423,25805,2428,15215,1916,10590,1553,35861,2941,112631,5017,39710,2599,25577,2017,14133,1665,72921,4730,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,129354,5133,48956,3131,17853,1923,10852,1601,7001,1002,31103,2929,80398,3775,25783,2357,17253,2002,8530,1425,54615,3182,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33428,2959,13639,1429,8129,1152,4584,937,3545,821,5510,1034,19789,1895,10806,1269,7604,1247,3202,731,8983,1344,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,71600,3948,26585,1932,9834,1112,6215,1005,3619,715,16751,1727,45015,2691,17553,1638,12151,1554,5402,909,27462,2127,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7733,1391,2893,633,1446,398,805,362,641,264,1447,473,4840,1017,2365,726,1055,385,1310,583,2475,725,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,108183,5625,35555,2639,17478,2040,8400,1377,9078,1339,18077,1764,72628,3891,32309,2605,20792,2153,11517,1541,40319,3197,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,119715,6690,40690,3351,25612,2589,16090,1876,9522,1520,15078,1896,79025,4088,44130,2681,30063,2400,14067,1205,34895,2602,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16935,1972,6517,857,3040,650,1674,460,1366,438,3477,712,10418,1443,4728,1081,3502,1023,1226,404,5690,958,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,160720,6106,60676,3232,25648,2217,15986,1835,9662,1201,35028,2766,100044,4145,40619,3084,28297,2774,12322,1426,59425,4123,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,72556,4390,26911,2172,15207,1686,9694,1347,5513,1098,11704,1727,45645,3264,25306,2409,17834,2105,7472,1244,20339,2195,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
