GEO_ID,C18104_001E,C18104_001M,C18104_002E,C18104_002M,C18104_003E,C18104_003M,C18104_004E,C18104_004M,C18104_005E,C18104_005M,C18104_006E,C18104_006M,C18104_007E,C18104_007M,C18104_008E,C18104_008M,C18104_009E,C18104_009M,C18104_010E,C18104_010M,C18104_011E,C18104_011M,C18104_012E,C18104_012M,C18104_013E,C18104_013M,C18104_014E,C18104_014M,C18104_015E,C18104_015M,C18104_016E,C18104_016M,C18104_017E,C18104_017M,C18104_018E,C18104_018M,C18104_019E,C18104_019M,C18104_020E,C18104_020M,C18104_021E,C18104_021M,NAME,C18104_001MA,C18104_001EA,C18104_002MA,C18104_002EA,C18104_003EA,C18104_003MA,C18104_004EA,C18104_004MA,C18104_005EA,C18104_005MA,C18104_006EA,C18104_006MA,C18104_007MA,C18104_007EA,C18104_008MA,C18104_008EA,C18104_009MA,C18104_009EA,C18104_010MA,C18104_010EA,C18104_011EA,C18104_011MA,C18104_012MA,C18104_012EA,C18104_013MA,C18104_013EA,C18104_014MA,C18104_014EA,C18104_015MA,C18104_015EA,C18104_016EA,C18104_016MA,C18104_017EA,C18104_017MA,C18104_018MA,C18104_018EA,C18104_019MA,C18104_019EA,C18104_020EA,C18104_020MA,C18104_021MA,C18104_021EA,state
0400000US18,6012985,2770,2935336,3740,595446,3097,37778,3405,557668,4383,1966997,3612,94835,4848,1872162,5729,372893,1829,29275,1791,343618,2656,3077649,3788,565832,2878,18094,1898,547738,3267,2031261,3030,91947,4475,1939314,5172,480556,1774,42171,2951,438385,3318,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2832867,2224,1400046,3469,269380,2555,13199,1379,256181,2712,934508,2170,38039,3098,896469,3890,196158,1233,11372,1058,184786,1737,1432821,3265,255050,2343,8707,1468,246343,2824,928245,2381,35503,2567,892742,2997,249526,1767,17017,1351,232509,1868,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2623998,2455,1288852,3563,263400,2151,13555,1430,249845,2507,858686,3378,39052,2854,819634,4298,166766,1405,11256,1192,155510,1768,1335146,2914,255099,1985,6797,1124,248302,2414,871150,2218,36680,3173,834470,3684,208897,1411,17955,1497,190942,1864,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4016045,2807,1951423,3984,380550,2290,30189,2478,350361,3187,1312286,3160,90901,4915,1221385,6041,258587,1428,26195,1992,232392,2490,2064622,3273,358803,2324,15530,2185,343273,3215,1373449,2430,90519,4414,1282930,4953,332370,1942,39909,2505,292461,3167,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4189604,3158,2013682,4450,413792,3316,30685,2879,383107,4371,1350133,3164,76459,4340,1273674,5149,249757,1748,26690,1884,223067,2666,2175922,3522,394355,2607,15112,2247,379243,3378,1454698,2702,77487,4301,1377211,5220,326869,2005,42267,2737,284602,3172,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1249513,1039,609177,2113,102787,1081,9976,2232,92811,2652,407162,1759,27685,2407,379477,2884,99228,833,7843,968,91385,1236,640336,2135,96518,1261,5422,1285,91096,1615,423605,1328,25709,2296,397896,2667,120213,813,9575,1353,110638,1378,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5423575,2495,2593483,3265,496868,2004,24163,2218,472705,2852,1777886,2905,64569,4322,1713317,5168,318729,1490,22860,2007,295869,2491,2830092,3112,479629,1960,14431,2195,465198,3088,1930360,2180,62322,4601,1868038,5380,420103,1837,38572,2574,381531,3118,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6202992,1199,2985943,2335,526346,1493,34147,3251,492199,3174,2064653,2069,92127,5106,1972526,5178,394944,1935,31468,2453,363476,3093,3217049,2264,507767,1616,15848,2113,491919,2830,2182282,1844,86512,4966,2095770,5350,527000,1981,48451,3281,478549,3914,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9200954,1869,4482676,3982,866210,2013,59119,3257,807091,4157,2997541,3167,168954,5992,2828587,6384,618925,1602,52847,2379,566078,2767,4718278,3664,825865,2353,29046,2236,796819,3027,3107208,2399,157786,5072,2949422,5612,785205,2188,74230,3191,710975,3799,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4972434,1821,2459009,3135,474780,2314,24989,2549,449791,3110,1672402,2683,65371,3162,1607031,4127,311827,1371,20026,1727,291801,2105,2513425,3232,453380,2104,11751,1487,441629,2425,1671682,2476,60678,3502,1611004,4356,388363,1791,27889,2364,360474,2883,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2716009,2665,1289340,4152,277670,3279,17617,2369,260053,3526,846611,2937,59244,4142,787367,4844,165059,1346,19299,2173,145760,2601,1426669,3585,265537,2923,9333,1704,256204,3207,937233,3081,56849,3330,880384,4644,223899,1441,30452,2717,193447,2898,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5534195,2761,2686011,4992,527754,3639,34613,3708,493141,5200,1784694,3323,102468,5365,1682226,5784,373563,2172,31365,2133,342198,3103,2848184,4223,497346,2725,15472,1826,481874,3186,1876763,3298,99032,5538,1777731,6055,474075,2571,46602,2890,427473,3642,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,930984,1445,463973,2180,82207,1013,3773,944,78434,1321,308349,1747,11458,1553,296891,2324,73417,713,5023,816,68394,930,467011,1676,78152,1056,2383,795,75769,1264,308447,1508,12350,1689,296097,2012,80412,884,4680,965,75732,1137,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1694831,1632,836426,1958,168519,1505,7960,1494,160559,2001,559297,1512,21262,1932,538035,2407,108610,909,7047,1043,101563,1253,858405,1747,160789,1121,4524,904,156265,1412,561709,1590,17942,1985,543767,2558,135907,980,9836,1248,126071,1551,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2541053,2054,1269402,2300,247050,1522,11227,1615,235823,2247,854575,1999,29654,2513,824921,3247,167777,901,11226,1293,156551,1621,1271651,1857,233519,1113,6630,1775,226889,2060,851154,1552,34397,2986,816757,2955,186978,1156,16724,1746,170254,1914,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1240520,1037,606661,2022,105796,1263,7588,1396,98208,1706,416032,1768,18781,2354,397251,2601,84833,996,4184,826,80649,1251,633859,1850,103261,1234,4091,958,99170,1642,428545,1538,16095,2152,412450,2705,102053,1042,9239,1398,92814,1657,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8229955,1939,3981080,3069,763844,2018,35535,3605,728309,4144,2702001,2234,86739,5551,2615262,5747,515235,1537,35944,2486,479291,2815,4248875,2599,733719,1806,14496,1711,719223,2557,2818628,1888,83830,4193,2734798,4215,696528,1639,62873,3647,633655,3886,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1908769,1619,935335,3088,191203,2303,11097,2045,180106,2668,612080,2213,38842,3235,573238,3284,132052,978,15362,1794,116690,1936,973434,2352,181102,1940,5336,1274,175766,2292,634804,1586,34699,3036,600105,3183,157528,796,20112,2198,137416,2409,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18152857,3086,8725125,5405,1575554,2938,73531,4746,1502023,5161,6025148,4193,217279,8875,5807869,10016,1124423,2650,84857,4228,1039566,5432,9427732,4593,1513396,2636,35965,3153,1477431,4303,6377429,3680,203674,6941,6173755,7958,1536907,2613,147553,5948,1389354,5822,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8941145,4751,4286111,6028,853784,4674,49543,3695,804241,5654,2864925,4952,141598,6459,2723327,7866,567402,2452,46643,2963,520759,3356,4655034,4930,816376,4293,24737,2840,791639,5078,3101485,3496,126918,5393,2974567,5544,737173,2261,78328,3616,658845,4132,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,639735,1094,324756,1780,55829,1175,2149,626,53680,1297,226211,1456,8165,1301,218046,1785,42716,565,2432,496,40284,782,314979,1549,52835,893,1030,455,51805,982,209830,1345,6253,1060,203577,1645,52314,661,3819,835,48495,1012,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10681711,2714,5180855,5256,1005354,3824,63326,4157,942028,5582,3464129,4505,186830,6724,3277299,8223,711372,2471,53109,2906,658263,3787,5500856,4582,961291,3362,33841,2360,927450,3728,3612354,3854,182072,6466,3430282,7889,927211,2888,82551,4627,844660,5413,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3470912,2323,1696318,3670,345535,2376,20073,2148,325462,3145,1121876,2633,61894,3385,1059982,4022,228907,1640,21694,1646,207213,2164,1774594,3264,326936,2148,9436,1403,317500,2595,1159368,2321,61649,2939,1097719,4076,288290,1645,29910,1815,258380,2668,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3628339,2467,1783645,3287,323711,1872,20794,2834,302917,3323,1202707,2581,63171,4169,1139536,5163,257227,1279,22681,2285,234546,2748,1844694,3386,304022,2370,8238,1332,295784,2752,1225455,1914,61522,4567,1163933,4728,315217,1434,36808,2509,278409,2676,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11840999,2380,5729905,3883,1028667,2612,70756,4071,957911,5015,3857911,3237,194560,6929,3663351,7535,843327,2274,63314,3291,780013,3720,6111094,3717,984006,2218,35211,2814,948795,3427,4010001,2897,190830,6689,3819171,7239,1117087,2897,101422,4587,1015665,5352,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,978748,1179,469291,1432,81809,942,4368,1084,77441,1516,323062,1232,15881,1953,307181,2113,64420,546,4192,774,60228,941,509457,1360,78719,779,1866,694,76853,937,343638,1102,16007,2216,327631,2480,87100,829,7446,1209,79654,1413,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4328634,3012,2065299,4304,398007,2541,20846,2286,377161,3091,1371194,3320,72924,4890,1298270,5626,296098,1624,27000,2310,269098,2718,2263335,3588,385478,2176,9422,1810,376056,2924,1497339,2629,71109,5249,1426230,5781,380518,1548,42477,3046,338041,3025,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,757742,1331,377903,1907,73853,1308,3557,684,70296,1491,252094,1466,10170,1322,241924,1897,51956,717,4305,817,47651,1106,379839,1898,70497,1434,1647,685,68850,1425,246970,1533,10155,1370,236815,2103,62372,638,4222,754,58150,910,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5954606,3175,2869253,4472,556513,3390,32116,3330,524397,4353,1921123,3706,115367,6159,1805756,7178,391617,1905,39585,2195,352032,2498,3085353,4058,533713,3540,16040,1805,517673,3754,2049886,2901,117553,5718,1932333,6182,501754,2247,62151,3652,439603,3895,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,23651651,5777,11587653,9761,2574460,5030,134377,6546,2440083,7560,7791211,7663,312695,10372,7478516,11289,1221982,3601,120337,5103,1101645,5877,12063998,8588,2464570,5432,66969,4939,2397601,7263,8067263,6331,299416,9941,7767847,11670,1532165,3752,174301,6181,1357864,7166,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2571076,1663,1282956,2499,320686,1600,11968,1585,308718,2403,839068,1844,32378,3096,806690,3407,123202,791,9833,1340,113369,1540,1288120,2161,305401,1875,8506,1725,296895,2434,838000,1611,30734,2873,807266,3298,144719,1109,12365,1589,132354,1810,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,588917,922,289887,1138,47829,680,3454,707,44375,935,198534,1002,11006,1152,187528,1533,43524,528,2703,673,40821,898,299030,1020,44723,588,1823,629,42900,809,202541,865,10580,1329,191961,1525,51766,469,3869,689,47897,792,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7466435,4937,3591056,6909,686642,4345,31456,2705,655186,4544,2452560,5736,92638,5096,2359922,7613,451854,2244,35571,2960,416283,3199,3875379,5792,658172,3869,17226,2187,640946,4358,2632901,4531,94239,4718,2538662,6203,584306,2333,55989,3557,528317,4001,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6352105,3466,3135292,4120,586235,2489,25164,2583,561071,3663,2146456,3595,100780,5881,2045676,6215,402601,1491,31272,2539,371329,3052,3216813,2817,556387,2208,12417,1530,543970,2607,2175199,2553,95147,5187,2080052,6159,485227,1728,46698,3479,438529,3809,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1721249,1842,839716,2943,140798,1699,10154,1430,130644,2148,563357,2189,42816,2716,520541,3502,135561,1037,14866,1727,120695,1804,881533,3257,136919,1913,5344,980,131575,1882,577616,2375,41349,3380,536267,3753,166998,1062,22409,2023,144589,2443,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5300850,2214,2613221,3494,494461,2353,27594,2250,466867,3003,1766245,2742,74913,3750,1691332,4779,352515,1225,22223,1461,330292,1805,2687629,3066,469580,2036,12753,1770,456827,2431,1776143,2362,69108,4083,1707035,4558,441906,1580,33469,2351,408437,2622,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,529066,1362,266750,2033,50544,1535,2704,710,47840,1492,181804,1371,7651,1753,174153,2354,34402,689,2785,753,31617,1088,262316,1802,47572,1285,848,437,46724,1421,176224,1332,6291,1358,169933,1907,38520,780,2563,728,35957,1022,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3432408,699,1630027,2439,328659,2058,34808,2678,293851,3274,1051021,796,101200,5829,949821,5911,250347,548,44021,2786,206326,2832,1802381,2264,310717,1963,18098,2277,292619,2717,1167194,529,91309,4710,1075885,4646,324470,740,70900,3553,253570,3539,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,4440095,3391,2120828,4546,418804,3392,23462,2325,395342,4136,1409189,3506,89952,4585,1319237,6542,292835,1524,32618,2271,260217,2712,2319267,4000,402593,2457,13295,1797,389298,3207,1528146,2593,92563,4849,1435583,5507,388528,1745,49428,3046,339100,3551,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,655012,1972,334868,2286,69170,1318,2486,794,66684,1487,236095,1783,8165,1264,227930,2226,29603,624,2653,715,26950,807,320144,1630,63968,1135,1034,378,62934,1205,224851,1305,9967,1695,214884,2004,31325,890,4285,1000,27040,875,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6006067,2260,2945216,2865,603830,1819,26742,3454,577088,3730,1901266,2562,81559,4716,1819707,5293,440120,1161,33015,2710,407105,2743,3060851,2585,575963,1635,13110,1662,562853,2370,1965428,2242,75722,4323,1889706,4723,519460,1302,43542,3110,475918,3327,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2704664,2589,1315604,4108,266984,2978,17968,2048,249016,3499,858849,2671,52591,3382,806258,3831,189771,1505,20121,2005,169650,2322,1389060,3357,250790,2483,9887,1617,240903,3171,902516,2423,46492,3371,856024,4180,235754,1834,28293,2450,207461,2605,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
