GEO_ID,B14007I_001E,B14007I_001M,B14007I_002E,B14007I_002M,B14007I_003E,B14007I_003M,B14007I_004E,B14007I_004M,B14007I_005E,B14007I_005M,B14007I_006E,B14007I_006M,B14007I_007E,B14007I_007M,B14007I_008E,B14007I_008M,B14007I_009E,B14007I_009M,B14007I_010E,B14007I_010M,B14007I_011E,B14007I_011M,B14007I_012E,B14007I_012M,B14007I_013E,B14007I_013M,B14007I_014E,B14007I_014M,B14007I_015E,B14007I_015M,B14007I_016E,B14007I_016M,B14007I_017E,B14007I_017M,B14007I_018E,B14007I_018M,B14007I_019E,B14007I_019M,NAME,B14007I_001MA,B14007I_001EA,B14007I_002MA,B14007I_002EA,B14007I_003EA,B14007I_003MA,B14007I_004EA,B14007I_004MA,B14007I_005MA,B14007I_005EA,B14007I_006MA,B14007I_006EA,B14007I_007MA,B14007I_007EA,B14007I_008EA,B14007I_008MA,B14007I_009EA,B14007I_009MA,B14007I_010EA,B14007I_010MA,B14007I_011MA,B14007I_011EA,B14007I_012MA,B14007I_012EA,B14007I_013EA,B14007I_013MA,B14007I_014EA,B14007I_014MA,B14007I_015EA,B14007I_015MA,B14007I_016MA,B14007I_016EA,B14007I_017MA,B14007I_017EA,B14007I_018EA,B14007I_018MA,B14007I_019EA,B14007I_019MA,state
0400000US06,13761959,9921,4902728,17756,273430,8283,279064,8433,275721,7267,262214,7764,263094,7651,254144,7607,259735,7296,267993,7345,258313,6985,258636,9962,266585,7485,273017,7368,273119,7949,335077,7696,1008969,14511,93617,5718,8859231,18432,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1024111,2697,365588,4504,24865,2333,21310,2514,24709,2615,23770,2292,23185,2379,22853,2431,19797,1883,20928,2649,20233,2111,22174,2686,18000,1931,19555,1683,16073,1949,23747,2875,57403,3992,6986,1441,658523,5067,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,483821,1857,171550,3582,13164,1669,9477,1496,10449,1849,10413,1589,8193,1286,8433,1376,9532,1337,9710,1726,10716,1638,7885,1551,11022,1782,8738,1410,8320,1376,9951,1511,30211,2904,5336,1095,312271,3420,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,73569,856,25972,1483,1487,749,1445,599,1481,610,1234,542,2166,733,1177,416,1661,714,1824,625,1016,441,1599,665,2023,786,1648,804,1308,529,1126,439,4612,1166,165,182,47597,1625,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,59109,773,19001,1546,1752,581,1323,543,446,260,760,492,868,506,800,373,690,343,245,162,493,326,269,209,1232,512,783,445,1341,566,1799,841,3775,995,2425,757,40108,1507,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4298941,5030,1261456,11830,74459,5008,70718,3931,64321,4619,63763,4163,62532,4490,63350,4678,68603,4836,56081,3842,64213,4100,66395,5533,59989,4048,64985,4067,57736,3704,70516,4679,306685,10288,47110,4075,3037485,11062,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,843123,5059,296155,6025,20885,2430,23659,2324,16546,2432,20402,2556,19540,2420,22208,2842,16582,2151,19160,2534,15575,2332,17624,2143,14461,2106,14305,2104,13884,2256,12991,2432,42383,4136,5950,1600,546968,5767,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,122310,1133,45456,1762,3653,955,2915,800,2840,743,2717,852,2391,641,2368,648,2376,780,3169,847,2318,719,1805,554,1635,775,2220,665,1837,571,2952,686,8321,1449,1939,799,76854,1871,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,172701,1143,68625,2566,2567,976,4461,1090,5212,1401,4441,820,3728,1241,4407,1068,3769,925,3815,830,5662,1200,3861,1213,3005,917,2812,1071,4437,1172,3488,916,11737,2256,1223,729,104076,2739,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1980942,3994,703466,7399,45409,3185,42506,3087,42346,3412,41534,2964,44941,3466,42471,3335,40862,2819,40762,3449,39376,2927,38532,3074,38153,2987,37671,2519,36635,2517,39247,3184,118099,5789,14922,1686,1277476,7319,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,381241,2077,147831,3520,7511,1342,10071,1646,9731,1728,8441,1343,8091,1444,9453,1220,7951,1804,9986,1956,8234,1488,6894,1248,7649,1246,7690,1164,8921,1400,7974,1576,26377,2683,2857,950,233410,3498,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,149205,1887,60606,2773,3338,722,4041,937,4038,1149,4429,918,3232,907,3751,941,3403,867,4092,819,3797,975,4120,1087,3147,929,4007,787,2827,813,3071,976,8304,1431,1009,465,88599,2412,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,293568,1522,114988,2662,8829,1370,8529,1193,8085,1214,7250,1192,5864,1360,6702,1126,5917,1053,6827,1314,6247,1047,7906,1034,7024,1170,6325,997,5382,839,5419,1094,17052,2085,1630,627,178580,2678,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,125455,2019,47285,2503,4977,1271,2624,758,4260,1148,2560,645,3276,799,2249,785,2521,706,2713,636,2368,777,1971,659,1930,434,1531,535,2632,789,3029,941,7671,1698,973,549,78170,3065,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,196165,1773,57615,3158,3626,993,3935,932,3627,1018,2797,788,2517,744,3175,896,4612,1091,2808,885,3007,956,3036,801,2871,921,2746,917,2992,880,3465,1305,10195,1850,2206,634,138550,2885,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17064,767,6600,1147,393,236,283,234,553,377,384,325,186,140,265,195,250,233,459,236,377,327,159,141,203,125,384,358,196,251,528,322,1846,655,134,149,10464,1131,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,479782,2338,153570,3936,10363,1848,11039,1726,10932,1412,8016,1256,10025,1334,6919,1149,7918,1391,6551,1171,6144,1344,8001,1422,8992,1295,8238,1330,6214,1448,9720,1639,28125,3003,6373,1413,326212,4382,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,637469,2429,233327,4331,14595,1850,13886,1945,10562,1395,10868,1630,11488,1611,10654,1362,12705,1782,12861,1535,12220,1519,12446,1558,13678,1621,11750,1484,12394,1748,14730,2099,49493,3100,8997,1759,404142,4327,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,427731,1800,174083,3711,11574,1682,10746,1848,10365,1175,10483,1404,9711,1402,10052,1679,9107,1348,10397,1327,10158,1471,10609,1344,7814,1068,10063,1203,8846,1268,9242,1258,30116,2158,4800,1160,253648,3226,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,245138,1511,96728,2521,7846,1161,7488,1329,6161,1032,7705,1332,6609,1214,5925,993,5760,943,5098,966,4205,807,4069,812,6649,1014,4156,794,3703,908,6043,1092,12908,1415,2403,662,148410,2427,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,75680,2453,27534,2484,1063,389,2938,816,1090,465,1543,651,1402,556,1254,503,1145,564,1448,711,1188,499,1084,510,1857,492,1802,872,1209,479,1891,562,6264,1239,356,262,48146,2714,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,206857,2155,78201,3548,4410,854,4662,1016,5752,1056,3642,951,4636,1046,4386,1041,3740,873,4827,1250,5276,1125,3888,954,4130,762,3957,954,3255,809,3660,979,14444,2173,3536,1190,128656,3313,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,29758,702,10722,1197,501,273,703,343,1053,429,610,305,372,177,1320,496,248,143,545,317,149,201,858,460,485,362,373,191,617,348,357,301,2362,658,169,194,19036,1045,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,164558,1455,64457,2495,4680,1093,4755,975,6876,1185,3491,908,3326,1034,3987,790,2786,771,3394,892,3190,746,4691,1011,3198,829,3347,787,2434,645,4438,890,8566,1282,1298,596,100101,2255,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,708489,2057,237240,4395,9272,1427,16828,1918,13558,1586,15679,1875,15040,1982,13790,1890,15006,2009,12893,1580,14429,1626,15892,2560,14235,2143,14769,1350,13841,1526,17293,1976,32618,3162,2097,802,471249,4441,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,37438,1066,14445,1246,1555,763,1447,710,973,472,469,311,634,341,343,215,905,512,1027,484,310,266,1301,603,658,435,502,333,704,385,1324,772,1965,726,328,291,22993,1092,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1557906,3045,492222,6624,39749,3044,32719,2822,26456,2390,25724,2605,28235,2852,25232,2316,23688,2429,26663,2324,25330,2508,22189,1905,27288,2586,25807,2043,25514,2541,27918,2540,95704,4653,14006,1989,1065684,5884,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,930202,2466,305515,5684,16134,2294,17999,1831,17191,1805,18013,2283,19224,2282,16526,1640,16016,2023,17561,2401,14200,1919,14751,1929,16776,2264,15724,1443,14382,1553,18702,2112,63880,3860,8436,1523,624687,5782,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3381585,4349,1043922,8387,66544,4155,58237,3482,56039,3718,54573,3782,55254,3691,49795,3803,49915,3839,55852,3682,53965,4177,52603,3699,58181,4017,53910,3254,56881,3221,65879,4369,222176,6274,34118,3033,2337663,8963,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,785316,3485,278383,4989,17437,2468,23692,2987,20039,2209,17707,2158,20953,2096,18268,2424,19148,2685,16610,2000,15963,2068,14809,2269,15751,1906,14122,1691,12085,1828,11664,1678,35134,2736,5001,1090,506933,5253,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,15416,807,5355,728,451,317,305,189,55,47,747,437,345,249,208,158,99,74,99,67,281,182,161,123,456,252,105,115,283,264,235,179,1336,526,189,155,10061,863,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,348459,2301,133059,3411,9989,1593,10380,1614,7365,1100,6914,1231,8499,1298,7518,1250,6734,988,6876,1167,7280,1179,6309,1216,7767,1232,6645,952,6481,1169,7372,1045,23354,1988,3576,815,215400,3082,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,330093,1487,121950,2565,8445,1025,9623,1305,9532,1299,8219,966,8003,1106,9108,1177,7067,1033,6888,1168,8438,1204,6395,913,5698,824,5932,846,5576,857,5903,1114,15268,1380,1855,582,208143,2426,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
