GEO_ID,B14007I_001E,B14007I_001M,B14007I_002E,B14007I_002M,B14007I_003E,B14007I_003M,B14007I_004E,B14007I_004M,B14007I_005E,B14007I_005M,B14007I_006E,B14007I_006M,B14007I_007E,B14007I_007M,B14007I_008E,B14007I_008M,B14007I_009E,B14007I_009M,B14007I_010E,B14007I_010M,B14007I_011E,B14007I_011M,B14007I_012E,B14007I_012M,B14007I_013E,B14007I_013M,B14007I_014E,B14007I_014M,B14007I_015E,B14007I_015M,B14007I_016E,B14007I_016M,B14007I_017E,B14007I_017M,B14007I_018E,B14007I_018M,B14007I_019E,B14007I_019M,NAME,B14007I_001MA,B14007I_001EA,B14007I_002MA,B14007I_002EA,B14007I_003EA,B14007I_003MA,B14007I_004EA,B14007I_004MA,B14007I_005MA,B14007I_005EA,B14007I_006MA,B14007I_006EA,B14007I_007MA,B14007I_007EA,B14007I_008EA,B14007I_008MA,B14007I_009EA,B14007I_009MA,B14007I_010EA,B14007I_010MA,B14007I_011MA,B14007I_011EA,B14007I_012MA,B14007I_012EA,B14007I_013EA,B14007I_013MA,B14007I_014EA,B14007I_014MA,B14007I_015EA,B14007I_015MA,B14007I_016MA,B14007I_016EA,B14007I_017MA,B14007I_017EA,B14007I_018EA,B14007I_018MA,B14007I_019EA,B14007I_019MA,state
0400000US41,443537,2017,175018,4466,9905,1629,13583,2054,9709,1691,10234,1709,11520,1699,8648,1520,10107,1447,10382,1574,9136,1690,11082,1961,9398,1519,9499,1735,8715,1352,11126,1921,28862,2601,3112,778,268519,4171,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,734067,2433,266666,4628,18440,2288,15380,1878,14353,1701,16115,2058,15300,2215,13654,1420,16392,2034,16601,2083,14468,2046,13300,1822,14628,1701,14402,1508,15066,1602,13490,1631,48414,2866,6663,1400,467401,4836,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,130178,1152,46209,1761,2096,832,1918,743,3378,943,1185,559,2764,1043,3116,919,2707,757,2447,923,3269,1169,2694,818,2820,773,2496,750,2720,761,1651,625,10099,1383,849,429,83969,1870,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,232438,3245,78712,3290,4688,1157,7415,1395,5847,1355,6072,1256,4859,1170,6560,1480,4948,1151,4461,1088,3650,1040,2877,700,3265,808,2620,761,3494,854,2767,955,12918,1981,2271,872,153726,4152,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22967,910,8969,957,1008,394,490,342,582,281,411,168,506,210,599,264,538,293,508,313,535,314,504,199,588,266,367,198,247,212,583,413,1490,603,13,25,13998,1077,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,286304,3552,97133,3616,7558,1480,8250,1420,6208,1237,7087,1450,6695,1333,5513,1132,5657,1259,6577,1139,5850,1356,5379,1077,5664,1259,4949,1131,3012,792,4801,1126,12273,1985,1660,674,189171,3117,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9394045,9372,3281771,20399,206344,7931,211843,7608,202430,6305,204332,8281,189708,7172,194514,8764,197043,7510,190215,7762,187505,5628,184048,7839,188862,7442,168281,6675,167909,6378,177870,7696,551818,15167,59049,4619,6112274,20611,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,352581,1761,138764,3373,8362,1417,9878,1881,7635,1318,8211,1538,8522,1126,9092,1459,6307,1297,8532,1383,8241,1489,7484,1405,7727,1474,7474,971,5363,1131,9312,1521,24020,2339,2604,836,213817,3512,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9411,406,4231,545,52,70,77,82,265,204,270,178,78,89,215,174,172,133,266,162,93,85,171,168,125,137,153,135,143,126,240,162,1891,438,20,25,5180,566,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,644511,3799,218318,5336,11234,1835,12953,1874,12652,2120,12066,1729,15293,2086,11386,1584,11480,1841,11430,1722,10375,1870,10372,1691,12383,1654,9073,1466,9872,1636,12066,1882,47954,3608,7729,1349,426193,5264,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,754088,2481,281082,4112,16421,2000,19043,2292,16424,1920,16547,1860,19504,1934,16017,2105,15291,1831,17490,1901,17811,2061,17744,2212,16922,2077,15845,1830,14151,1920,17785,2145,40178,2894,3909,1084,473006,4762,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21395,1603,8658,1221,872,504,744,433,297,162,291,255,195,165,367,235,358,281,304,157,563,253,244,138,322,200,191,157,474,349,484,394,2418,725,534,405,12737,1594,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,328373,1795,133629,3270,5906,1193,13490,1808,7638,1290,8236,1363,7395,1279,7901,1214,7521,1278,8723,1066,6945,1265,7429,1473,6429,912,6611,965,7097,942,7710,1453,21500,2241,3098,886,194744,3365,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,51207,988,18466,1439,1545,579,1324,490,1372,578,758,347,757,423,1116,415,724,335,1118,451,799,421,747,416,900,323,1035,433,871,399,951,609,3904,995,545,586,32741,1451,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3513059,5517,975774,7368,58191,3883,44228,3318,47403,3490,46462,3344,48578,3494,46176,3521,48043,2955,46157,3552,54834,3650,53779,3383,52109,3055,49043,3177,50205,3098,55121,3235,240823,6829,34622,2731,2537285,7974,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,170492,3523,55820,3175,2950,1100,4529,1145,4154,1020,5122,1108,5070,1246,4047,1054,3818,1009,3247,909,2632,893,2635,733,1790,728,2011,643,2088,763,2711,949,8165,1798,851,399,114672,2913,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41233,627,15952,1096,942,479,552,276,743,356,1405,474,679,328,1060,380,590,312,692,404,835,474,695,428,746,380,542,310,742,351,1473,724,3403,910,853,582,25281,1217,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1864216,3646,667565,7705,26894,2829,40726,2820,38610,3380,39831,3416,41477,3402,39769,3108,42744,3127,39510,3253,36670,3013,38987,3613,37223,2879,38629,2814,34510,2879,41490,3616,116719,5820,13776,1931,1196651,7950,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,184460,1930,69591,2772,4919,1039,6091,1399,3683,1068,5319,1194,4668,1106,4697,1028,5283,1245,4400,1015,3637,746,2628,763,4038,947,3933,881,3282,893,3834,1210,8357,1657,822,369,114869,2573,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
