GEO_ID,B16007_001E,B16007_001M,B16007_002E,B16007_002M,B16007_003E,B16007_003M,B16007_004E,B16007_004M,B16007_005E,B16007_005M,B16007_006E,B16007_006M,B16007_007E,B16007_007M,B16007_008E,B16007_008M,B16007_009E,B16007_009M,B16007_010E,B16007_010M,B16007_011E,B16007_011M,B16007_012E,B16007_012M,B16007_013E,B16007_013M,B16007_014E,B16007_014M,B16007_015E,B16007_015M,B16007_016E,B16007_016M,B16007_017E,B16007_017M,B16007_018E,B16007_018M,B16007_019E,B16007_019M,NAME,B16007_001MA,B16007_001EA,B16007_002EA,B16007_002MA,B16007_003EA,B16007_003MA,B16007_004MA,B16007_004EA,B16007_005EA,B16007_005MA,B16007_006MA,B16007_006EA,B16007_007EA,B16007_007MA,B16007_008EA,B16007_008MA,B16007_009MA,B16007_009EA,B16007_010MA,B16007_010EA,B16007_011MA,B16007_011EA,B16007_012MA,B16007_012EA,B16007_013EA,B16007_013MA,B16007_014EA,B16007_014MA,B16007_015MA,B16007_015EA,B16007_016MA,B16007_016EA,B16007_017MA,B16007_017EA,B16007_018EA,B16007_018MA,B16007_019MA,B16007_019EA,state
0400000US06,35504620,2553,6702496,2897,3643760,23951,2390180,20825,205337,9290,408846,8696,54373,6166,24202731,3400,13133965,38336,7183412,27769,1125461,23354,2518800,18764,241093,12341,4599393,2464,3003782,13776,728249,7114,292720,9583,537387,6301,37255,3805,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4850587,1857,894312,2284,719915,8443,138188,6999,15149,1963,12432,1928,8628,2404,3345336,2070,2771187,13019,393489,8773,79632,5490,68397,3966,32631,4734,610939,1661,533964,2941,46671,2119,18514,2585,9691,1087,2099,706,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3397277,984,599696,1056,470869,5951,76741,3721,33500,3121,11976,1702,6610,2665,2265557,1657,1723843,9715,279965,4955,175135,7882,60777,3520,25837,4636,532024,1152,447268,3370,25236,1092,51880,3345,5223,732,2417,629,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,860907,333,148735,513,127218,2050,15404,1755,4137,1018,1157,591,819,579,571359,665,491795,4252,42520,2763,19042,2719,13121,1763,4881,1407,140813,562,130499,1356,3061,698,5317,1055,1643,574,293,281,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,593321,267,70450,4,58321,1403,8303,1082,1803,708,614,351,1409,650,450970,316,372560,4591,35985,2858,20746,2897,8847,1637,12832,3178,71901,147,64006,1167,2904,439,3010,903,984,357,997,558,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18247223,3003,2930628,3674,2086057,13069,649599,9894,141449,6975,36033,3713,17490,3806,11807768,4222,8254806,22482,2620806,15829,639281,17163,212199,7346,80676,7176,3508827,3914,2815886,9695,463071,5123,179366,7786,36013,2564,14491,2082,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9248840,3638,1824642,4576,1557729,9831,188706,6859,35343,4315,28787,3155,14077,3249,6284842,4758,5385801,15071,511840,7673,184887,10644,148526,7938,53788,5734,1139356,3711,1068166,4142,25614,2491,25220,2684,15520,1591,4836,1408,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1303300,333,213868,402,174653,3847,3693,1165,1855,805,33325,3207,342,261,879009,817,654077,8251,18570,2728,14915,2576,189973,7553,1474,635,210423,784,147986,3367,1374,479,2956,796,58084,3080,23,38,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1481992,1847,311016,1857,275218,3555,30325,3264,3177,1515,1851,753,445,258,959944,1619,852019,5619,78084,4378,14299,2840,11876,1484,3666,1236,211032,1315,200102,1302,5112,913,3684,766,1023,485,1111,376,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12061228,2147,2249024,2964,1701779,9640,391670,7626,94728,6068,39725,3207,21122,3970,8116492,2685,6193175,16914,1105272,10354,487296,14592,250949,8201,79800,7320,1695712,2158,1437505,5611,87496,2416,117007,5477,41900,2053,11804,2290,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
