GEO_ID,C27009_001E,C27009_001M,C27009_002E,C27009_002M,C27009_003E,C27009_003M,C27009_004E,C27009_004M,C27009_005E,C27009_005M,C27009_006E,C27009_006M,C27009_007E,C27009_007M,C27009_008E,C27009_008M,C27009_009E,C27009_009M,C27009_010E,C27009_010M,C27009_011E,C27009_011M,C27009_012E,C27009_012M,C27009_013E,C27009_013M,C27009_014E,C27009_014M,C27009_015E,C27009_015M,C27009_016E,C27009_016M,C27009_017E,C27009_017M,C27009_018E,C27009_018M,C27009_019E,C27009_019M,C27009_020E,C27009_020M,C27009_021E,C27009_021M,NAME,C27009_001MA,C27009_001EA,C27009_002EA,C27009_002MA,C27009_003EA,C27009_003MA,C27009_004EA,C27009_004MA,C27009_005MA,C27009_005EA,C27009_006MA,C27009_006EA,C27009_007EA,C27009_007MA,C27009_008EA,C27009_008MA,C27009_009EA,C27009_009MA,C27009_010MA,C27009_010EA,C27009_011MA,C27009_011EA,C27009_012EA,C27009_012MA,C27009_013EA,C27009_013MA,C27009_014EA,C27009_014MA,C27009_015MA,C27009_015EA,C27009_016MA,C27009_016EA,C27009_017MA,C27009_017EA,C27009_018EA,C27009_018MA,C27009_019EA,C27009_019MA,C27009_020EA,C27009_020MA,C27009_021EA,C27009_021MA,state
0400000US06,37524274,5678,18510580,6787,4711947,3872,3766,959,4708181,4015,11816597,6723,239703,8545,11576894,11338,1982036,3012,246330,6163,1735706,6556,19013694,5371,4511541,3767,3393,1191,4508148,3875,11981784,4242,38860,3094,11942924,5033,2520369,2794,25135,2406,2495234,3587,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,626825,2688,918,551,625907,2832,1633437,3669,45573,2849,1587864,4084,268651,1391,40894,2269,227757,2537,2565853,3561,602183,2712,788,435,601395,2770,1636726,2764,10160,1506,1626566,3012,326944,1422,4170,810,322774,1571,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,405052,1503,0,193,405052,1503,1091233,2202,20077,2023,1071156,3034,219014,1191,36736,2103,182278,2532,1819320,2365,386773,1500,221,231,386552,1500,1141926,1728,2993,819,1138933,1813,290621,1391,2804,656,287817,1584,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,104302,816,0,182,104302,816,268894,960,6035,1095,262859,1379,61202,569,7858,934,53344,1135,468517,1018,100192,812,213,252,99979,842,292323,787,1101,644,291222,1112,76002,683,383,243,75619,708,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,54766,360,0,197,54766,360,207898,794,5576,1178,202322,1366,28210,316,3666,850,24544,902,330506,735,54416,271,0,197,54416,271,234492,636,899,445,233593,658,41598,482,468,361,41130,574,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,2032111,5212,2677,1425,2029434,5307,5633240,5919,202727,7641,5430513,9520,1542898,3018,297484,7587,1245414,7757,9802821,7129,1959032,5430,2859,1815,1956173,5825,5945373,4955,41109,3465,5904264,5781,1898416,3412,26210,2588,1872206,4216,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,1273249,6100,1101,569,1272148,6007,2939296,6247,90537,4970,2848759,7277,478988,2652,79755,3653,399233,4233,5027878,8176,1218912,6320,1315,716,1217597,6270,3177981,6012,22338,2440,3155643,6454,630985,2925,9141,1273,621844,3160,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,155075,898,79,126,154996,909,412707,2804,12511,1841,400196,3163,91335,939,10718,1243,80617,1528,682591,1728,147490,907,220,182,147270,922,420903,1332,1702,583,419201,1466,114198,669,500,232,113698,700,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,216859,2382,210,263,216649,2394,470784,2062,19645,2477,451139,2883,96869,875,19279,1746,77590,1844,791170,3288,207067,2312,0,187,207067,2312,474175,2041,3220,1003,470955,2275,109928,1077,1300,416,108628,1082,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,1560473,3036,1043,487,1559430,3167,3940161,4352,85930,4912,3854231,5184,703708,1879,106473,3136,597235,3394,6494029,5389,1498582,3071,1487,606,1497095,3129,4066344,4048,13610,1761,4052734,4391,929103,2947,7321,1142,921782,3157,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
