GEO_ID,B19101_001E,B19101_001M,B19101_002E,B19101_002M,B19101_003E,B19101_003M,B19101_004E,B19101_004M,B19101_005E,B19101_005M,B19101_006E,B19101_006M,B19101_007E,B19101_007M,B19101_008E,B19101_008M,B19101_009E,B19101_009M,B19101_010E,B19101_010M,B19101_011E,B19101_011M,B19101_012E,B19101_012M,B19101_013E,B19101_013M,B19101_014E,B19101_014M,B19101_015E,B19101_015M,B19101_016E,B19101_016M,B19101_017E,B19101_017M,NAME,B19101_001EA,B19101_001MA,B19101_002EA,B19101_002MA,B19101_003MA,B19101_003EA,B19101_004MA,B19101_004EA,B19101_005EA,B19101_005MA,B19101_006EA,B19101_006MA,B19101_007EA,B19101_007MA,B19101_008MA,B19101_008EA,B19101_009MA,B19101_009EA,B19101_010EA,B19101_010MA,B19101_011EA,B19101_011MA,B19101_012EA,B19101_012MA,B19101_013MA,B19101_013EA,B19101_014MA,B19101_014EA,B19101_015MA,B19101_015EA,B19101_016EA,B19101_016MA,B19101_017EA,B19101_017MA,state
0400000US18,1648172,14329,83803,4523,50333,3230,63936,3600,75591,3892,75918,4078,88760,4187,87863,3861,87482,3358,81175,4291,146316,5292,208118,5422,249061,6640,151430,5256,80319,4914,65107,3698,52960,3253,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796744,7245,29752,2528,21545,2231,24291,2386,32061,2577,36269,2272,35911,2787,36470,2675,39404,2842,34803,2146,76847,3355,105678,4229,133385,3802,81030,3482,44026,2673,35066,2422,30206,2082,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,727171,6574,24887,2234,20017,1785,25451,2245,35483,2369,31536,2540,36226,2390,35986,2431,33560,2509,33166,2538,67417,3150,90219,4081,110570,3979,74325,3144,41996,2634,33582,2268,32750,2252,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1140771,10522,75421,4252,52062,3319,59993,3376,60673,3247,59532,3707,61990,3355,53417,3513,61139,2928,52870,3013,98181,4194,133095,4880,154161,5554,95730,4142,49854,3106,39494,2648,33159,2233,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1125659,9109,73860,4583,56755,4378,61207,3599,59142,3838,57564,4029,59933,2903,52260,3374,54320,3540,47309,3680,87766,4426,114724,4885,149525,5694,98167,5043,54936,3475,51668,2931,46523,2732,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,346950,5393,14421,1753,10575,1368,13659,1715,17043,1664,17027,1835,18208,2102,17664,1749,18878,1939,14134,1392,35792,2591,42931,2815,52537,2537,32457,2106,16413,1611,12549,1437,12662,1427,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437113,10814,47178,3711,30903,3200,33309,3026,39090,3075,41146,3025,45278,3896,45696,3535,47976,3446,48665,3492,101057,5101,142744,5866,201239,5095,176248,6162,124501,4717,156263,4686,155820,4229,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1598867,12256,61609,3567,41870,3393,45671,3275,52858,3022,51843,3067,53856,2823,51408,3257,54587,3183,50672,3413,101735,4522,154855,6285,228759,6711,190019,6116,132763,5299,156055,5065,170307,5127,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2482612,15037,140198,5386,88363,4065,97376,4194,114763,4768,113143,4055,122837,4407,118853,4242,120517,4040,116672,4114,222355,4830,288585,6692,358926,6895,230892,6405,129297,4369,118933,3856,100902,3829,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1374436,9338,45717,2969,32013,2781,34205,2968,44342,2794,48029,3041,55654,3087,51344,2768,55942,2592,56665,2898,112770,4134,164854,5090,231525,4890,164431,5380,92885,3870,93833,4099,90227,3605,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,747620,9723,64787,4274,37786,3091,49382,3518,49436,3734,41363,2958,44644,3090,41439,3550,38880,3757,34068,2880,65127,3575,79411,4133,82030,4919,51312,3370,25726,2294,22299,2373,19930,2305,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1517231,12741,78231,4343,55233,4016,61216,3862,75175,4653,74061,3952,82305,4690,76383,3742,79331,3882,67737,3709,143796,6088,179801,6027,216034,6588,130780,5127,73632,3445,67767,3260,55749,3248,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,259650,5083,9958,1323,9574,1492,10576,1378,12738,1510,12178,1315,13767,1599,14121,1537,12640,1782,12073,1501,22698,1949,35209,2651,39276,2651,25305,2109,11339,1153,9350,1202,8848,1055,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,474564,6359,16366,1570,13466,1757,16756,1629,18776,1810,21476,2096,23193,2114,19937,1754,24605,1949,21608,2009,44667,2749,62499,3136,76603,3443,48299,3136,25547,2113,21848,1655,18918,1354,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,650833,9331,30087,2955,23662,2361,26311,2788,35599,2539,32237,2988,34026,3274,34086,2718,34530,3080,32253,2440,57988,3621,75866,4092,92372,4874,55636,3634,32270,2431,28518,2496,25392,1963,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,341718,5965,9269,1521,7799,1495,8061,1569,11880,1845,11473,1609,11963,1723,12101,1703,13420,1813,14121,1888,26378,2139,36204,2437,58379,3319,43020,3051,24956,2022,29321,2253,23373,2116,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2211642,11388,83008,4157,51447,3290,59644,3796,62573,3657,74382,3744,74514,4546,74400,3918,69357,3857,71663,4847,151352,5594,207944,6362,307051,8219,262467,6253,179081,4867,236456,6712,246303,5830,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501421,8215,38033,2761,24070,2379,26282,2504,28378,2533,29143,2703,29229,2551,23632,2231,23528,2485,21644,2122,39942,3247,51886,3107,63721,3134,39784,2717,22903,2306,23723,2402,15523,1539,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4587857,19910,239830,6093,159211,6714,179092,7204,194331,6729,182101,6110,192078,6952,182046,6261,184726,6474,169710,6495,342641,8167,457658,9732,606945,9834,467233,9983,307058,6949,343346,7889,379851,8274,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2472230,16171,147389,6793,93887,5056,111981,5847,134709,5653,130786,5563,135815,5636,120678,5029,126725,5455,116653,5051,212764,7596,272214,7082,338608,8438,205146,7672,115224,4777,104524,4757,105127,4641,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175380,3955,5488,922,3967,798,4849,1013,6786,1148,5960,956,7260,1157,7080,987,7334,1064,8034,1130,15607,1557,21209,1970,30061,2235,21596,1863,9941,971,9747,1362,10461,1314,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2913312,14675,163025,5768,102013,4588,113068,4732,132720,5163,125359,5161,138457,6360,141013,5143,145383,5508,133507,5105,259636,7311,350351,8059,430241,9604,271605,7445,147112,5611,138239,4926,121583,4486,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957067,7641,54695,2946,35133,2023,43410,2256,50771,2645,50238,2685,51982,2658,48389,2964,53431,2367,44587,2358,85215,3752,114922,4017,135219,4253,78636,3459,40232,2586,36578,2356,33629,2107,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,964892,8222,50466,3709,34150,2957,38328,3269,46169,3645,47050,2927,43317,2787,48048,3355,47513,3058,42609,3129,89047,4288,109502,4883,139729,5496,95109,4076,50803,3515,43921,2911,39131,2437,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3202089,14021,136161,5556,91599,4210,103304,4551,141062,4745,144254,4717,148121,4735,142394,4952,144601,5309,137964,4536,277570,7075,371114,7585,494286,9395,323166,6177,188681,5510,184709,5725,173103,4340,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257419,5346,11819,1736,6764,1446,6991,1123,10693,1516,9408,1506,11314,1514,9891,1517,10223,1428,10922,1583,18318,2109,29109,2557,38989,2775,30132,2335,18331,2003,18455,1912,16060,1677,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1204041,11533,77906,4318,49467,4116,60353,3919,70556,4473,63137,3900,68191,3868,63946,3890,61380,3826,55089,3670,105574,5066,135121,5397,155699,5534,96276,4525,50416,3263,48964,3036,41966,3090,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,206668,3783,8133,1149,5034,814,6801,1109,9622,1358,9526,1429,10091,1457,11329,1511,10549,1389,10461,1444,18231,1762,27177,2230,35572,2319,19165,1953,9745,1366,7947,1155,7285,1186,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1641665,13839,94766,5009,69089,4837,80334,4526,88547,4871,87927,4974,93606,4286,85593,5434,85578,4546,79953,4908,149111,5504,185298,5886,218647,7362,124676,5243,71830,3917,64602,3701,62108,3332,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6239195,24705,332612,8415,244565,7914,284416,8730,310993,8770,307254,8350,311223,8397,302778,9836,285760,8785,256339,8816,493226,10301,656986,12912,820110,16012,577046,10985,347016,9072,355362,9666,353509,7998,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,666661,6750,23745,2619,17293,2383,22523,2189,25232,2340,25938,2140,29458,2389,29460,2319,32995,2621,31513,2839,60288,3546,91774,4058,109076,4268,68002,3471,39538,2598,32494,2245,27332,2323,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,160878,3335,5220,1023,4344,956,4709,946,5865,839,5919,745,7076,1037,7743,1122,8456,1222,8003,938,14659,1179,19942,1534,26791,1833,17235,1428,9893,1002,7320,1030,7703,843,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2044422,13958,77443,4485,50820,3866,63806,4270,70784,3744,78755,4105,79779,4305,80709,4040,83426,4114,76811,4452,155679,5532,209843,7792,292891,7194,209459,6253,148574,5721,174711,5660,190932,4784,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1687786,13965,68974,4429,43489,3247,48713,4088,64345,4225,60544,3576,69227,4284,65469,3799,76454,4189,71858,4160,141355,4849,195509,6136,250596,6515,187466,5974,121653,4395,116266,4537,105868,4173,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,471536,7578,30014,2654,18966,1991,22905,2522,27007,2872,27744,2280,26994,2605,25478,1918,27159,2295,22925,2098,42578,2751,55193,3417,66941,3451,35156,2572,16876,1767,14126,1449,11474,1307,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1461573,10805,56751,3409,38493,3094,44338,2906,56318,3215,62197,3314,64880,2566,69173,3098,69289,3592,69178,3336,132921,4451,187570,4785,243421,6333,159722,4079,81866,3829,65957,3291,59499,3035,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,146745,3551,5633,969,3608,870,3696,1010,4955,950,4967,1011,6790,1206,6018,1152,6851,1169,6938,1314,13323,1601,17797,2187,26539,2172,16684,1814,8922,1574,9291,1391,4733,1017,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,895380,12009,210921,6652,92149,4297,98426,5374,79810,3848,65566,4313,57613,3640,47722,3276,41009,3138,33212,2977,48619,4320,47295,3061,35882,2758,15265,1859,7669,1187,8621,1506,5601,1231,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1233937,11653,82813,4214,56111,3579,62095,3629,67898,4021,66616,3868,64961,3914,68349,4101,58382,3296,52448,3387,103820,4783,133883,5408,167192,6503,103111,4862,56128,3604,50963,3009,39167,2779,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,166400,3894,4627,918,3300,729,4381,894,5322,958,5705,1232,5306,1009,5877,1122,5431,977,4699,859,12999,1700,19138,2013,27859,2447,21545,2057,13307,1422,15349,1643,11555,1286,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1560687,15808,88819,4331,57913,3837,61841,3857,81542,4386,76895,4531,88046,4860,78807,4507,81832,4722,71532,3932,131794,6203,176472,6838,203514,7168,145738,5723,77155,4332,74096,3752,64691,3293,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758601,8707,45440,3101,34180,2519,39974,3081,49279,3328,43189,2776,46250,3071,39461,2813,42113,2973,36867,2878,73572,4061,85860,3954,93778,3894,56509,3553,28740,2642,22425,2378,20964,2117,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
