GEO_ID,B17009_001E,B17009_001M,B17009_002E,B17009_002M,B17009_003E,B17009_003M,B17009_004E,B17009_004M,B17009_005E,B17009_005M,B17009_006E,B17009_006M,B17009_007E,B17009_007M,B17009_008E,B17009_008M,B17009_009E,B17009_009M,B17009_010E,B17009_010M,B17009_011E,B17009_011M,B17009_012E,B17009_012M,B17009_013E,B17009_013M,B17009_014E,B17009_014M,B17009_015E,B17009_015M,B17009_016E,B17009_016M,B17009_017E,B17009_017M,B17009_018E,B17009_018M,B17009_019E,B17009_019M,B17009_020E,B17009_020M,B17009_021E,B17009_021M,NAME,B17009_001EA,B17009_001MA,B17009_002EA,B17009_002MA,B17009_003EA,B17009_003MA,B17009_004EA,B17009_004MA,B17009_005MA,B17009_005EA,B17009_006MA,B17009_006EA,B17009_007MA,B17009_007EA,B17009_008EA,B17009_008MA,B17009_009MA,B17009_009EA,B17009_010MA,B17009_010EA,B17009_011MA,B17009_011EA,B17009_012MA,B17009_012EA,B17009_013EA,B17009_013MA,B17009_014EA,B17009_014MA,B17009_015MA,B17009_015EA,B17009_016MA,B17009_016EA,B17009_017MA,B17009_017EA,B17009_018MA,B17009_018EA,B17009_019EA,B17009_019MA,B17009_020MA,B17009_020EA,B17009_021MA,B17009_021EA,state
0400000US06,6676494,53404,1859206,27099,77255,5171,30091,2816,47164,4245,629022,16402,215814,7553,413208,12664,1152929,18950,522867,9925,630062,15862,4817288,41004,2602863,29946,1579998,17973,1022865,21129,1083821,19802,653383,13489,430438,12312,1130604,15295,964718,12955,165886,7223,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1061264,16630,263577,9275,16527,2354,6394,1184,10133,1901,125127,6563,54547,3745,70580,4885,121923,5924,70966,3920,50957,4497,797687,13467,464157,10425,320476,7677,143681,6562,170911,7575,118399,5305,52512,4113,162619,4661,147042,4017,15577,2001,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,639084,13755,132964,6560,4771,1261,2604,868,2167,847,40591,3158,15796,1893,24795,2547,87602,4998,52304,3846,35298,2904,506120,11298,258404,8515,181741,5865,76663,4929,107333,5140,74782,3725,32551,2944,140383,5554,128216,4954,12167,1846,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,171057,6547,40066,3847,1354,572,827,473,527,353,14443,2256,4812,1215,9631,1865,24269,2527,13502,1705,10767,1735,130991,5562,69063,4876,47457,3214,21606,2886,25240,2949,16239,1779,9001,1979,36688,2803,31878,2515,4810,1118,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,232131,6533,48439,4201,2294,657,1669,576,625,323,17283,2152,6577,899,10706,2003,28862,3035,16528,2364,12334,1780,183692,5895,126629,5236,86226,3559,40403,3528,33937,3485,21398,2108,12539,2226,23126,1748,21771,1679,1355,481,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3870063,35129,1053924,20652,52045,4609,26479,3060,25566,3330,334331,12019,135953,6633,198378,10092,667548,15775,361941,9331,305607,12138,2816139,30021,1426726,22431,954342,14176,472384,14456,512591,12839,344740,8307,167851,8596,876822,16002,776266,12899,100556,6426,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1613738,21931,468945,10818,25306,2919,12938,1835,12368,1982,155145,7116,68702,4612,86443,4972,288494,8730,171789,6132,116705,5815,1144793,18322,666711,15966,480812,12197,185899,9131,197094,7260,134621,5195,62473,4839,280988,7929,257820,7291,23168,2634,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,240201,7998,56446,3703,2578,844,1239,586,1339,607,16391,1820,5214,995,11177,1749,37477,3351,16974,1854,20503,2657,183755,6710,101684,4612,58900,3396,42784,3000,38992,3423,22745,2210,16247,2194,43079,3348,33511,2640,9568,1943,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,263938,8642,78966,4407,2936,886,1180,478,1756,667,39409,3363,16178,2093,23231,2559,36621,2922,22251,2215,14370,1890,184972,7519,92579,4952,63237,3855,29342,3255,39730,3445,26615,2715,13115,1880,52663,3341,47737,2759,4926,1187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2299936,23426,584975,13675,25916,2790,15189,1909,10727,1885,208046,8641,97411,5063,110635,5867,351013,9545,204071,7159,146942,6130,1714961,20254,957904,17862,691153,11420,266751,10483,310296,9083,223028,6800,87268,4908,446761,6757,418322,6759,28439,2183,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
