GEO_ID,B17020I_001E,B17020I_001M,B17020I_002E,B17020I_002M,B17020I_003E,B17020I_003M,B17020I_004E,B17020I_004M,B17020I_005E,B17020I_005M,B17020I_006E,B17020I_006M,B17020I_007E,B17020I_007M,B17020I_008E,B17020I_008M,B17020I_009E,B17020I_009M,B17020I_010E,B17020I_010M,B17020I_011E,B17020I_011M,B17020I_012E,B17020I_012M,B17020I_013E,B17020I_013M,B17020I_014E,B17020I_014M,B17020I_015E,B17020I_015M,B17020I_016E,B17020I_016M,B17020I_017E,B17020I_017M,NAME,B17020I_001EA,B17020I_001MA,B17020I_002MA,B17020I_002EA,B17020I_003MA,B17020I_003EA,B17020I_004EA,B17020I_004MA,B17020I_005EA,B17020I_005MA,B17020I_006EA,B17020I_006MA,B17020I_007EA,B17020I_007MA,B17020I_008MA,B17020I_008EA,B17020I_009EA,B17020I_009MA,B17020I_010MA,B17020I_010EA,B17020I_011EA,B17020I_011MA,B17020I_012EA,B17020I_012MA,B17020I_013MA,B17020I_013EA,B17020I_014MA,B17020I_014EA,B17020I_015EA,B17020I_015MA,B17020I_016EA,B17020I_016MA,B17020I_017EA,B17020I_017MA,state
0400000US06,14280241,7863,3420051,47555,445922,9512,99240,5810,508779,13307,449919,11051,1782599,25249,75889,4078,57703,3082,10860190,48240,892042,10382,173716,7486,1034410,15006,1102318,12209,6970774,26016,411345,4487,275585,3323,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1060796,2488,262610,13912,35912,3514,6170,1283,45262,4171,30447,3252,133458,6985,6119,1145,5242,1011,798186,13749,72366,3445,12979,2226,91293,5443,80656,3924,493153,7053,31708,1299,16031,1178,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,496214,1504,136942,8304,16204,2057,3130,875,19667,2362,17749,2232,72949,5232,4868,888,2375,614,359272,8170,29978,2038,5560,1233,34317,2645,37251,2528,234528,5165,11781,1223,5857,684,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,77200,536,18153,3555,3387,963,459,334,2945,923,2202,994,8814,1654,177,166,169,158,59047,3592,5714,949,662,361,6172,1251,6886,1235,36969,1728,1613,440,1031,392,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,61358,571,13550,2668,1888,597,410,426,1484,646,988,584,8484,1598,126,150,170,180,47808,2685,4341,600,861,505,2460,619,2429,748,34797,1590,1999,235,921,309,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4418500,4923,988945,29912,101338,5928,23636,2777,117777,7509,107656,6710,535821,18686,53765,3948,48952,4170,3429555,28909,210137,6104,47235,3780,256574,8360,262690,7654,2284721,18504,210967,4294,157231,4498,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,883949,3950,283395,17776,48802,4400,9748,1818,53465,4936,32082,3729,135718,9351,2109,835,1471,728,600554,17458,62052,4246,11251,2165,62651,4476,54369,4486,387500,9723,13359,2022,9372,1565,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,126195,1311,24045,4063,3543,880,986,576,4774,1428,2681,859,11709,2026,303,201,49,48,102150,4112,12607,921,2266,777,9737,1349,9904,1304,62003,2268,3527,380,2106,383,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,180727,772,51598,7311,8168,1639,1433,613,10026,1955,6756,1968,23683,3696,817,358,715,519,129129,7275,12718,1847,2580,1032,16134,2283,15061,1882,77856,3591,3619,910,1161,405,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2066598,3493,442477,20221,60524,4285,13001,1926,72100,6187,55245,4503,226311,9610,9623,1531,5673,1188,1624121,20723,144577,4191,31195,2621,174989,7070,170529,5674,1025593,10087,49910,1999,27328,1536,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,399798,1612,114605,8328,21739,2319,5013,1232,20393,2381,13162,1923,52340,4520,1041,443,917,422,285193,8464,25932,2161,5764,1123,31120,3109,33068,2265,176337,4708,7550,1051,5422,819,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,155489,1767,40364,5245,6916,1209,1040,480,6467,1530,5671,1802,19707,2472,510,391,53,65,115125,5198,11825,1475,2439,622,15206,1811,15392,1958,66435,3080,2012,716,1816,708,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,307847,1209,80140,6861,14021,1915,2771,944,13410,2200,10552,1351,38296,3940,783,379,307,178,227707,6879,23543,1858,6231,1060,27243,2263,25674,2022,135866,3981,6309,979,2841,846,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,129206,1790,40234,5074,7771,1329,1540,528,6112,1427,4231,1191,19925,2676,330,241,325,221,88972,5492,7504,1409,1846,736,10832,1683,8045,1455,56952,3266,2288,713,1505,497,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,200888,1430,45881,5374,6381,1188,1451,516,5152,1404,4213,1200,25538,3173,1412,672,1734,687,155007,5494,12639,1612,3414,885,13217,1682,13278,1974,101360,3355,5770,745,5329,1064,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17156,751,5035,1452,984,592,133,131,620,296,504,369,2570,938,108,151,116,156,12121,1498,1193,561,280,230,1257,488,1357,581,7419,916,307,164,308,223,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,500783,1454,67666,7697,10770,2150,1912,658,7753,1635,6554,1596,38537,4613,826,457,1314,688,433117,7932,42795,2427,10779,1667,42968,2383,36148,2032,283333,4787,10648,1002,6446,1052,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,650568,2526,201088,11031,25692,2058,5018,1303,26083,2567,25331,2735,107855,6461,7840,1130,3269,764,449480,10718,36932,2286,9062,1721,40209,2856,46544,3191,296486,6418,12819,1264,7428,862,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,444908,1436,130778,7976,19575,1799,3996,1007,20416,2381,16365,2166,67300,4626,1753,541,1373,523,314130,8169,26213,1715,6049,1256,38793,2916,39002,2229,184729,4753,10978,1234,8366,1004,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,257735,907,66186,6229,12727,1759,2175,849,10824,1856,6370,1307,33346,3390,186,153,558,320,191549,6252,19901,1899,5041,1026,27065,1610,21308,1580,111193,3484,4728,966,2313,557,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72902,2360,25138,4055,3428,1026,820,411,3650,1002,3947,1163,12669,2242,290,211,334,388,47764,4330,5155,1350,1560,653,4098,1249,4502,1086,30824,2999,887,513,738,465,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,214670,1959,64160,5768,11383,1661,1880,616,9628,1626,7388,1642,32415,3363,656,339,810,420,150510,6106,12945,1707,3697,1056,15920,2010,17404,1932,92563,3834,5629,871,2352,642,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,30437,437,8471,1704,873,406,234,185,1693,584,1438,496,3760,1111,256,275,217,198,21966,1694,1708,628,285,186,2902,623,1555,570,14132,1252,918,438,466,283,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,174768,1068,46854,5373,8566,1597,1613,599,8338,1653,4604,1213,23037,3010,344,261,352,354,127914,5347,14901,1522,2692,803,16309,1791,14023,1393,75865,3156,2817,756,1307,460,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,743220,1269,184070,11672,27047,2784,5697,1264,28060,3132,23332,2517,94709,6152,3204,926,2021,596,559150,11869,48460,3085,10376,1645,58451,4108,62267,3743,351309,6267,18226,1034,10061,772,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,38621,1153,9807,2922,1700,845,636,571,1526,755,1726,760,3934,1347,132,168,153,248,28814,2719,2405,718,556,398,3498,794,2259,741,18448,1631,891,429,757,371,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1616927,2292,320305,16272,41308,3879,7335,1402,39704,3471,38791,3195,172960,9985,11493,1385,8714,1357,1296622,16307,99487,3773,22361,2327,114612,4476,110234,4167,865934,10192,53158,1672,30836,1504,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,959720,1730,245320,10627,31995,2586,6153,1206,37303,3387,26257,2730,125942,6575,9801,1489,7869,1429,714400,10700,51106,2532,10748,1805,68001,3803,66906,3868,442817,6487,44097,1673,30725,1641,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3481713,3816,928491,23113,102818,5204,18882,2116,111412,4880,108231,5636,517946,13854,38224,3149,30978,2282,2553222,23256,187978,5586,35417,2820,196476,6505,212885,6267,1720083,13371,125328,3248,75055,2541,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,827355,3111,280646,15972,46218,3932,10797,2123,51391,4814,32577,3382,135950,8021,2156,816,1557,607,546709,16346,53206,3964,13710,1952,64063,4743,51376,3805,347729,8617,12150,1458,4475,873,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,15440,662,3107,1048,470,360,102,102,434,319,109,104,1840,649,57,89,95,116,12333,1342,1865,484,367,229,876,301,1353,506,7667,891,158,189,47,60,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,363466,2367,107675,6908,18663,1933,4350,826,17243,2194,13030,1821,52072,3579,1671,509,646,296,255791,7397,23495,2169,6123,945,27671,2225,26355,2483,156491,4452,8917,1158,6739,916,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,346867,1376,99856,6513,17282,1678,3933,751,19020,2197,11521,1552,45826,3406,1315,519,959,310,247011,6845,25641,1602,5435,1044,29408,2338,25779,1894,152119,3745,5500,913,3129,786,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,465462,1532,140360,9580,22442,2620,4182,1066,25342,2983,15644,2504,70458,5303,1223,467,1069,396,325102,9742,29620,2534,6614,1386,37930,3072,39830,3082,198496,5546,7899,1158,4713,931,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,752841,1976,251810,10787,36529,2685,7153,1544,37525,3464,34363,3232,127884,5568,5437,1093,2919,958,501031,10783,45074,2669,9502,1564,52780,3601,49442,3311,317250,5828,17635,1536,9348,904,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,135712,557,44789,5440,6815,1252,383,333,6569,1456,5871,1516,22736,3267,1754,491,661,358,90923,5458,6722,1254,1229,574,8593,1530,10617,1920,59816,3234,2382,561,1564,465,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,239874,2795,71257,6441,14208,2301,3068,964,13317,2116,5551,1185,33835,3366,939,524,339,303,168617,6548,15897,1927,2690,1071,20504,2468,11709,1620,111443,4111,4365,928,2009,764,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23548,1008,6415,1470,1424,408,460,247,710,422,579,310,3177,982,51,87,14,43,17133,1559,1305,497,417,312,2379,508,2267,649,10039,917,482,311,244,182,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,300705,2877,105752,8309,19989,2708,4125,1218,18418,2586,11069,1396,50689,4659,890,524,572,394,194953,7950,18962,2603,3262,1123,20672,2192,19470,1814,124826,4872,3754,996,4007,1062,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9770077,6858,2559495,43311,370644,10979,75822,4461,406929,12605,333624,10569,1239844,24625,72372,4332,60260,3009,7210582,43038,604899,11228,125659,6295,744742,11868,722380,12334,4560392,25178,285437,4830,167073,3462,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,371240,1803,105674,10995,17467,2914,4099,1125,17833,2820,14535,2357,49343,5711,1380,555,1017,508,265566,11438,28487,2948,5727,1221,29561,2638,28565,2918,162748,5653,6757,704,3721,844,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8199,530,1368,518,62,81,15,27,141,122,257,215,787,355,106,134,0,143,6831,533,542,219,133,111,1008,390,416,246,4074,529,235,226,423,206,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,666930,4133,107530,10212,14921,2377,2836,854,14067,2673,10149,2252,62946,6317,1635,679,976,540,559400,10763,56627,2646,11119,1771,55903,3087,51656,3424,363530,7639,13314,1421,7251,989,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,791047,1829,205678,14496,34808,3339,6262,1396,36890,3697,28554,3245,95822,7364,1739,591,1603,552,585369,14767,59135,3505,11032,1834,64131,4199,67420,3899,362089,7536,15418,1438,6144,834,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21809,1620,4892,1335,1268,724,45,45,485,268,567,314,2408,744,81,141,38,56,16917,1859,2944,764,319,211,1629,569,1114,475,9396,1269,913,333,602,354,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,344123,1509,97225,7351,17094,1974,3978,850,16497,2339,11936,1848,45635,3448,1211,499,874,589,246898,7331,25150,2117,5377,1221,29394,2059,28481,2274,148895,3547,5907,669,3694,698,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,53153,685,10113,2140,1536,548,592,339,1559,679,670,365,5528,1247,72,85,156,287,43040,2331,3527,788,689,414,4310,970,4821,972,26321,1373,1875,748,1497,813,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3599379,4181,1619131,27230,128698,4114,24587,2905,155125,6337,163490,6857,920288,17940,128166,4337,98777,4343,1980248,27226,77840,4231,19566,2610,122624,5251,145105,5997,1272468,17789,203487,4405,139158,4266,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,180436,3260,62317,6593,10912,1898,2783,957,12594,2111,5420,1117,29654,3918,543,442,411,364,118119,6461,15495,2395,2577,814,12277,2192,8712,1337,75055,3731,2694,591,1309,494,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41957,553,4945,1847,1002,516,98,106,913,543,648,369,2269,856,15,27,0,143,37012,1963,3560,628,697,338,4403,768,3576,628,23417,1022,931,290,428,391,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1922720,3042,558414,19141,75906,4837,17587,1915,90990,5316,75159,5279,277387,10370,13018,1868,8367,1276,1364306,19243,116906,4644,24778,2458,146151,5543,147612,5983,841728,10546,53220,2066,33911,1667,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,193371,1288,61378,6405,10150,1513,1621,638,12229,1817,8223,1477,28592,3651,552,392,11,15,131993,6356,12951,1698,3104,980,15886,2553,14577,2302,81931,3661,2922,934,622,322,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
