GEO_ID,C19037I_001E,C19037I_001M,C19037I_002E,C19037I_002M,C19037I_003E,C19037I_003M,C19037I_004E,C19037I_004M,C19037I_005E,C19037I_005M,C19037I_006E,C19037I_006M,C19037I_007E,C19037I_007M,C19037I_008E,C19037I_008M,C19037I_009E,C19037I_009M,C19037I_010E,C19037I_010M,C19037I_011E,C19037I_011M,C19037I_012E,C19037I_012M,C19037I_013E,C19037I_013M,C19037I_014E,C19037I_014M,C19037I_015E,C19037I_015M,C19037I_016E,C19037I_016M,C19037I_017E,C19037I_017M,C19037I_018E,C19037I_018M,C19037I_019E,C19037I_019M,C19037I_020E,C19037I_020M,C19037I_021E,C19037I_021M,C19037I_022E,C19037I_022M,C19037I_023E,C19037I_023M,C19037I_024E,C19037I_024M,C19037I_025E,C19037I_025M,C19037I_026E,C19037I_026M,C19037I_027E,C19037I_027M,C19037I_028E,C19037I_028M,C19037I_029E,C19037I_029M,C19037I_030E,C19037I_030M,C19037I_031E,C19037I_031M,C19037I_032E,C19037I_032M,C19037I_033E,C19037I_033M,C19037I_034E,C19037I_034M,C19037I_035E,C19037I_035M,C19037I_036E,C19037I_036M,C19037I_037E,C19037I_037M,C19037I_038E,C19037I_038M,C19037I_039E,C19037I_039M,C19037I_040E,C19037I_040M,C19037I_041E,C19037I_041M,C19037I_042E,C19037I_042M,C19037I_043E,C19037I_043M,C19037I_044E,C19037I_044M,C19037I_045E,C19037I_045M,NAME,C19037I_001EA,C19037I_001MA,C19037I_002EA,C19037I_002MA,C19037I_003MA,C19037I_003EA,C19037I_004EA,C19037I_004MA,C19037I_005EA,C19037I_005MA,C19037I_006EA,C19037I_006MA,C19037I_007MA,C19037I_007EA,C19037I_008EA,C19037I_008MA,C19037I_009MA,C19037I_009EA,C19037I_010EA,C19037I_010MA,C19037I_011EA,C19037I_011MA,C19037I_012MA,C19037I_012EA,C19037I_013EA,C19037I_013MA,C19037I_014MA,C19037I_014EA,C19037I_015MA,C19037I_015EA,C19037I_016EA,C19037I_016MA,C19037I_017EA,C19037I_017MA,C19037I_018MA,C19037I_018EA,C19037I_019EA,C19037I_019MA,C19037I_020MA,C19037I_020EA,C19037I_021EA,C19037I_021MA,C19037I_022EA,C19037I_022MA,C19037I_023MA,C19037I_023EA,C19037I_024EA,C19037I_024MA,C19037I_025MA,C19037I_025EA,C19037I_026MA,C19037I_026EA,C19037I_027EA,C19037I_027MA,C19037I_028EA,C19037I_028MA,C19037I_029MA,C19037I_029EA,C19037I_030MA,C19037I_030EA,C19037I_031MA,C19037I_031EA,C19037I_032EA,C19037I_032MA,C19037I_033EA,C19037I_033MA,C19037I_034MA,C19037I_034EA,C19037I_035EA,C19037I_035MA,C19037I_036MA,C19037I_036EA,C19037I_037EA,C19037I_037MA,C19037I_038MA,C19037I_038EA,C19037I_039EA,C19037I_039MA,C19037I_040EA,C19037I_040MA,C19037I_041MA,C19037I_041EA,C19037I_042MA,C19037I_042EA,C19037I_043EA,C19037I_043MA,C19037I_044MA,C19037I_044EA,C19037I_045EA,C19037I_045MA,state
0400000US06,3504293,15006,154946,5671,22123,2412,15464,2029,30983,2600,24871,2172,26249,2636,21116,2131,7941,1596,4741,1033,1126,656,332,246,1682566,14811,103222,5305,89432,4631,237231,7782,217316,7806,290319,9977,325342,9479,183712,6720,167809,7058,44514,3476,23669,2627,1285926,10703,68742,3392,67599,4307,142686,6271,142983,5599,204913,6824,252845,6802,161706,6311,157854,5564,52746,3343,33852,2896,380855,5163,36096,2572,46721,3129,70240,2985,48105,2630,57127,3145,53511,2597,29163,2169,28178,2339,6260,975,5454,960,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,307342,5118,24138,2701,3721,930,1650,728,6952,1460,3304,894,3838,1149,3098,924,1036,538,249,250,290,293,0,189,148517,4090,11261,1681,7872,1402,21124,2141,23098,2631,26616,2686,26218,2700,15660,2242,12916,1889,2105,746,1647,604,99321,3075,10340,1593,6662,1380,11220,1682,10319,1577,13463,1439,18142,1796,13329,1516,10900,1944,3201,724,1745,518,35366,1779,4696,946,4127,866,7674,980,4176,902,5405,868,4478,911,2661,559,1712,481,377,206,60,48,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,150939,3407,8478,1370,2362,705,1273,654,1035,498,953,558,1357,578,1171,519,182,215,145,184,0,193,0,193,74650,3454,7921,1321,5240,1152,10998,1986,8938,1622,11176,2161,13191,1936,6413,1431,6559,1098,2827,1042,1387,500,53297,1963,7859,1541,3534,955,5949,1351,6612,1362,6101,1184,8044,1395,5367,1240,5168,841,2236,696,2427,681,14514,1365,3480,909,3074,843,2501,636,1097,443,1168,476,977,387,810,368,835,455,208,157,364,284,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,19698,1375,1312,535,130,178,0,182,0,182,163,151,580,375,326,345,0,182,113,184,0,182,0,182,10576,1082,902,592,709,473,937,504,1807,704,1621,534,2245,754,1006,402,985,600,318,251,46,77,6779,950,716,367,225,269,703,527,360,244,1023,565,1232,561,1155,492,789,365,220,181,356,327,1031,346,110,116,13,22,137,140,189,164,87,110,457,241,0,182,29,48,0,182,9,17,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20748,1813,1498,582,280,268,210,285,20,34,483,366,184,187,20,34,104,174,73,122,0,197,124,208,11580,1568,834,580,604,425,939,553,1290,589,1991,743,1576,604,1035,560,1682,670,718,364,911,523,6207,836,331,352,101,162,675,454,435,457,1335,663,1051,557,259,227,1105,564,570,406,345,244,1463,512,158,135,0,197,53,87,91,161,287,257,303,213,0,197,145,198,144,240,282,256,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1328169,11752,52130,4290,8845,1667,5221,1357,10793,1654,9526,1824,7870,1823,6915,1288,1302,642,1269,639,389,370,0,211,557104,9453,42631,4119,31434,2611,76063,5009,79109,5555,98961,5708,102644,5562,56124,3954,46317,3920,12675,2126,11146,1930,491734,8133,39048,3249,24565,2797,68817,4456,64791,3865,77588,4642,86027,4623,52124,3716,46732,3081,15600,1962,16442,2074,227201,5804,40568,3131,31629,2870,48609,2994,29811,2513,27045,2095,24277,2105,11778,1478,8433,1435,2439,701,2612,605,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,221261,5678,17164,2591,2881,1081,1176,582,5481,1452,3140,1145,3055,924,811,524,478,312,142,167,0,208,0,208,131730,4717,12344,2567,9201,1908,27827,3175,19350,2745,18005,2673,22653,2646,11242,2008,7502,1597,2510,792,1096,523,61123,4072,3508,1040,2436,981,7491,1873,7456,1638,11820,1573,11966,2000,6140,1492,6001,1647,2414,1035,1891,735,11244,1381,1097,594,1366,636,2006,737,1178,505,2101,772,1462,618,1364,573,290,213,273,242,107,124,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,32646,2004,2549,693,23,42,207,254,860,643,132,136,460,279,806,546,15,19,46,61,0,177,0,177,16663,1497,793,398,894,572,2031,835,1519,727,3097,896,2600,707,2780,830,2018,637,621,345,310,191,10048,1236,588,402,1069,567,991,438,354,219,1774,670,1773,622,1346,598,1458,450,287,185,408,240,3386,561,217,168,420,315,159,139,452,265,199,141,966,374,346,205,400,238,60,104,167,201,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,44979,2277,4921,1382,1420,780,0,187,1512,761,441,345,792,519,481,445,71,129,204,205,0,187,0,187,23719,2110,2289,950,1107,620,3897,1094,4568,1049,4279,1276,4654,1120,1879,872,868,651,178,148,0,187,12724,1675,671,382,372,253,2196,924,2464,806,2048,744,2774,825,943,450,793,439,214,193,249,227,3615,840,577,401,419,316,1202,513,347,236,541,302,227,194,124,153,178,182,0,187,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,526736,7799,25750,2824,4838,1122,1801,649,4711,1171,4427,1162,4044,1086,4112,968,1427,604,390,332,0,179,0,179,277213,6619,14020,1967,13447,2039,39245,3168,39792,3481,52112,4443,55216,4061,30930,2557,23927,2925,5597,1091,2927,819,179133,4171,10711,1416,5023,1057,16991,1760,19967,2087,29785,2441,40145,3003,24428,2018,21063,2040,6418,1156,4602,960,44640,2022,6393,1201,4329,1066,7826,1206,6933,1220,5959,1095,5022,980,3459,904,2973,792,894,410,852,593,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
