GEO_ID,C16010_001E,C16010_001M,C16010_002E,C16010_002M,C16010_003E,C16010_003M,C16010_004E,C16010_004M,C16010_005E,C16010_005M,C16010_006E,C16010_006M,C16010_007E,C16010_007M,C16010_008E,C16010_008M,C16010_009E,C16010_009M,C16010_010E,C16010_010M,C16010_011E,C16010_011M,C16010_012E,C16010_012M,C16010_013E,C16010_013M,C16010_014E,C16010_014M,C16010_015E,C16010_015M,C16010_016E,C16010_016M,C16010_017E,C16010_017M,C16010_018E,C16010_018M,C16010_019E,C16010_019M,C16010_020E,C16010_020M,C16010_021E,C16010_021M,C16010_022E,C16010_022M,C16010_023E,C16010_023M,C16010_024E,C16010_024M,C16010_025E,C16010_025M,C16010_026E,C16010_026M,C16010_027E,C16010_027M,C16010_028E,C16010_028M,C16010_029E,C16010_029M,C16010_030E,C16010_030M,C16010_031E,C16010_031M,C16010_032E,C16010_032M,C16010_033E,C16010_033M,C16010_034E,C16010_034M,C16010_035E,C16010_035M,C16010_036E,C16010_036M,C16010_037E,C16010_037M,NAME,C16010_001MA,C16010_001EA,C16010_002MA,C16010_002EA,C16010_003MA,C16010_003EA,C16010_004EA,C16010_004MA,C16010_005EA,C16010_005MA,C16010_006EA,C16010_006MA,C16010_007MA,C16010_007EA,C16010_008MA,C16010_008EA,C16010_009EA,C16010_009MA,C16010_010EA,C16010_010MA,C16010_011EA,C16010_011MA,C16010_012EA,C16010_012MA,C16010_013MA,C16010_013EA,C16010_014MA,C16010_014EA,C16010_015EA,C16010_015MA,C16010_016EA,C16010_016MA,C16010_017EA,C16010_017MA,C16010_018MA,C16010_018EA,C16010_019MA,C16010_019EA,C16010_020EA,C16010_020MA,C16010_021EA,C16010_021MA,C16010_022EA,C16010_022MA,C16010_023EA,C16010_023MA,C16010_024MA,C16010_024EA,C16010_025MA,C16010_025EA,C16010_026EA,C16010_026MA,C16010_027EA,C16010_027MA,C16010_028EA,C16010_028MA,C16010_029MA,C16010_029EA,C16010_030MA,C16010_030EA,C16010_031EA,C16010_031MA,C16010_032EA,C16010_032MA,C16010_033EA,C16010_033MA,C16010_034EA,C16010_034MA,C16010_035MA,C16010_035EA,C16010_036MA,C16010_036EA,C16010_037EA,C16010_037MA,state
0400000US06,24779784,3987,4586733,26712,2458457,22726,386997,11573,1841615,19284,229845,8302,2128276,21248,618507,12604,1125065,16197,384704,10251,5107967,32360,3099726,26819,1603114,18602,1105996,18975,390616,10857,2008241,20853,1307036,16070,404086,9510,297119,7907,7424555,29590,5031432,28674,3298216,26056,1062554,16038,670662,11485,2393123,17755,1772484,17406,300346,8918,320293,8465,7660529,34102,5762433,30356,3738784,25310,558403,13969,1465246,19118,1898096,19672,1277327,17031,119745,5747,501024,11525,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3444654,3718,323935,9397,173777,7483,69249,4964,93866,4697,10662,2072,150158,5473,82908,4096,54873,3295,12377,2076,752200,13142,467775,9591,385423,9982,63828,4603,18524,2151,284425,8140,242082,6791,29717,2511,12626,1657,1077513,13205,765511,11317,673979,10045,59503,4565,32029,2962,312002,6238,278558,6086,19567,2417,13877,1710,1291006,15098,996793,14203,892613,12963,37726,2964,66454,5310,294213,7022,265115,6688,11661,1670,17437,2071,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2457978,1904,249186,8063,106757,4912,47896,3332,39936,3567,18925,2109,142429,5553,83767,4308,34774,2837,23888,2755,682207,10667,424508,9940,323694,8142,57064,3837,43750,3653,257699,6418,212291,6128,21072,2042,24336,2289,615448,10227,454666,9393,366430,9619,46552,4074,41684,2938,160782,4269,134608,4122,10860,1615,15314,1956,911137,10938,711612,10545,581977,10446,37314,3112,92321,4869,199525,5174,165281,4993,7453,1707,26791,2353,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,618612,1103,71301,4396,31064,2926,21289,2475,8438,1695,1337,604,40237,3008,34175,2856,3143,974,2919,755,194904,5422,119196,4682,107916,4669,7306,1351,3974,1333,75708,3608,70551,3487,2711,726,2446,771,169718,5306,119422,4982,108272,4860,5860,1044,5290,995,50296,3020,45745,2806,1933,842,2618,774,182689,6890,136069,5746,113709,5441,6030,1415,16330,1854,46620,3421,40801,3132,1482,622,4337,852,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,439531,534,50139,3050,22822,2456,14127,2408,6829,1474,1866,651,27317,2326,23992,2196,1991,803,1334,468,81081,4421,47983,3822,38930,3377,5262,1261,3791,1245,33098,2631,30548,2414,1074,526,1476,784,75520,3882,50101,3722,42667,3271,3752,988,3682,912,25419,2368,21945,2078,1403,598,2071,1009,232791,5122,197873,5491,165549,4626,10534,1666,21790,2175,34918,2878,28292,2382,1841,702,4785,1300,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13503747,6413,1821458,27349,777695,19521,368284,13054,328187,12225,81224,5670,1043763,16974,636160,12608,309073,9119,98530,5623,4020195,33058,2229773,24960,1565051,20441,517728,13712,146994,7534,1790422,22166,1442249,18809,250543,9301,97630,6207,4039025,26953,2632495,25542,1952064,19823,515488,15759,164943,8929,1406530,14816,1159195,13096,161742,7509,85593,5638,3623069,29636,2493394,30092,1771073,22378,472410,11471,249911,9222,1129675,14657,901239,14425,126123,5797,102313,5599,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6403838,8246,960025,16688,419179,12255,263664,8489,131747,7505,23768,3365,540846,12326,462704,10950,55579,4732,22563,3010,1810866,18967,1056945,19315,926363,16858,85356,5448,45226,4880,753921,11930,701224,11690,30415,4051,22282,2744,1825672,20945,1284378,19379,1162174,19659,59459,4650,62745,5109,541294,11514,497278,10921,20862,2629,23154,2227,1807275,21417,1392734,18857,1206628,18565,51918,3932,134188,7153,414541,10481,358406,8727,12637,1941,43498,3893,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,952281,1173,91486,5236,36568,3605,14792,2001,1722,1087,20054,2636,54918,3569,26319,2687,596,406,28003,2700,269304,7500,164244,5777,120007,5391,1735,667,42502,3676,105060,4548,76403,4180,549,259,28108,2456,305275,6708,218348,5805,164441,5061,5007,1292,48900,3280,86927,4186,67574,3768,1117,485,18236,1819,286216,5969,211080,5465,166611,4733,3886,795,40583,3163,75136,3249,57503,2810,1106,564,16527,1737,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1012786,2996,103357,5122,51429,3904,25898,3101,22542,2308,2989,1118,51928,3546,41128,3152,8501,1450,2299,852,280462,8113,165838,6540,147942,6047,13315,2211,4581,1321,114624,4761,108186,4865,4225,1057,2213,686,371074,9684,244385,8299,228709,8278,10624,2170,5052,1133,126689,5147,121027,4957,2574,716,3088,788,257893,9377,183664,7701,170951,7412,5364,1426,7349,1220,74229,4245,69752,4071,1975,658,2502,727,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8558895,4172,1061131,15535,482747,10548,180070,6140,261312,7864,41365,3365,578384,10586,369144,8356,143086,5818,66154,4355,2313202,24171,1378022,20473,1059571,17090,207038,6567,111413,5802,935180,13491,807483,11614,62040,4704,65657,4753,2477209,19468,1777202,17251,1486501,17332,159105,6539,131596,6233,700007,11857,611599,10357,33847,2967,54561,4417,2707353,20516,2143448,18808,1718911,16919,104479,4987,320058,9446,563905,9837,443049,8540,21046,2504,99810,4714,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
