GEO_ID,B22001_001E,B22001_001M,B22001_002E,B22001_002M,B22001_003E,B22001_003M,B22001_004E,B22001_004M,B22001_005E,B22001_005M,B22001_006E,B22001_006M,B22001_007E,B22001_007M,NAME,B22001_001MA,B22001_001EA,B22001_002EA,B22001_002MA,B22001_003EA,B22001_003MA,B22001_004EA,B22001_004MA,B22001_005MA,B22001_005EA,B22001_006MA,B22001_006EA,B22001_007EA,B22001_007MA,state
0400000US06,12552658,18433,1140716,14753,236755,6472,903961,12894,11411942,21154,4160077,16453,7251865,22472,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,186217,7033,39307,2531,146910,6313,1809871,10444,580181,5409,1229690,9849,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,163064,5739,49199,2502,113865,5141,1194748,8138,454081,5078,740667,7364,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,48378,2973,11935,1427,36443,2602,291930,3801,117435,2636,174495,3583,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,40966,2609,12733,1353,28233,2238,225696,3474,64430,1714,161266,3419,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,1093250,16970,371970,8704,721280,14465,6104693,28076,2685328,13825,3419365,24565,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,582724,11277,151237,5093,431487,10541,2950184,16729,975673,9656,1974511,15101,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,50600,3052,20262,1745,30338,2708,397148,4412,170280,3411,226868,4236,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,80755,4839,16524,1818,64231,4752,502351,7035,189366,3025,312985,7219,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,613928,9806,162349,5455,451579,9117,4156266,14755,1478549,8814,2677717,14045,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2480077,10833,316634,7183,67161,3314,249473,6414,2163443,12139,789022,7435,1374421,10889,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1227048,6132,152621,5764,31851,2482,120770,5006,1074427,6983,406232,4549,668195,6951,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1113911,5555,110536,4034,22803,1911,87733,3954,1003375,7231,349426,4211,653949,6774,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1707004,8109,310680,8142,78457,3075,232223,7106,1396324,10438,525014,5484,871310,8996,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1719473,9205,302676,8495,78211,3979,224465,6963,1416797,9388,511983,6669,904814,8433,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,554543,4451,98551,3918,25313,1996,73238,3497,455992,5390,193505,3206,262487,4576,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2157717,7667,239685,7080,69216,4068,170469,6939,1918032,8555,691355,6712,1226677,8654,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2522394,9088,325306,7158,109059,4139,216247,6630,2197088,9202,813026,6906,1384062,9890,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3819068,10789,679475,11224,172860,4938,506615,9889,3139593,13440,1233874,7454,1905719,12484,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2111943,6274,193271,5334,42485,2888,150786,4981,1918672,7377,652508,5040,1266164,8291,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1090521,7826,211144,6419,55293,3534,155851,5725,879377,8614,342376,5349,537001,7978,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2359135,11280,346528,8562,77929,3650,268599,7800,2012607,12068,760690,5868,1251917,10104,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,408938,3977,48819,3001,10830,1327,37989,2653,360119,4641,143615,2559,216504,4362,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,733570,4667,67983,3376,12365,1321,55618,3246,665587,5255,232497,2688,433090,5272,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1006605,7913,126482,5753,34937,2638,91545,5187,880123,8607,312811,5341,567312,8107,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,519137,4650,42991,3391,10893,1679,32098,2857,476146,5937,178167,3598,297979,5453,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
