GEO_ID,B19216_001E,B19216_001M,B19216_002E,B19216_002M,B19216_003E,B19216_003M,B19216_004E,B19216_004M,B19216_005E,B19216_005M,B19216_006E,B19216_006M,B19216_007E,B19216_007M,B19216_008E,B19216_008M,B19216_009E,B19216_009M,B19216_010E,B19216_010M,B19216_011E,B19216_011M,B19216_012E,B19216_012M,B19216_013E,B19216_013M,B19216_014E,B19216_014M,B19216_015E,B19216_015M,NAME,B19216_001EA,B19216_001MA,B19216_002MA,B19216_002EA,B19216_003MA,B19216_003EA,B19216_004EA,B19216_004MA,B19216_005EA,B19216_005MA,B19216_006EA,B19216_006MA,B19216_007EA,B19216_007MA,B19216_008MA,B19216_008EA,B19216_009EA,B19216_009MA,B19216_010EA,B19216_010MA,B19216_011EA,B19216_011MA,B19216_012EA,B19216_012MA,B19216_013MA,B19216_013EA,B19216_014EA,B19216_014MA,B19216_015EA,B19216_015MA,state
0400000US06,230000153000,2992054028,124408164100,2274349678,77166623100,1641761565,61803459200,1622507056,15363163800,586734846,47241541000,1755895635,42911477600,1546958874,4330063400,700059112,105591988900,1782275487,73488169700,1445547126,47063151800,1270604716,26425017900,609068816,32103819200,951704456,28392867400,901096342,3710951800,310399867,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,35306897100,878778837,18947198900,705405431,12300220300,590710315,10216102200,567597617,2084118000,245422969,6646978600,487142201,6210139300,472253863,436839300,115414125,16359698200,581917005,11751271200,469767798,8114869500,419317618,3636401700,230490781,4608427000,320797791,4175852300,317743642,432574700,110309711,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,24328183400,781157281,12602223400,574016893,8801104200,493593256,6892314600,528399208,1908789600,219704010,3801119200,349751229,3399770100,328643687,401349100,106124470,11725960000,465611112,8631190500,334702256,5215324900,285871210,3415865600,238074832,3094769500,300881711,2765985400,298040703,328784100,69271046,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,5446048700,358150227,2792676700,299191987,1826783600,214965842,1311615100,167221549,515168500,138660335,965893100,204056856,866541500,182606052,99351600,55890007,2653371900,170267065,2012313900,154067375,1277766200,143836872,734547800,64077499,641058000,110029611,531589200,111551714,109468800,47545746,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,12401375100,580750151,6466733300,413159133,3942498900,325121638,3332139600,307076451,610359300,181329863,2524234400,363253450,2397486100,336869602,126748400,93838434,5934641800,378820831,4290424600,370367518,3433161800,348917210,857262800,146295280,1644217200,204559338,1581386200,200333566,62831000,35736809,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,109756962000,1736230246,58044779900,1489229697,40208900500,1210184238,29237059700,1095369739,10971840800,530197278,17835879500,768961005,14885909300,675409405,2949970200,318767765,51712182000,934922071,39681615200,801867132,21765107600,588463457,17916507700,564359525,12030566800,523004135,10273422400,502893459,1757144400,173942599,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,47568772800,1115954336,25835968200,940473340,18641944200,871285157,15465816700,857206913,3176127500,328865511,7194024000,546885148,6729545700,540503544,464478300,93305381,21732804600,722838382,17378391800,544351770,11884509700,473138887,5493882100,252879753,4354412800,483033832,3834112800,321479686,520300000,318059354,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,7119063700,403717974,3948321200,335563708,2653483200,286764298,2121477200,272542662,532006000,95738339,1294838100,172555425,1083234500,153822414,211603600,82809139,3170742400,230869688,1987077800,153062503,1183025500,122478055,804052300,79223088,1183664600,167296722,1087218200,175214988,96446400,32567553,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,6369182400,285698857,3330151500,208780057,2299155900,194515862,1736558400,157260744,562597500,96014651,1030995600,151544011,948504200,142945391,82491400,33491951,3039030900,198865474,2198626900,159587606,1256949000,122372348,941677900,92268291,840404000,118145200,745962200,113425001,94441800,38318574,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,77413795000,1557518333,41090755000,1226328129,28983524900,934516501,23684047000,957867748,5299477900,326761343,12107230100,900857373,11261367500,922500813,845862600,167088474,36323040000,864585545,28351305500,722196583,18020750700,595126442,10330554800,320891284,7971734400,371576214,7430691500,365511421,541043000,78255844,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
