GEO_ID,B27013_001E,B27013_001M,B27013_002E,B27013_002M,B27013_003E,B27013_003M,B27013_004E,B27013_004M,B27013_005E,B27013_005M,B27013_006E,B27013_006M,B27013_007E,B27013_007M,B27013_008E,B27013_008M,B27013_009E,B27013_009M,B27013_010E,B27013_010M,B27013_011E,B27013_011M,B27013_012E,B27013_012M,B27013_013E,B27013_013M,B27013_014E,B27013_014M,B27013_015E,B27013_015M,B27013_016E,B27013_016M,B27013_017E,B27013_017M,B27013_018E,B27013_018M,B27013_019E,B27013_019M,B27013_020E,B27013_020M,B27013_021E,B27013_021M,B27013_022E,B27013_022M,B27013_023E,B27013_023M,B27013_024E,B27013_024M,B27013_025E,B27013_025M,B27013_026E,B27013_026M,B27013_027E,B27013_027M,B27013_028E,B27013_028M,B27013_029E,B27013_029M,B27013_030E,B27013_030M,B27013_031E,B27013_031M,B27013_032E,B27013_032M,B27013_033E,B27013_033M,B27013_034E,B27013_034M,B27013_035E,B27013_035M,B27013_036E,B27013_036M,B27013_037E,B27013_037M,B27013_038E,B27013_038M,B27013_039E,B27013_039M,B27013_040E,B27013_040M,B27013_041E,B27013_041M,B27013_042E,B27013_042M,B27013_043E,B27013_043M,B27013_044E,B27013_044M,B27013_045E,B27013_045M,B27013_046E,B27013_046M,NAME,B27013_001EA,B27013_001MA,B27013_002MA,B27013_002EA,B27013_003EA,B27013_003MA,B27013_004MA,B27013_004EA,B27013_005EA,B27013_005MA,B27013_006EA,B27013_006MA,B27013_007EA,B27013_007MA,B27013_008MA,B27013_008EA,B27013_009EA,B27013_009MA,B27013_010EA,B27013_010MA,B27013_011EA,B27013_011MA,B27013_012EA,B27013_012MA,B27013_013MA,B27013_013EA,B27013_014EA,B27013_014MA,B27013_015EA,B27013_015MA,B27013_016EA,B27013_016MA,B27013_017MA,B27013_017EA,B27013_018EA,B27013_018MA,B27013_019MA,B27013_019EA,B27013_020EA,B27013_020MA,B27013_021EA,B27013_021MA,B27013_022MA,B27013_022EA,B27013_023EA,B27013_023MA,B27013_024MA,B27013_024EA,B27013_025MA,B27013_025EA,B27013_026EA,B27013_026MA,B27013_027EA,B27013_027MA,B27013_028MA,B27013_028EA,B27013_029EA,B27013_029MA,B27013_030MA,B27013_030EA,B27013_031EA,B27013_031MA,B27013_032EA,B27013_032MA,B27013_033MA,B27013_033EA,B27013_034EA,B27013_034MA,B27013_035MA,B27013_035EA,B27013_036EA,B27013_036MA,B27013_037MA,B27013_037EA,B27013_038EA,B27013_038MA,B27013_039EA,B27013_039MA,B27013_040MA,B27013_040EA,B27013_041MA,B27013_041EA,B27013_042EA,B27013_042MA,B27013_043MA,B27013_043EA,B27013_044EA,B27013_044MA,B27013_045EA,B27013_045MA,B27013_046MA,B27013_046EA,state
0400000US18,4851707,3062,2043523,16554,1174026,10825,1139315,10627,961562,10707,177753,6179,34711,2158,25990,2003,8721,1177,869497,12328,845614,12011,722730,11842,122884,5592,23883,2002,19607,1857,4276,886,1277716,13704,555457,9064,498555,8745,292696,7137,205859,6778,56902,2933,38518,2433,18384,1735,722259,10489,670441,10253,444548,9193,225893,7571,51818,2582,36550,2182,15268,1603,1530468,14796,610407,9115,329127,8845,136465,5699,192662,7153,281280,3922,189749,4070,91531,3550,920061,10754,515206,10870,265582,7337,249624,8527,404855,3500,265221,4158,139634,4165,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2308437,2349,1074174,9278,619040,6331,597698,6063,533333,6062,64365,4059,21342,1673,16631,1374,4711,902,455134,6791,443041,6597,399327,6368,43714,3197,12093,1463,10200,1260,1893,546,612064,9022,261310,5903,223782,5564,148762,4617,75020,3955,37528,1781,27181,1634,10347,1142,350754,6584,315303,6279,228838,5529,86465,3542,35451,2070,26937,1855,8514,1167,622199,7609,250316,5234,113028,4440,52946,3279,60082,3718,137288,2094,99739,2423,37549,1841,371883,6289,169901,5649,96343,4261,73558,4257,201982,3049,147503,3514,54479,2614,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2105499,2916,980426,7898,566963,6408,542251,6029,469681,6410,72570,3626,24712,1454,19595,1445,5117,820,413463,6033,397808,5764,352893,5465,44915,3076,15655,1543,12682,1330,2973,649,540294,7602,233794,6208,206025,5414,125519,4018,80506,4421,27769,2375,18860,1758,8909,1239,306500,5632,278568,5439,197653,5522,80915,3720,27932,1714,20258,1409,7674,1005,584779,7806,224695,5488,110410,4834,50765,3354,59645,3789,114285,2110,80172,2476,34113,2178,360084,5476,194774,5431,113125,4128,81649,3506,165310,2196,115315,2988,49995,2517,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3276692,2482,1306953,12792,727823,9792,702076,10048,601185,9045,100891,5717,25747,1970,19765,1654,5982,940,579130,7638,564780,7588,492907,7441,71873,3753,14350,1444,11787,1322,2563,772,767495,10570,345489,8522,314621,7974,173643,7114,140978,6156,30868,2239,22340,1732,8528,1159,422006,7894,391613,7773,256542,6893,135071,5445,30393,2072,21861,1786,8532,1159,1202244,12281,497561,8560,295589,8007,101800,4206,193789,6897,201972,2610,122107,3436,79865,3270,704683,7700,417056,7150,180061,5237,236995,7181,287627,3154,176628,3691,110999,3916,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3381457,2460,1432807,12937,797694,9136,764693,8654,603150,8956,161543,6069,33001,2586,26529,2377,6472,1107,635113,8786,616489,8816,491913,8496,124576,4701,18624,1717,14560,1562,4064,704,780230,13839,344546,9054,315392,8807,160261,6143,155131,6738,29154,2390,18556,2117,10598,1171,435684,9675,402467,9245,227092,6765,175375,6602,33217,2568,19644,2141,13573,1757,1168420,11253,457650,8001,270048,7766,93688,5375,176360,6041,187602,3002,108425,3255,79177,3295,710770,9264,435742,8437,189602,5800,246140,7461,275028,3404,154241,3619,120787,4273,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1050208,1333,419005,6073,237974,4371,228488,4237,184444,4543,44044,3457,9486,1022,7254,866,2232,617,181031,4586,174626,4454,150532,4292,24094,2029,6405,952,5349,882,1056,358,295470,6492,129043,4292,110655,4087,59332,3122,51323,3172,18388,1474,13061,1389,5327,833,166427,4729,151069,4534,97797,3688,53272,3435,15358,1223,10845,1065,4513,687,335733,7244,139373,4415,68019,4083,23443,2027,44576,3442,71354,1861,47557,2024,23797,1437,196360,4517,97910,4085,40562,1957,57348,3552,98450,1561,66853,2107,31597,1926,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4447078,2405,2146693,16245,1165832,9303,1116883,8900,962397,9628,154486,7045,48949,2926,41513,2612,7436,1328,980861,12004,949516,12006,844348,10703,105168,5608,31345,2218,27359,2128,3986,850,1043681,13585,438476,7656,387542,7523,244791,6378,142751,6559,50934,2496,38393,2131,12541,1209,605205,9991,551208,10296,394453,9449,156755,6209,53997,2361,41552,2252,12445,1319,1256704,11674,492307,7659,273461,7348,129398,5790,144063,5537,218846,3719,158438,3633,60408,3329,764397,9690,429636,8901,239870,6919,189766,7382,334761,3699,229365,4356,105396,3982,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5168879,1492,2217725,17332,1246311,13024,1192131,12519,1076221,12357,115910,5791,54180,3175,44090,2807,10090,1505,971414,10613,939252,10615,854905,10161,84347,4989,32162,2332,28786,2202,3376,731,1446010,14137,608707,10134,544005,9669,377683,8406,166322,6945,64702,3028,49743,2631,14959,1682,837303,10195,766606,9744,575891,9871,190715,6072,70697,3162,54360,2885,16337,1660,1505144,13966,604579,8827,328517,8455,146120,5651,182397,7383,276062,3772,180857,4431,95205,3859,900565,10156,476424,8679,257401,7339,219023,7247,424141,4187,270997,4765,153144,4410,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7508879,2688,2781762,18950,1592828,12745,1547994,12084,1334119,11948,213875,6444,44834,2190,37844,2035,6990,1012,1188934,11455,1161213,11298,1015532,11359,145681,5520,27721,1976,23787,1895,3934,776,2010792,17797,871989,10640,794122,9827,474836,7633,319286,8008,77867,3012,59932,2950,17935,1403,1138803,11494,1059277,11414,716249,10783,343028,8114,79526,2993,60048,2382,19478,1922,2716325,15530,1151649,10230,655425,9918,279896,6341,375529,9306,496224,3771,374465,4242,121759,3552,1564676,11034,886718,10512,459899,7686,426819,8644,677958,4156,506873,4955,171085,4216,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4044274,1846,1868746,13975,1072941,9069,1041418,8625,921124,8955,120294,4505,31523,2052,25344,1721,6179,989,795805,9641,777958,9345,703074,9219,74884,4459,17847,1346,15014,1183,2833,599,1158019,12545,500428,8096,444037,7583,293684,6845,150353,5101,56391,2526,42452,2128,13939,1360,657591,7840,606412,7869,449577,7790,156835,5469,51179,2530,38626,2125,12553,1195,1017509,10372,410860,6833,186947,5999,82563,3619,104384,4615,223913,3024,167268,3374,56645,2124,606649,7389,287312,6333,161443,4954,125869,4406,319337,3387,234971,3127,84366,3166,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2172802,2184,850069,11268,462379,8403,442308,7956,356532,7379,85776,4801,20071,1634,15642,1570,4429,913,387690,7166,378745,6860,315429,7487,63316,4119,8945,1418,7376,1358,1569,537,474620,10317,213681,7693,193111,7442,97092,5339,96019,4970,20570,1725,14004,1552,6566,1037,260939,7438,240958,7051,133582,5483,107376,5042,19981,2003,13662,1909,6319,1058,848113,10272,335610,8190,211192,7710,59916,4528,151276,6482,124418,2173,70592,2964,53826,2903,512503,8110,317530,7337,118409,5180,199121,6654,194973,3244,104299,3292,90674,3222,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4509095,3242,1926963,15339,1057626,10669,1017882,10148,868219,10173,149663,4825,39744,2605,30572,2481,9172,1272,869337,9782,843331,9685,728741,9375,114590,5421,26006,2457,20361,2035,5645,1153,1130155,13655,500038,9705,448004,9380,261270,6936,186734,7148,52034,2910,36017,2477,16017,1480,630117,9148,575109,8661,382138,8475,192971,6581,55008,2822,36629,2458,18379,1918,1451977,12623,600593,8181,318808,7272,121458,5178,197350,5577,281785,3059,182744,3614,99041,3145,851384,9376,458323,8261,220618,6852,237705,6431,393061,3866,247830,4271,145231,3863,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,770625,1617,315201,5809,182490,4221,174174,4095,137842,3943,36332,2332,8316,1105,5871,894,2445,568,132711,4058,127886,4053,105186,3596,22700,2222,4825,754,3848,678,977,395,221351,5915,100726,3723,89238,3612,47496,2499,41742,3183,11488,1050,7707,860,3781,655,120625,4164,109208,3885,68269,3127,40939,3134,11417,1072,7598,860,3819,760,234073,4251,98550,2789,44937,2529,15356,1331,29581,2376,53613,1276,34804,1642,18809,1436,135523,3094,71353,3154,33575,2216,37778,2885,64170,1407,42903,1910,21267,1721,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
