GEO_ID,B17020H_001E,B17020H_001M,B17020H_002E,B17020H_002M,B17020H_003E,B17020H_003M,B17020H_004E,B17020H_004M,B17020H_005E,B17020H_005M,B17020H_006E,B17020H_006M,B17020H_007E,B17020H_007M,B17020H_008E,B17020H_008M,B17020H_009E,B17020H_009M,B17020H_010E,B17020H_010M,B17020H_011E,B17020H_011M,B17020H_012E,B17020H_012M,B17020H_013E,B17020H_013M,B17020H_014E,B17020H_014M,B17020H_015E,B17020H_015M,B17020H_016E,B17020H_016M,B17020H_017E,B17020H_017M,NAME,B17020H_001EA,B17020H_001MA,B17020H_002EA,B17020H_002MA,B17020H_003MA,B17020H_003EA,B17020H_004MA,B17020H_004EA,B17020H_005MA,B17020H_005EA,B17020H_006EA,B17020H_006MA,B17020H_007EA,B17020H_007MA,B17020H_008MA,B17020H_008EA,B17020H_009MA,B17020H_009EA,B17020H_010EA,B17020H_010MA,B17020H_011EA,B17020H_011MA,B17020H_012EA,B17020H_012MA,B17020H_013EA,B17020H_013MA,B17020H_014MA,B17020H_014EA,B17020H_015EA,B17020H_015MA,B17020H_016MA,B17020H_016EA,B17020H_017EA,B17020H_017MA,state
0400000US23,1219640,1415,167018,8471,14178,1944,2953,888,16724,2386,10482,1676,105112,5267,9005,1363,8564,1232,1052622,8361,43615,1998,10831,1386,61812,2990,72259,2841,666334,5368,112313,1441,85458,1321,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3099747,3563,210318,10539,12533,1792,3003,998,15595,2302,14019,1868,137924,7694,11539,1500,15705,1645,2889429,11285,139362,1943,29909,2602,185652,4022,201664,3650,1840878,7813,276797,1666,215167,2173,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4838798,5219,388025,13037,21763,2866,4288,947,23592,2836,26286,3061,252545,10125,24654,1877,34897,2736,4450773,13840,201882,3324,39302,3003,284949,6292,314649,5588,2851857,10126,414380,2164,343754,2953,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7384859,4550,966443,21393,74852,4559,15559,1962,87552,4693,87555,5310,615228,13273,41704,2690,43993,2654,6418416,21208,294383,4389,59906,3421,420128,6875,478576,7601,4038612,12983,631702,2831,495109,3002,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4332236,2357,351714,12069,23814,2033,4515,860,23795,2568,22249,2109,228809,8452,19557,1547,28975,1941,3980522,11900,217072,1964,44882,2265,284944,5423,290044,3498,2528482,8491,343528,1478,271570,2234,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1674265,2677,250925,14900,21176,3004,4268,1276,23071,3297,20801,3138,150435,8775,16358,2254,14816,1775,1423340,15230,73050,3335,15295,1905,98915,4969,105882,4579,873118,8829,150509,2362,106571,2073,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4720015,4298,619605,16868,50855,3496,12850,2103,58475,3723,49736,3659,383802,11414,31288,2625,32599,2603,4100410,17133,214771,3820,43650,3100,278404,5973,308587,5242,2559370,10924,396911,2792,298717,3083,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,856784,1411,115004,7332,8891,1538,2107,749,10389,1932,7347,1525,74642,4822,5837,1046,5791,881,741780,7183,37335,1586,9151,1442,47214,2664,51019,2235,463174,4850,77797,1020,56090,977,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1467518,2147,141478,8438,12002,1672,2507,680,11033,1891,12346,1742,87590,4898,5610,834,10390,1234,1326040,8867,77622,1597,16403,1531,95659,2905,97898,2464,823856,5108,116190,1087,98412,1362,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1436089,3183,164131,10793,11100,1961,2708,980,13365,2745,11461,1721,107109,6961,10872,1628,7516,1543,1271958,11576,55438,2236,11850,1448,70060,3627,71833,2789,813530,6897,152769,1644,96478,1713,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1176482,1718,108678,9192,9133,2060,1962,916,10331,2195,11188,2093,64582,5183,5725,1049,5757,1050,1067804,9379,45785,2171,10145,1440,65923,3031,80630,3287,695750,5235,98838,1096,70733,1127,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5050206,6173,314110,12105,21337,2827,4204,951,24521,3153,24487,3031,183532,7255,21943,2401,34086,2894,4736096,13250,213561,3049,49497,2800,313222,5872,352799,6721,2946056,8440,458066,2517,402895,3358,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,814931,1398,97900,6311,5964,1477,1493,754,6218,1451,4454,1131,68283,4338,6308,1042,5180,1022,717031,6399,29440,1523,6699,1114,37341,2368,39167,2281,441040,4294,94368,1183,68976,1311,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10939174,8201,1099962,24726,91301,4896,16584,1768,96766,4741,86451,4986,660221,16487,63316,3878,85323,4537,9839212,25052,449777,4550,89752,4144,598091,8478,670132,8232,6265705,17535,948300,4157,817455,5141,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6149435,6302,750160,19250,55645,3418,12248,1900,60664,4409,56660,3908,486525,13825,39720,3207,38698,2900,5399275,20428,255414,3619,55359,3531,358364,6550,368453,6809,3390403,14608,575596,3422,395686,3202,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,595975,854,52498,3817,3862,840,518,243,3272,779,2581,581,32972,2735,2949,635,6344,966,543477,3873,31993,835,7070,1120,35402,1662,38351,1509,348573,2809,44553,664,37535,1000,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9083844,6456,1142080,22519,99373,4595,20525,2239,111375,6241,100839,5743,709955,14059,52055,2930,47958,3160,7941764,22521,386142,4594,86782,4357,528274,8129,597426,8660,4988344,13896,753883,3268,600913,3561,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2518520,2247,336400,10473,28191,2428,4847,1023,27990,2600,25427,2423,212295,6591,19623,1882,18027,1601,2182120,11065,107826,2434,24287,1720,138043,3560,151628,3557,1361820,6909,229033,1953,169483,1915,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2973924,3717,432204,16708,31398,3030,6038,1325,31445,3516,30857,3267,297350,11864,19980,2112,15136,1548,2541720,17480,111481,3034,23601,2075,155048,4099,159966,4900,1599697,11995,279249,2255,212678,1883,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9759592,5836,964522,22366,69961,3822,12849,1757,78028,4657,79475,4539,598146,13938,54964,3477,71099,3788,8795070,23585,408518,3780,86569,4007,546866,7687,606078,8219,5514252,14866,872511,3654,760276,4180,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,761164,2109,71526,5867,3459,1181,1144,594,4065,1333,5217,1298,47517,3940,3902,814,6222,1367,689638,6365,28713,1180,6105,1290,40086,2317,44678,2225,443471,4096,68168,960,58417,1524,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2947945,3221,374329,16369,27682,3643,5123,1196,33176,3986,30033,2951,242010,10671,18500,2112,17805,1925,2573616,16413,125703,3696,25820,2214,166666,5005,174511,4816,1589420,10908,299602,2218,191894,2222,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,676253,1389,60273,3886,5344,1295,740,360,3722,815,3520,763,36566,2701,3389,660,6992,1081,615980,3678,36911,1338,8100,981,45636,1605,45358,1783,381155,2745,54065,682,44755,1155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4740401,3809,670114,18697,47654,3492,11069,1729,62174,4890,57512,4419,423932,11994,36473,2548,31300,2358,4070287,18745,205268,3447,44390,3102,268110,6573,285232,5494,2555600,12114,424955,2488,286732,2502,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11303400,9018,1084235,28590,74727,5962,13778,2182,79321,5326,76935,5508,710903,19475,62974,3807,65597,3608,10219165,28376,517685,6539,110779,4863,674994,9464,723674,8868,6488758,18885,993150,4572,710125,3949,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2243912,2500,213568,12598,19624,2941,3618,909,19579,2468,20812,3069,136453,7333,6506,1306,6976,1131,2030344,12799,168465,3036,36150,2549,201009,5149,187788,4733,1205146,7285,132635,1359,99151,1312,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,567226,1004,64131,4363,4526,924,1198,501,5896,1092,4544,1013,41146,2846,3357,734,3464,677,503095,4616,22536,967,5585,990,30810,1745,35186,1621,322776,2904,50926,773,35276,732,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5095123,5068,449268,14544,28073,2927,5366,1276,32974,3561,33548,3248,298067,9540,23078,2129,28162,2303,4645855,16168,237802,3191,48364,2951,310640,6412,324503,6023,2965530,10065,447789,2403,311227,2402,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4841870,4502,508693,19326,34488,3147,6173,1203,38293,4247,36690,3864,341386,12511,28165,2503,23498,2017,4333177,19468,209087,3617,41670,3002,262996,7056,295439,5730,2799288,12234,419778,2535,304919,2336,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1679249,2734,285282,11856,23667,2393,5183,1104,24051,2577,25670,2750,181110,7911,14270,1493,11331,1459,1393967,12524,64694,2732,14710,1689,88714,3598,88676,3567,871292,8151,153477,1584,112404,1685,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4628453,3774,451549,12659,29421,2595,7492,1386,33708,3417,32254,3077,296956,7729,21513,1901,30205,1787,4176904,12850,211120,3117,45636,2570,279972,5026,301313,4981,2642169,7743,384210,2173,312484,2053,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,475703,1178,53181,4835,4743,1234,751,420,5106,1250,4752,970,34606,3161,1650,474,1573,600,422522,5099,24099,1292,5287,1028,28506,2026,30046,1691,270453,3172,38233,781,25898,759,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22825,2775,8644,1833,753,690,21,38,657,392,909,522,5314,1280,396,244,594,342,14181,2439,92,111,407,319,779,514,582,394,9072,1692,2056,733,1193,489,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,3152532,5012,407466,13811,30353,3046,7290,1284,35211,3270,33864,2658,254302,9639,24741,2100,21705,2035,2745066,14752,134505,3695,27891,2414,183373,5858,202371,5804,1698882,10194,290427,2230,207617,2429,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452237,1160,29277,3486,1897,547,342,278,2456,830,2582,741,20472,2280,917,390,611,280,422960,3471,25172,713,5294,1277,28201,1648,29065,1516,291520,2426,29728,558,13980,452,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3660255,4078,415132,15500,26752,3435,5253,1440,27679,3455,29240,3688,279406,8323,25426,2389,21376,2191,3245123,15603,139421,3582,30210,2867,190414,5575,201277,5930,1942367,8593,423726,2566,317708,2383,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2123888,2872,330153,13569,26933,2517,5778,1172,33403,3546,28091,2859,200290,8465,17115,1974,18543,1624,1793735,14104,90178,2754,18906,2459,121400,5321,126300,3882,1096739,8849,201090,2191,139122,1868,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
