GEO_ID,B21007_001E,B21007_001M,B21007_002E,B21007_002M,B21007_003E,B21007_003M,B21007_004E,B21007_004M,B21007_005E,B21007_005M,B21007_006E,B21007_006M,B21007_007E,B21007_007M,B21007_008E,B21007_008M,B21007_009E,B21007_009M,B21007_010E,B21007_010M,B21007_011E,B21007_011M,B21007_012E,B21007_012M,B21007_013E,B21007_013M,B21007_014E,B21007_014M,B21007_015E,B21007_015M,B21007_016E,B21007_016M,B21007_017E,B21007_017M,B21007_018E,B21007_018M,B21007_019E,B21007_019M,B21007_020E,B21007_020M,B21007_021E,B21007_021M,B21007_022E,B21007_022M,B21007_023E,B21007_023M,B21007_024E,B21007_024M,B21007_025E,B21007_025M,B21007_026E,B21007_026M,B21007_027E,B21007_027M,B21007_028E,B21007_028M,B21007_029E,B21007_029M,B21007_030E,B21007_030M,B21007_031E,B21007_031M,B21007_032E,B21007_032M,B21007_033E,B21007_033M,B21007_034E,B21007_034M,B21007_035E,B21007_035M,B21007_036E,B21007_036M,B21007_037E,B21007_037M,B21007_038E,B21007_038M,B21007_039E,B21007_039M,B21007_040E,B21007_040M,B21007_041E,B21007_041M,B21007_042E,B21007_042M,B21007_043E,B21007_043M,B21007_044E,B21007_044M,B21007_045E,B21007_045M,B21007_046E,B21007_046M,B21007_047E,B21007_047M,B21007_048E,B21007_048M,B21007_049E,B21007_049M,B21007_050E,B21007_050M,B21007_051E,B21007_051M,B21007_052E,B21007_052M,B21007_053E,B21007_053M,B21007_054E,B21007_054M,B21007_055E,B21007_055M,B21007_056E,B21007_056M,B21007_057E,B21007_057M,B21007_058E,B21007_058M,B21007_059E,B21007_059M,B21007_060E,B21007_060M,B21007_061E,B21007_061M,NAME,B21007_001MA,B21007_001EA,B21007_002EA,B21007_002MA,B21007_003EA,B21007_003MA,B21007_004EA,B21007_004MA,B21007_005MA,B21007_005EA,B21007_006MA,B21007_006EA,B21007_007EA,B21007_007MA,B21007_008EA,B21007_008MA,B21007_009EA,B21007_009MA,B21007_010MA,B21007_010EA,B21007_011MA,B21007_011EA,B21007_012EA,B21007_012MA,B21007_013EA,B21007_013MA,B21007_014EA,B21007_014MA,B21007_015MA,B21007_015EA,B21007_016MA,B21007_016EA,B21007_017EA,B21007_017MA,B21007_018EA,B21007_018MA,B21007_019EA,B21007_019MA,B21007_020MA,B21007_020EA,B21007_021MA,B21007_021EA,B21007_022EA,B21007_022MA,B21007_023EA,B21007_023MA,B21007_024EA,B21007_024MA,B21007_025MA,B21007_025EA,B21007_026MA,B21007_026EA,B21007_027EA,B21007_027MA,B21007_028EA,B21007_028MA,B21007_029EA,B21007_029MA,B21007_030MA,B21007_030EA,B21007_031MA,B21007_031EA,B21007_032MA,B21007_032EA,B21007_033EA,B21007_033MA,B21007_034EA,B21007_034MA,B21007_035EA,B21007_035MA,B21007_036EA,B21007_036MA,B21007_037EA,B21007_037MA,B21007_038MA,B21007_038EA,B21007_039MA,B21007_039EA,B21007_040MA,B21007_040EA,B21007_041EA,B21007_041MA,B21007_042EA,B21007_042MA,B21007_043EA,B21007_043MA,B21007_044MA,B21007_044EA,B21007_045MA,B21007_045EA,B21007_046EA,B21007_046MA,B21007_047EA,B21007_047MA,B21007_048EA,B21007_048MA,B21007_049MA,B21007_049EA,B21007_050MA,B21007_050EA,B21007_051MA,B21007_051EA,B21007_052EA,B21007_052MA,B21007_053EA,B21007_053MA,B21007_054EA,B21007_054MA,B21007_055MA,B21007_055EA,B21007_056MA,B21007_056EA,B21007_057EA,B21007_057MA,B21007_058EA,B21007_058MA,B21007_059EA,B21007_059MA,B21007_060MA,B21007_060EA,B21007_061MA,B21007_061EA,state
0400000US06,28115420,6282,9080969,7626,173541,6949,19985,2274,3389,1027,16596,2200,153556,6670,11487,1760,142069,6825,8907428,10801,1769187,22834,116168,6323,1653019,22757,7138241,25268,270881,8287,6867360,27133,10262750,6399,401656,9617,35231,3211,12491,1805,22740,2667,366425,8858,35246,3466,331179,8806,9861094,10574,1371092,19636,228918,8620,1142174,17884,8490002,21798,519489,12860,7970513,25517,4269348,3427,380413,8841,35683,3333,14759,2206,20924,2380,344730,7901,71941,4119,272789,6703,3888935,9296,456892,11771,147832,6141,309060,9143,3432043,13191,451668,8131,2980375,14006,4502353,3400,875158,10520,48468,3518,23453,2602,25015,2074,826690,10037,313974,6686,512716,9011,3627195,10827,419427,9355,206196,7245,213231,7509,3207768,14613,1104239,12221,2103529,15517,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3834535,2983,1192489,4134,44742,3418,4933,1517,611,405,4322,1448,39809,3229,2648,884,37161,3070,1147747,4828,217101,7801,16051,2251,201050,7280,930646,8792,37330,3242,893316,9137,1407722,3590,111659,5308,7757,1440,2334,737,5423,1240,103902,4929,10871,1649,93031,4815,1296063,6059,134381,6186,31736,3116,102645,4981,1161682,7902,75784,4921,1085898,9068,638729,2134,88199,4084,6445,1337,1922,768,4523,1037,81754,3984,15289,1687,66465,3594,550530,4132,53052,3764,20237,2344,32815,2881,497478,4889,59910,3140,437568,5742,595595,1720,156164,3810,8350,1395,3938,983,4412,1052,147814,3830,52168,3017,95646,3375,439431,4145,38248,2566,17788,1681,20460,2093,401183,4857,119222,3715,281961,4989,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2694793,1744,706677,2536,11550,1772,803,367,77,130,726,350,10747,1763,698,488,10049,1652,695127,3146,99980,5967,8774,1459,91206,6091,595147,7264,27591,2848,567556,7824,1013152,2083,43980,3203,4274,978,1657,736,2617,773,39706,3244,3798,907,35908,3160,969172,3634,81028,5055,23196,2785,57832,4304,888144,6115,54277,3600,833867,5978,465329,1573,42483,2434,2339,820,889,466,1450,636,40144,2363,7205,1065,32939,2489,422846,3148,32444,2908,11470,1735,20974,2407,390402,3875,41910,2351,348492,4245,509635,1466,113445,3230,4210,967,1429,575,2781,779,109235,3341,37100,2406,72135,2997,396190,3393,30776,2574,14416,1721,16360,1835,365414,4073,108639,3671,256775,4430,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,687581,859,191316,1139,6228,1684,92,91,0,182,92,91,6136,1671,89,106,6047,1664,185088,1839,31847,3852,1909,740,29938,3603,153241,3595,8016,1320,145225,3621,242089,1161,18916,1941,1438,672,441,328,997,593,17478,1777,1422,549,16056,1868,223173,2518,18735,2101,4565,949,14170,1809,204438,3053,16479,1879,187959,3552,116972,744,16070,1624,1082,625,557,491,525,354,14988,1587,2876,887,12112,1529,100902,1653,9149,1208,3971,869,5178,964,91753,1826,15758,1870,75995,2403,137204,760,33823,1641,1240,701,515,355,725,437,32583,1505,11148,1268,21435,1622,103381,1737,8849,1199,3926,749,4923,970,94532,1989,28345,1905,66187,2044,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,488345,815,194521,957,3743,1123,581,316,66,109,515,295,3162,1022,109,129,3053,1016,190778,1431,39176,3852,2806,851,36370,3566,151602,3940,4695,946,146907,3934,158178,903,8184,1214,855,474,423,352,432,325,7329,1201,532,395,6797,1102,149994,1425,21140,2569,7017,1348,14123,2006,128854,2611,9495,1520,119359,2689,65838,927,6670,1061,781,320,306,190,475,279,5889,1080,1587,703,4302,822,59168,1332,9261,1529,4766,1148,4495,968,49907,1328,8273,1294,41634,1758,69808,467,11905,1184,831,581,291,272,540,521,11074,1133,3587,808,7487,951,57903,1242,7470,1227,3794,945,3676,886,50433,1584,15758,1783,34675,1862,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14933645,4731,3981964,7458,102010,5340,15297,2821,1551,715,13746,2783,86713,5167,6254,2179,80459,5256,3879954,9452,838997,18745,68449,4936,770548,17974,3040957,18367,141535,8781,2899422,20536,5065781,6588,352499,10685,28409,3136,8620,1817,19789,2518,324090,10101,40132,3865,283958,9825,4713282,12761,679825,17085,138683,6791,541142,14582,4033457,22427,298002,9742,3735455,24749,2444586,4219,301249,7726,34610,3714,12615,2125,21995,2960,266639,7450,65596,3438,201043,6638,2143337,8866,287851,8834,98929,5483,188922,6933,1855486,10986,271932,9057,1583554,12663,3441314,4139,782643,9475,36567,2809,15322,1967,21245,2329,746076,9923,277237,7819,468839,9688,2658671,10526,315468,10002,134143,6753,181325,7594,2343203,13173,720538,11531,1622665,14563,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7148836,5361,2194787,7562,64134,5523,7780,1700,1133,775,6647,1407,56354,5307,5481,1522,50873,5139,2130653,8640,506537,12078,46579,4213,459958,12080,1624116,14591,79170,5755,1544946,15122,2720627,6926,216168,7678,20295,3050,5479,1463,14816,2479,195873,7754,20944,2099,174929,7820,2504459,11302,372823,12573,82934,4963,289889,10774,2131636,14633,165603,7168,1966033,15502,1123449,3717,156359,5214,15876,2385,6711,1636,9165,1721,140483,4928,36907,3436,103576,4689,967090,6169,128630,6929,51236,3773,77394,5230,838460,7089,141618,5270,696842,7014,1109973,3903,252159,5925,12702,1781,6094,1359,6608,1177,239457,5918,92590,3987,146867,5005,857814,6400,111418,5638,59667,3539,51751,3786,746396,7765,266195,5612,480201,7672,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1031321,2520,295375,2399,20397,2717,1319,610,395,474,924,421,19078,2576,1613,799,17465,2415,274978,3306,38311,3466,2393,911,35918,3350,236667,3757,8409,1622,228258,3897,349339,1469,26232,2393,1138,596,404,260,734,488,25094,2376,2236,807,22858,2136,323107,2604,31799,3373,6063,1469,25736,2853,291308,4029,17139,1925,274169,3983,181074,702,22873,1633,1813,573,778,386,1035,470,21060,1589,4302,956,16758,1414,158201,1773,16737,2149,5059,1112,11678,1760,141464,2844,18376,2548,123088,2964,205533,814,45129,1941,1633,690,559,317,1074,613,43496,1996,16523,1259,26973,1673,160404,1948,12486,1553,6026,1186,6460,999,147918,2139,47615,2692,100303,2680,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1144336,1373,353035,2450,7759,1520,1334,607,206,328,1128,497,6425,1426,467,312,5958,1403,345276,2894,79366,4886,8926,1777,70440,4897,265910,5387,13123,1927,252787,5834,393112,2451,31368,2660,2616,724,1066,468,1550,552,28752,2566,3345,980,25407,2519,361744,3494,41961,3317,11899,1664,30062,2961,319783,5106,27091,2769,292692,5850,191392,1589,30089,2548,3102,956,816,367,2286,899,26987,2398,8149,1678,18838,2186,161303,2866,13501,1760,4450,944,9051,1498,147802,3663,23752,2058,124050,3721,206797,1353,52771,2501,3662,854,1880,670,1782,585,49109,2449,19802,1721,29307,2251,154026,2577,16392,2344,7751,1207,8641,2133,137634,2925,43085,3022,94549,3355,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9546531,2613,2891128,4408,64983,4840,7918,1402,950,527,6968,1304,57065,4785,4507,1204,52558,4565,2826145,6659,535109,13283,39647,2907,495462,13397,2291036,13372,92355,5149,2198681,12222,3480959,4451,163900,6271,14565,2013,5431,1099,9134,1657,149335,5640,13985,1754,135350,5458,3317059,6819,376001,9495,85447,5278,290554,7656,2941058,11389,183315,6177,2757743,12227,1541633,2578,152897,4061,14567,1619,5213,1023,9354,1337,138330,3808,28122,2356,110208,3433,1388736,4892,134059,5151,49677,3311,84382,3871,1254677,6332,164024,5747,1090653,8303,1632811,3327,336268,4772,14380,1626,6110,921,8270,1307,321888,4875,115388,3596,206500,4385,1296543,5950,129691,4607,64922,3124,64769,3824,1166852,7523,385621,6729,781231,7711,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
