GEO_ID,C24020_001E,C24020_001M,C24020_002E,C24020_002M,C24020_003E,C24020_003M,C24020_004E,C24020_004M,C24020_005E,C24020_005M,C24020_006E,C24020_006M,C24020_007E,C24020_007M,C24020_008E,C24020_008M,C24020_009E,C24020_009M,C24020_010E,C24020_010M,C24020_011E,C24020_011M,C24020_012E,C24020_012M,C24020_013E,C24020_013M,C24020_014E,C24020_014M,C24020_015E,C24020_015M,C24020_016E,C24020_016M,C24020_017E,C24020_017M,C24020_018E,C24020_018M,C24020_019E,C24020_019M,C24020_020E,C24020_020M,C24020_021E,C24020_021M,C24020_022E,C24020_022M,C24020_023E,C24020_023M,C24020_024E,C24020_024M,C24020_025E,C24020_025M,C24020_026E,C24020_026M,C24020_027E,C24020_027M,C24020_028E,C24020_028M,C24020_029E,C24020_029M,C24020_030E,C24020_030M,C24020_031E,C24020_031M,C24020_032E,C24020_032M,C24020_033E,C24020_033M,C24020_034E,C24020_034M,C24020_035E,C24020_035M,C24020_036E,C24020_036M,C24020_037E,C24020_037M,C24020_038E,C24020_038M,C24020_039E,C24020_039M,C24020_040E,C24020_040M,C24020_041E,C24020_041M,C24020_042E,C24020_042M,C24020_043E,C24020_043M,C24020_044E,C24020_044M,C24020_045E,C24020_045M,C24020_046E,C24020_046M,C24020_047E,C24020_047M,C24020_048E,C24020_048M,C24020_049E,C24020_049M,C24020_050E,C24020_050M,C24020_051E,C24020_051M,C24020_052E,C24020_052M,C24020_053E,C24020_053M,C24020_054E,C24020_054M,C24020_055E,C24020_055M,C24020_056E,C24020_056M,C24020_057E,C24020_057M,C24020_058E,C24020_058M,C24020_059E,C24020_059M,C24020_060E,C24020_060M,C24020_061E,C24020_061M,C24020_062E,C24020_062M,C24020_063E,C24020_063M,C24020_064E,C24020_064M,C24020_065E,C24020_065M,C24020_066E,C24020_066M,C24020_067E,C24020_067M,C24020_068E,C24020_068M,C24020_069E,C24020_069M,C24020_070E,C24020_070M,C24020_071E,C24020_071M,C24020_072E,C24020_072M,C24020_073E,C24020_073M,NAME,C24020_001EA,C24020_001MA,C24020_002MA,C24020_002EA,C24020_003MA,C24020_003EA,C24020_004EA,C24020_004MA,C24020_005EA,C24020_005MA,C24020_006MA,C24020_006EA,C24020_007MA,C24020_007EA,C24020_008MA,C24020_008EA,C24020_009EA,C24020_009MA,C24020_010EA,C24020_010MA,C24020_011MA,C24020_011EA,C24020_012MA,C24020_012EA,C24020_013MA,C24020_013EA,C24020_014EA,C24020_014MA,C24020_015EA,C24020_015MA,C24020_016EA,C24020_016MA,C24020_017MA,C24020_017EA,C24020_018MA,C24020_018EA,C24020_019EA,C24020_019MA,C24020_020EA,C24020_020MA,C24020_021EA,C24020_021MA,C24020_022MA,C24020_022EA,C24020_023MA,C24020_023EA,C24020_024MA,C24020_024EA,C24020_025EA,C24020_025MA,C24020_026EA,C24020_026MA,C24020_027EA,C24020_027MA,C24020_028MA,C24020_028EA,C24020_029EA,C24020_029MA,C24020_030MA,C24020_030EA,C24020_031EA,C24020_031MA,C24020_032EA,C24020_032MA,C24020_033EA,C24020_033MA,C24020_034EA,C24020_034MA,C24020_035MA,C24020_035EA,C24020_036EA,C24020_036MA,C24020_037EA,C24020_037MA,C24020_038EA,C24020_038MA,C24020_039MA,C24020_039EA,C24020_040EA,C24020_040MA,C24020_041MA,C24020_041EA,C24020_042EA,C24020_042MA,C24020_043EA,C24020_043MA,C24020_044MA,C24020_044EA,C24020_045EA,C24020_045MA,C24020_046MA,C24020_046EA,C24020_047MA,C24020_047EA,C24020_048EA,C24020_048MA,C24020_049EA,C24020_049MA,C24020_050MA,C24020_050EA,C24020_051EA,C24020_051MA,C24020_052MA,C24020_052EA,C24020_053EA,C24020_053MA,C24020_054EA,C24020_054MA,C24020_055MA,C24020_055EA,C24020_056EA,C24020_056MA,C24020_057MA,C24020_057EA,C24020_058MA,C24020_058EA,C24020_059EA,C24020_059MA,C24020_060EA,C24020_060MA,C24020_061MA,C24020_061EA,C24020_062MA,C24020_062EA,C24020_063MA,C24020_063EA,C24020_064EA,C24020_064MA,C24020_065EA,C24020_065MA,C24020_066MA,C24020_066EA,C24020_067MA,C24020_067EA,C24020_068MA,C24020_068EA,C24020_069EA,C24020_069MA,C24020_070EA,C24020_070MA,C24020_071EA,C24020_071MA,C24020_072MA,C24020_072EA,C24020_073MA,C24020_073EA,state
0400000US06,11064931,39611,6510256,29693,2472814,19302,1160297,14403,862476,11832,297821,8901,657280,11893,315253,8325,270031,8633,71996,4103,465383,10480,67750,4447,87778,5292,139780,5283,170075,6143,189854,7006,131763,5913,58091,4051,918803,16825,42648,4264,234123,7531,124626,5022,109497,5550,252068,10042,293793,8522,96171,5257,1129398,16533,689279,15155,440119,9747,924438,15503,109664,6823,447184,11551,367590,9637,1064803,18092,486759,11717,351890,10536,226154,8814,4554675,24508,2032517,19543,876014,13492,521774,10232,354240,9558,206867,6777,102710,4871,48019,3091,56138,4258,579251,12790,110734,5844,84468,4835,287712,8667,96337,4750,370385,10104,262809,8250,107576,5708,741046,14036,159828,6653,47279,2874,22253,2330,25026,2466,156734,7031,128823,5663,248382,8324,1451534,17370,460132,11092,991402,15301,53015,4440,30500,2898,9558,1784,12957,2052,276563,7697,182184,6562,36993,3543,57386,3899,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1741899,14366,1012533,11137,423418,9465,210529,6843,159611,6462,50918,3399,119568,5175,60627,3444,47035,3286,11906,1639,65047,3770,11241,1574,11869,1540,24022,2193,17915,2173,28274,2452,21390,2133,6884,1307,118880,6622,5886,1311,33756,2916,17623,2283,16133,1882,35110,4189,33739,2862,10389,1771,179540,6169,112646,5150,66894,4444,164748,6186,7110,1411,92215,4626,65423,4490,125947,6131,55747,4116,48240,3539,21960,2833,729366,10130,353090,7764,145788,5115,88101,4257,57687,3929,33676,2748,17335,2061,8480,1334,7861,1173,107947,5468,17962,2224,13668,1868,60910,3370,15407,1864,65679,3383,46146,2885,19533,2233,109829,4254,26288,2485,7282,1405,3267,832,4015,1085,29460,3040,17524,2074,29275,2825,228572,8070,73090,3946,155482,6943,7134,1659,1323,544,2562,961,3249,1035,30741,2849,16641,1865,8926,1736,5174,1077,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1179823,11447,670617,8201,292374,6978,154618,5207,108535,4318,46083,2994,65576,3786,30128,2830,27710,2244,7738,1206,50315,3013,7019,1085,10879,1531,20589,2073,11828,1756,21865,2118,16946,1782,4919,1076,86658,4801,3307,823,22140,2389,11355,1758,10785,1894,20804,2792,30444,3155,9963,1571,113987,5308,71228,3927,42759,3177,85602,4383,1354,681,47849,3947,36399,2726,91996,5184,52709,3728,26630,2655,12657,1905,509206,7377,256850,5857,99550,4254,61158,3800,38392,2542,23568,2336,12170,1614,4774,1031,6624,1371,85953,3635,15996,1741,9373,1689,50418,3346,10166,1669,47779,3243,33920,2673,13859,1922,72564,4497,26203,2654,3248,798,1607,610,1641,569,14278,2105,11886,1692,16949,2011,146634,5251,40885,3107,105749,4741,2835,896,322,305,950,466,1563,639,30323,2940,23035,2765,3051,914,4237,1015,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,297786,5911,159390,4330,57751,3312,28838,2580,20691,2182,8147,1381,16437,2040,7564,1298,5374,932,3499,966,8663,1402,2114,843,1645,492,3234,815,1670,530,3813,783,2355,496,1458,630,23313,2528,1532,604,5815,1138,2017,677,3798,888,5592,1313,7585,1902,2789,920,28005,2511,15436,2065,12569,1911,24189,2218,842,484,12257,1511,11090,1723,26132,2332,10112,1343,11191,1967,4829,1218,138396,3698,67205,3195,28203,2079,16294,1879,11909,1553,5852,1040,2595,663,983,459,2274,785,20370,2138,4986,1140,2920,1077,11257,1616,1207,423,12780,1842,9157,1461,3623,1082,19846,2112,5216,1123,2492,956,1316,745,1176,588,4323,982,3180,803,4635,1002,43647,2843,12615,1894,31032,2712,1312,633,245,192,404,431,663,390,6386,1244,3171,818,1775,757,1440,572,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,243294,5286,121646,3716,79780,3538,36010,2890,23426,2414,12584,1769,17036,2119,9077,1617,3752,887,4207,969,24221,2402,2092,848,11382,1672,4459,1040,6288,1424,2513,730,2101,663,412,329,14804,1919,863,511,3835,1079,2496,954,1339,518,6233,1327,2366,527,1507,627,14554,1818,6118,1242,8436,1541,6267,1369,0,197,5021,1280,1246,507,6241,1190,1254,519,4053,948,934,502,121648,3837,79220,3549,31829,2238,18372,1764,13457,1649,11201,1721,6186,1288,818,404,4197,1013,31207,2715,3671,807,9489,1369,9028,1566,9019,1431,4983,1150,4019,1249,964,475,15547,1908,2979,1040,3062,921,1995,637,1067,602,3216,922,4107,1047,2183,666,24112,2722,6842,1171,17270,2266,548,464,0,197,221,184,327,393,2221,774,829,437,1143,645,249,220,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5711050,29624,3137455,20523,1079349,18710,547822,12936,412587,11072,135235,5934,218864,8709,114631,6528,83851,5303,20382,2414,197493,6944,30273,2932,40063,3455,69208,4841,57949,4281,115170,5743,80775,4774,34395,3628,510692,13509,21818,2975,139130,7492,74579,5972,64551,4150,134275,8768,167171,8394,48298,4379,628289,14234,397352,12122,230937,8373,497175,14492,27170,3349,247077,11420,222928,9049,421950,12226,158020,7567,181011,8441,82919,5243,2573595,19659,1080243,18203,418459,11010,264072,10171,154387,5996,58726,3916,33734,3130,10749,1675,14243,1937,342280,10712,52509,3513,48835,3828,203851,8669,37085,3317,260778,9163,175609,6847,85169,4882,467204,13016,127510,6152,38833,3407,17320,2438,21513,2536,110948,7339,89750,6097,100163,6877,905146,15485,300610,9856,604536,12450,24717,2929,6447,1534,7811,1500,10459,1738,96285,6919,56777,4439,23073,3163,16435,2565,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3040931,22698,1695974,15356,598510,11885,313660,9412,235804,8545,77856,5984,133993,6522,72421,4644,47112,3919,14460,2463,108746,5428,17820,2389,18654,2129,47918,3655,24354,2543,42111,3837,29252,3126,12859,1771,204593,8001,7590,1757,62749,4790,31166,3359,31583,3595,50068,4779,66801,4797,17385,2507,298894,10950,188826,8735,110068,5841,270316,8794,14432,2269,130338,7487,125546,5471,323661,9707,154235,6135,105517,5274,63909,5482,1344957,16793,606153,13287,232617,8189,145497,6698,87120,4373,42554,3715,23834,2733,7415,1425,11305,2106,207188,6601,29586,2490,20762,2262,136337,5169,20503,2666,123794,6592,80846,4371,42948,4142,200749,9317,51143,4403,17921,2445,8777,1888,9144,1807,54344,4839,35184,3989,42157,3664,431869,10237,133097,6227,298772,8854,11930,2167,3135,878,2954,1087,5841,1281,94256,5748,64764,4508,15746,2372,13746,2376,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,444093,7503,245461,5807,82240,4320,38088,3336,28133,2617,9955,1597,17508,2208,7215,1231,7985,1467,2308,597,18650,1949,3529,860,2924,773,7205,1272,4992,1050,7994,1321,6258,1230,1736,559,51126,3405,1245,466,13783,2035,8521,1426,5262,1312,14789,2225,17191,1916,4118,1072,37317,2806,19185,2055,18132,2192,43061,2867,3071,943,22493,2297,17497,1966,31717,3195,9705,1703,16145,2404,5867,1186,198632,4635,81772,3208,32778,2385,20931,1998,11847,1359,5748,1080,2145,498,1575,652,2028,676,28884,2033,5504,1320,2754,769,18653,1848,1973,590,14362,1519,10329,1373,4033,854,36130,2666,7087,1219,2412,779,1611,572,801,521,9812,1464,10215,1477,6604,1301,69207,3766,24638,2802,44569,3292,3634,1153,1667,880,1050,506,917,412,7889,1188,4541,1009,2550,749,798,384,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,453589,8283,271680,5888,92684,4830,47312,3351,38542,3034,8770,1837,22240,2512,9053,2010,9595,1472,3592,935,15893,1756,3283,863,2522,634,6838,1165,3250,894,7239,1333,5727,1180,1512,741,28515,3027,2112,776,7442,1277,3047,765,4395,1012,6972,1646,8971,1555,3018,900,46376,3945,28359,3080,18017,2521,54401,3416,10656,1594,24472,2668,19273,2126,49704,3465,23309,2414,17569,2834,8826,1464,181909,5937,77905,4418,30226,3169,19270,2441,10956,1675,5151,1034,2176,675,1195,613,1780,653,26904,2962,4193,985,2176,734,18281,2629,2254,739,15624,1906,10954,1616,4670,1028,31388,3216,8001,1550,1870,582,632,331,1238,493,8367,1871,4526,1103,8624,1411,60447,3246,17508,2147,42939,3345,2405,857,874,406,800,574,731,426,9764,1640,6833,1340,1195,536,1736,729,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4176588,20851,2359993,14089,866492,11996,445769,9391,314981,7950,130788,5414,203226,7625,111112,5951,73747,4488,18367,2031,156337,6349,28438,2611,33397,2880,60381,3481,34121,2936,61160,4308,47273,3880,13887,1927,281594,8654,12586,2124,82236,4559,39301,2914,42935,3360,75672,4277,86827,3836,24273,2230,413424,9802,248861,7646,164563,6424,300707,8116,8936,1587,146777,6117,144994,5700,497776,10826,251174,8368,154312,6235,92290,4990,1816595,15444,824374,12649,328051,8452,192827,6591,135224,5723,60748,3324,33723,2501,12293,1474,14732,1845,259704,7823,47014,2816,26671,2283,157491,5909,28528,2825,175871,5653,128207,5179,47664,3800,277614,7946,73393,3817,20057,2415,11421,1803,8636,1438,58176,5170,49548,3629,76440,3981,578992,12199,160368,5978,418624,9871,9898,1520,1224,465,3947,972,4727,944,125717,6027,86359,5561,14227,1906,25131,2385,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
