GEO_ID,C17002_001E,C17002_001M,C17002_002E,C17002_002M,C17002_003E,C17002_003M,C17002_004E,C17002_004M,C17002_005E,C17002_005M,C17002_006E,C17002_006M,C17002_007E,C17002_007M,C17002_008E,C17002_008M,NAME,C17002_001MA,C17002_001EA,C17002_002EA,C17002_002MA,C17002_003EA,C17002_003MA,C17002_004EA,C17002_004MA,C17002_005MA,C17002_005EA,C17002_006MA,C17002_006EA,C17002_007EA,C17002_007MA,C17002_008EA,C17002_008MA,state
0400000US21,4247103,3119,342541,15008,480656,19902,229029,12219,226365,12713,294977,13879,137555,8677,2535980,25081,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4471142,2830,384979,16034,507002,20760,251718,13467,247110,15961,320258,15837,127362,7327,2632713,23648,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1293457,1275,69220,4995,120566,8568,63809,5856,64173,5560,91422,8192,36659,3689,847608,12371,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5744445,2780,280402,12939,310401,16253,172939,13530,193566,14215,287769,16034,119681,11607,4379687,28075,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6414762,2601,348581,13402,414064,13696,211632,13213,227989,12980,310857,15162,122845,9805,4778794,26293,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9663760,3870,768553,20326,916625,25576,440664,16964,463129,17043,628067,18368,271032,12883,6175690,31528,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5257443,1790,258077,11520,340294,15361,196782,10872,202568,10842,298150,12213,115236,6486,3846336,25746,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2890890,1973,295541,14890,402711,18650,189018,12590,171315,11030,233933,15742,91271,9076,1507101,21891,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5838008,3872,417151,14634,530641,19301,282542,13690,300629,12389,410457,15418,163436,10211,3733152,25945,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,980594,1227,60922,5379,91277,6450,52459,5210,51382,4912,78369,6202,31273,3709,614912,10847,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1800904,1635,95133,6065,138840,10114,85095,6838,83755,6609,117963,7493,52230,5120,1227888,12666,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2718565,3392,193694,12541,253146,15233,149148,12696,148884,14312,210690,14545,73801,7537,1689202,22330,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1280027,1345,53140,6385,75326,9100,38270,4666,48219,5028,60483,5950,30381,4679,974208,11867,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8691673,2911,438665,15897,496278,18723,288728,13157,295527,13932,448816,17936,196091,13336,6527568,32317,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2044778,1740,187947,9961,238298,11377,120047,10119,119432,9033,159639,10613,59461,7457,1159954,16153,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19064064,4156,1349996,26564,1675020,31861,838423,23936,861881,25620,1107608,26659,458581,19494,12772555,56977,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9498993,3156,754629,23217,958503,30120,552110,19411,524318,21785,697525,21989,269104,14304,5742804,43603,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,674852,714,35318,3604,40385,3258,24769,3671,20536,2231,38898,3375,15916,2949,499030,6302,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11227482,4488,855552,21795,969076,22462,527413,18869,517546,17785,738347,20669,305769,14696,7313779,41847,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3699653,1970,273676,11011,363753,11138,209011,10321,207395,8192,282655,10312,108781,7855,2254382,18882,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3826398,2672,301235,15409,357124,15265,191614,11657,193202,10955,276327,14517,104117,7870,2402779,23872,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12353867,3236,745353,24337,947932,27118,517974,16103,560212,18910,781007,20212,315610,13565,8485779,37820,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1010449,885,62056,6267,76851,6426,44270,6645,41581,4950,60657,6720,23392,3243,701642,12114,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4585454,2040,376931,17315,460839,15933,258919,13809,265191,16234,358957,14772,139634,9383,2724983,27641,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,804310,815,50820,4075,57026,4608,36504,4312,38442,4424,56371,4539,30173,3958,534974,8302,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6295994,3016,483568,18615,645762,22378,335590,19861,341721,14209,479613,20134,203301,12227,3806439,34999,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25450518,6257,1895369,37819,2666983,49978,1436795,37875,1438366,40248,1819637,42223,719962,26254,15473406,71279,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2806020,2814,154441,10091,205576,15035,136630,11826,139620,10667,222718,13558,96164,10457,1850871,23267,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,601611,741,32128,3461,38956,3881,23401,2434,27105,3450,41705,4507,17522,2515,420794,6526,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7936903,2853,416102,14180,515703,19543,302480,16936,316748,14802,460014,19326,179207,13575,5746649,35687,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6761934,3299,424609,18040,490669,21655,268978,13399,308621,15570,398686,16154,183086,12809,4687285,30381,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1801131,2144,150998,10554,169057,10032,100747,7613,104541,8862,135381,8690,56212,5864,1084195,17501,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5573134,3298,317756,12142,419600,13840,230818,10443,246292,11353,352805,14483,154786,8980,3851077,22713,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,561445,1473,29347,4056,41672,4900,18733,2569,25407,4186,35076,4326,18563,4079,392647,8431,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3633892,1704,899557,23944,732976,20271,312450,13996,293624,14766,316521,16113,122990,9713,955774,23192,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,4706978,2160,399317,14070,493247,18331,265357,11424,266414,13554,339232,14575,128051,11087,2815360,28579,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,715608,613,31811,3074,40589,4412,33056,5174,25982,4461,42120,4892,17921,3319,524129,9675,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6401273,3092,566992,18108,627514,24793,347874,19424,356468,20410,457179,23541,185843,12303,3859403,32860,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2865098,2160,234771,13114,333294,12675,169787,10200,159921,10907,241023,12897,90556,8000,1635746,18820,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
