GEO_ID,B19081_001E,B19081_001M,B19081_002E,B19081_002M,B19081_003E,B19081_003M,B19081_004E,B19081_004M,B19081_005E,B19081_005M,B19081_006E,B19081_006M,NAME,B19081_001MA,B19081_001EA,B19081_002MA,B19081_002EA,B19081_003MA,B19081_003EA,B19081_004EA,B19081_004MA,B19081_005EA,B19081_005MA,B19081_006MA,B19081_006EA,state
0400000US25,12611,249,36658,477,65528,607,104248,788,227323,3597,400220,11956,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,10443,157,27786,271,46967,334,73694,400,156263,1484,268328,4995,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,14024,217,35928,402,58915,523,88941,684,183497,2515,316071,7678,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,8044,208,21039,447,37235,584,60514,873,136553,3537,241218,11592,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,10574,169,27173,266,45540,386,71184,524,152032,2287,262551,7453,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,11208,425,27093,678,45246,897,70723,1055,145684,6035,251678,21519,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,12839,327,31394,574,50686,653,76691,910,153997,2797,259450,8564,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,12323,385,30731,594,49736,750,75509,979,161920,4411,286013,14989,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15700,781,39093,1301,63656,1435,95877,1453,188530,5105,308595,15189,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,14554,237,40106,413,69602,602,109323,839,236831,2955,413134,9627,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,9079,327,24885,563,43132,823,70677,1066,148632,3535,245404,10364,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11153,115,31647,244,56735,346,91802,460,215867,2112,398254,7085,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10188,164,26845,273,45159,373,71242,548,155602,2092,272606,6591,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13063,704,33124,845,53758,1187,82436,1656,180095,6794,329537,22518,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10475,136,27716,198,46943,296,73366,434,155377,1803,267412,5405,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,10338,212,26527,357,44581,408,69669,635,150374,3324,266016,11570,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,10941,303,29082,464,49078,674,76494,805,158994,2793,271386,9019,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11826,135,30316,217,51344,318,80341,448,172872,1387,302398,4547,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,10987,552,31096,1065,54826,1498,87171,1890,179198,5800,298771,17585,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,9534,240,25495,424,43462,521,68593,777,148128,2483,254574,7937,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12772,538,30597,752,48536,961,73255,1304,148877,5905,256559,20409,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,9874,200,25593,303,43089,435,67910,596,151269,2590,269545,8020,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11296,125,29906,193,50788,301,81269,405,180393,1475,317661,4918,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14668,458,36386,632,57123,729,83733,1023,167465,3949,285100,13139,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,13187,558,32685,849,53220,1036,80292,1342,163838,5494,283659,18696,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,13889,226,36985,395,62121,484,98167,659,212043,2012,359613,6429,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,13271,286,35146,439,57774,487,88780,575,184125,2341,311771,7901,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8970,334,23089,537,40100,741,64090,1036,133195,3510,228634,10930,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,12592,199,31236,258,51185,371,77546,439,157544,2411,271637,8745,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,13739,871,33598,1340,55285,1582,83810,2019,154658,6554,241774,20906,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2306,143,10537,246,19610,308,33687,525,81562,2204,147315,7524,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,8775,202,23941,380,42001,519,68058,730,144088,1988,243309,6206,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16888,896,41522,1566,67807,1771,101587,2210,195887,7239,310700,23807,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,10983,231,29061,387,48047,511,75312,597,160800,2461,276970,8083,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,9215,251,23407,377,40008,491,63270,677,134678,2919,227624,9135,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
