GEO_ID,C21001H_001E,C21001H_001M,C21001H_002E,C21001H_002M,C21001H_003E,C21001H_003M,C21001H_004E,C21001H_004M,C21001H_005E,C21001H_005M,C21001H_006E,C21001H_006M,C21001H_007E,C21001H_007M,C21001H_008E,C21001H_008M,C21001H_009E,C21001H_009M,C21001H_010E,C21001H_010M,C21001H_011E,C21001H_011M,C21001H_012E,C21001H_012M,C21001H_013E,C21001H_013M,C21001H_014E,C21001H_014M,C21001H_015E,C21001H_015M,NAME,C21001H_001MA,C21001H_001EA,C21001H_002MA,C21001H_002EA,C21001H_003EA,C21001H_003MA,C21001H_004EA,C21001H_004MA,C21001H_005MA,C21001H_005EA,C21001H_006MA,C21001H_006EA,C21001H_007MA,C21001H_007EA,C21001H_008MA,C21001H_008EA,C21001H_009EA,C21001H_009MA,C21001H_010EA,C21001H_010MA,C21001H_011EA,C21001H_011MA,C21001H_012MA,C21001H_012EA,C21001H_013MA,C21001H_013EA,C21001H_014EA,C21001H_014MA,C21001H_015EA,C21001H_015MA,state
0400000US18,4121431,2215,1998188,1878,1648294,1846,199864,6053,1448430,6076,349894,272,181067,3572,168827,3541,2123243,990,1663181,965,17907,1555,1645274,1916,460062,173,3628,852,456434,843,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2121067,1461,1031957,1155,835050,1148,100106,3306,734944,3518,196907,152,103177,2519,93730,2490,1089110,569,830665,533,10476,1454,820189,1604,258445,166,2226,528,256219,527,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1730941,1797,838981,1649,682476,1626,88549,3822,593927,4129,156505,157,87323,2275,69182,2273,891960,567,689928,586,9446,1338,680482,1608,202032,98,1437,465,200595,485,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2932030,1658,1413762,1565,1164472,1526,142081,5054,1022391,4943,249290,159,121421,3348,127869,3357,1518268,713,1195614,693,14430,1816,1181184,1951,322654,171,2751,652,319903,664,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2155701,1917,1045222,1616,855052,1588,106091,5232,748961,5690,190170,259,101082,2738,89088,2719,1110479,1084,867351,993,9315,1531,858036,1752,243128,351,2914,817,240214,911,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1011754,551,487889,444,388946,443,54619,3420,334327,3466,98943,25,55362,1718,43581,1723,523865,217,401109,217,6349,1065,394760,1058,122756,155,2235,622,120521,622,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2537109,1967,1220335,1756,986170,1781,129862,5380,856308,5779,234165,98,128081,3228,106084,3219,1316774,925,1015424,881,19860,2030,995564,2046,301350,115,3640,713,297710,744,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4072941,3208,1943359,2130,1581690,2101,138693,4936,1442997,5063,361669,272,193643,3875,168026,3876,2129582,1868,1638046,1677,13695,1999,1624351,2397,491536,451,4394,923,487142,996,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5976299,1648,2912952,1027,2365386,938,260134,6100,2105252,6020,547566,239,279237,4161,268329,4145,3063347,1077,2366841,1022,23717,2193,2343124,2216,696506,257,5656,934,690850,1017,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3499728,1278,1714662,827,1408953,824,153477,4769,1255476,4767,305709,23,167988,2736,137721,2740,1785066,729,1398780,699,16107,2047,1382673,2129,386286,117,3794,664,382492,675,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1342744,1295,646880,1693,517254,1723,67832,4097,449422,4367,129626,272,69115,2582,60511,2599,695864,1708,527731,1771,7241,1637,520490,2194,168133,317,811,346,167322,486,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3797701,2049,1836415,1614,1489734,1615,197760,6189,1291974,6333,346681,125,194557,3507,152124,3527,1961286,1115,1516121,1116,22175,2239,1493946,2526,445165,185,4001,833,441164,821,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,696990,855,347339,769,276490,771,42271,2615,234219,2806,70849,29,41094,1556,29755,1557,349651,322,270332,323,6318,1325,264014,1384,79319,13,951,283,78368,283,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1173517,1148,571416,872,465623,869,64089,3106,401534,3162,105793,79,57790,1923,48003,1917,602101,576,465680,567,8089,1469,457591,1506,136421,105,1353,428,135068,433,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1196917,1356,605944,1160,474419,1162,82505,4122,391914,4110,131525,217,82986,2626,48539,2654,590973,497,451121,454,9871,1403,441250,1531,139852,175,2289,633,137563,664,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,971979,709,473578,655,389164,655,48727,3012,340437,3133,84414,181,50767,1680,33647,1680,498401,183,394576,183,5791,1309,388785,1315,103825,181,1776,523,102049,523,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4119937,4241,1975465,2865,1574455,2844,117544,4313,1456911,5228,401010,336,211931,4930,189079,4882,2144472,2149,1599070,2044,9278,1466,1589792,2668,545402,415,3931,755,541471,790,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,689437,1321,335986,1312,254051,1291,53268,3604,200783,3856,81935,121,48512,1896,33423,1889,353451,510,257534,472,7000,1281,250534,1462,95917,126,1897,601,94020,629,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9085095,4464,4375043,2202,3525283,2111,274278,6361,3251005,6564,849760,741,409015,5894,440745,5952,4710052,2971,3574657,2745,24378,2127,3550279,3358,1135395,690,8207,1138,1127188,1245,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4998755,4037,2384345,3050,1911031,2995,252377,5891,1658654,6637,473314,214,251948,5353,221366,5310,2614410,1702,2004993,1676,32402,2414,1972591,2885,609417,344,5588,1149,603829,1217,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,487598,953,245532,828,202785,814,25975,1844,176810,1992,42747,76,21572,1106,21175,1104,242066,318,187630,316,3434,887,184196,936,54436,58,592,246,53844,264,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7338229,2735,3544341,1896,2891271,1893,350739,7866,2540532,8389,653070,135,349180,5384,303890,5386,3793888,1545,2932008,1579,33724,2848,2898284,3632,861880,294,7699,1270,854181,1274,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2056332,1722,994995,1521,795352,1527,126540,4107,668812,4219,199643,93,115422,2954,84221,2939,1061337,756,808853,736,14078,1562,794775,1710,252484,119,3124,666,249360,655,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2464462,1959,1198391,1210,957050,1194,135050,5626,822000,5913,241341,229,143429,3807,97912,3846,1266071,1070,972189,1039,15188,1824,957001,1918,293882,464,5906,994,287976,1037,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8114137,2558,3908118,1684,3125619,1643,353430,7451,2772189,7667,782499,250,431419,5600,351080,5594,4206019,1351,3158695,1139,29307,2461,3129388,2813,1047324,521,10236,1176,1037088,1301,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,654033,1370,308961,1000,248892,919,26283,2710,222609,2928,60069,281,35483,1933,24586,1919,345072,826,261493,788,2457,719,259036,980,83579,256,800,365,82779,419,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2404090,1887,1154937,1744,913284,1744,133857,4962,779427,4958,241653,6,133394,3404,108259,3405,1249153,864,951211,806,16124,2076,935087,2228,297942,204,3226,848,294716,880,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,544519,965,269441,795,218131,792,30052,2333,188079,2505,51310,77,27045,1435,24265,1444,275078,478,210875,467,3842,981,207033,1244,64203,95,795,351,63408,380,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3829027,2326,1838534,1968,1485700,1945,193516,6765,1292184,6969,352834,265,179677,4071,173157,4086,1990493,1112,1540669,1066,19110,2071,1521559,2330,449824,274,3444,822,446380,861,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9198363,5214,4489070,4011,3641932,3861,520821,11163,3121111,11039,847138,920,487486,6655,359652,6682,4709293,2541,3666155,2500,63537,4302,3602618,4728,1043138,1077,13446,1486,1029692,1704,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1609687,1151,795355,946,681254,949,61599,3242,619655,3342,114101,63,60486,2078,53615,2081,814332,457,679289,456,6165,1267,673124,1278,135043,38,1379,420,133664,421,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,475473,415,231828,306,188591,306,21517,1685,167074,1697,43237,2,22155,1034,21082,1034,243645,203,190699,203,2282,567,188417,624,52946,2,624,310,52322,311,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4130671,3526,1994749,3070,1626103,3103,272539,6736,1353564,7198,368646,234,209280,3691,159366,3654,2135922,1860,1673841,1793,45565,3121,1628276,3277,462081,297,7730,1207,454351,1257,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3955933,2915,1939962,2252,1580130,2256,248632,6588,1331498,6837,359832,171,216138,4082,143694,4107,2015971,1345,1582160,1354,32523,2690,1549637,3013,433811,74,8323,1184,425488,1202,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1376456,1100,668066,972,535250,948,76006,3286,459244,3464,132816,169,69865,2411,62951,2429,708390,405,541772,351,5757,1140,536015,1219,166618,213,1312,553,165306,587,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3778878,827,1854159,696,1511123,690,171283,5272,1339840,5299,343036,22,181810,2752,161226,2751,1924719,425,1491109,419,17787,1827,1473322,1889,433610,73,4473,832,429137,847,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,379681,681,191961,591,159388,594,23329,2246,136059,2244,32573,60,17750,1324,14823,1323,187720,181,151025,175,3274,944,147751,967,36695,64,570,337,36125,315,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,19271,2231,9212,1479,6942,1292,644,384,6298,1219,2270,592,876,387,1394,447,10059,1523,7798,1411,50,83,7748,1418,2261,649,0,214,2261,649,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,2540068,2092,1222841,1508,979228,1511,138825,4952,840403,5147,243613,54,134300,3604,109313,3609,1317227,1226,1002710,1193,12836,1774,989874,2085,314517,246,3666,879,310851,927,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,354075,1486,184822,1271,161194,1260,35432,2492,125762,2601,23628,97,13993,1108,9635,1107,169253,579,146582,589,7622,1294,138960,1401,22671,35,1042,561,21629,564,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3056591,2282,1493900,2024,1124605,1992,176501,6602,948104,6859,369295,412,213312,4353,155983,4282,1562691,1072,1134579,1067,25137,2659,1109442,2850,428112,259,8153,1330,419959,1378,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1716794,1145,830798,947,658245,947,91672,4736,566573,4662,172553,84,91878,2612,80675,2596,885996,476,669294,472,10005,1453,659289,1449,216702,60,2714,780,213988,777,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
