GEO_ID,B05004_001E,B05004_001M,B05004_002E,B05004_002M,B05004_003E,B05004_003M,B05004_004E,B05004_004M,B05004_005E,B05004_005M,B05004_006E,B05004_006M,B05004_007E,B05004_007M,B05004_008E,B05004_008M,B05004_009E,B05004_009M,B05004_010E,B05004_010M,B05004_011E,B05004_011M,B05004_012E,B05004_012M,B05004_013E,B05004_013M,B05004_014E,B05004_014M,B05004_015E,B05004_015M,NAME,B05004_001EA,B05004_001MA,B05004_002MA,B05004_002EA,B05004_003MA,B05004_003EA,B05004_004MA,B05004_004EA,B05004_005MA,B05004_005EA,B05004_006EA,B05004_006MA,B05004_007EA,B05004_007MA,B05004_008MA,B05004_008EA,B05004_009MA,B05004_009EA,B05004_010MA,B05004_010EA,B05004_011MA,B05004_011EA,B05004_012EA,B05004_012MA,B05004_013MA,B05004_013EA,B05004_014MA,B05004_014EA,B05004_015MA,B05004_015EA,state
0400000US16,35.2,0.1,34.2,0.3,35.9,0.2,34.7,0.3,33.8,0.3,35.5,0.2,38.2,1.4,36.6,1.4,40.6,1.4,48.1,2.2,48.5,2.7,47.7,3.1,34.0,2.0,32.9,2.3,35.2,1.9,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37.0,0.1,35.7,0.1,38.3,0.2,35.3,0.1,33.7,0.1,36.9,0.2,42.2,0.3,41.5,0.4,42.9,0.4,50.2,0.4,49.9,0.5,50.5,0.6,36.6,0.3,36.2,0.3,37.0,0.4,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.3,0.1,35.9,0.1,38.6,0.2,37.3,0.2,35.9,0.2,38.6,0.2,37.7,0.9,36.2,1.1,38.9,0.9,47.1,1.5,45.9,1.0,48.3,2.2,33.1,0.7,32.6,0.9,33.8,1.1,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.0,0.3,36.8,0.2,39.3,0.3,38.3,0.2,37.0,0.2,39.7,0.3,36.0,0.7,35.8,1.0,36.2,0.8,42.5,2.6,42.7,3.6,42.2,3.1,32.2,1.0,32.2,1.4,32.2,1.1,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.0,0.1,34.8,0.2,37.5,0.2,35.7,0.1,34.3,0.3,37.3,0.3,37.7,0.5,37.4,0.7,38.0,0.7,45.2,1.3,44.8,1.3,45.7,2.2,34.2,0.7,33.7,0.9,34.9,1.1,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38.4,0.2,37.1,0.2,39.8,0.2,38.6,0.2,37.2,0.2,40.0,0.2,36.0,0.6,35.8,0.6,36.4,1.2,43.5,1.1,43.0,1.8,43.7,1.2,33.5,0.7,34.2,1.2,32.7,1.0,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.0,0.2,34.8,0.2,37.4,0.2,35.7,0.2,34.4,0.2,37.2,0.3,39.9,1.1,38.7,0.9,41.6,1.4,51.1,0.9,50.7,1.2,51.8,1.4,34.9,1.0,35.0,1.3,34.7,1.2,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,43.5,0.2,42.6,0.2,44.6,0.2,43.4,0.2,42.6,0.3,44.3,0.2,47.0,2.5,43.1,2.3,49.6,2.8,56.2,2.0,56.2,4.4,56.3,3.3,39.8,1.4,35.3,3.5,42.7,4.2,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38.1,0.2,36.5,0.2,39.6,0.2,37.1,0.2,35.2,0.2,38.9,0.3,40.8,0.4,39.9,0.5,41.7,0.4,48.5,0.5,48.5,0.7,48.4,0.6,35.2,0.4,34.6,0.6,35.9,0.5,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,39.5,0.2,37.9,0.2,40.8,0.2,38.1,0.2,36.3,0.2,40.0,0.2,43.1,0.4,42.3,0.5,43.8,0.5,49.7,0.6,49.5,0.7,49.8,0.7,35.8,0.4,35.3,0.5,36.4,0.7,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,39.5,0.1,38.1,0.1,40.8,0.2,39.2,0.1,37.6,0.2,40.6,0.1,42.3,0.5,42.2,0.5,42.4,0.6,50.1,0.7,50.3,0.8,49.9,1.0,35.7,0.5,35.1,0.8,36.1,0.7,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,37.6,0.1,36.6,0.1,38.7,0.2,37.8,0.1,36.6,0.2,39.1,0.2,36.7,0.5,36.5,0.6,36.9,0.6,42.3,0.7,43.1,1.0,41.6,0.9,32.9,0.5,32.8,0.6,33.0,0.6,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,36.2,0.2,34.8,0.3,37.6,0.3,36.2,0.2,34.8,0.2,37.6,0.3,36.6,1.6,35.0,3.1,37.9,2.7,45.4,3.3,45.5,5.3,45.4,4.3,32.5,1.3,32.3,1.2,34.2,3.3,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,38.2,0.1,36.7,0.3,39.8,0.2,38.2,0.2,36.7,0.1,39.9,0.2,38.1,0.9,37.4,1.1,38.7,1.0,47.4,1.0,47.5,1.4,47.3,1.2,33.5,0.9,32.7,1.0,34.1,0.7,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,40.2,0.3,39.3,0.4,41.2,0.5,40.0,0.3,39.1,0.4,41.0,0.4,46.6,4.3,44.5,5.5,48.5,4.8,51.7,3.7,51.6,2.3,52.3,7.7,40.5,3.6,39.1,9.4,43.2,5.7,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36.3,0.2,35.1,0.2,37.7,0.3,36.2,0.3,35.0,0.3,37.8,0.3,36.7,1.0,36.0,1.2,37.6,1.5,43.7,1.1,43.8,1.9,43.6,1.3,32.6,0.7,32.2,1.1,33.0,1.0,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,36.8,0.2,36.1,0.2,37.6,0.2,33.9,0.2,33.7,0.3,34.2,0.3,42.5,0.4,41.3,0.5,43.6,0.5,49.7,0.7,48.9,0.8,50.4,1.0,37.8,0.5,36.7,0.7,38.8,0.7,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,41.9,0.3,41.0,0.3,42.8,0.3,41.9,0.2,40.8,0.3,42.8,0.3,42.7,1.8,42.5,1.9,42.9,3.1,51.0,2.4,52.8,2.6,49.5,2.8,36.5,1.3,36.3,2.0,36.7,1.5,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,39.4,0.1,37.8,0.2,40.8,0.1,36.9,0.2,34.9,0.2,39.0,0.2,43.6,0.3,42.7,0.4,44.4,0.3,50.2,0.3,50.3,0.4,50.2,0.3,36.6,0.3,36.0,0.5,37.4,0.4,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,36.8,0.2,35.3,0.3,38.2,0.3,35.6,0.3,34.0,0.4,37.2,0.3,42.5,0.8,40.8,1.2,44.4,1.2,51.8,2.0,51.4,3.1,52.1,1.9,38.4,1.0,36.9,1.3,40.2,1.6,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,38.1,0.1,36.5,0.2,39.7,0.1,34.4,0.2,32.7,0.2,36.1,0.1,45.1,0.2,43.9,0.3,46.0,0.2,51.6,0.2,51.1,0.3,52.0,0.3,37.7,0.3,36.9,0.4,38.4,0.3,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,37.8,0.2,36.4,0.2,39.2,0.2,37.9,0.1,36.2,0.2,39.5,0.2,37.6,0.3,37.4,0.4,37.8,0.5,46.6,0.5,46.1,0.9,47.1,0.7,34.5,0.4,34.3,0.4,34.7,0.5,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,36.2,0.3,34.9,0.4,37.4,0.5,36.1,0.3,34.8,0.4,37.5,0.4,37.1,1.7,37.2,2.3,37.0,3.6,44.5,4.8,39.2,6.6,49.3,9.5,31.5,2.5,33.1,3.7,29.8,4.8,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,39.3,0.1,37.7,0.2,40.7,0.2,39.2,0.2,37.6,0.1,40.5,0.2,40.9,0.6,39.4,0.5,42.8,0.8,50.7,0.9,50.0,1.1,51.5,1.4,33.4,0.5,33.1,0.6,33.7,0.8,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,36.3,0.1,35.0,0.1,37.8,0.2,36.1,0.2,34.8,0.2,37.6,0.2,37.7,0.5,36.7,0.8,38.7,0.7,47.8,1.1,46.8,1.3,49.1,1.6,34.3,0.5,33.4,1.2,34.9,0.7,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,38.9,0.1,37.6,0.2,40.1,0.2,38.6,0.2,37.3,0.3,39.8,0.3,40.3,0.7,38.7,1.0,41.9,0.8,48.2,0.8,47.4,1.0,48.9,0.9,35.6,0.8,34.6,1.0,36.7,0.9,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,40.5,0.1,39.0,0.1,41.8,0.2,40.4,0.2,38.7,0.2,41.8,0.2,41.9,0.5,41.0,0.7,42.5,0.4,49.1,0.5,49.5,0.8,48.8,0.7,35.1,0.6,34.4,0.8,35.7,0.7,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,39.8,0.2,37.9,0.4,41.4,0.3,38.9,0.5,36.8,0.5,40.7,0.5,43.2,1.0,42.4,1.2,43.9,1.5,50.0,1.6,50.5,2.1,49.7,1.9,35.6,1.3,34.6,1.7,36.5,2.0,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,38.3,0.2,36.7,0.3,39.9,0.2,38.4,0.2,36.8,0.3,39.9,0.2,38.2,0.8,36.5,1.1,39.9,1.1,47.8,1.4,46.3,2.0,49.1,2.0,34.1,0.8,33.5,0.9,34.8,1.2,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,36.7,0.3,35.6,0.3,37.9,0.4,36.7,0.3,35.7,0.4,37.9,0.5,35.2,3.4,32.9,4.2,37.7,5.4,46.5,9.3,42.4,5.7,55.2,4.6,28.9,1.5,28.8,2.7,28.9,3.4,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,38.2,0.1,36.8,0.2,39.6,0.1,38.3,0.2,36.9,0.2,39.7,0.2,36.9,0.6,36.1,0.6,37.9,0.9,45.5,1.2,45.0,1.3,46.0,2.2,33.0,0.5,32.6,0.5,33.4,0.7,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,33.9,0.1,32.8,0.1,35.0,0.1,31.4,0.1,30.4,0.1,32.5,0.2,40.5,0.2,39.8,0.3,41.3,0.3,48.8,0.3,48.5,0.3,49.0,0.4,36.7,0.3,36.1,0.3,37.4,0.3,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,29.9,0.1,29.4,0.1,30.3,0.2,28.7,0.1,28.3,0.2,29.2,0.2,38.0,0.6,37.6,0.9,38.3,0.9,46.3,0.9,46.6,1.3,45.9,1.3,34.3,0.7,34.3,0.9,34.4,1.0,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,42.4,0.2,41.0,0.4,43.7,0.3,42.1,0.3,40.8,0.4,43.4,0.3,48.1,3.6,47.2,4.2,49.1,4.7,56.4,4.5,55.7,5.2,57.1,6.1,36.3,2.8,35.2,3.3,40.0,7.3,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37.5,0.2,36.2,0.1,38.8,0.3,36.8,0.2,35.3,0.1,38.2,0.2,40.4,0.3,39.6,0.4,41.3,0.5,46.5,0.4,45.7,0.7,47.1,0.5,35.4,0.4,34.7,0.6,36.0,0.5,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,37.5,0.1,36.4,0.2,38.6,0.1,36.5,0.1,35.6,0.2,37.6,0.2,40.5,0.4,39.4,0.5,41.7,0.5,47.3,0.6,46.0,0.8,48.4,0.8,35.3,0.5,34.6,0.6,36.2,0.6,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,41.5,0.2,40.5,0.2,42.6,0.3,41.5,0.2,40.5,0.2,42.6,0.3,41.4,2.5,39.3,2.2,44.0,3.8,50.9,4.5,49.7,3.3,52.6,7.7,33.0,3.2,33.0,3.1,33.5,6.1,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,38.8,0.1,37.5,0.1,40.0,0.2,38.9,0.2,37.5,0.2,40.1,0.2,38.2,0.8,37.4,0.6,39.4,0.9,46.7,1.4,45.3,1.5,48.2,1.6,34.0,0.6,33.8,0.8,34.3,0.9,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,36.9,0.3,36.0,0.5,37.9,0.6,36.9,0.3,36.0,0.5,37.9,0.6,37.1,3.1,35.7,3.1,40.0,5.8,44.8,7.1,43.4,9.8,48.0,7.0,32.6,2.3,32.5,3.1,33.0,3.9,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,37.8,0.2,36.0,0.2,39.7,0.2,37.3,0.2,35.5,0.1,39.2,0.2,49.8,1.1,50.4,1.4,49.2,1.6,57.3,1.7,57.1,2.5,57.4,2.5,44.5,1.9,45.0,2.6,44.0,2.2,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
