GEO_ID,C01001H_001E,C01001H_001M,C01001H_002E,C01001H_002M,C01001H_003E,C01001H_003M,C01001H_004E,C01001H_004M,C01001H_005E,C01001H_005M,C01001H_006E,C01001H_006M,C01001H_007E,C01001H_007M,C01001H_008E,C01001H_008M,C01001H_009E,C01001H_009M,NAME,C01001H_001MA,C01001H_001EA,C01001H_002MA,C01001H_002EA,C01001H_003EA,C01001H_003MA,C01001H_004EA,C01001H_004MA,C01001H_005EA,C01001H_005MA,C01001H_006EA,C01001H_006MA,C01001H_007MA,C01001H_007EA,C01001H_008MA,C01001H_008EA,C01001H_009EA,C01001H_009MA,state
0400000US06,14904055,7593,7432023,4264,1261854,2585,4918121,2729,1252048,782,7472032,4421,1193606,2457,4728092,2875,1550334,983,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3599838,2504,1795962,2245,361729,1392,1201900,1695,232333,317,1803876,1804,343210,1404,1177230,1001,283436,266,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2512773,2534,1222367,1650,241466,805,783263,1309,197638,180,1290406,1336,229204,593,797577,1082,263625,300,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,589642,1421,285719,862,54484,238,179997,787,51238,239,303923,658,51874,141,188467,503,63582,344,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,222975,786,110393,609,11105,159,88604,559,10684,197,112582,342,10631,119,89896,289,12055,65,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10966711,7126,5375076,4881,912515,2910,3238467,2646,1224094,665,5591635,3721,869890,2354,3265516,2629,1456229,650,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5460416,2425,2688279,3380,589633,2787,1727412,1487,371234,286,2772137,2819,559621,2716,1740857,1036,471659,469,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,317032,544,173541,458,20478,452,126260,203,26803,39,143491,531,19760,443,97550,227,26181,153,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1330942,1001,662306,1012,166688,839,402128,546,93490,130,668636,911,158503,799,403423,330,106710,298,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8093687,3763,3964466,3052,824006,1201,2567416,2667,573044,499,4129221,2416,781533,1264,2583141,1595,764547,367,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5289249,2878,2600231,2223,599457,1476,1650880,1533,349894,272,2689018,1553,565550,1273,1663406,944,460062,173,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2705704,1557,1331749,1420,298331,1119,836511,1036,196907,152,1373955,994,284796,878,830714,530,258445,166,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2234826,609,1103107,1138,252399,1001,694203,371,156505,157,1131719,946,238621,920,691066,173,202032,98,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3760302,1815,1845703,1867,421223,1836,1175190,776,249290,159,1914599,2118,395886,1886,1196059,596,322654,171,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2748748,2233,1352518,1793,298065,1403,864283,1030,190170,259,1396230,1861,284535,1455,868567,760,243128,351,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1250688,432,611318,173,122537,19,389838,171,98943,25,639370,335,115469,267,401145,200,122756,155,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3166263,1649,1549293,1134,312911,1022,1002217,436,234165,98,1616970,940,297704,772,1017916,534,301350,115,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5003798,4028,2421954,2555,475738,1051,1584547,2038,361669,272,2581844,2596,452108,1443,1638200,1660,491536,451,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7523647,2218,3708591,1296,793388,850,2367637,782,547566,239,3815056,1487,751177,1037,2367373,907,696506,257,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4424944,1553,2189461,1064,472716,707,1411036,646,305709,23,2235483,974,449799,725,1399398,536,386286,117,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1717214,1296,843049,2723,189495,2101,523928,1472,129626,272,874165,2886,177441,2165,528591,1644,168133,317,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4848758,2668,2381462,2009,532989,1687,1501792,1013,346681,125,2467296,2286,504370,1905,1517761,884,445165,185,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,876782,396,440838,720,90984,633,279005,321,70849,29,435944,654,85971,625,270654,251,79319,13,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1509066,1411,744935,990,170213,623,468929,663,105793,79,764131,886,161475,653,466235,503,136421,105,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1455200,1000,741459,1164,130709,879,479225,591,131525,217,713741,912,122341,900,451548,349,139852,175,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1212389,436,597531,499,122553,378,390564,265,84414,181,614858,385,116457,299,394576,183,103825,181,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5134994,5384,2498702,3226,518855,1576,1578837,2575,401010,336,2636292,2717,491071,1219,1599819,1980,545402,415,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,827066,1054,410523,1880,69308,1644,259280,707,81935,121,416543,1662,62627,1637,257999,405,95917,126,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11227534,5742,5480741,2860,1091040,1439,3539941,2034,849760,741,5746793,3474,1035193,1544,3576205,2540,1135395,690,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6292533,4146,3073489,3105,636220,2506,1963955,1272,473314,214,3219044,3129,600673,2519,2008954,1354,609417,344,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,616194,315,313321,426,64354,424,206220,21,42747,76,302873,429,60318,399,188119,128,54436,58,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9309291,4101,4557419,2289,1007737,1601,2896612,1400,653070,135,4751872,2883,957165,2258,2932827,1538,861880,294,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2585779,891,1271751,890,266068,752,806040,379,199643,93,1314028,893,251124,756,810420,489,252484,119,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3026649,2315,1487724,1563,287468,917,958915,957,241341,229,1538925,1374,272627,858,972416,994,293882,464,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10035953,3417,4895542,2102,982767,1033,3130276,1415,782499,250,5140411,1783,933668,937,3159419,1117,1047324,521,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,791560,1670,380549,886,69857,500,250623,629,60069,281,411011,1243,65745,529,261687,778,83579,256,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3016843,1645,1476673,1600,305100,1368,929920,659,241653,6,1540170,1509,289005,1342,953223,507,297942,204,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,698504,1363,349589,1077,78691,780,219588,628,51310,77,348915,1109,73369,931,211343,280,64203,95,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4840886,2132,2362309,2881,512675,2412,1496800,1014,352834,265,2478577,2556,487132,2360,1541621,869,449824,274,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11554528,5931,5722835,4249,1183044,3173,3692653,2164,847138,920,5831693,4697,1116518,3436,3672037,2236,1043138,1077,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2278904,919,1140610,597,342278,256,684231,438,114101,63,1138294,467,323619,297,679632,411,135043,38,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,588138,351,290089,160,57818,131,189034,101,43237,2,298049,239,54336,111,190767,195,52946,2,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5234502,2415,2584320,3233,531694,2987,1683980,990,368646,234,2650182,2882,502949,2834,1685152,927,462081,297,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
