GEO_ID,B16008_001E,B16008_001M,B16008_002E,B16008_002M,B16008_003E,B16008_003M,B16008_004E,B16008_004M,B16008_005E,B16008_005M,B16008_006E,B16008_006M,B16008_007E,B16008_007M,B16008_008E,B16008_008M,B16008_009E,B16008_009M,B16008_010E,B16008_010M,B16008_011E,B16008_011M,B16008_012E,B16008_012M,B16008_013E,B16008_013M,B16008_014E,B16008_014M,B16008_015E,B16008_015M,B16008_016E,B16008_016M,B16008_017E,B16008_017M,B16008_018E,B16008_018M,B16008_019E,B16008_019M,B16008_020E,B16008_020M,B16008_021E,B16008_021M,B16008_022E,B16008_022M,B16008_023E,B16008_023M,B16008_024E,B16008_024M,B16008_025E,B16008_025M,B16008_026E,B16008_026M,B16008_027E,B16008_027M,B16008_028E,B16008_028M,B16008_029E,B16008_029M,B16008_030E,B16008_030M,B16008_031E,B16008_031M,B16008_032E,B16008_032M,B16008_033E,B16008_033M,B16008_034E,B16008_034M,B16008_035E,B16008_035M,B16008_036E,B16008_036M,B16008_037E,B16008_037M,B16008_038E,B16008_038M,B16008_039E,B16008_039M,B16008_040E,B16008_040M,B16008_041E,B16008_041M,B16008_042E,B16008_042M,B16008_043E,B16008_043M,B16008_044E,B16008_044M,B16008_045E,B16008_045M,B16008_046E,B16008_046M,B16008_047E,B16008_047M,B16008_048E,B16008_048M,B16008_049E,B16008_049M,B16008_050E,B16008_050M,B16008_051E,B16008_051M,B16008_052E,B16008_052M,B16008_053E,B16008_053M,NAME,B16008_001MA,B16008_001EA,B16008_002MA,B16008_002EA,B16008_003MA,B16008_003EA,B16008_004MA,B16008_004EA,B16008_005MA,B16008_005EA,B16008_006EA,B16008_006MA,B16008_007MA,B16008_007EA,B16008_008MA,B16008_008EA,B16008_009MA,B16008_009EA,B16008_010EA,B16008_010MA,B16008_011MA,B16008_011EA,B16008_012MA,B16008_012EA,B16008_013MA,B16008_013EA,B16008_014MA,B16008_014EA,B16008_015EA,B16008_015MA,B16008_016MA,B16008_016EA,B16008_017MA,B16008_017EA,B16008_018MA,B16008_018EA,B16008_019MA,B16008_019EA,B16008_020MA,B16008_020EA,B16008_021EA,B16008_021MA,B16008_022MA,B16008_022EA,B16008_023MA,B16008_023EA,B16008_024MA,B16008_024EA,B16008_025MA,B16008_025EA,B16008_026EA,B16008_026MA,B16008_027MA,B16008_027EA,B16008_028MA,B16008_028EA,B16008_029MA,B16008_029EA,B16008_030MA,B16008_030EA,B16008_031MA,B16008_031EA,B16008_032EA,B16008_032MA,B16008_033EA,B16008_033MA,B16008_034EA,B16008_034MA,B16008_035EA,B16008_035MA,B16008_036MA,B16008_036EA,B16008_037MA,B16008_037EA,B16008_038EA,B16008_038MA,B16008_039EA,B16008_039MA,B16008_040EA,B16008_040MA,B16008_041EA,B16008_041MA,B16008_042MA,B16008_042EA,B16008_043EA,B16008_043MA,B16008_044EA,B16008_044MA,B16008_045MA,B16008_045EA,B16008_046EA,B16008_046MA,B16008_047MA,B16008_047EA,B16008_048MA,B16008_048EA,B16008_049EA,B16008_049MA,B16008_050EA,B16008_050MA,B16008_051EA,B16008_051MA,B16008_052MA,B16008_052EA,B16008_053MA,B16008_053EA,state
0400000US06,35504620,2553,25240694,51016,6249273,13598,3598520,23698,2138606,19345,1753788,18900,384818,9946,512147,11568,436337,11924,75810,4371,18991421,44821,15199907,42654,2982562,27773,2622428,27426,360134,10260,808952,16331,703701,15683,105251,4956,10263926,50745,4891302,38259,83866,4724,22998,2223,20299,2278,15208,2076,5091,978,40569,3919,31777,3683,8792,1385,4807436,37002,594525,13703,1636096,25804,666797,13934,969299,18966,2576815,25368,1298507,22440,1278308,17882,5372624,40223,369357,11925,22242,2668,231275,9223,158116,6891,73159,5507,115840,6139,67510,4978,48330,3521,5003267,34811,343315,10707,3293003,30826,629775,13362,2663228,25749,1366949,20841,591352,18579,775597,15348,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4850587,1857,4349064,13331,857323,4406,711315,8333,119894,6295,101557,5953,18337,2198,26114,3008,22064,3046,4050,912,3491741,11902,3230970,13509,203647,7568,169684,7320,33963,3493,57124,4542,51070,4340,6054,1153,501523,13031,200319,7356,9134,1579,4883,1204,1479,713,1212,669,267,285,2772,1005,2391,877,381,353,191185,7245,44316,3078,57802,4502,28170,2886,29632,2650,89067,5102,52192,4724,36875,2861,301204,11705,27855,3271,3717,1115,16815,2567,14034,2365,2781,846,7323,1765,3678,1314,3645,1234,273349,10112,29865,3415,178711,7783,41621,4433,137090,6876,64773,4589,36441,2972,28332,3488,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3397277,984,2904764,13286,569583,3523,461378,5752,68346,3888,58488,3690,9858,1843,39859,3729,34279,3351,5580,1504,2335181,12798,2071500,13023,184575,5890,123816,6079,60759,3800,79106,4854,69959,4529,9147,1559,492513,13280,233608,9606,9330,1522,5424,1219,688,497,593,489,95,109,3218,967,3112,971,106,132,224278,9505,59575,4487,40487,3645,18566,2505,21921,3165,124216,6790,73081,4453,51135,4015,258905,10111,20783,2942,4067,1019,7707,1454,4931,1121,2776,989,9009,2364,5408,1408,3601,1874,238122,9129,40036,3903,80139,6067,17489,2851,62650,5282,117947,6112,57433,4507,60514,4489,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,860907,333,784499,4798,144085,1351,125515,2268,13831,1670,10186,1580,3645,1100,4739,950,3688,895,1051,689,640414,4029,607633,4687,21750,2565,16109,2394,5641,1649,11031,1484,8857,1449,2174,758,76408,4780,37803,2991,2107,929,1281,680,273,248,43,73,230,212,553,550,387,503,166,259,35696,2839,9557,2001,6344,1365,3982,1245,2362,666,19795,2151,13628,2167,6167,1161,38605,3478,2543,958,422,309,1300,727,927,583,373,342,821,403,487,367,334,245,36062,3070,5104,1278,17487,2484,3611,1263,13876,2424,13471,1786,8500,1463,4971,1214,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,593321,267,504592,4780,67320,913,57795,1402,7123,1157,5468,1017,1655,718,2402,712,2253,717,149,141,437272,4635,410519,4289,14427,1817,12959,1822,1468,623,12326,1738,10590,1645,1736,606,88729,4720,36062,3147,1150,498,225,176,356,358,356,358,0,197,569,315,523,306,46,78,34912,3025,12633,1568,7157,1385,3474,1038,3683,1095,15122,2102,10265,1744,4857,1111,52667,4008,1980,885,301,268,824,556,504,431,320,390,855,461,562,345,293,254,50687,3943,13414,2698,17305,2342,5161,1404,12144,2004,19968,3118,12489,2046,7479,2426,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18247223,3003,14517187,32511,2741360,9911,2055127,13660,542492,11130,457173,11320,85319,5829,143741,7962,129143,7357,14598,2603,11775827,28779,10391878,27721,1134013,18306,910070,17115,223943,8979,249936,11850,217228,11516,32708,3299,3730036,31973,1930006,25130,44023,4111,13587,2348,18533,2313,16512,2260,2021,750,11903,2407,10305,2269,1598,681,1885983,24728,418160,13372,974247,14156,453156,12050,521091,12895,493576,15530,288279,10789,205297,9742,1800030,27310,145245,7941,17343,2882,88574,5785,59590,5075,28984,3062,39328,3647,23091,2867,16237,2546,1654785,25045,260654,8909,975617,18964,233326,10076,742291,17851,418514,13404,187089,9177,231425,9864,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9248840,3638,8315878,17051,1764626,6721,1543614,10150,165523,6955,130450,7628,35073,3937,55489,5798,48532,5250,6957,1587,6551252,16071,6300245,16328,169486,8170,136607,7465,32879,3588,81521,5172,72866,4910,8655,1589,932962,16725,352147,12805,11457,2037,6156,1536,2193,961,1494,705,699,574,3108,957,2426,791,682,538,340690,12785,89613,8112,75506,5445,44192,4088,31314,3567,175571,7771,105374,6222,70197,4225,580815,16499,48559,4691,7959,2250,20990,2945,16286,2758,4704,1257,19610,3092,11535,2457,8075,1816,532256,14323,64109,6448,292462,9441,65831,5777,226631,9059,175685,10502,87908,8266,87777,6581,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1303300,333,1053316,9653,199658,2128,171175,3847,3568,1161,2891,1078,677,368,24915,2861,18382,2567,6533,1343,853658,8743,766644,9236,13266,1633,10134,1486,3132,877,73748,5511,50417,4022,23331,2985,249984,9645,139684,5887,3900,939,1578,613,0,177,0,177,0,177,2322,758,1360,498,962,676,135784,5686,22877,2415,3075,1023,2108,684,967,765,109832,5248,46915,3526,62917,3871,110300,6998,10310,1831,1900,701,125,172,62,100,63,107,8285,1539,3034,826,5251,1322,99990,6021,12542,2065,3603,1548,1566,747,2037,1079,83845,5601,23583,2880,60262,4644,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1481992,1847,1386029,6752,304211,2744,273751,3849,26315,3238,21945,3004,4370,1154,4145,1193,3779,1167,366,272,1081818,5496,1034607,6243,34529,3135,29712,2916,4817,1084,12682,1875,11390,1765,1292,546,95963,6184,37099,4414,1548,725,940,607,340,299,203,227,137,214,268,237,268,237,0,187,35551,4178,10023,1463,13038,2428,6274,1524,6764,1474,12490,2581,7031,1641,5459,1677,58864,4833,5257,1543,527,526,3670,1198,1671,674,1999,968,1060,872,789,809,271,253,53607,4140,7491,1986,35629,3303,7516,1551,28113,2922,10487,1904,5995,1205,4492,1285,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12061228,2147,10281438,21040,2159083,7250,1683715,10217,352984,8304,283068,9362,69916,4498,122384,6115,105388,5906,16996,2148,8122355,18878,7466660,16523,452803,10718,378526,10566,74277,4550,202892,7822,178648,7512,24244,2217,1779790,21064,837563,17405,24939,2750,11908,1805,5286,1689,3728,1403,1558,671,7745,1529,7150,1421,595,456,812624,16499,106643,5425,237065,9929,103640,6000,133425,7079,468916,11949,261600,10884,207316,8557,942227,21736,65002,5946,6156,1654,33400,3805,24980,3569,8420,1692,25446,3561,17996,2870,7450,2105,877225,18320,57377,4996,502900,12694,104712,6622,398188,11563,316948,12331,145934,7302,171014,9617,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
