GEO_ID,B25045_001E,B25045_001M,B25045_002E,B25045_002M,B25045_003E,B25045_003M,B25045_004E,B25045_004M,B25045_005E,B25045_005M,B25045_006E,B25045_006M,B25045_007E,B25045_007M,B25045_008E,B25045_008M,B25045_009E,B25045_009M,B25045_010E,B25045_010M,B25045_011E,B25045_011M,B25045_012E,B25045_012M,B25045_013E,B25045_013M,B25045_014E,B25045_014M,B25045_015E,B25045_015M,B25045_016E,B25045_016M,B25045_017E,B25045_017M,B25045_018E,B25045_018M,B25045_019E,B25045_019M,NAME,B25045_001EA,B25045_001MA,B25045_002EA,B25045_002MA,B25045_003EA,B25045_003MA,B25045_004MA,B25045_004EA,B25045_005MA,B25045_005EA,B25045_006EA,B25045_006MA,B25045_007EA,B25045_007MA,B25045_008EA,B25045_008MA,B25045_009MA,B25045_009EA,B25045_010MA,B25045_010EA,B25045_011MA,B25045_011EA,B25045_012EA,B25045_012MA,B25045_013EA,B25045_013MA,B25045_014EA,B25045_014MA,B25045_015MA,B25045_015EA,B25045_016MA,B25045_016EA,B25045_017EA,B25045_017MA,B25045_018EA,B25045_018MA,B25045_019EA,B25045_019MA,state
0400000US06,12552658,18433,6781817,25470,190825,6014,9619,1366,70377,3462,110829,4523,6590992,24982,528239,10240,4243732,23011,1819021,11568,5770841,24980,800094,12964,188300,6902,361745,9733,250049,7975,4970747,26673,1678421,16570,2845674,22462,446652,9783,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,1278158,11129,24251,2214,1697,468,10624,1500,11930,1602,1253907,11112,142567,5063,816947,8782,294393,5003,717930,9538,90181,4191,21025,1925,44667,3204,24489,2259,627749,9982,280583,6116,296592,8042,50574,3401,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,908452,7756,25092,2100,1030,439,7440,1197,16622,1897,883360,7659,66859,3771,583967,6154,232534,3845,449360,8680,98101,4037,22443,2347,44411,2890,31247,2200,351259,9079,119324,4673,185613,7612,46322,2952,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,241050,3609,6192,1065,482,307,2475,654,3235,739,234858,3708,23054,1939,142789,3447,69015,1987,99258,4117,15344,1853,2853,870,7349,1404,5142,1002,83914,3652,31395,2139,43738,3194,8781,1228,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,110681,3549,16766,1825,2390,617,8291,1489,6085,1018,93915,3048,10252,1285,58591,2724,25072,1448,155981,4855,84236,4355,31877,2821,39862,3017,12497,1534,71745,3793,30850,2494,34832,2761,6063,890,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,4724428,21345,168412,6338,5930,1140,55921,3538,106561,5155,4556016,20551,338039,9414,2589099,18213,1628878,12325,2473515,22250,361275,9582,80451,4417,158956,7930,121868,5522,2112240,20925,727416,13197,1147207,17031,237617,7322,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,2248702,19411,53967,3652,2482,779,23091,2302,28394,2647,2194735,18627,228589,8084,1430779,14522,535367,6277,1284206,16668,189418,5696,51644,4102,93403,4748,44371,2667,1094788,16053,440330,10259,567541,12465,86917,4414,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,254770,4107,10937,1467,229,167,4246,883,6462,1082,243833,4150,17797,1894,144415,3828,81621,2246,192978,4122,26480,2210,5971,1380,12581,1516,7928,1074,166498,4352,58808,2872,90169,3106,17521,1754,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,398671,5979,8486,1251,985,437,3431,776,4070,906,390185,5840,48772,3596,234392,4680,107021,2798,184435,6150,17237,2044,5079,1418,5624,1150,6534,1239,167198,6350,77506,4634,72262,3898,17430,1911,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,3177104,16645,122877,5315,9625,1431,46305,3197,66947,3248,3054227,16122,328591,7201,1947067,12946,778569,7467,1593090,15616,403104,8541,121412,5131,179617,6116,102075,4816,1189986,16305,474847,9232,599929,11600,115210,4703,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
