GEO_ID,B20017H_001E,B20017H_001M,B20017H_002E,B20017H_002M,B20017H_003E,B20017H_003M,B20017H_004E,B20017H_004M,B20017H_005E,B20017H_005M,B20017H_006E,B20017H_006M,B20017H_007E,B20017H_007M,NAME,B20017H_001MA,B20017H_001EA,B20017H_002EA,B20017H_002MA,B20017H_003EA,B20017H_003MA,B20017H_004EA,B20017H_004MA,B20017H_005MA,B20017H_005EA,B20017H_006MA,B20017H_006EA,B20017H_007EA,B20017H_007MA,state
0400000US06,40957,170,50088,301,67169,502,14350,481,32320,197,51612,243,12528,274,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,35350,331,41616,415,55633,845,11517,314,29442,846,42454,851,10723,265,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,41740,378,51393,478,66509,960,12490,610,33646,1088,51739,533,12552,615,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36107,802,41978,820,54043,1999,10776,1017,30694,859,43412,2340,10370,687,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,61528,1277,73585,5679,89897,4790,18431,8538,56045,1756,69616,5142,12181,2240,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,31093,172,35991,300,47492,631,11394,193,26702,283,37934,457,10807,189,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,32373,314,40047,514,50970,386,10231,338,26683,373,39295,853,9950,358,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,36866,1169,41217,1047,51308,2033,16955,1777,30776,2275,46569,1808,15520,1388,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,25282,528,31628,503,45111,1912,10017,628,20030,672,31947,558,8903,510,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,35679,222,44250,790,57688,849,11251,207,27651,569,41951,284,10469,208,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,29563,434,36315,320,47219,346,10181,283,22731,461,34321,657,9404,280,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30557,242,36811,378,46204,449,9598,525,24216,583,35861,347,9257,321,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,30658,279,36899,456,47502,824,9183,514,24413,559,35742,492,9091,339,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,27371,259,32435,587,44254,1129,9503,420,22358,268,32782,802,9170,324,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,32457,559,43690,1542,53715,1580,11637,395,24424,748,35475,701,9323,438,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,27613,609,32463,930,42612,1219,10919,498,23331,846,35125,721,10502,372,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,43408,826,51842,403,66361,873,11488,359,35778,487,51791,447,11604,333,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,40384,247,48200,1140,62998,1451,11630,333,32694,718,50797,352,12109,215,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,28428,411,35887,312,50881,201,10062,250,21957,192,37502,430,9791,186,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,34504,501,41231,284,51916,288,11041,310,28172,592,41348,275,11267,200,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30222,432,35717,716,45707,959,9910,694,24126,918,33288,1441,8962,612,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,28580,375,33759,727,45240,471,10128,269,23386,418,33783,616,8846,317,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25418,498,30947,691,42312,1147,10788,801,20651,639,31904,518,9474,547,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,30740,288,37131,588,45936,669,9323,607,23905,592,35300,537,9245,396,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34541,1012,40398,590,51937,733,13479,1012,29693,1358,41393,535,12500,797,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,34774,874,41140,639,54762,1793,11443,586,28739,1270,41920,753,11369,454,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,45482,476,54659,1062,71429,560,13742,873,35334,526,51973,395,12473,387,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,33306,1484,40335,1178,51860,876,11268,829,26399,1117,41478,1203,10397,667,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,39042,537,46266,391,60593,282,12003,206,31716,239,48066,694,11805,147,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,31020,170,36409,379,47147,341,10659,217,25764,311,37130,338,10077,213,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,31802,425,40544,595,47191,1405,11608,946,24656,883,34488,1001,10421,443,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,30291,161,36600,272,48639,695,10072,181,23712,347,36470,291,9744,214,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,30479,209,36817,428,46434,613,10484,350,23576,561,32795,677,8713,401,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,29112,540,35226,585,50838,474,11088,327,23579,616,39352,822,10509,289,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,31889,145,40067,286,50851,201,10758,184,25638,189,38738,382,10008,181,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,34243,1303,40454,859,54426,2086,11258,757,29807,1068,42460,2329,11655,496,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,30733,268,36402,523,47559,978,9855,477,25381,411,36811,527,9219,398,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,29194,657,33801,1222,41437,658,9262,847,23642,744,32112,556,8592,580,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
