GEO_ID,B20017H_001E,B20017H_001M,B20017H_002E,B20017H_002M,B20017H_003E,B20017H_003M,B20017H_004E,B20017H_004M,B20017H_005E,B20017H_005M,B20017H_006E,B20017H_006M,B20017H_007E,B20017H_007M,NAME,B20017H_001MA,B20017H_001EA,B20017H_002EA,B20017H_002MA,B20017H_003EA,B20017H_003MA,B20017H_004EA,B20017H_004MA,B20017H_005MA,B20017H_005EA,B20017H_006MA,B20017H_006EA,B20017H_007EA,B20017H_007MA,state
0400000US47,29471,426,34840,619,45120,673,10275,335,23649,481,34293,595,9076,291,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,37442,315,46499,412,57783,1094,11323,209,30226,232,41933,238,9984,217,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,29130,881,38757,1149,51311,373,10363,420,20689,487,35979,663,8397,387,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,29526,886,33854,1294,45135,1299,10261,612,25137,853,38302,1314,10627,427,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37330,302,45239,523,58669,1311,10690,343,30654,310,43631,757,10185,219,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,35501,310,44183,1032,58020,1360,13154,820,27349,384,42516,660,11572,234,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,26943,403,33625,1101,44594,1690,9529,764,21466,481,30873,452,8673,464,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,31174,203,37458,533,49500,491,10045,264,25622,283,37381,348,10416,179,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,31079,807,42163,1719,53788,2975,11720,1132,21989,835,35114,1611,8754,793,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,27378,7561,36669,6421,57929,25080,12492,16052,17301,8021,27793,9031,5938,1549,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,30647,313,37968,1006,49743,1064,10298,531,22838,757,35287,546,8693,356,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41103,902,51167,823,65466,1680,20209,2399,31795,1240,46862,1135,13759,2283,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,32928,651,39864,918,51605,376,11307,346,28581,1115,40426,461,10971,291,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,27467,566,32965,1046,41971,436,10118,571,21876,426,32083,628,8667,464,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
