GEO_ID,B19037A_001E,B19037A_001M,B19037A_002E,B19037A_002M,B19037A_003E,B19037A_003M,B19037A_004E,B19037A_004M,B19037A_005E,B19037A_005M,B19037A_006E,B19037A_006M,B19037A_007E,B19037A_007M,B19037A_008E,B19037A_008M,B19037A_009E,B19037A_009M,B19037A_010E,B19037A_010M,B19037A_011E,B19037A_011M,B19037A_012E,B19037A_012M,B19037A_013E,B19037A_013M,B19037A_014E,B19037A_014M,B19037A_015E,B19037A_015M,B19037A_016E,B19037A_016M,B19037A_017E,B19037A_017M,B19037A_018E,B19037A_018M,B19037A_019E,B19037A_019M,B19037A_020E,B19037A_020M,B19037A_021E,B19037A_021M,B19037A_022E,B19037A_022M,B19037A_023E,B19037A_023M,B19037A_024E,B19037A_024M,B19037A_025E,B19037A_025M,B19037A_026E,B19037A_026M,B19037A_027E,B19037A_027M,B19037A_028E,B19037A_028M,B19037A_029E,B19037A_029M,B19037A_030E,B19037A_030M,B19037A_031E,B19037A_031M,B19037A_032E,B19037A_032M,B19037A_033E,B19037A_033M,B19037A_034E,B19037A_034M,B19037A_035E,B19037A_035M,B19037A_036E,B19037A_036M,B19037A_037E,B19037A_037M,B19037A_038E,B19037A_038M,B19037A_039E,B19037A_039M,B19037A_040E,B19037A_040M,B19037A_041E,B19037A_041M,B19037A_042E,B19037A_042M,B19037A_043E,B19037A_043M,B19037A_044E,B19037A_044M,B19037A_045E,B19037A_045M,B19037A_046E,B19037A_046M,B19037A_047E,B19037A_047M,B19037A_048E,B19037A_048M,B19037A_049E,B19037A_049M,B19037A_050E,B19037A_050M,B19037A_051E,B19037A_051M,B19037A_052E,B19037A_052M,B19037A_053E,B19037A_053M,B19037A_054E,B19037A_054M,B19037A_055E,B19037A_055M,B19037A_056E,B19037A_056M,B19037A_057E,B19037A_057M,B19037A_058E,B19037A_058M,B19037A_059E,B19037A_059M,B19037A_060E,B19037A_060M,B19037A_061E,B19037A_061M,B19037A_062E,B19037A_062M,B19037A_063E,B19037A_063M,B19037A_064E,B19037A_064M,B19037A_065E,B19037A_065M,B19037A_066E,B19037A_066M,B19037A_067E,B19037A_067M,B19037A_068E,B19037A_068M,B19037A_069E,B19037A_069M,NAME,B19037A_001EA,B19037A_001MA,B19037A_002EA,B19037A_002MA,B19037A_003MA,B19037A_003EA,B19037A_004EA,B19037A_004MA,B19037A_005EA,B19037A_005MA,B19037A_006EA,B19037A_006MA,B19037A_007EA,B19037A_007MA,B19037A_008MA,B19037A_008EA,B19037A_009EA,B19037A_009MA,B19037A_010EA,B19037A_010MA,B19037A_011EA,B19037A_011MA,B19037A_012EA,B19037A_012MA,B19037A_013EA,B19037A_013MA,B19037A_014MA,B19037A_014EA,B19037A_015EA,B19037A_015MA,B19037A_016EA,B19037A_016MA,B19037A_017EA,B19037A_017MA,B19037A_018EA,B19037A_018MA,B19037A_019MA,B19037A_019EA,B19037A_020EA,B19037A_020MA,B19037A_021EA,B19037A_021MA,B19037A_022EA,B19037A_022MA,B19037A_023MA,B19037A_023EA,B19037A_024EA,B19037A_024MA,B19037A_025EA,B19037A_025MA,B19037A_026EA,B19037A_026MA,B19037A_027EA,B19037A_027MA,B19037A_028EA,B19037A_028MA,B19037A_029EA,B19037A_029MA,B19037A_030MA,B19037A_030EA,B19037A_031MA,B19037A_031EA,B19037A_032MA,B19037A_032EA,B19037A_033EA,B19037A_033MA,B19037A_034EA,B19037A_034MA,B19037A_035EA,B19037A_035MA,B19037A_036MA,B19037A_036EA,B19037A_037MA,B19037A_037EA,B19037A_038MA,B19037A_038EA,B19037A_039EA,B19037A_039MA,B19037A_040EA,B19037A_040MA,B19037A_041MA,B19037A_041EA,B19037A_042MA,B19037A_042EA,B19037A_043EA,B19037A_043MA,B19037A_044EA,B19037A_044MA,B19037A_045EA,B19037A_045MA,B19037A_046EA,B19037A_046MA,B19037A_047MA,B19037A_047EA,B19037A_048EA,B19037A_048MA,B19037A_049MA,B19037A_049EA,B19037A_050EA,B19037A_050MA,B19037A_051EA,B19037A_051MA,B19037A_052MA,B19037A_052EA,B19037A_053EA,B19037A_053MA,B19037A_054EA,B19037A_054MA,B19037A_055EA,B19037A_055MA,B19037A_056EA,B19037A_056MA,B19037A_057EA,B19037A_057MA,B19037A_058MA,B19037A_058EA,B19037A_059EA,B19037A_059MA,B19037A_060EA,B19037A_060MA,B19037A_061EA,B19037A_061MA,B19037A_062EA,B19037A_062MA,B19037A_063MA,B19037A_063EA,B19037A_064EA,B19037A_064MA,B19037A_065EA,B19037A_065MA,B19037A_066EA,B19037A_066MA,B19037A_067EA,B19037A_067MA,B19037A_068EA,B19037A_068MA,B19037A_069MA,B19037A_069EA,state
0400000US06,8457578,25556,259016,7418,42411,3477,22188,2201,19929,2363,22548,2428,19028,2070,16966,2022,16545,2112,13261,1886,10282,1755,19586,2315,21830,2546,17492,2094,7901,1341,3141,788,3464,1014,2444,930,2726309,21581,138040,7168,97640,4678,101739,5516,129642,6395,115813,5351,126040,5841,114254,5874,132544,6621,107435,6039,214488,8281,285662,8299,367445,10122,270033,7756,167898,6074,182588,6929,175048,5701,3427254,16408,166130,6407,134474,5174,114523,5280,128974,4375,114075,5703,125441,5705,116421,5405,123177,4879,116188,4847,231182,7377,333288,9301,454804,9773,360478,8265,242986,8329,299954,6762,365159,7510,2044999,10734,107090,5135,165494,7048,159207,5481,139648,5978,125480,5125,124178,5604,111553,4245,96546,4063,92371,3607,150792,5272,185396,5262,198073,4586,132523,4783,77890,4271,81748,3652,97010,3976,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1751085,8859,83472,4159,14552,2136,8075,1610,7304,1187,10124,1766,5914,1150,6093,1438,6037,1411,4028,870,3330,1012,6399,1315,5371,1362,3890,975,1223,633,422,254,398,485,312,266,611974,7290,25234,3040,15184,1941,21515,2769,26281,2554,23885,2437,29747,3177,29455,2567,31578,2812,26745,2793,56212,3584,73303,4502,93872,4251,61802,3616,35240,2355,34468,3403,27453,2471,702513,6697,40502,2935,25014,2285,21422,1824,23512,2577,22842,2169,28149,2368,24963,2166,28048,2688,27047,1913,53865,3031,73046,3433,100613,3885,75178,4044,50927,3175,53810,3321,53575,2562,353126,3986,21020,1718,26204,2161,25357,1988,27507,2309,24579,1934,21834,1805,19145,1892,18671,1888,17048,1614,29139,1651,34902,2354,36602,2264,18810,1662,10227,1271,10270,1155,11811,1523,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1110308,7231,22128,2361,4184,1147,1654,690,1391,563,1522,692,1344,588,1170,678,977,496,1896,780,851,427,2965,924,1442,555,1501,451,578,348,289,317,164,160,200,254,303617,5155,13429,1892,7133,1587,7489,1508,7354,1529,9537,1547,10386,1644,8361,1302,11174,1637,10545,1984,23854,2591,36697,2941,46712,2999,37142,2717,23901,2418,23766,2039,26137,2168,490463,5139,21281,2500,13429,1767,9107,1609,12438,1796,10367,1574,11496,1660,14533,1646,14071,1979,13591,1611,30321,2427,43944,2663,70000,3434,63308,3748,42349,3043,53551,3594,66677,3491,294100,3779,14441,1754,22419,2121,23569,2117,21679,1723,21564,2098,17504,1654,16306,1693,13800,1491,11365,1248,22658,1975,24884,1717,30406,2032,18067,1714,12308,1267,9815,1206,13315,1167,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,251901,3214,7918,1372,1561,529,618,351,244,187,293,251,799,719,530,248,311,327,956,523,128,153,717,425,865,537,215,225,295,289,64,108,286,352,36,61,70378,2375,2643,816,1542,668,1154,486,3366,1008,2026,602,2883,764,2087,614,3864,933,1979,625,6616,1367,8578,1412,13023,1731,9039,1527,4482,892,4175,1071,2921,693,101074,2457,3650,794,2035,608,3117,981,4438,1042,3358,991,4082,1065,3840,870,4520,1191,3418,783,8018,1149,10423,1202,15802,1982,12782,1801,6992,1087,7924,1350,6675,1104,72531,1865,3793,835,4536,849,5882,1036,5508,986,4870,871,4519,814,4629,998,4201,721,3156,684,5856,1134,6729,954,7762,1129,4486,840,2412,612,2021,529,2171,609,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119050,2969,8250,1114,1370,504,436,304,140,110,410,322,156,169,723,426,476,274,597,343,647,337,369,247,811,439,709,340,779,349,234,142,269,146,124,208,62352,2164,1665,606,395,349,344,263,666,579,1404,881,1506,689,828,437,1666,706,1645,655,3694,1377,5125,955,9318,1217,8161,1428,5880,864,8310,1357,11745,1268,31440,1466,988,423,476,305,478,271,685,387,592,378,474,287,723,485,538,305,478,387,979,471,1224,533,2443,679,3861,963,3368,713,4015,847,10118,1183,17008,973,748,382,250,206,614,373,533,328,483,353,475,327,470,310,575,336,353,254,982,582,1373,453,1101,493,2889,669,692,370,1701,593,3769,712,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5806844,22331,159330,6292,31202,2692,15457,2314,13703,1971,16990,2171,14479,2223,13924,1833,8564,1695,8435,1723,7153,1525,10499,2042,9338,1407,4930,1278,2705,878,911,542,685,481,355,314,1541519,13285,89468,5212,60714,4515,68656,5234,78102,4966,86292,5288,91886,5431,85095,5173,93070,6089,71734,4789,138299,6350,180279,7350,204005,7497,123095,6323,63236,3935,55632,4087,51956,3546,2228635,13820,156084,7441,94117,5084,98912,5977,110855,5074,104096,4731,113461,5911,98957,5133,108353,5146,96012,4688,181345,6675,237701,7672,274887,7554,201782,7093,110893,4879,113667,5355,127513,5420,1877360,11499,131210,5388,160073,5656,168085,5918,155410,5363,135680,4653,124726,5156,113316,5135,100185,3997,85309,3844,153393,5164,158022,6421,162290,5746,86600,4630,45586,2913,41980,2911,55495,3127,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2246577,12282,86931,4940,17418,2424,7030,1314,7912,1573,8572,1758,8071,1731,6674,1462,5892,1335,5664,1392,3829,982,5945,1283,4645,1110,3120,985,1580,637,445,357,127,141,7,13,730052,8679,44135,3503,22414,2940,26648,3528,29626,2844,35456,3691,33452,2811,37724,3147,36021,3432,30128,3313,68536,4458,88952,5114,100269,5130,71024,5066,37714,3036,37753,3139,30200,2424,901392,7400,54824,3775,35327,2868,33066,2864,35485,2935,34969,3090,35786,2854,34254,3374,35216,3130,35325,3038,68861,4037,98551,5043,124987,5223,87982,4330,53747,3495,60543,3623,72469,4044,528202,5514,33544,2869,48656,3077,45367,3563,44506,3104,36878,3144,33047,2427,30788,2741,28203,2022,27228,2124,39860,2972,48850,2873,44963,2822,24742,2030,14197,1556,13837,1608,13536,1758,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,151669,3006,6970,980,263,246,142,139,450,439,751,437,299,186,397,238,316,222,461,291,453,305,473,292,1797,597,507,369,163,193,175,271,174,220,149,179,50688,2122,2589,744,1121,557,1544,668,1747,634,1915,729,2364,776,2503,796,2243,708,2443,704,3781,998,6879,1284,8519,1704,6064,1018,2419,742,2197,664,2360,685,60049,2061,6187,1249,2063,802,2718,802,1778,730,1087,357,1451,622,2605,758,2135,683,1977,698,3806,948,5446,988,8530,1386,6095,1111,4720,868,4841,761,4610,875,33962,1252,1514,486,988,329,1973,742,2527,739,862,389,1677,570,1470,673,1352,493,1133,358,2476,612,2657,665,4640,933,3080,656,2225,736,2594,603,2794,705,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,547085,5471,32955,2554,5183,1242,2471,1083,4045,1108,2896,912,3355,1016,3327,1005,1984,773,2880,1005,1752,719,1846,712,1534,729,1541,729,91,101,50,78,0,187,0,187,178044,4557,11141,1883,8135,1687,8765,1442,10034,1662,8522,1661,12497,2157,11289,2047,10460,1872,8633,1370,17053,2460,24283,2671,23387,2632,12007,1656,4734,1151,3957,1394,3147,1120,204133,3966,10183,1402,8996,1683,8307,1302,10766,1463,10334,1272,10595,1320,10006,2050,10091,1325,9381,1603,18963,2098,25307,2197,27625,2000,18475,2047,9428,1514,8925,1415,6751,1216,131953,2426,10555,1676,12124,1403,12082,1497,11483,1289,12241,1346,8444,1057,7908,1249,7688,1451,5507,971,10712,1473,11007,1303,9341,1248,5658,976,2449,700,2379,609,2375,674,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3654879,12665,121578,4830,26959,2836,9245,1473,11516,1917,10979,1876,8747,1376,8345,1655,7463,1370,6497,1253,4592,917,8643,1231,7697,1679,6915,1345,2128,709,995,543,545,422,312,242,1172003,9790,51129,3817,33573,2728,40300,2940,43378,3501,41756,2927,51597,3355,48635,3444,53741,3209,48835,3557,100014,4603,138166,4445,189933,6842,124058,6342,74486,3882,67636,3643,64766,3490,1470640,7005,71166,3732,40214,2935,46143,3043,50782,2523,43953,3330,55785,3113,53512,2603,55445,3467,53172,3136,112486,4895,162098,5802,219692,6435,161259,5557,105040,5470,117231,4852,122662,4518,890658,5585,51313,3022,72654,3332,82648,4244,70989,2995,68395,3178,58837,3508,55281,2705,48328,3117,40167,2515,68797,2762,78632,3532,80341,3206,43380,2299,24194,1909,23688,1817,23014,1898,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
