GEO_ID,B08124_001E,B08124_001M,B08124_002E,B08124_002M,B08124_003E,B08124_003M,B08124_004E,B08124_004M,B08124_005E,B08124_005M,B08124_006E,B08124_006M,B08124_007E,B08124_007M,B08124_008E,B08124_008M,B08124_009E,B08124_009M,B08124_010E,B08124_010M,B08124_011E,B08124_011M,B08124_012E,B08124_012M,B08124_013E,B08124_013M,B08124_014E,B08124_014M,B08124_015E,B08124_015M,B08124_016E,B08124_016M,B08124_017E,B08124_017M,B08124_018E,B08124_018M,B08124_019E,B08124_019M,B08124_020E,B08124_020M,B08124_021E,B08124_021M,B08124_022E,B08124_022M,B08124_023E,B08124_023M,B08124_024E,B08124_024M,B08124_025E,B08124_025M,B08124_026E,B08124_026M,B08124_027E,B08124_027M,B08124_028E,B08124_028M,B08124_029E,B08124_029M,B08124_030E,B08124_030M,B08124_031E,B08124_031M,B08124_032E,B08124_032M,B08124_033E,B08124_033M,B08124_034E,B08124_034M,B08124_035E,B08124_035M,B08124_036E,B08124_036M,B08124_037E,B08124_037M,B08124_038E,B08124_038M,B08124_039E,B08124_039M,B08124_040E,B08124_040M,B08124_041E,B08124_041M,B08124_042E,B08124_042M,B08124_043E,B08124_043M,B08124_044E,B08124_044M,B08124_045E,B08124_045M,B08124_046E,B08124_046M,B08124_047E,B08124_047M,B08124_048E,B08124_048M,B08124_049E,B08124_049M,NAME,B08124_001MA,B08124_001EA,B08124_002MA,B08124_002EA,B08124_003MA,B08124_003EA,B08124_004EA,B08124_004MA,B08124_005EA,B08124_005MA,B08124_006EA,B08124_006MA,B08124_007MA,B08124_007EA,B08124_008MA,B08124_008EA,B08124_009MA,B08124_009EA,B08124_010EA,B08124_010MA,B08124_011EA,B08124_011MA,B08124_012MA,B08124_012EA,B08124_013MA,B08124_013EA,B08124_014EA,B08124_014MA,B08124_015EA,B08124_015MA,B08124_016EA,B08124_016MA,B08124_017EA,B08124_017MA,B08124_018MA,B08124_018EA,B08124_019EA,B08124_019MA,B08124_020MA,B08124_020EA,B08124_021EA,B08124_021MA,B08124_022EA,B08124_022MA,B08124_023MA,B08124_023EA,B08124_024EA,B08124_024MA,B08124_025EA,B08124_025MA,B08124_026EA,B08124_026MA,B08124_027EA,B08124_027MA,B08124_028EA,B08124_028MA,B08124_029MA,B08124_029EA,B08124_030EA,B08124_030MA,B08124_031EA,B08124_031MA,B08124_032EA,B08124_032MA,B08124_033EA,B08124_033MA,B08124_034MA,B08124_034EA,B08124_035EA,B08124_035MA,B08124_036EA,B08124_036MA,B08124_037EA,B08124_037MA,B08124_038EA,B08124_038MA,B08124_039EA,B08124_039MA,B08124_040MA,B08124_040EA,B08124_041EA,B08124_041MA,B08124_042EA,B08124_042MA,B08124_043EA,B08124_043MA,B08124_044EA,B08124_044MA,B08124_045MA,B08124_045EA,B08124_046EA,B08124_046MA,B08124_047EA,B08124_047MA,B08124_048EA,B08124_048MA,B08124_049EA,B08124_049MA,state
0400000US06,16432358,41929,6011272,34093,3101029,29604,3939960,34230,1489927,20260,1811841,23073,78329,4904,12059924,50107,4511539,31432,2124863,27175,2983578,29482,1052671,17100,1347340,20284,39933,3359,1821450,24221,538352,14421,359997,10886,387160,11088,278154,9598,249861,9978,7926,1699,851099,15586,279116,8150,228786,8785,205823,7641,42350,3477,94058,5362,966,674,441486,12725,135533,6685,128872,7323,104984,5228,25925,2946,34629,3754,11543,2283,393237,12829,131345,6595,83784,5637,71670,4408,48375,5316,54719,3743,3344,1069,865162,15704,415387,10974,174727,7378,186745,6659,42452,3328,31234,3092,14617,2940,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2538793,15597,1005963,14559,440271,11395,609597,11926,239133,8321,221112,8338,22717,2466,1889150,18419,755919,13152,311005,8925,462685,11257,175257,6767,171471,7676,12813,2208,245831,9352,74401,4770,49316,4438,52950,4086,41373,3077,25839,2746,1952,838,81980,5100,26332,2510,23731,2755,21845,2750,3216,903,6723,1552,133,160,85695,5233,28745,3084,22270,3095,18991,2231,4561,1049,3612,1021,7516,965,67923,4403,28483,2934,13699,1914,12375,1703,4932,1185,8166,1548,268,215,168214,6844,92083,4706,20250,2606,40751,2720,9794,1729,5301,1024,35,49,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1728325,12264,715162,11071,309957,9842,411440,8911,121103,5985,165958,6459,4705,1002,1358109,13375,571767,10069,230433,7921,327839,8428,94550,4836,131989,6002,1531,609,142303,6353,44265,3775,35069,3329,28464,2549,16571,2575,17805,2267,129,178,82482,5268,34815,2583,17626,2816,21203,2413,2508,881,6330,1194,0,193,51475,4279,16384,1698,13884,2159,11978,1958,2318,953,4933,1495,1978,614,22416,2678,7043,1246,5855,1257,4500,1180,2134,869,2763,1125,121,199,71540,4258,40888,3101,7090,1140,17456,1892,3022,950,2138,821,946,552,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,421883,5569,154180,5779,79722,4597,106001,5010,36135,2837,44869,2860,976,440,343732,6538,126426,5358,62853,4181,86379,4540,29994,2714,37267,2689,813,396,34036,2891,11163,1510,7263,1492,8015,1425,3381,826,4051,1133,163,183,10725,1732,3855,912,2945,888,2782,878,295,285,848,437,0,182,9550,1740,2088,670,2873,729,2918,897,449,292,1222,720,0,182,5273,1134,850,354,1302,526,1128,527,913,495,1080,571,0,182,18567,2031,9798,1508,2486,706,4779,1009,1103,625,401,261,0,182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326143,6312,194495,5600,49829,3450,57549,4069,10156,1918,11931,1640,2183,663,111088,5103,66173,3996,16376,2046,18006,2077,4413,1044,5729,1045,391,233,18396,2250,10290,1544,2056,734,3001,817,1783,747,1266,678,0,197,125890,5558,71680,4466,21487,2271,25780,3146,2778,1069,3988,1384,177,200,38795,3712,24746,2603,5689,1503,6743,1416,333,299,206,157,1078,881,16845,2756,11191,2058,2227,736,2021,711,757,817,523,381,126,115,15129,1890,10415,1465,1994,744,1998,682,92,151,219,199,411,671,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8161313,33163,2741685,31876,1659258,24197,2278205,31158,729723,16778,726320,18189,26122,2988,6473106,37786,2230879,28494,1257000,20734,1849035,28365,538208,13871,583496,15467,14488,2137,795280,17080,215625,8917,193756,7628,198778,8164,111696,8281,72687,4992,2738,829,177143,9552,29194,2784,66217,5911,47155,3965,17339,3438,16905,2608,333,279,127838,7423,31929,3261,41321,4756,31601,3160,11390,2495,9505,1684,2092,1341,183659,7268,40876,3970,52015,4034,37739,3260,24702,3131,27976,2801,351,215,404287,11109,193182,7878,48949,3857,113897,6263,26388,3326,15751,2391,6120,1744,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4213128,24999,1489404,17021,714814,13992,1050430,17523,381043,11284,545733,13525,31704,2602,3353644,22638,1218246,17000,540621,12457,861356,16081,272232,8674,441533,12551,19656,2230,439477,13300,111187,6713,88525,6425,91814,5767,79692,6987,66774,4743,1485,650,82974,5095,21870,2278,26808,3222,20782,2765,4981,1662,7989,1609,544,289,71148,4804,18244,2260,21913,2853,15837,2001,5150,1351,7576,1757,2428,735,64415,5076,17513,2107,14427,2574,10525,2190,8580,1726,13077,2129,293,257,201470,6626,102344,5391,22520,2649,50116,4099,10408,1773,8784,1467,7298,1479,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,670355,7481,214567,6343,150017,6455,158545,5446,67926,3389,55925,3821,23375,2001,437154,8837,142203,5159,92507,5242,101721,4571,48968,3065,38178,3389,13577,1713,102542,5152,35518,2934,20964,2036,25167,2630,10335,1434,7932,1502,2626,759,45177,3416,8160,1235,17415,2153,13432,2000,2324,764,3793,932,53,62,31804,2894,8933,1404,6678,1409,7578,1510,2257,720,2066,747,4292,1171,24202,2650,7226,1360,7438,1556,4227,1140,2292,901,1929,598,1090,445,29476,2735,12527,1659,5015,956,6420,1382,1750,638,2027,796,1737,908,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,697765,7911,228617,8007,127792,5841,170083,6003,84516,4131,86206,4273,551,333,542709,9910,179818,7297,95613,5064,137071,6003,62875,3684,66985,4353,347,229,70227,5655,18790,2228,14251,2361,14661,2440,12529,2054,9808,1641,188,274,5925,1058,1678,435,1000,568,1209,529,799,329,1239,541,0,187,20109,2007,5849,1224,5978,1601,4441,971,1789,615,2052,742,0,187,17778,2592,5007,1008,3192,995,2800,891,3030,1067,3733,1137,16,31,41017,3189,17475,2190,7758,1484,9901,1830,3494,1013,2389,738,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5927604,21876,2139139,18215,1042594,16011,1479563,16309,429297,9461,827398,15037,9613,1264,4362024,21463,1558116,13676,719312,13047,1105972,15234,339950,8167,636326,13057,2348,668,526666,12110,138546,5541,112402,5555,114296,6175,51922,3434,109286,5968,214,206,506351,11780,224480,7748,98143,5237,136531,5378,10468,1752,36644,3349,85,103,186595,7673,67844,4643,48175,3659,43377,3272,7211,1472,15469,1691,4519,1251,101926,5526,33661,3013,25167,2562,17564,2357,7322,1423,18054,2208,158,182,244042,7533,116492,5806,39395,3450,61823,3979,12424,1877,11619,1702,2289,918,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
