GEO_ID,C17015_001E,C17015_001M,C17015_002E,C17015_002M,C17015_003E,C17015_003M,C17015_004E,C17015_004M,C17015_005E,C17015_005M,C17015_006E,C17015_006M,C17015_007E,C17015_007M,C17015_008E,C17015_008M,C17015_009E,C17015_009M,C17015_010E,C17015_010M,C17015_011E,C17015_011M,C17015_012E,C17015_012M,C17015_013E,C17015_013M,C17015_014E,C17015_014M,C17015_015E,C17015_015M,NAME,C17015_001EA,C17015_001MA,C17015_002EA,C17015_002MA,C17015_003EA,C17015_003MA,C17015_004EA,C17015_004MA,C17015_005MA,C17015_005EA,C17015_006EA,C17015_006MA,C17015_007EA,C17015_007MA,C17015_008EA,C17015_008MA,C17015_009EA,C17015_009MA,C17015_010MA,C17015_010EA,C17015_011MA,C17015_011EA,C17015_012EA,C17015_012MA,C17015_013MA,C17015_013EA,C17015_014EA,C17015_014MA,C17015_015EA,C17015_015MA,state
0400000US06,8585787,27380,1111400,15617,131587,5663,35088,2778,96499,4884,979813,15295,251124,8825,728689,11818,7474387,28093,1862473,15136,225106,5421,1637367,14914,5611914,24952,356374,8713,5255540,24870,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,118607,5656,13902,1800,3631,976,10271,1461,104705,5501,13453,2093,91252,5316,1159657,11072,263582,4996,19015,1690,244567,5413,896075,10235,29367,2326,866708,10028,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,70924,4265,10193,1410,2689,843,7504,1283,60731,4058,13788,1528,46943,3816,831445,8840,217425,4506,16811,1536,200614,4338,614020,8222,25496,2521,588524,8028,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,18399,2121,3002,789,602,338,2400,678,15397,1934,2654,840,12743,1792,207194,4348,62512,2321,4593,842,57919,2296,144682,3870,8069,1243,136613,3959,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,15690,1571,2677,670,1231,464,1446,556,13013,1484,5042,1006,7971,1290,96803,3781,20053,1555,2833,776,17220,1537,76750,3385,5885,1302,70865,3445,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,580789,12915,106439,5365,20962,2358,85477,4312,474350,11362,70646,4385,403704,10868,4017433,24594,1418246,13046,108081,4370,1310165,12613,2599187,22174,123246,5564,2475941,21731,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,361820,10541,58781,3998,10788,1787,47993,3600,303039,9635,43345,2961,259694,8779,2044406,15943,543886,9401,49957,3333,493929,8837,1500520,13316,61473,3659,1439047,12823,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,26514,2112,3865,989,558,234,3307,914,22649,1904,4359,982,18290,1904,282651,5838,96357,3186,8033,1079,88324,2903,186294,5289,7448,1221,178846,5283,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,47558,3550,7260,1371,1409,571,5851,1297,40298,3310,4674,995,35624,3298,358350,6909,103400,3609,7225,1258,96175,3460,254950,6144,13701,1903,241249,6249,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,339595,8078,46186,3002,9718,1429,36468,2888,293409,7248,54430,3219,238979,6475,2781425,15435,707693,7157,56699,2775,650994,7983,2073732,14444,84866,4067,1988866,14503,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1648172,14329,186201,5877,26301,2284,6202,1013,20099,2181,159900,5726,26888,2469,133012,5178,1461971,13691,415116,5787,28080,2194,387036,5392,1046855,12595,42065,2949,1004790,12664,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796744,7245,70337,3702,9939,1184,2179,647,7760,940,60398,3545,13716,1443,46682,3148,726407,7311,197257,3703,13002,1390,184255,3530,529150,6912,19403,1689,509747,6715,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,727171,6574,67828,3618,9266,1140,2285,600,6981,1092,58562,3363,10564,1560,47998,3117,659343,7039,174737,3810,10790,1586,163947,3431,484606,6492,15778,1750,468828,6435,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1140771,10522,169148,5700,38260,2564,10820,1489,27440,2171,130888,5215,34304,2565,96584,4661,971623,10148,306362,5628,31688,2183,274674,5410,665261,9068,34670,2302,630591,9295,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1125659,9109,174766,6579,33105,3031,8333,1346,24772,2378,141661,6186,25167,2368,116494,5652,950893,9486,266842,5298,25206,2049,241636,4640,684051,9999,31055,2458,652996,9515,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,346950,5393,34019,2499,6266,1170,2694,852,3572,785,27753,2321,10842,1470,16911,1994,312931,5166,102188,2782,7059,1091,95129,2748,210743,4837,12520,1768,198223,4806,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437113,10814,104724,5338,16878,1968,5019,1013,11859,1741,87846,4429,19866,1950,67980,3996,1332389,10662,319440,6116,23462,1924,295978,6034,1012949,9255,41992,3181,970957,9864,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1598867,12256,135819,5457,23736,2600,8523,1712,15213,1880,112083,4908,37467,2835,74616,4299,1463048,11274,383452,6772,37007,2675,346445,6579,1079596,9334,54315,3569,1025281,9958,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2482612,15037,312684,7523,53816,3452,15111,1690,38705,2762,258868,6845,66587,3312,192281,5715,2169928,15432,685125,6397,59846,2974,625279,6285,1484803,13213,83371,4159,1401432,13694,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1374436,9338,104285,4782,14023,1372,3583,789,10440,1123,90262,4588,27058,2746,63204,3579,1270151,9399,312370,4556,18974,1417,293396,4563,957781,8156,38154,2636,919627,7753,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,747620,9723,143510,6988,27912,2492,7561,1221,20351,2282,115598,6213,26498,2694,89100,5426,604110,8871,192402,4442,20669,1901,171733,4281,411708,8880,28595,2598,383113,8635,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1517231,12741,177919,6713,33464,2744,6958,1108,26506,2246,144455,5852,32385,3156,112070,5134,1339312,11908,404214,6516,31065,2434,373149,6282,935098,10771,39975,2769,895123,10811,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,259650,5083,26547,2218,4807,849,1062,391,3745,748,21740,2146,3613,783,18127,2055,233103,5160,71328,2604,4464,898,66864,2608,161775,3997,6668,1075,155107,3869,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,474564,6359,43306,2669,4840,822,975,380,3865,772,38466,2608,5622,910,32844,2430,431258,6410,106662,2046,7187,933,99475,1931,324596,6041,10171,1252,314425,5919,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,650833,9331,81805,4772,10474,1584,1584,503,8890,1557,71331,4663,11695,1632,59636,4228,569028,9141,155462,4108,11604,1328,143858,4061,413566,7740,21350,2553,392216,7573,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,341718,5965,23062,2624,5462,1193,1705,900,3757,875,17600,2362,3930,1146,13670,2069,318656,6051,88702,3026,5500,1024,83202,2835,229954,5030,11480,1762,218474,4806,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2211642,11388,182374,6218,25343,2269,6787,1398,18556,1887,157031,5739,34860,3140,122171,5036,2029268,11090,531291,5904,43672,2437,487619,5766,1497977,10322,64210,4008,1433767,10416,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501421,8215,84047,4110,15198,1775,3302,928,11896,1577,68849,3902,11199,1679,57650,3390,417374,7998,128215,3759,11757,1468,116458,3750,289159,7420,13703,1634,275456,7229,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4587857,19910,560748,9815,82088,4015,21776,2135,60312,3508,478660,9786,119124,5311,359536,8588,4027109,19840,1125136,11854,108114,4612,1017022,10803,2901973,20486,150067,5682,2751906,20191,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2472230,16171,331842,8395,58001,3494,12222,1775,45779,3099,273841,7241,41300,2688,232541,7550,2140388,16167,625699,8890,48046,2844,577653,8493,1514689,13390,59356,3752,1455333,13051,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175380,3955,12342,1328,1403,421,157,122,1246,398,10939,1327,1424,454,9515,1201,163038,3810,40332,1753,2059,399,38273,1748,122706,3538,2540,701,120166,3495,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2913312,14675,349081,8678,54109,3191,15089,1529,39020,2884,294972,8360,71888,3802,223084,7197,2564231,14280,742931,7795,59950,3410,682981,7431,1821300,12678,85449,4260,1735851,11930,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957067,7641,125048,3631,23022,1767,5582,963,17440,1551,102026,3440,17497,1664,84529,3466,832019,7593,242986,4087,22052,1527,220934,3936,589033,6874,26467,1879,562566,6758,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,964892,8222,117202,5776,14671,1860,3280,881,11391,1660,102531,5376,25180,3082,77351,4600,847690,8772,258682,5623,22792,2093,235890,5388,589008,8603,30692,2950,558316,8370,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3202089,14021,304659,8110,56561,3376,16253,1914,40308,2712,248098,7480,71700,3921,176398,7058,2897430,15690,888814,8861,71217,3582,817597,8484,2008616,14806,107672,4956,1900944,13193,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257419,5346,23710,2237,2585,830,776,527,1809,605,21125,2110,6423,1166,14702,1830,233709,5060,66835,2640,7618,1350,59217,2446,166874,4261,9880,1619,156994,4107,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1204041,11533,169766,6595,30769,2326,6462,1084,24307,2091,138997,6193,19367,2329,119630,5532,1034275,12278,342340,6190,25467,2331,316873,5885,691935,10612,28650,2412,663285,10956,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,206668,3783,17777,1672,2932,646,628,297,2304,567,14845,1544,2812,553,12033,1458,188891,3737,50138,2203,2514,487,47624,2211,138753,3306,5246,911,133507,3343,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1641665,13839,224722,7137,46746,3266,13139,1875,33607,2574,177976,5814,39869,3259,138107,5536,1416943,12805,446589,7603,38403,2569,408186,7202,970354,11499,48235,3105,922119,11517,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6239195,24705,875385,13529,135297,5599,28963,2536,106334,4959,740088,12006,98506,5147,641582,11471,5363810,23248,1275278,13602,115097,4835,1160181,13115,4088532,21042,161068,6087,3927464,20738,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,666661,6750,64059,4846,7136,1300,1306,598,5830,1119,56923,4469,5919,1323,51004,4269,602602,7131,130116,3317,10999,1582,119117,3426,472486,7053,19219,1989,453267,7185,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,160878,3335,11857,1293,2052,488,613,269,1439,413,9805,1232,3285,756,6520,1104,149021,3255,45235,1788,3755,743,41480,1745,103786,3084,5718,1012,98068,2944,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2044422,13958,175030,5740,29222,2251,4955,970,24267,2135,145808,5602,26178,2566,119630,5141,1869392,14307,481730,7186,35836,2312,445894,7018,1387662,12373,49022,3449,1338640,12636,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1687786,13965,156411,7225,21562,2211,6015,1240,15547,1913,134849,6493,33097,2825,101752,5433,1531375,14981,394980,7133,32236,2682,362744,6718,1136395,12526,55742,3916,1080653,11886,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,471536,7578,60924,3222,14176,1655,3386,671,10790,1576,46748,2906,12021,1408,34727,2801,410612,7533,155459,4772,12518,1652,142941,4610,255153,5923,12207,1758,242946,6263,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1461573,10805,130464,4622,19435,1907,4630,1060,14805,1585,111029,4140,21358,1947,89671,3640,1331109,10318,369166,4869,24471,1710,344695,4817,961943,9980,34956,2571,926987,9335,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,146745,3551,12425,1418,1400,575,312,286,1088,477,11025,1358,1630,515,9395,1249,134320,3718,35457,1678,2275,583,33182,1540,98863,3416,3823,798,95040,3356,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,895380,12009,363735,8335,116989,4035,13186,1496,103803,3786,246746,7108,27630,2620,219116,6587,531645,9801,230780,6410,12716,1676,218064,6167,300865,7490,5777,1076,295088,7275,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1233937,11653,180873,5448,36904,2397,8768,1162,28136,2219,143969,5520,25069,2552,118900,4852,1053064,10642,344229,5478,32915,2625,311314,4790,708835,9716,34010,3045,674825,9435,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,166400,3894,12542,1458,1430,480,537,355,893,343,11112,1315,2215,628,8897,1291,153858,3775,29924,1806,4048,867,25876,1792,123934,3791,7020,1196,116914,3836,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1560687,15808,212634,6251,31788,2889,5188,1200,26600,2609,180846,6310,24922,2316,155924,6174,1348053,14877,425552,7725,27427,2451,398125,7415,922501,12000,39056,2933,883445,12544,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758601,8707,110938,4523,22040,2124,5911,1148,16129,1837,88898,4260,20693,2242,68205,4086,647663,8295,214391,4912,19817,2114,194574,4582,433272,7332,23911,2492,409361,7599,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
