GEO_ID,C20005_001E,C20005_001M,C20005_002E,C20005_002M,C20005_003E,C20005_003M,C20005_004E,C20005_004M,C20005_005E,C20005_005M,C20005_006E,C20005_006M,C20005_007E,C20005_007M,C20005_008E,C20005_008M,C20005_009E,C20005_009M,C20005_010E,C20005_010M,C20005_011E,C20005_011M,C20005_012E,C20005_012M,C20005_013E,C20005_013M,C20005_014E,C20005_014M,C20005_015E,C20005_015M,C20005_016E,C20005_016M,C20005_017E,C20005_017M,C20005_018E,C20005_018M,C20005_019E,C20005_019M,C20005_020E,C20005_020M,C20005_021E,C20005_021M,C20005_022E,C20005_022M,C20005_023E,C20005_023M,C20005_024E,C20005_024M,C20005_025E,C20005_025M,C20005_026E,C20005_026M,C20005_027E,C20005_027M,C20005_028E,C20005_028M,C20005_029E,C20005_029M,C20005_030E,C20005_030M,C20005_031E,C20005_031M,C20005_032E,C20005_032M,C20005_033E,C20005_033M,C20005_034E,C20005_034M,C20005_035E,C20005_035M,C20005_036E,C20005_036M,C20005_037E,C20005_037M,C20005_038E,C20005_038M,C20005_039E,C20005_039M,NAME,C20005_001MA,C20005_001EA,C20005_002MA,C20005_002EA,C20005_003MA,C20005_003EA,C20005_004EA,C20005_004MA,C20005_005EA,C20005_005MA,C20005_006EA,C20005_006MA,C20005_007EA,C20005_007MA,C20005_008MA,C20005_008EA,C20005_009MA,C20005_009EA,C20005_010EA,C20005_010MA,C20005_011EA,C20005_011MA,C20005_012EA,C20005_012MA,C20005_013MA,C20005_013EA,C20005_014MA,C20005_014EA,C20005_015EA,C20005_015MA,C20005_016EA,C20005_016MA,C20005_017EA,C20005_017MA,C20005_018EA,C20005_018MA,C20005_019MA,C20005_019EA,C20005_020MA,C20005_020EA,C20005_021EA,C20005_021MA,C20005_022EA,C20005_022MA,C20005_023EA,C20005_023MA,C20005_024MA,C20005_024EA,C20005_025MA,C20005_025EA,C20005_026EA,C20005_026MA,C20005_027EA,C20005_027MA,C20005_028EA,C20005_028MA,C20005_029MA,C20005_029EA,C20005_030MA,C20005_030EA,C20005_031MA,C20005_031EA,C20005_032EA,C20005_032MA,C20005_033EA,C20005_033MA,C20005_034MA,C20005_034EA,C20005_035MA,C20005_035EA,C20005_036MA,C20005_036EA,C20005_037EA,C20005_037MA,C20005_038EA,C20005_038MA,C20005_039MA,C20005_039EA,state
0400000US06,29884983,9480,14753029,7078,6670589,30800,228,176,6670361,30784,118156,6643,693969,15560,954065,15591,1552375,20803,1331527,17351,2020269,18179,8082440,30568,4547454,25030,3534986,24516,1470939,16822,866204,14910,422620,11100,370017,9340,198404,7664,206802,7303,15131954,8194,4602090,24176,275,176,4601815,24192,118665,5996,561227,12846,752335,13412,1267117,16691,948143,13180,954328,14109,10529864,23302,6490265,31659,4039599,29793,1856043,22999,996753,15333,443738,11482,370511,9800,210710,6359,161844,6867,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4085464,3556,2038064,3059,1047840,11252,200,177,1047640,11258,18594,2018,82437,5349,135276,5712,277111,7469,234600,6713,299622,7051,990224,11623,471709,8148,518515,11014,234940,7353,113287,5676,65036,4177,55361,4258,24286,2423,25605,2430,2047400,3629,737285,10028,81,135,737204,10016,16962,1940,83176,4471,118314,5405,248490,7717,159947,6101,110315,4247,1310115,11307,705474,10561,604641,10342,297986,7533,138554,5868,74710,4443,56637,3507,24930,2313,11824,1670,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2893530,2554,1392327,2660,680818,8355,51,85,680767,8347,7711,1346,29511,2701,64746,4325,149577,7250,164858,6007,264364,6011,711509,9122,378941,7342,332568,7663,142882,5021,70143,4201,39707,2961,37925,3023,20885,2139,21026,1977,1501203,2421,513501,7254,155,197,513346,7266,8691,1268,34030,3124,72359,4609,150294,5737,128657,4857,119315,5235,987702,8066,538696,7826,449006,7032,188405,5481,108176,4667,61561,3775,49218,3495,26294,2202,15352,1605,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,734481,1457,351612,1207,163254,4297,0,182,163254,4297,3334,1011,12161,1749,20876,2852,42162,3378,43799,3155,40922,2458,188358,4254,107498,3405,80860,4181,39256,2553,16910,2069,9350,2166,8839,1605,3239,1062,3266,890,382869,962,139358,3714,0,182,139358,3714,1769,619,12038,1749,24746,2458,49616,3547,30834,2679,20355,1783,243511,3761,141696,4019,101815,4297,50259,3262,25806,2376,10612,1285,8705,1247,4453,887,1980,657,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,533647,871,249451,610,125614,3866,0,197,125614,3866,1628,676,6871,1515,10264,1241,25750,2302,23777,2260,57324,2867,123837,3978,67827,3838,56010,3614,25604,2015,10037,1525,5956,1436,7647,1622,2476,839,4290,1057,284196,747,123039,3873,0,197,123039,3873,2137,693,5929,1145,10757,1924,28282,2742,30987,2541,44947,2430,161157,4022,90657,3838,70500,3984,31877,2554,14396,1744,7513,1397,7874,1399,4938,1101,3902,960,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15784363,7462,7638913,5694,3203869,20802,100,115,3203769,20797,61169,4038,384429,11244,574985,13133,925181,13910,598792,11439,659213,12968,4435044,21364,2796173,22157,1638871,16918,743105,14346,442705,11828,179427,7063,148298,6290,59747,4998,65589,3973,8145450,6716,2598254,19734,178,161,2598076,19764,64620,4905,398141,12750,581187,12500,865764,17385,424895,10562,263469,8779,5547196,21121,3681691,20999,1865505,19958,900367,16865,511027,11089,200235,8125,162841,6057,62031,3892,29004,3357,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7692523,6384,3714070,5597,1748254,15630,0,208,1748254,15630,32918,3207,174329,7288,291225,10997,484206,11675,356015,8871,409561,9453,1965816,17115,1182867,15381,782949,14119,390785,9945,182038,8157,82741,5085,66149,3734,33397,2987,27839,2840,3978453,5075,1361209,17011,111,135,1361098,17001,39358,4150,207332,7722,284139,9883,414798,10197,258327,8053,157144,6655,2617244,17405,1688486,17615,928758,14222,485117,11442,234963,8224,86943,4697,73414,4653,36371,3125,11950,1697,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1122846,1678,563029,1476,279662,5555,118,147,279544,5555,6407,1233,24666,2583,44404,3191,77815,3648,66339,4111,59913,3243,283367,5379,158522,4279,124845,5192,52670,3678,27696,2460,14232,1512,18037,2060,7288,1547,4922,922,559817,1050,203723,4578,0,177,203723,4578,4568,1110,21503,2176,38767,2609,71996,3715,41369,2630,25520,2148,356094,4651,216902,4617,139192,4494,60264,2842,35583,2812,18788,1769,15449,2135,6485,1041,2623,779,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1216830,2078,604386,2357,275532,5688,0,187,275532,5688,4695,1060,26494,2830,48373,3807,82681,4024,63728,3828,49561,3010,328854,5740,165570,4266,163284,5690,82868,4049,34973,2801,18836,2226,15617,2165,6050,1057,4940,1050,612444,2468,183138,5944,66,111,183072,5948,6683,1198,31509,2666,45642,3040,57833,4238,28766,2858,12639,1986,429306,6444,232918,5959,196388,7145,107690,5187,52070,3844,19190,2461,11854,1824,3801,944,1783,784,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10169058,5273,4934146,4433,2386766,14438,76,87,2386690,14443,35347,3048,182302,6230,303547,8963,609025,11592,556215,9907,700254,9254,2547380,15417,1422737,12281,1124643,13905,519647,10227,257039,6060,125157,5887,117412,5108,57534,3582,47854,3686,5234912,4426,1831095,15466,205,205,1830890,15459,32673,2789,212087,6975,340248,8060,565972,10599,390987,8933,288923,7275,3403817,15873,2006726,14825,1397091,15383,684703,12230,361826,9858,148458,5482,114215,5446,55957,3351,31932,2375,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
