GEO_ID,B17021_001E,B17021_001M,B17021_002E,B17021_002M,B17021_003E,B17021_003M,B17021_004E,B17021_004M,B17021_005E,B17021_005M,B17021_006E,B17021_006M,B17021_007E,B17021_007M,B17021_008E,B17021_008M,B17021_009E,B17021_009M,B17021_010E,B17021_010M,B17021_011E,B17021_011M,B17021_012E,B17021_012M,B17021_013E,B17021_013M,B17021_014E,B17021_014M,B17021_015E,B17021_015M,B17021_016E,B17021_016M,B17021_017E,B17021_017M,B17021_018E,B17021_018M,B17021_019E,B17021_019M,B17021_020E,B17021_020M,B17021_021E,B17021_021M,B17021_022E,B17021_022M,B17021_023E,B17021_023M,B17021_024E,B17021_024M,B17021_025E,B17021_025M,B17021_026E,B17021_026M,B17021_027E,B17021_027M,B17021_028E,B17021_028M,B17021_029E,B17021_029M,B17021_030E,B17021_030M,B17021_031E,B17021_031M,B17021_032E,B17021_032M,B17021_033E,B17021_033M,B17021_034E,B17021_034M,B17021_035E,B17021_035M,NAME,B17021_001EA,B17021_001MA,B17021_002MA,B17021_002EA,B17021_003MA,B17021_003EA,B17021_004EA,B17021_004MA,B17021_005EA,B17021_005MA,B17021_006EA,B17021_006MA,B17021_007MA,B17021_007EA,B17021_008MA,B17021_008EA,B17021_009MA,B17021_009EA,B17021_010EA,B17021_010MA,B17021_011EA,B17021_011MA,B17021_012EA,B17021_012MA,B17021_013MA,B17021_013EA,B17021_014MA,B17021_014EA,B17021_015EA,B17021_015MA,B17021_016EA,B17021_016MA,B17021_017EA,B17021_017MA,B17021_018MA,B17021_018EA,B17021_019MA,B17021_019EA,B17021_020MA,B17021_020EA,B17021_021EA,B17021_021MA,B17021_022EA,B17021_022MA,B17021_023EA,B17021_023MA,B17021_024MA,B17021_024EA,B17021_025MA,B17021_025EA,B17021_026EA,B17021_026MA,B17021_027EA,B17021_027MA,B17021_028EA,B17021_028MA,B17021_029MA,B17021_029EA,B17021_030MA,B17021_030EA,B17021_031EA,B17021_031MA,B17021_032EA,B17021_032MA,B17021_033EA,B17021_033MA,B17021_034EA,B17021_034MA,B17021_035MA,B17021_035EA,state
0400000US06,37303266,7131,6325319,64334,4937392,61258,2227327,44872,2105575,44610,121752,7216,2710065,47026,652697,24260,478726,21505,173971,8125,2057368,41166,1881812,39023,175556,7864,1387927,23530,768772,13822,575317,12831,193455,7359,619155,15882,30977947,64509,26776183,76846,20030212,96585,19888686,95307,141526,8722,6745971,76211,2271770,47476,2096741,45088,175029,8384,4474201,63676,4175232,59956,298969,10279,4201764,37389,3198099,24409,2487497,21024,710602,11661,1003665,21310,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5069071,2557,694842,20406,475262,20875,206067,14752,193885,14686,12182,1707,269195,16898,62448,7599,47600,7299,14848,2259,206747,15870,189780,14902,16967,3065,219580,7975,131907,5431,95730,5180,36177,2626,87673,4999,4374229,20336,3641503,24429,2899189,32607,2886422,32403,12767,2351,742314,23738,236459,13652,217057,12611,19402,2628,505855,20390,473063,18619,32792,4058,732726,13156,585917,9852,466880,9076,119037,4520,146809,6913,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3484178,1411,372390,14270,261294,15071,78546,9399,73208,9461,5338,1373,182748,11728,24404,4665,17883,3934,6521,1423,158344,10893,148335,10346,10009,1638,111096,6058,70704,4678,59029,4153,11675,1870,40392,3454,3111788,14576,2645958,18992,2038776,25993,2032036,25563,6740,1681,607182,17897,179327,11974,163450,10756,15877,2130,427855,16361,410182,16132,17673,2613,465830,11393,384739,7612,318907,6793,65832,3655,81091,5607,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,890738,1221,107307,7877,75090,7733,26293,5852,25154,5838,1139,537,48797,5865,8866,2220,6106,1860,2760,754,39931,5827,35981,5433,3950,1172,32217,3511,19141,2237,14011,1764,5130,1276,13076,2262,783431,7770,665580,8983,496231,13480,495051,13360,1180,707,169349,12319,48900,6797,44719,6363,4181,1016,120449,9512,112670,9087,7779,1940,117851,5564,95574,4025,78185,3977,17389,2097,22277,2961,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,598151,630,108732,7746,65016,6297,10136,3604,8749,3549,1387,706,54880,5939,6214,2137,5062,2069,1152,528,48666,5848,46482,5704,2184,894,43716,4069,24774,2742,19621,2403,5153,1114,18942,2665,489419,7620,313161,8903,183461,8434,180704,8733,2757,1934,129700,8917,25869,4593,24536,4365,1333,629,103831,8068,100487,7695,3344,1114,176258,5673,129395,3896,102458,4229,26937,2280,46863,3805,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18912479,5600,3238581,49032,2372155,47284,907815,33801,866461,34189,41354,5080,1464340,39083,280793,18073,218374,14798,62419,5379,1183547,36874,1099822,35069,83725,5568,866426,18146,524373,12156,416462,10553,107911,6052,342053,11639,15673898,48471,13099012,55055,9697699,67252,9658183,67103,39516,4681,3401313,54539,933108,36178,866714,33125,66394,6339,2468205,39607,2332862,39593,135343,7957,2574886,28540,2075348,19937,1712941,17375,362407,9865,499538,14913,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9652596,3256,1848533,37552,1465459,38222,512832,25926,494171,25523,18661,2843,952627,33890,154736,11386,121813,9856,32923,3448,797891,32477,763604,31040,34287,3450,383074,10040,253429,7103,204663,6634,48766,3862,129645,6873,7804063,37411,6754680,38078,5136477,49945,5120901,49718,15576,2723,1618203,38168,432581,21864,407576,21337,25005,3317,1185622,34290,1130793,33697,54829,5801,1049383,19180,873253,14719,741039,13269,132214,6009,176130,8160,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1356822,1094,157243,9661,115254,8536,51219,5468,45126,5436,6093,1383,64035,7193,12548,3025,8904,2714,3644,1034,51487,7104,46767,6734,4720,1032,41989,3078,23427,2091,18880,1980,4547,858,18562,2089,1199579,9654,1046158,11139,785891,18023,773633,18092,12258,2030,260267,16095,79911,8347,73695,8111,6216,1347,180356,13307,168496,12285,11860,2022,153421,6792,115156,4748,88591,4258,26565,2161,38265,3602,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1565511,1631,248494,13813,184320,12938,93328,9344,89349,9535,3979,1612,90992,9064,17237,3298,11508,2581,5729,1764,73755,8976,68671,8777,5084,1199,64174,4201,39609,2848,27726,2724,11883,1809,24565,2698,1317017,13659,1147583,16047,959208,17445,956799,17686,2409,942,188375,11971,63328,8629,58780,7686,4548,1648,125047,10164,116466,9740,8581,1739,169434,7285,137589,5733,112324,5434,25265,2443,31845,3213,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12573676,4182,1850562,32138,1366858,31214,480451,23557,463891,23502,16560,2233,886407,23900,160684,11517,120136,10582,40548,3558,725723,22690,681560,21632,44163,3527,483704,12484,316671,8829,251977,7010,64694,4722,167033,7128,10723114,32834,9137741,37112,7122891,53849,7105466,53759,17425,2331,2014850,39942,599804,24069,555046,22561,44758,3710,1415046,31864,1347641,30400,67405,4437,1585373,19563,1332503,14140,1121238,12839,211265,6214,252870,9635,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
